threeday_yrmo,threeday_yr,year,dayofyear,vartemp2_C_0-4m
1061,89,2015,266,13.1
1062,89,2015,266,13.1
1063,89,2015,266,13.1
1064,89,2015,266,13.1
1065,89,2015,266,13.1
1066,89,2015,266,13.1
1067,89,2015,266,13.1
1068,89,2015,266,13.1
1069,90,2015,269,12.8
1070,90,2015,269,12.8
1071,90,2015,269,12.8
1072,90,2015,269,12.8
1073,90,2015,269,12.8
1074,90,2015,269,12.8
1075,90,2015,269,12.8
1076,90,2015,269,12.8
1077,90,2015,269,12.8
1078,90,2015,269,12.8
1079,90,2015,269,12.8
1080,90,2015,269,12.8
1081,91,2015,272,12.6
1082,91,2015,272,12.6
1083,91,2015,272,12.6
1084,91,2015,272,12.6
1085,91,2015,272,12.6
1086,91,2015,272,12.6
1087,91,2015,272,12.6
1088,91,2015,272,12.6
1089,91,2015,272,12.6
1090,91,2015,272,12.6
1091,91,2015,272,12.6
1092,91,2015,272,12.6
1093,92,2015,275,12.4
1094,92,2015,275,12.4
1095,92,2015,275,12.4
1096,92,2015,275,12.4
1097,92,2015,275,12.4
1098,92,2015,275,12.4
1099,92,2015,275,12.4
1100,92,2015,275,12.4
1101,92,2015,275,12.4
1102,92,2015,275,12.4
1103,92,2015,275,12.4
1104,92,2015,275,12.4
1105,93,2015,278,12.4
1106,93,2015,278,12.4
1107,93,2015,278,12.4
1108,93,2015,278,12.4
1109,93,2015,278,12.4
1110,93,2015,278,12.4
1111,93,2015,278,12.4
1112,93,2015,278,12.4
1113,93,2015,278,12.4
1114,93,2015,278,12.4
1115,93,2015,278,12.4
1116,93,2015,278,12.4
1117,94,2015,281,12.4
1118,94,2015,281,12.4
1119,94,2015,281,12.4
1120,94,2015,281,12.4
1121,94,2015,281,12.4
1122,94,2015,281,12.4
1123,94,2015,281,12.4
1124,94,2015,281,12.4
1125,94,2015,281,12.4
1126,94,2015,281,12.4
1127,94,2015,281,12.4
1128,94,2015,281,12.4
1129,95,2015,284,12.1
1130,95,2015,284,12.1
1131,95,2015,284,12.1
1132,95,2015,284,12.1
1133,95,2015,284,12.1
1134,95,2015,284,12.1
1135,95,2015,284,12.1
1136,95,2015,284,12.1
1137,95,2015,284,12.1
1138,95,2015,284,12.1
1139,95,2015,284,12.1
1140,95,2015,284,12.1
1141,96,2015,287,12.0
1142,96,2015,287,12.0
1143,96,2015,287,12.0
1144,96,2015,287,12.0
1145,96,2015,287,12.0
1146,96,2015,287,12.0
1147,96,2015,287,12.0
1148,96,2015,287,12.0
1149,96,2015,287,12.0
1150,96,2015,287,12.0
1151,96,2015,287,12.0
1152,96,2015,287,12.0
1153,97,2015,290,11.8
1154,97,2015,290,11.8
1155,97,2015,290,11.8
1156,97,2015,290,11.8
1157,97,2015,290,11.8
1158,97,2015,290,11.8
1159,97,2015,290,11.8
1160,97,2015,290,11.8
1161,97,2015,290,11.8
1162,97,2015,290,11.8
1163,97,2015,290,11.8
1164,97,2015,290,11.8
1165,98,2015,293,11.8
1166,98,2015,293,11.8
1167,98,2015,293,11.8
1168,98,2015,293,11.8
1169,98,2015,293,11.8
1170,98,2015,293,11.8
1171,98,2015,293,11.8
1172,98,2015,293,11.8
1173,98,2015,293,11.8
1174,98,2015,293,11.8
1175,98,2015,293,11.8
1176,98,2015,293,11.8
1177,99,2015,296,11.7
1178,99,2015,296,11.7
1179,99,2015,296,11.7
1180,99,2015,296,11.7
1181,99,2015,296,11.7
1182,99,2015,296,11.7
1183,99,2015,296,11.7
1184,99,2015,296,11.7
1185,99,2015,296,11.7
1186,99,2015,296,11.7
1187,99,2015,296,11.7
1188,99,2015,296,11.7
1189,100,2015,299,11.4
1190,100,2015,299,11.4
1191,100,2015,299,11.4
1192,100,2015,299,11.4
1193,100,2015,299,11.4
1194,100,2015,299,11.4
1195,100,2015,299,11.4
1196,100,2015,299,11.4
1197,100,2015,299,11.4
1198,100,2015,299,11.4
1199,100,2015,299,11.4
1200,100,2015,299,11.4
1201,101,2015,302,11.2
1202,101,2015,302,11.2
1203,101,2015,302,11.2
1204,101,2015,302,11.2
1205,101,2015,302,11.2
1206,101,2015,302,11.2
1207,101,2015,302,11.2
1208,101,2015,302,11.2
1209,101,2015,302,11.2
1210,101,2015,302,11.2
1211,101,2015,302,11.2
1212,101,2015,302,11.2
1213,102,2015,305,11.1
1214,102,2015,305,11.1
1215,102,2015,305,11.1
1216,102,2015,305,11.1
1217,102,2015,305,11.1
1218,102,2015,305,11.1
1219,102,2015,305,11.1
1220,102,2015,305,11.1
1221,102,2015,305,11.1
1222,102,2015,305,11.1
1223,102,2015,305,11.1
1224,102,2015,305,11.1
1225,103,2015,308,10.9
1226,103,2015,308,10.9
1227,103,2015,308,10.9
1228,103,2015,308,10.9
1229,103,2015,308,10.9
1230,103,2015,308,10.9
1231,103,2015,308,10.9
1232,103,2015,308,10.9
1233,103,2015,308,10.9
1234,103,2015,308,10.9
1235,103,2015,308,10.9
1236,103,2015,308,10.9
1237,104,2015,311,10.7
1238,104,2015,311,10.7
1239,104,2015,311,10.7
1240,104,2015,311,10.7
1241,104,2015,311,10.7
1242,104,2015,311,10.7
1243,104,2015,311,10.7
1244,104,2015,311,10.7
1245,104,2015,311,10.7
1246,104,2015,311,10.7
1247,104,2015,311,10.7
1248,104,2015,311,10.7
1249,105,2015,314,10.5
1250,105,2015,314,10.5
1251,105,2015,314,10.5
1252,105,2015,314,10.5
1253,105,2015,314,10.5
1254,105,2015,314,10.5
1255,105,2015,314,10.5
1256,105,2015,314,10.5
1257,105,2015,314,10.5
1258,105,2015,314,10.5
1259,105,2015,314,10.5
1260,105,2015,314,10.5
1261,106,2015,317,10.1
1262,106,2015,317,10.1
1263,106,2015,317,10.1
1264,106,2015,317,10.1
1265,106,2015,317,10.1
1266,106,2015,317,10.1
1267,106,2015,317,10.1
1268,106,2015,317,10.1
1269,106,2015,317,10.1
1270,106,2015,317,10.1
1271,106,2015,317,10.1
1272,106,2015,317,10.1
1273,107,2015,320,9.9
1274,107,2015,320,9.9
1275,107,2015,320,9.9
1276,107,2015,320,9.9
1277,107,2015,320,9.9
1278,107,2015,320,9.9
1279,107,2015,320,9.9
1280,107,2015,320,9.9
1281,107,2015,320,9.9
1282,107,2015,320,9.9
1283,107,2015,320,9.9
1284,107,2015,320,9.9
1285,108,2015,323,9.6
1286,108,2015,323,9.6
1287,108,2015,323,9.6
1288,108,2015,323,9.6
1289,108,2015,323,9.6
1290,108,2015,323,9.6
1291,108,2015,323,9.6
1292,108,2015,323,9.6
1293,108,2015,323,9.6
1294,108,2015,323,9.6
1295,108,2015,323,9.6
1296,108,2015,323,9.6
1297,109,2015,326,9.4
1298,109,2015,326,9.4
1299,109,2015,326,9.4
1300,109,2015,326,9.4
1301,109,2015,326,9.4
1302,109,2015,326,9.4
1303,109,2015,326,9.4
1304,109,2015,326,9.4
1305,109,2015,326,9.4
1306,109,2015,326,9.4
1307,109,2015,326,9.4
1308,109,2015,326,9.4
1309,110,2015,329,9.2
1310,110,2015,329,9.2
1311,110,2015,329,9.2
1312,110,2015,329,9.2
1313,110,2015,329,9.2
1314,110,2015,329,9.2
1315,110,2015,329,9.2
1316,110,2015,329,9.2
1317,110,2015,329,9.2
1318,110,2015,329,9.2
1319,110,2015,329,9.2
1320,110,2015,329,9.2
1321,111,2015,332,9.0
1322,111,2015,332,9.0
1323,111,2015,332,9.0
1324,111,2015,332,9.0
1325,111,2015,332,9.0
1326,111,2015,332,9.0
1327,111,2015,332,9.0
1328,111,2015,332,9.0
1329,111,2015,332,9.0
1330,111,2015,332,9.0
1331,111,2015,332,9.0
1332,111,2015,332,9.0
1333,112,2015,335,8.7
1334,112,2015,335,8.7
1335,112,2015,335,8.7
1336,112,2015,335,8.7
1337,112,2015,335,8.7
1338,112,2015,335,8.7
1339,112,2015,335,8.7
1340,112,2015,335,8.7
1341,112,2015,335,8.7
1342,112,2015,335,8.7
1343,112,2015,335,8.7
1344,112,2015,335,8.7
1345,113,2015,338,8.7
1346,113,2015,338,8.7
1347,113,2015,338,8.7
1348,113,2015,338,8.7
1349,113,2015,338,8.7
1350,113,2015,338,8.7
1351,113,2015,338,8.7
1352,113,2015,338,8.7
1353,113,2015,338,8.7
1354,113,2015,338,8.7
1355,113,2015,338,8.7
1356,113,2015,338,8.7
1357,114,2015,341,8.8
1358,114,2015,341,8.8
1359,114,2015,341,8.8
1360,114,2015,341,8.8
1361,114,2015,341,8.8
1362,114,2015,341,8.8
1363,114,2015,341,8.8
1364,114,2015,341,8.8
1365,114,2015,341,8.8
1366,114,2015,341,8.8
1367,114,2015,341,8.8
1368,114,2015,341,8.8
1369,115,2015,344,8.8
1370,115,2015,344,8.8
1371,115,2015,344,8.8
1372,115,2015,344,8.8
1373,115,2015,344,8.8
1374,115,2015,344,8.8
1375,115,2015,344,8.8
1376,115,2015,344,8.8
1377,115,2015,344,8.8
1378,115,2015,344,8.8
1379,115,2015,344,8.8
1380,115,2015,344,8.8
1381,116,2015,347,8.7
1382,116,2015,347,8.7
1383,116,2015,347,8.7
1384,116,2015,347,8.7
1385,116,2015,347,8.7
1386,116,2015,347,8.7
1387,116,2015,347,8.7
1388,116,2015,347,8.7
1389,116,2015,347,8.7
1390,116,2015,347,8.7
1391,116,2015,347,8.7
1392,116,2015,347,8.7
1393,117,2015,350,8.4
1394,117,2015,350,8.4
1395,117,2015,350,8.4
1396,117,2015,350,8.4
1397,117,2015,350,8.4
1398,117,2015,350,8.4
1399,117,2015,350,8.4
1400,117,2015,350,8.4
1401,117,2015,350,8.4
1402,117,2015,350,8.4
1403,117,2015,350,8.4
1404,117,2015,350,8.4
1405,118,2015,353,8.2
1406,118,2015,353,8.2
1407,118,2015,353,8.2
1408,118,2015,353,8.2
1409,118,2015,353,8.2
1410,118,2015,353,8.2
1411,118,2015,353,8.2
1412,118,2015,353,8.2
1413,118,2015,353,8.2
1414,118,2015,353,8.2
1415,118,2015,353,8.2
1416,118,2015,353,8.2
1417,119,2015,356,8.1
1418,119,2015,356,8.1
1419,119,2015,356,8.1
1420,119,2015,356,8.1
1421,119,2015,356,8.1
1422,119,2015,356,8.1
1423,119,2015,356,8.1
1424,119,2015,356,8.1
1425,119,2015,356,8.1
1426,119,2015,356,8.1
1427,119,2015,356,8.1
1428,119,2015,356,8.1
1429,120,2015,359,8.0
1430,120,2015,359,8.0
1431,120,2015,359,8.0
1432,120,2015,359,8.0
1433,120,2015,359,8.0
1434,120,2015,359,8.0
1435,120,2015,359,8.0
1436,120,2015,359,8.0
1437,120,2015,359,8.0
1438,120,2015,359,8.0
1439,120,2015,359,8.0
1440,120,2015,359,8.0
1441,121,2015,362,7.8
1442,121,2015,362,7.8
1443,121,2015,362,7.8
1444,121,2015,362,7.8
1445,121,2015,362,7.8
1446,121,2015,362,7.8
1447,121,2015,362,7.8
1448,121,2015,362,7.8
1449,121,2015,362,7.8
1450,121,2015,362,7.8
1451,121,2015,362,7.8
1452,121,2015,362,7.8
1453,122,2015,365,7.6
1454,122,2015,365,7.6
1455,122,2015,365,7.6
1456,122,2015,365,7.6
1457,122,2015,365,7.6
1458,122,2015,365,7.6
1459,122,2015,365,7.6
1460,122,2015,365,7.6
1461,122,2015,365,7.6
1462,122,2015,365,7.6
1463,122,2015,365,7.6
1464,122,2015,365,7.6
1465,123,2016,2,7.5
1466,123,2016,2,7.5
1467,123,2016,2,7.5
1468,123,2016,2,7.5
1469,123,2016,2,7.5
1470,123,2016,2,7.5
1471,123,2016,2,7.5
1472,123,2016,2,7.5
1473,123,2016,2,7.5
1474,123,2016,2,7.5
1475,123,2016,2,7.5
1476,123,2016,2,7.5
1477,124,2016,5,7.4
1478,124,2016,5,7.4
1479,124,2016,5,7.4
1480,124,2016,5,7.4
1481,124,2016,5,7.4
1482,124,2016,5,7.4
1483,124,2016,5,7.4
1484,124,2016,5,7.4
1485,124,2016,5,7.4
1486,124,2016,5,7.4
1487,124,2016,5,7.4
1488,124,2016,5,7.4
1489,125,2016,8,7.4
1490,125,2016,8,7.4
1491,125,2016,8,7.4
1492,125,2016,8,7.4
1493,125,2016,8,7.4
1494,125,2016,8,7.4
1495,125,2016,8,7.4
1496,125,2016,8,7.4
1497,125,2016,8,7.4
1498,125,2016,8,7.4
1499,125,2016,8,7.4
1500,125,2016,8,7.4
1501,126,2016,11,7.4
1502,126,2016,11,7.4
1503,126,2016,11,7.4
1504,126,2016,11,7.4
1505,126,2016,11,7.4
1506,126,2016,11,7.4
1507,126,2016,11,7.4
1508,126,2016,11,7.4
1509,126,2016,11,7.4
1510,126,2016,11,7.4
1511,126,2016,11,7.4
1512,126,2016,11,7.4
1513,127,2016,14,7.3
1514,127,2016,14,7.3
1515,127,2016,14,7.3
1516,127,2016,14,7.3
1517,127,2016,14,7.3
1518,127,2016,14,7.3
1519,127,2016,14,7.3
1520,127,2016,14,7.3
1521,127,2016,14,7.3
1522,127,2016,14,7.3
1523,127,2016,14,7.3
1524,127,2016,14,7.3
1525,128,2016,17,7.4
1526,128,2016,17,7.4
1527,128,2016,17,7.4
1528,128,2016,17,7.4
1529,128,2016,17,7.4
1530,128,2016,17,7.4
1531,128,2016,17,7.4
1532,128,2016,17,7.4
1533,128,2016,17,7.4
1534,128,2016,17,7.4
1535,128,2016,17,7.4
1536,128,2016,17,7.4
1537,129,2016,20,7.4
1538,129,2016,20,7.4
1539,129,2016,20,7.4
1540,129,2016,20,7.4
1541,129,2016,20,7.4
1542,129,2016,20,7.4
1543,129,2016,20,7.4
1544,129,2016,20,7.4
1545,129,2016,20,7.4
1546,129,2016,20,7.4
1547,129,2016,20,7.4
1548,129,2016,20,7.4
1549,130,2016,23,7.5
1550,130,2016,23,7.5
1551,130,2016,23,7.5
1552,130,2016,23,7.5
1553,130,2016,23,7.5
1554,130,2016,23,7.5
1555,130,2016,23,7.5
1556,130,2016,23,7.5
1557,130,2016,23,7.5
1558,130,2016,23,7.5
1559,130,2016,23,7.5
1560,130,2016,23,7.5
1561,131,2016,26,7.6
1562,131,2016,26,7.6
1563,131,2016,26,7.6
1564,131,2016,26,7.6
1565,131,2016,26,7.6
1566,131,2016,26,7.6
1567,131,2016,26,7.6
1568,131,2016,26,7.6
1569,131,2016,26,7.6
1570,131,2016,26,7.6
1571,131,2016,26,7.6
1572,131,2016,26,7.6
1573,132,2016,29,7.7
1574,132,2016,29,7.7
1575,132,2016,29,7.7
1576,132,2016,29,7.7
1577,132,2016,29,7.7
1578,132,2016,29,7.7
1579,132,2016,29,7.7
1580,132,2016,29,7.7
1581,132,2016,29,7.7
1582,132,2016,29,7.7
1583,132,2016,29,7.7
1584,132,2016,29,7.7
1585,133,2016,32,7.6
1586,133,2016,32,7.6
1587,133,2016,32,7.6
1588,133,2016,32,7.6
1589,133,2016,32,7.6
1590,133,2016,32,7.6
1591,133,2016,32,7.6
1592,133,2016,32,7.6
1593,133,2016,32,7.6
1594,133,2016,32,7.6
1595,133,2016,32,7.6
1596,133,2016,32,7.6
1597,134,2016,35,7.5
1598,134,2016,35,7.5
1599,134,2016,35,7.5
1600,134,2016,35,7.5
1601,134,2016,35,7.5
1602,134,2016,35,7.5
1603,134,2016,35,7.5
1604,134,2016,35,7.5
1605,134,2016,35,7.5
1606,134,2016,35,7.5
1607,134,2016,35,7.5
1608,134,2016,35,7.5
1609,135,2016,38,7.5
1610,135,2016,38,7.5
1611,135,2016,38,7.5
1612,135,2016,38,7.5
1613,135,2016,38,7.5
1614,135,2016,38,7.5
1615,135,2016,38,7.5
1616,135,2016,38,7.5
1617,135,2016,38,7.5
1618,135,2016,38,7.5
1619,135,2016,38,7.5
1620,135,2016,38,7.5
1621,136,2016,41,7.6
1622,136,2016,41,7.6
1623,136,2016,41,7.6
1624,136,2016,41,7.6
1625,136,2016,41,7.6
1626,136,2016,41,7.6
1627,136,2016,41,7.6
1628,136,2016,41,7.6
1629,136,2016,41,7.6
1630,136,2016,41,7.6
1631,136,2016,41,7.6
1632,136,2016,41,7.6
1633,137,2016,44,7.7
1634,137,2016,44,7.7
1635,137,2016,44,7.7
1636,137,2016,44,7.7
1637,137,2016,44,7.7
1638,137,2016,44,7.7
1639,137,2016,44,7.7
1640,137,2016,44,7.7
1641,137,2016,44,7.7
1642,137,2016,44,7.7
1643,137,2016,44,7.7
1644,137,2016,44,7.7
1645,138,2016,47,7.8
1646,138,2016,47,7.8
1647,138,2016,47,7.8
1648,138,2016,47,7.8
1649,138,2016,47,7.8
1650,138,2016,47,7.8
1651,138,2016,47,7.8
1652,138,2016,47,7.8
1653,138,2016,47,7.8
1654,138,2016,47,7.8
1655,138,2016,47,7.8
1656,138,2016,47,7.8
1657,139,2016,50,7.9
1658,139,2016,50,7.9
1659,139,2016,50,7.9
1660,139,2016,50,7.9
1661,139,2016,50,7.9
1662,139,2016,50,7.9
1663,139,2016,50,7.9
1664,139,2016,50,7.9
1665,139,2016,50,7.9
1666,139,2016,50,7.9
1667,139,2016,50,7.9
1668,139,2016,50,7.9
1669,140,2016,53,7.9
1670,140,2016,53,7.9
1671,140,2016,53,7.9
1672,140,2016,53,7.9
1673,140,2016,53,7.9
1674,140,2016,53,7.9
1675,140,2016,53,7.9
1676,140,2016,53,7.9
1677,140,2016,53,7.9
1678,140,2016,53,7.9
1679,140,2016,53,7.9
1680,140,2016,53,7.9
1681,141,2016,56,7.9
1682,141,2016,56,7.9
1683,141,2016,56,7.9
1684,141,2016,56,7.9
1685,141,2016,56,7.9
1686,141,2016,56,7.9
1687,141,2016,56,7.9
1688,141,2016,56,7.9
1689,141,2016,56,7.9
1690,141,2016,56,7.9
1691,141,2016,56,7.9
1692,141,2016,56,7.9
1693,142,2016,59,8.0
1694,142,2016,59,8.0
1695,142,2016,59,8.0
1696,142,2016,59,8.0
1697,142,2016,59,8.0
1698,142,2016,59,8.0
1699,142,2016,59,8.0
1700,142,2016,59,8.0
1701,142,2016,59,8.0
1702,142,2016,59,8.0
1703,142,2016,59,8.0
1704,142,2016,59,8.0
1705,143,2016,62,8.1
1706,143,2016,62,8.1
1707,143,2016,62,8.1
1708,143,2016,62,8.1
1709,143,2016,62,8.1
1710,143,2016,62,8.1
1711,143,2016,62,8.1
1712,143,2016,62,8.1
1713,143,2016,62,8.1
1714,143,2016,62,8.1
1715,143,2016,62,8.1
1716,143,2016,62,8.1
1717,144,2016,65,8.2
1718,144,2016,65,8.2
1719,144,2016,65,8.2
1720,144,2016,65,8.2
1721,144,2016,65,8.2
1722,144,2016,65,8.2
1723,144,2016,65,8.2
1724,144,2016,65,8.2
1725,144,2016,65,8.2
1726,144,2016,65,8.2
1727,144,2016,65,8.2
1728,144,2016,65,8.2
1729,145,2016,68,8.3
1730,145,2016,68,8.3
1731,145,2016,68,8.3
1732,145,2016,68,8.3
1733,145,2016,68,8.3
1734,145,2016,68,8.3
1735,145,2016,68,8.3
1736,145,2016,68,8.3
1737,145,2016,68,8.3
1738,145,2016,68,8.3
1739,145,2016,68,8.3
1740,145,2016,68,8.3
1741,146,2016,71,8.3
1742,146,2016,71,8.3
1743,146,2016,71,8.3
1744,146,2016,71,8.3
1745,146,2016,71,8.3
1746,146,2016,71,8.3
1747,146,2016,71,8.3
1748,146,2016,71,8.3
1749,146,2016,71,8.3
1750,146,2016,71,8.3
1751,146,2016,71,8.3
1752,146,2016,71,8.3
1753,147,2016,74,8.3
1754,147,2016,74,8.3
1755,147,2016,74,8.3
1756,147,2016,74,8.3
1757,147,2016,74,8.3
1758,147,2016,74,8.3
1759,147,2016,74,8.3
1760,147,2016,74,8.3
1761,147,2016,74,8.3
1762,147,2016,74,8.3
1763,147,2016,74,8.3
1764,147,2016,74,8.3
1765,148,2016,77,8.3
1766,148,2016,77,8.3
1767,148,2016,77,8.3
1768,148,2016,77,8.3
1769,148,2016,77,8.3
1770,148,2016,77,8.3
1771,148,2016,77,8.3
1772,148,2016,77,8.3
1773,148,2016,77,8.3
1774,148,2016,77,8.3
1775,148,2016,77,8.3
1776,148,2016,77,8.3
1777,149,2016,80,8.4
1778,149,2016,80,8.4
1779,149,2016,80,8.4
1780,149,2016,80,8.4
1781,149,2016,80,8.4
1782,149,2016,80,8.4
1783,149,2016,80,8.4
1784,149,2016,80,8.4
1785,149,2016,80,8.4
1786,149,2016,80,8.4
1787,149,2016,80,8.4
1788,149,2016,80,8.4
1789,150,2016,83,8.5
1790,150,2016,83,8.5
1791,150,2016,83,8.5
1792,150,2016,83,8.5
1793,150,2016,83,8.5
1794,150,2016,83,8.5
1795,150,2016,83,8.5
1796,150,2016,83,8.5
1797,150,2016,83,8.5
1798,150,2016,83,8.5
1799,150,2016,83,8.5
1800,150,2016,83,8.5
1801,151,2016,86,8.6
1802,151,2016,86,8.6
1803,151,2016,86,8.6
1804,151,2016,86,8.6
1805,151,2016,86,8.6
1806,151,2016,86,8.6
1807,151,2016,86,8.6
1808,151,2016,86,8.6
1809,151,2016,86,8.6
1810,151,2016,86,8.6
1811,151,2016,86,8.6
1812,151,2016,86,8.6
1813,152,2016,89,8.8
1814,152,2016,89,8.8
1815,152,2016,89,8.8
1816,152,2016,89,8.8
1817,152,2016,89,8.8
1818,152,2016,89,8.8
1819,152,2016,89,8.8
1820,152,2016,89,8.8
1821,152,2016,89,8.8
1822,152,2016,89,8.8
1823,152,2016,89,8.8
1824,152,2016,89,8.8
1825,153,2016,92,9.2
1826,153,2016,92,9.2
1827,153,2016,92,9.2
1828,153,2016,92,9.2
1829,153,2016,92,9.2
1830,153,2016,92,9.2
1831,153,2016,92,9.2
1832,153,2016,92,9.2
1833,153,2016,92,9.2
1834,153,2016,92,9.2
1835,153,2016,92,9.2
1836,153,2016,92,9.2
1837,154,2016,95,9.5
1838,154,2016,95,9.5
1839,154,2016,95,9.5
1840,154,2016,95,9.5
1841,154,2016,95,9.5
1842,154,2016,95,9.5
1843,154,2016,95,9.5
1844,154,2016,95,9.5
1845,154,2016,95,9.5
1846,154,2016,95,9.5
1847,154,2016,95,9.5
1848,154,2016,95,9.5
1849,155,2016,98,9.7
1850,155,2016,98,9.7
1851,155,2016,98,9.7
1852,155,2016,98,9.7
1853,155,2016,98,9.7
1854,155,2016,98,9.7
1855,155,2016,98,9.7
1856,155,2016,98,9.7
1857,155,2016,98,9.7
1858,155,2016,98,9.7
1859,155,2016,98,9.7
1860,155,2016,98,9.7
1861,156,2016,101,9.9
1862,156,2016,101,9.9
1863,156,2016,101,9.9
1864,156,2016,101,9.9
1865,156,2016,101,9.9
1866,156,2016,101,9.9
1867,156,2016,101,9.9
1868,156,2016,101,9.9
1869,156,2016,101,9.9
1870,156,2016,101,9.9
1871,156,2016,101,9.9
1872,156,2016,101,9.9
1873,157,2016,104,10.0
1874,157,2016,104,10.0
1875,157,2016,104,10.0
1876,157,2016,104,10.0
1877,157,2016,104,10.0
1878,157,2016,104,10.0
1879,157,2016,104,10.0
1880,157,2016,104,10.0
1881,157,2016,104,10.0
1882,157,2016,104,10.0
1883,157,2016,104,10.0
1884,157,2016,104,10.0
1885,158,2016,107,10.1
1886,158,2016,107,10.1
1887,158,2016,107,10.1
1888,158,2016,107,10.1
1889,158,2016,107,10.1
1890,158,2016,107,10.1
1891,158,2016,107,10.1
1892,158,2016,107,10.1
1893,158,2016,107,10.1
1894,158,2016,107,10.1
1895,158,2016,107,10.1
1896,158,2016,107,10.1
1897,159,2016,110,10.2
1898,159,2016,110,10.2
1899,159,2016,110,10.2
1900,159,2016,110,10.2
1901,159,2016,110,10.2
1902,159,2016,110,10.2
1903,159,2016,110,10.2
1904,159,2016,110,10.2
1905,159,2016,110,10.2
1906,159,2016,110,10.2
1907,159,2016,110,10.2
1908,159,2016,110,10.2
1909,160,2016,113,10.7
1910,160,2016,113,10.7
1911,160,2016,113,10.7
1912,160,2016,113,10.7
1913,160,2016,113,10.7
1914,160,2016,113,10.7
1915,160,2016,113,10.7
1916,160,2016,113,10.7
1917,160,2016,113,10.7
1918,160,2016,113,10.7
1919,160,2016,113,10.7
1920,160,2016,113,10.7
1921,161,2016,116,10.8
1922,161,2016,116,10.8
1923,161,2016,116,10.8
1924,161,2016,116,10.8
1925,161,2016,116,10.8
1926,161,2016,116,10.8
1927,161,2016,116,10.8
1928,161,2016,116,10.8
1929,161,2016,116,10.8
1930,161,2016,116,10.8
1931,161,2016,116,10.8
1932,161,2016,116,10.8
1933,162,2016,119,10.9
1934,162,2016,119,10.9
1935,162,2016,119,10.9
1936,162,2016,119,10.9
1937,162,2016,119,10.9
1938,162,2016,119,10.9
1939,162,2016,119,10.9
1940,162,2016,119,10.9
1941,162,2016,119,10.9
1942,162,2016,119,10.9
1943,162,2016,119,10.9
1944,162,2016,119,10.9
1945,163,2016,122,11.0
1946,163,2016,122,11.0
1947,163,2016,122,11.0
1948,163,2016,122,11.0
1949,163,2016,122,11.0
1950,163,2016,122,11.0
1951,163,2016,122,11.0
1952,163,2016,122,11.0
1953,163,2016,122,11.0
1954,163,2016,122,11.0
1955,163,2016,122,11.0
1956,163,2016,122,11.0
1957,164,2016,125,11.4
1958,164,2016,125,11.4
1959,164,2016,125,11.4
1960,164,2016,125,11.4
1961,164,2016,125,11.4
1962,164,2016,125,11.4
1963,164,2016,125,11.4
1964,164,2016,125,11.4
1965,164,2016,125,11.4
1966,164,2016,125,11.4
1967,164,2016,125,11.4
1968,164,2016,125,11.4
1969,165,2016,128,11.3
1970,165,2016,128,11.3
1971,165,2016,128,11.3
1972,165,2016,128,11.3
1973,165,2016,128,11.3
1974,165,2016,128,11.3
1975,165,2016,128,11.3
1976,165,2016,128,11.3
1977,165,2016,128,11.3
1978,165,2016,128,11.3
1979,165,2016,128,11.3
1980,165,2016,128,11.3
1981,166,2016,131,11.2
1982,166,2016,131,11.2
1983,166,2016,131,11.2
1984,166,2016,131,11.2
1985,166,2016,131,11.2
1986,166,2016,131,11.2
1987,166,2016,131,11.2
1988,166,2016,131,11.2
1989,166,2016,131,11.2
1990,166,2016,131,11.2
1991,166,2016,131,11.2
1992,166,2016,131,11.2
1993,167,2016,134,11.7
1994,167,2016,134,11.7
1995,167,2016,134,11.7
1996,167,2016,134,11.7
1997,167,2016,134,11.7
1998,167,2016,134,11.7
1999,167,2016,134,11.7
2000,167,2016,134,11.7
2001,167,2016,134,11.7
2002,167,2016,134,11.7
2003,167,2016,134,11.7
2004,167,2016,134,11.7
2005,168,2016,137,12.2
2006,168,2016,137,12.2
2007,168,2016,137,12.2
2008,168,2016,137,12.2
2009,168,2016,137,12.2
2010,168,2016,137,12.2
2011,168,2016,137,12.2
2012,168,2016,137,12.2
2013,168,2016,137,12.2
2014,168,2016,137,12.2
2015,168,2016,137,12.2
2016,168,2016,137,12.2
2017,169,2016,140,12.5
2018,169,2016,140,12.5
2019,169,2016,140,12.5
2020,169,2016,140,12.5
2021,169,2016,140,12.5
2022,169,2016,140,12.5
2023,169,2016,140,12.5
2024,169,2016,140,12.5
2025,169,2016,140,12.5
2026,169,2016,140,12.5
2027,169,2016,140,12.5
2028,169,2016,140,12.5
2029,170,2016,143,12.5
2030,170,2016,143,12.5
2031,170,2016,143,12.5
2032,170,2016,143,12.5
2033,170,2016,143,12.5
2034,170,2016,143,12.5
2035,170,2016,143,12.5
2036,170,2016,143,12.5
2037,170,2016,143,12.5
2038,170,2016,143,12.5
2039,170,2016,143,12.5
2040,170,2016,143,12.5
2041,171,2016,146,12.7
2042,171,2016,146,12.7
2043,171,2016,146,12.7
2044,171,2016,146,12.7
2045,171,2016,146,12.7
2046,171,2016,146,12.7
2047,171,2016,146,12.7
2048,171,2016,146,12.7
2049,171,2016,146,12.7
2050,171,2016,146,12.7
2051,171,2016,146,12.7
2052,171,2016,146,12.7
2053,172,2016,149,12.8
2054,172,2016,149,12.8
2055,172,2016,149,12.8
2056,172,2016,149,12.8
2057,172,2016,149,12.8
