Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
sat,13.86671245413686,11.142857142857142,192.28571428571428,-4.428571428571429,0.7207205801313783,0.8213333224974976,18.926954108802995,14.363538021316193
C09,13.197707648659565,10.23076923076923,174.17948717948718,-0.4358974358974359,0.3837428809940135,0.634152336753609,11.695905879096149,12.06049838529798
