threeday_yrmo,threeday_yr,year,dayofyear,Ksal
1068,89,2015,266,0.174
1069,90,2015,269,0.174
1070,90,2015,269,0.174
1071,90,2015,269,0.174
1072,90,2015,269,0.174
1073,90,2015,269,0.174
1074,90,2015,269,0.174
1075,90,2015,269,0.174
1076,90,2015,269,0.174
1077,90,2015,269,0.174
1078,90,2015,269,0.174
1079,90,2015,269,0.174
1080,90,2015,269,0.174
1081,91,2015,272,0.171
1082,91,2015,272,0.171
1083,91,2015,272,0.171
1084,91,2015,272,0.171
1085,91,2015,272,0.171
1086,91,2015,272,0.171
1087,91,2015,272,0.171
1088,91,2015,272,0.171
1089,91,2015,272,0.171
1090,91,2015,272,0.171
1091,91,2015,272,0.171
1092,91,2015,272,0.171
1093,92,2015,275,0.161
1094,92,2015,275,0.161
1095,92,2015,275,0.161
1096,92,2015,275,0.161
1097,92,2015,275,0.161
1098,92,2015,275,0.161
1099,92,2015,275,0.161
1100,92,2015,275,0.161
1101,92,2015,275,0.161
1102,92,2015,275,0.161
1103,92,2015,275,0.161
1104,92,2015,275,0.161
1105,93,2015,278,0.157
1106,93,2015,278,0.157
1107,93,2015,278,0.157
1108,93,2015,278,0.157
1109,93,2015,278,0.157
1110,93,2015,278,0.157
1111,93,2015,278,0.157
1112,93,2015,278,0.157
1113,93,2015,278,0.157
1114,93,2015,278,0.157
1115,93,2015,278,0.157
1116,93,2015,278,0.157
1117,94,2015,281,0.162
1118,94,2015,281,0.162
1119,94,2015,281,0.162
1120,94,2015,281,0.162
1121,94,2015,281,0.162
1122,94,2015,281,0.162
1123,94,2015,281,0.162
1124,94,2015,281,0.162
1125,94,2015,281,0.162
1126,94,2015,281,0.162
1127,94,2015,281,0.162
1128,94,2015,281,0.162
1129,95,2015,284,0.173
1130,95,2015,284,0.173
1131,95,2015,284,0.173
1132,95,2015,284,0.173
1133,95,2015,284,0.173
1134,95,2015,284,0.173
1135,95,2015,284,0.173
1136,95,2015,284,0.173
1137,95,2015,284,0.173
1138,95,2015,284,0.173
1139,95,2015,284,0.173
1140,95,2015,284,0.173
1141,96,2015,287,0.163
1142,96,2015,287,0.163
1143,96,2015,287,0.163
1144,96,2015,287,0.163
1145,96,2015,287,0.163
1146,96,2015,287,0.163
1147,96,2015,287,0.163
1148,96,2015,287,0.163
1149,96,2015,287,0.163
1150,96,2015,287,0.163
1151,96,2015,287,0.163
1152,96,2015,287,0.163
1153,97,2015,290,0.159
1154,97,2015,290,0.159
1155,97,2015,290,0.159
1156,97,2015,290,0.159
1157,97,2015,290,0.159
1158,97,2015,290,0.159
1159,97,2015,290,0.159
1160,97,2015,290,0.159
1161,97,2015,290,0.159
1162,97,2015,290,0.159
1163,97,2015,290,0.159
1164,97,2015,290,0.159
1165,98,2015,293,0.155
1166,98,2015,293,0.155
1167,98,2015,293,0.155
1168,98,2015,293,0.155
1169,98,2015,293,0.155
1170,98,2015,293,0.155
1171,98,2015,293,0.155
1172,98,2015,293,0.155
1173,98,2015,293,0.155
1174,98,2015,293,0.155
1175,98,2015,293,0.155
1176,98,2015,293,0.155
1177,99,2015,296,0.153
1178,99,2015,296,0.153
1179,99,2015,296,0.153
1180,99,2015,296,0.153
1181,99,2015,296,0.153
1182,99,2015,296,0.153
1183,99,2015,296,0.153
1184,99,2015,296,0.153
1185,99,2015,296,0.153
1186,99,2015,296,0.153
1187,99,2015,296,0.153
1188,99,2015,296,0.153
1189,100,2015,299,0.146
1190,100,2015,299,0.146
1191,100,2015,299,0.146
1192,100,2015,299,0.146
1193,100,2015,299,0.146
1194,100,2015,299,0.146
1195,100,2015,299,0.146
1196,100,2015,299,0.146
1197,100,2015,299,0.146
1198,100,2015,299,0.146
1199,100,2015,299,0.146
1200,100,2015,299,0.146
1201,101,2015,302,0.152
1202,101,2015,302,0.152
1203,101,2015,302,0.152
1204,101,2015,302,0.152
1205,101,2015,302,0.152
1206,101,2015,302,0.152
1207,101,2015,302,0.152
1208,101,2015,302,0.152
1209,101,2015,302,0.152
1210,101,2015,302,0.152
1211,101,2015,302,0.152
1212,101,2015,302,0.152
1213,102,2015,305,0.16
1214,102,2015,305,0.16
1215,102,2015,305,0.16
1216,102,2015,305,0.16
1217,102,2015,305,0.16
1218,102,2015,305,0.16
1219,102,2015,305,0.16
1220,102,2015,305,0.16
1221,102,2015,305,0.16
1222,102,2015,305,0.16
1223,102,2015,305,0.16
1224,102,2015,305,0.16
1225,103,2015,308,0.156
1226,103,2015,308,0.156
1227,103,2015,308,0.156
1228,103,2015,308,0.156
1229,103,2015,308,0.156
1230,103,2015,308,0.156
1231,103,2015,308,0.156
1232,103,2015,308,0.156
1233,103,2015,308,0.156
1234,103,2015,308,0.156
1235,103,2015,308,0.156
1236,103,2015,308,0.156
1237,104,2015,311,0.17
1238,104,2015,311,0.17
1239,104,2015,311,0.17
1240,104,2015,311,0.17
1241,104,2015,311,0.17
1242,104,2015,311,0.17
1243,104,2015,311,0.17
1244,104,2015,311,0.17
1245,104,2015,311,0.17
1246,104,2015,311,0.17
1247,104,2015,311,0.17
1248,104,2015,311,0.17
1249,105,2015,314,0.167
1250,105,2015,314,0.167
1251,105,2015,314,0.167
1252,105,2015,314,0.167
1253,105,2015,314,0.167
1254,105,2015,314,0.167
1255,105,2015,314,0.167
1256,105,2015,314,0.167
1257,105,2015,314,0.167
1258,105,2015,314,0.167
1259,105,2015,314,0.167
1260,105,2015,314,0.167
1261,106,2015,317,0.171
1262,106,2015,317,0.171
1263,106,2015,317,0.171
1264,106,2015,317,0.171
1265,106,2015,317,0.171
1266,106,2015,317,0.171
1267,106,2015,317,0.171
1268,106,2015,317,0.171
1269,106,2015,317,0.171
1270,106,2015,317,0.171
1271,106,2015,317,0.171
1272,106,2015,317,0.171
1273,107,2015,320,0.168
1274,107,2015,320,0.168
1275,107,2015,320,0.168
1276,107,2015,320,0.168
1277,107,2015,320,0.168
1278,107,2015,320,0.168
1279,107,2015,320,0.168
1280,107,2015,320,0.168
1281,107,2015,320,0.168
1282,107,2015,320,0.168
1283,107,2015,320,0.168
1284,107,2015,320,0.168
1285,108,2015,323,0.164
1286,108,2015,323,0.164
1287,108,2015,323,0.164
1288,108,2015,323,0.164
1289,108,2015,323,0.164
1290,108,2015,323,0.164
1291,108,2015,323,0.164
1292,108,2015,323,0.164
1293,108,2015,323,0.164
1294,108,2015,323,0.164
1295,108,2015,323,0.164
1296,108,2015,323,0.164
1297,109,2015,326,0.158
1298,109,2015,326,0.158
1299,109,2015,326,0.158
1300,109,2015,326,0.158
1301,109,2015,326,0.158
1302,109,2015,326,0.158
1303,109,2015,326,0.158
1304,109,2015,326,0.158
1305,109,2015,326,0.158
1306,109,2015,326,0.158
1307,109,2015,326,0.158
1308,109,2015,326,0.158
1309,110,2015,329,0.154
1310,110,2015,329,0.154
1311,110,2015,329,0.154
1312,110,2015,329,0.154
1313,110,2015,329,0.154
1314,110,2015,329,0.154
1315,110,2015,329,0.154
1316,110,2015,329,0.154
1317,110,2015,329,0.154
1318,110,2015,329,0.154
1319,110,2015,329,0.154
1320,110,2015,329,0.154
1321,111,2015,332,0.149
1322,111,2015,332,0.149
1323,111,2015,332,0.149
1324,111,2015,332,0.149
1325,111,2015,332,0.149
1326,111,2015,332,0.149
1327,111,2015,332,0.149
1328,111,2015,332,0.149
1329,111,2015,332,0.149
1330,111,2015,332,0.149
1331,111,2015,332,0.149
1332,111,2015,332,0.149
1333,112,2015,335,0.155
1334,112,2015,335,0.155
1335,112,2015,335,0.155
1336,112,2015,335,0.155
1337,112,2015,335,0.155
1338,112,2015,335,0.155
1339,112,2015,335,0.155
1340,112,2015,335,0.155
1341,112,2015,335,0.155
1342,112,2015,335,0.155
1343,112,2015,335,0.155
1344,112,2015,335,0.155
1345,113,2015,338,0.156
1346,113,2015,338,0.156
1347,113,2015,338,0.156
1348,113,2015,338,0.156
1349,113,2015,338,0.156
1350,113,2015,338,0.156
1351,113,2015,338,0.156
1352,113,2015,338,0.156
1353,113,2015,338,0.156
1354,113,2015,338,0.156
1355,113,2015,338,0.156
1356,113,2015,338,0.156
1357,114,2015,341,0.15
1358,114,2015,341,0.15
1359,114,2015,341,0.15
1360,114,2015,341,0.15
1361,114,2015,341,0.15
1362,114,2015,341,0.15
1363,114,2015,341,0.15
1364,114,2015,341,0.15
1365,114,2015,341,0.15
1366,114,2015,341,0.15
1367,114,2015,341,0.15
1368,114,2015,341,0.15
1369,115,2015,344,0.156
1370,115,2015,344,0.156
1371,115,2015,344,0.156
1372,115,2015,344,0.156
1373,115,2015,344,0.156
1374,115,2015,344,0.156
1375,115,2015,344,0.156
1376,115,2015,344,0.156
1377,115,2015,344,0.156
1378,115,2015,344,0.156
1379,115,2015,344,0.156
1380,115,2015,344,0.156
1381,116,2015,347,0.157
1382,116,2015,347,0.157
1383,116,2015,347,0.157
1384,116,2015,347,0.157
1385,116,2015,347,0.157
1386,116,2015,347,0.157
1387,116,2015,347,0.157
1388,116,2015,347,0.157
1389,116,2015,347,0.157
1390,116,2015,347,0.157
1391,116,2015,347,0.157
1392,116,2015,347,0.157
1393,117,2015,350,0.161
1394,117,2015,350,0.161
1395,117,2015,350,0.161
1396,117,2015,350,0.161
1397,117,2015,350,0.161
1398,117,2015,350,0.161
1399,117,2015,350,0.161
1400,117,2015,350,0.161
1401,117,2015,350,0.161
1402,117,2015,350,0.161
1403,117,2015,350,0.161
1404,117,2015,350,0.161
1405,118,2015,353,0.167
1406,118,2015,353,0.167
1407,118,2015,353,0.167
1408,118,2015,353,0.167
1409,118,2015,353,0.167
1410,118,2015,353,0.167
1411,118,2015,353,0.167
1412,118,2015,353,0.167
1413,118,2015,353,0.167
1414,118,2015,353,0.167
1415,118,2015,353,0.167
1416,118,2015,353,0.167
1417,119,2015,356,0.164
1418,119,2015,356,0.164
1419,119,2015,356,0.164
1420,119,2015,356,0.164
1421,119,2015,356,0.164
1422,119,2015,356,0.164
1423,119,2015,356,0.164
1424,119,2015,356,0.164
1425,119,2015,356,0.164
1426,119,2015,356,0.164
1427,119,2015,356,0.164
1428,119,2015,356,0.164
1429,120,2015,359,0.166
1430,120,2015,359,0.166
1431,120,2015,359,0.166
1432,120,2015,359,0.166
1433,120,2015,359,0.166
1434,120,2015,359,0.166
1435,120,2015,359,0.166
1436,120,2015,359,0.166
1437,120,2015,359,0.166
1438,120,2015,359,0.166
1439,120,2015,359,0.166
1440,120,2015,359,0.166
1441,121,2015,362,0.166
1442,121,2015,362,0.166
1443,121,2015,362,0.166
1444,121,2015,362,0.166
1445,121,2015,362,0.166
1446,121,2015,362,0.166
1447,121,2015,362,0.166
1448,121,2015,362,0.166
1449,121,2015,362,0.166
1450,121,2015,362,0.166
1451,121,2015,362,0.166
1452,121,2015,362,0.166
1453,122,2015,365,0.167
1454,122,2015,365,0.167
1455,122,2015,365,0.167
1456,122,2015,365,0.167
1457,122,2015,365,0.167
1458,122,2015,365,0.167
1459,122,2015,365,0.167
1460,122,2015,365,0.167
1461,122,2015,365,0.167
1462,122,2015,365,0.167
1463,122,2015,365,0.167
1464,122,2015,365,0.167
1465,123,2016,2,0.166
1466,123,2016,2,0.166
1467,123,2016,2,0.166
1468,123,2016,2,0.166
1469,123,2016,2,0.166
1470,123,2016,2,0.166
1471,123,2016,2,0.166
1472,123,2016,2,0.166
1473,123,2016,2,0.166
1474,123,2016,2,0.166
1475,123,2016,2,0.166
1476,123,2016,2,0.166
1477,124,2016,5,0.166
1478,124,2016,5,0.166
1479,124,2016,5,0.166
1480,124,2016,5,0.166
1481,124,2016,5,0.166
1482,124,2016,5,0.166
1483,124,2016,5,0.166
1484,124,2016,5,0.166
1485,124,2016,5,0.166
1486,124,2016,5,0.166
1487,124,2016,5,0.166
1488,124,2016,5,0.166
1489,125,2016,8,0.164
1490,125,2016,8,0.164
1491,125,2016,8,0.164
1492,125,2016,8,0.164
1493,125,2016,8,0.164
1494,125,2016,8,0.164
1495,125,2016,8,0.164
1496,125,2016,8,0.164
1497,125,2016,8,0.164
1498,125,2016,8,0.164
1499,125,2016,8,0.164
1500,125,2016,8,0.164
1501,126,2016,11,0.16
1502,126,2016,11,0.16
1503,126,2016,11,0.16
1504,126,2016,11,0.16
1505,126,2016,11,0.16
1506,126,2016,11,0.16
1507,126,2016,11,0.16
1508,126,2016,11,0.16
1509,126,2016,11,0.16
1510,126,2016,11,0.16
1511,126,2016,11,0.16
1512,126,2016,11,0.16
1513,127,2016,14,0.168
1514,127,2016,14,0.168
1515,127,2016,14,0.168
1516,127,2016,14,0.168
1517,127,2016,14,0.168
1518,127,2016,14,0.168
1519,127,2016,14,0.168
1520,127,2016,14,0.168
1521,127,2016,14,0.168
1522,127,2016,14,0.168
1523,127,2016,14,0.168
1524,127,2016,14,0.168
1525,128,2016,17,0.167
1526,128,2016,17,0.167
1527,128,2016,17,0.167
1528,128,2016,17,0.167
1529,128,2016,17,0.167
1530,128,2016,17,0.167
1531,128,2016,17,0.167
1532,128,2016,17,0.167
1533,128,2016,17,0.167
1534,128,2016,17,0.167
1535,128,2016,17,0.167
1536,128,2016,17,0.167
1537,129,2016,20,0.166
1538,129,2016,20,0.166
1539,129,2016,20,0.166
1540,129,2016,20,0.166
1541,129,2016,20,0.166
1542,129,2016,20,0.166
1543,129,2016,20,0.166
1544,129,2016,20,0.166
1545,129,2016,20,0.166
1546,129,2016,20,0.166
1547,129,2016,20,0.166
1548,129,2016,20,0.166
1549,130,2016,23,0.17
1550,130,2016,23,0.17
1551,130,2016,23,0.17
1552,130,2016,23,0.17
1553,130,2016,23,0.17
1554,130,2016,23,0.17
1555,130,2016,23,0.17
1556,130,2016,23,0.17
1557,130,2016,23,0.17
1558,130,2016,23,0.17
1559,130,2016,23,0.17
1560,130,2016,23,0.17
1561,131,2016,26,0.17
1562,131,2016,26,0.17
1563,131,2016,26,0.17
1564,131,2016,26,0.17
1565,131,2016,26,0.17
1566,131,2016,26,0.17
1567,131,2016,26,0.17
1568,131,2016,26,0.17
1569,131,2016,26,0.17
1570,131,2016,26,0.17
1571,131,2016,26,0.17
1572,131,2016,26,0.17
1573,132,2016,29,0.178
1574,132,2016,29,0.178
1575,132,2016,29,0.178
1576,132,2016,29,0.178
1577,132,2016,29,0.178
1578,132,2016,29,0.178
1579,132,2016,29,0.178
1580,132,2016,29,0.178
1581,132,2016,29,0.178
1582,132,2016,29,0.178
1583,132,2016,29,0.178
1584,132,2016,29,0.178
1585,133,2016,32,0.181
1586,133,2016,32,0.181
1587,133,2016,32,0.181
1588,133,2016,32,0.181
1589,133,2016,32,0.181
1590,133,2016,32,0.181
1591,133,2016,32,0.181
1592,133,2016,32,0.181
1593,133,2016,32,0.181
1594,133,2016,32,0.181
1595,133,2016,32,0.181
1596,133,2016,32,0.181
1597,134,2016,35,0.186
1598,134,2016,35,0.186
1599,134,2016,35,0.186
1600,134,2016,35,0.186
1601,134,2016,35,0.186
1602,134,2016,35,0.186
1603,134,2016,35,0.186
1604,134,2016,35,0.186
1605,134,2016,35,0.186
1606,134,2016,35,0.186
1607,134,2016,35,0.186
1608,134,2016,35,0.186
1609,135,2016,38,0.189
1610,135,2016,38,0.189
1611,135,2016,38,0.189
1612,135,2016,38,0.189
1613,135,2016,38,0.189
1614,135,2016,38,0.189
1615,135,2016,38,0.189
1616,135,2016,38,0.189
1617,135,2016,38,0.189
1618,135,2016,38,0.189
1619,135,2016,38,0.189
1620,135,2016,38,0.189
1621,136,2016,41,0.183
1622,136,2016,41,0.183
1623,136,2016,41,0.183
1624,136,2016,41,0.183
1625,136,2016,41,0.183
1626,136,2016,41,0.183
1627,136,2016,41,0.183
1628,136,2016,41,0.183
1629,136,2016,41,0.183
1630,136,2016,41,0.183
1631,136,2016,41,0.183
1632,136,2016,41,0.183
1633,137,2016,44,0.185
1634,137,2016,44,0.185
1635,137,2016,44,0.185
1636,137,2016,44,0.185
1637,137,2016,44,0.185
1638,137,2016,44,0.185
1639,137,2016,44,0.185
1640,137,2016,44,0.185
1641,137,2016,44,0.185
1642,137,2016,44,0.185
1643,137,2016,44,0.185
1644,137,2016,44,0.185
1645,138,2016,47,0.188
1646,138,2016,47,0.188
1647,138,2016,47,0.188
1648,138,2016,47,0.188
1649,138,2016,47,0.188
1650,138,2016,47,0.188
1651,138,2016,47,0.188
1652,138,2016,47,0.188
1653,138,2016,47,0.188
1654,138,2016,47,0.188
1655,138,2016,47,0.188
1656,138,2016,47,0.188
1657,139,2016,50,0.19
1658,139,2016,50,0.19
1659,139,2016,50,0.19
1660,139,2016,50,0.19
1661,139,2016,50,0.19
1662,139,2016,50,0.19
1663,139,2016,50,0.19
1664,139,2016,50,0.19
1665,139,2016,50,0.19
1666,139,2016,50,0.19
1667,139,2016,50,0.19
1668,139,2016,50,0.19
1669,140,2016,53,0.191
1670,140,2016,53,0.191
1671,140,2016,53,0.191
1672,140,2016,53,0.191
1673,140,2016,53,0.191
1674,140,2016,53,0.191
1675,140,2016,53,0.191
1676,140,2016,53,0.191
1677,140,2016,53,0.191
1678,140,2016,53,0.191
1679,140,2016,53,0.191
1680,140,2016,53,0.191
1681,141,2016,56,0.186
1682,141,2016,56,0.186
1683,141,2016,56,0.186
1684,141,2016,56,0.186
1685,141,2016,56,0.186
1686,141,2016,56,0.186
1687,141,2016,56,0.186
1688,141,2016,56,0.186
1689,141,2016,56,0.186
1690,141,2016,56,0.186
1691,141,2016,56,0.186
1692,141,2016,56,0.186
1693,142,2016,59,0.19
1694,142,2016,59,0.19
1695,142,2016,59,0.19
1696,142,2016,59,0.19
1697,142,2016,59,0.19
1698,142,2016,59,0.19
1699,142,2016,59,0.19
1700,142,2016,59,0.19
1701,142,2016,59,0.19
1702,142,2016,59,0.19
1703,142,2016,59,0.19
1704,142,2016,59,0.19
1705,143,2016,62,0.2
1706,143,2016,62,0.2
1707,143,2016,62,0.2
1708,143,2016,62,0.2
1709,143,2016,62,0.2
1710,143,2016,62,0.2
1711,143,2016,62,0.2
1712,143,2016,62,0.2
1713,143,2016,62,0.2
1714,143,2016,62,0.2
1715,143,2016,62,0.2
1716,143,2016,62,0.2
1717,144,2016,65,0.194
1718,144,2016,65,0.194
1719,144,2016,65,0.194
1720,144,2016,65,0.194
1721,144,2016,65,0.194
1722,144,2016,65,0.194
1723,144,2016,65,0.194
1724,144,2016,65,0.194
1725,144,2016,65,0.194
1726,144,2016,65,0.194
1727,144,2016,65,0.194
1728,144,2016,65,0.194
1729,145,2016,68,0.192
1730,145,2016,68,0.192
1731,145,2016,68,0.192
1732,145,2016,68,0.192
1733,145,2016,68,0.192
1734,145,2016,68,0.192
1735,145,2016,68,0.192
1736,145,2016,68,0.192
1737,145,2016,68,0.192
1738,145,2016,68,0.192
1739,145,2016,68,0.192
1740,145,2016,68,0.192
1741,146,2016,71,0.185
1742,146,2016,71,0.185
1743,146,2016,71,0.185
1744,146,2016,71,0.185
1745,146,2016,71,0.185
1746,146,2016,71,0.185
1747,146,2016,71,0.185
1748,146,2016,71,0.185
1749,146,2016,71,0.185
1750,146,2016,71,0.185
1751,146,2016,71,0.185
1752,146,2016,71,0.185
1753,147,2016,74,0.189
1754,147,2016,74,0.189
1755,147,2016,74,0.189
1756,147,2016,74,0.189
1757,147,2016,74,0.189
1758,147,2016,74,0.189
1759,147,2016,74,0.189
1760,147,2016,74,0.189
1761,147,2016,74,0.189
1762,147,2016,74,0.189
1763,147,2016,74,0.189
1764,147,2016,74,0.189
1765,148,2016,77,0.189
1766,148,2016,77,0.189
1767,148,2016,77,0.189
1768,148,2016,77,0.189
1769,148,2016,77,0.189
1770,148,2016,77,0.189
1771,148,2016,77,0.189
1772,148,2016,77,0.189
1773,148,2016,77,0.189
1774,148,2016,77,0.189
1775,148,2016,77,0.189
1776,148,2016,77,0.189
1777,149,2016,80,0.191
1778,149,2016,80,0.191
1779,149,2016,80,0.191
1780,149,2016,80,0.191
1781,149,2016,80,0.191
1782,149,2016,80,0.191
1783,149,2016,80,0.191
1784,149,2016,80,0.191
1785,149,2016,80,0.191
1786,149,2016,80,0.191
1787,149,2016,80,0.191
1788,149,2016,80,0.191
1789,150,2016,83,0.201
1790,150,2016,83,0.201
1791,150,2016,83,0.201
1792,150,2016,83,0.201
1793,150,2016,83,0.201
1794,150,2016,83,0.201
1795,150,2016,83,0.201
1796,150,2016,83,0.201
1797,150,2016,83,0.201
1798,150,2016,83,0.201
1799,150,2016,83,0.201
1800,150,2016,83,0.201
1801,151,2016,86,0.196
1802,151,2016,86,0.196
1803,151,2016,86,0.196
1804,151,2016,86,0.196
1805,151,2016,86,0.196
1806,151,2016,86,0.196
1807,151,2016,86,0.196
1808,151,2016,86,0.196
1809,151,2016,86,0.196
1810,151,2016,86,0.196
1811,151,2016,86,0.196
1812,151,2016,86,0.196
1813,152,2016,89,0.197
1814,152,2016,89,0.197
1815,152,2016,89,0.197
1816,152,2016,89,0.197
1817,152,2016,89,0.197
1818,152,2016,89,0.197
1819,152,2016,89,0.197
1820,152,2016,89,0.197
1821,152,2016,89,0.197
1822,152,2016,89,0.197
1823,152,2016,89,0.197
1824,152,2016,89,0.197
1825,153,2016,92,0.195
1826,153,2016,92,0.195
1827,153,2016,92,0.195
1828,153,2016,92,0.195
1829,153,2016,92,0.195
1830,153,2016,92,0.195
1831,153,2016,92,0.195
1832,153,2016,92,0.195
1833,153,2016,92,0.195
1834,153,2016,92,0.195
1835,153,2016,92,0.195
1836,153,2016,92,0.195
1837,154,2016,95,0.198
1838,154,2016,95,0.198
1839,154,2016,95,0.198
1840,154,2016,95,0.198
1841,154,2016,95,0.198
1842,154,2016,95,0.198
1843,154,2016,95,0.198
1844,154,2016,95,0.198
1845,154,2016,95,0.198
1846,154,2016,95,0.198
1847,154,2016,95,0.198
1848,154,2016,95,0.198
1849,155,2016,98,0.2
1850,155,2016,98,0.2
1851,155,2016,98,0.2
1852,155,2016,98,0.2
1853,155,2016,98,0.2
1854,155,2016,98,0.2
1855,155,2016,98,0.2
1856,155,2016,98,0.2
1857,155,2016,98,0.2
1858,155,2016,98,0.2
1859,155,2016,98,0.2
1860,155,2016,98,0.2
1861,156,2016,101,0.192
1862,156,2016,101,0.192
1863,156,2016,101,0.192
1864,156,2016,101,0.192
1865,156,2016,101,0.192
1866,156,2016,101,0.192
1867,156,2016,101,0.192
1868,156,2016,101,0.192
1869,156,2016,101,0.192
1870,156,2016,101,0.192
1871,156,2016,101,0.192
1872,156,2016,101,0.192
1873,157,2016,104,0.202
1874,157,2016,104,0.202
1875,157,2016,104,0.202
1876,157,2016,104,0.202
1877,157,2016,104,0.202
1878,157,2016,104,0.202
1879,157,2016,104,0.202
1880,157,2016,104,0.202
1881,157,2016,104,0.202
1882,157,2016,104,0.202
1883,157,2016,104,0.202
1884,157,2016,104,0.202
1885,158,2016,107,0.204
1886,158,2016,107,0.204
1887,158,2016,107,0.204
1888,158,2016,107,0.204
1889,158,2016,107,0.204
1890,158,2016,107,0.204
1891,158,2016,107,0.204
1892,158,2016,107,0.204
1893,158,2016,107,0.204
1894,158,2016,107,0.204
1895,158,2016,107,0.204
1896,158,2016,107,0.204
1897,159,2016,110,0.198
1898,159,2016,110,0.198
1899,159,2016,110,0.198
1900,159,2016,110,0.198
1901,159,2016,110,0.198
1902,159,2016,110,0.198
1903,159,2016,110,0.198
1904,159,2016,110,0.198
1905,159,2016,110,0.198
1906,159,2016,110,0.198
1907,159,2016,110,0.198
1908,159,2016,110,0.198
1909,160,2016,113,0.209
1910,160,2016,113,0.209
1911,160,2016,113,0.209
1912,160,2016,113,0.209
1913,160,2016,113,0.209
1914,160,2016,113,0.209
1915,160,2016,113,0.209
1916,160,2016,113,0.209
1917,160,2016,113,0.209
1918,160,2016,113,0.209
1919,160,2016,113,0.209
1920,160,2016,113,0.209
1921,161,2016,116,0.22
1922,161,2016,116,0.22
1923,161,2016,116,0.22
1924,161,2016,116,0.22
1925,161,2016,116,0.22
1926,161,2016,116,0.22
1927,161,2016,116,0.22
1928,161,2016,116,0.22
1929,161,2016,116,0.22
1930,161,2016,116,0.22
1931,161,2016,116,0.22
1932,161,2016,116,0.22
1933,162,2016,119,0.217
1934,162,2016,119,0.217
1935,162,2016,119,0.217
1936,162,2016,119,0.217
1937,162,2016,119,0.217
1938,162,2016,119,0.217
1939,162,2016,119,0.217
1940,162,2016,119,0.217
1941,162,2016,119,0.217
1942,162,2016,119,0.217
1943,162,2016,119,0.217
1944,162,2016,119,0.217
1945,163,2016,122,0.219
1946,163,2016,122,0.219
1947,163,2016,122,0.219
1948,163,2016,122,0.219
1949,163,2016,122,0.219
1950,163,2016,122,0.219
1951,163,2016,122,0.219
1952,163,2016,122,0.219
1953,163,2016,122,0.219
1954,163,2016,122,0.219
1955,163,2016,122,0.219
1956,163,2016,122,0.219
1957,164,2016,125,0.219
1958,164,2016,125,0.219
1959,164,2016,125,0.219
1960,164,2016,125,0.219
1961,164,2016,125,0.219
1962,164,2016,125,0.219
1963,164,2016,125,0.219
1964,164,2016,125,0.219
1965,164,2016,125,0.219
1966,164,2016,125,0.219
1967,164,2016,125,0.219
1968,164,2016,125,0.219
1969,165,2016,128,0.205
1970,165,2016,128,0.205
1971,165,2016,128,0.205
1972,165,2016,128,0.205
1973,165,2016,128,0.205
1974,165,2016,128,0.205
1975,165,2016,128,0.205
1976,165,2016,128,0.205
1977,165,2016,128,0.205
1978,165,2016,128,0.205
1979,165,2016,128,0.205
1980,165,2016,128,0.205
1981,166,2016,131,0.19
1982,166,2016,131,0.19
1983,166,2016,131,0.19
1984,166,2016,131,0.19
1985,166,2016,131,0.19
1986,166,2016,131,0.19
1987,166,2016,131,0.19
1988,166,2016,131,0.19
1989,166,2016,131,0.19
1990,166,2016,131,0.19
1991,166,2016,131,0.19
1992,166,2016,131,0.19
1993,167,2016,134,0.194
1994,167,2016,134,0.194
1995,167,2016,134,0.194
1996,167,2016,134,0.194
1997,167,2016,134,0.194
1998,167,2016,134,0.194
1999,167,2016,134,0.194
2000,167,2016,134,0.194
2001,167,2016,134,0.194
2002,167,2016,134,0.194
2003,167,2016,134,0.194
2004,167,2016,134,0.194
2005,168,2016,137,0.228
2006,168,2016,137,0.228
2007,168,2016,137,0.228
2008,168,2016,137,0.228
2009,168,2016,137,0.228
2010,168,2016,137,0.228
2011,168,2016,137,0.228
2012,168,2016,137,0.228
2013,168,2016,137,0.228
2014,168,2016,137,0.228
2015,168,2016,137,0.228
2016,168,2016,137,0.228
2017,169,2016,140,0.237
2018,169,2016,140,0.237
2019,169,2016,140,0.237
2020,169,2016,140,0.237
2021,169,2016,140,0.237
2022,169,2016,140,0.237
2023,169,2016,140,0.237
2024,169,2016,140,0.237
2025,169,2016,140,0.237
2026,169,2016,140,0.237
2027,169,2016,140,0.237
2028,169,2016,140,0.237
2029,170,2016,143,0.245
2030,170,2016,143,0.245
2031,170,2016,143,0.245
2032,170,2016,143,0.245
2033,170,2016,143,0.245
2034,170,2016,143,0.245
2035,170,2016,143,0.245
2036,170,2016,143,0.245
2037,170,2016,143,0.245
2038,170,2016,143,0.245
2039,170,2016,143,0.245
2040,170,2016,143,0.245
2041,171,2016,146,0.249
2042,171,2016,146,0.249
2043,171,2016,146,0.249
2044,171,2016,146,0.249
2045,171,2016,146,0.249
2046,171,2016,146,0.249
2047,171,2016,146,0.249
2048,171,2016,146,0.249
2049,171,2016,146,0.249
2050,171,2016,146,0.249
2051,171,2016,146,0.249
2052,171,2016,146,0.249
2053,172,2016,149,0.258
2054,172,2016,149,0.258
2055,172,2016,149,0.258
2056,172,2016,149,0.258
2057,172,2016,149,0.258
2058,172,2016,149,0.258
2059,172,2016,149,0.258
2060,172,2016,149,0.258
2061,172,2016,149,0.258
2062,172,2016,149,0.258
2063,172,2016,149,0.258
2064,172,2016,149,0.258
