Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
sat,22.00811538631018,15.071428571428571,484.35714285714283,-8.071428571428571,0.4306103294995455,0.6541091255837388,18.926954108802995,19.4374979493404
C09,23.319409765147828,16.82051282051282,543.7948717948718,-7.743589743589744,0.07019959605814168,0.3484937829601995,11.695905879096149,19.468074305379133
