Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
sat,24.166091947189145,20.428571428571427,584.0,-14.285714285714286,0.15709919047903503,0.4667057140004658,18.926954108802995,8.49879943502226
C09,13.40876100894008,10.461538461538462,179.7948717948718,-0.8205128205128205,0.3469243988516867,0.6067984037240344,11.695905879096149,11.725156286413773
