Year,Bloom Date,Day of Year,Bloom Early Late
2003,2003-04-20,110,late
2004,2004-04-01,92,avg
2005,2005-02-25,56,early
2006,2006-02-19,50,early
2007,2007-04-11,101,avg
2008,2008-04-13,104,avg
2009,2009-04-05,95,avg
2010,2010-03-06,65,early
2011,2011-04-20,110,late
2012,2012-04-07,98,avg
2013,2013-03-27,86,avg
2014,2014-03-15,74,avg
2015,2015-02-22,53,early
2016,2016-03-20,80,avg
