threeday_yrmo,threeday_yr,year,dayofyear,varadvecX2_cmsec_0-40mAvg
982,82,2015,245,-0.009
983,82,2015,245,-0.009
984,82,2015,245,-0.009
985,83,2015,248,-0.008
986,83,2015,248,-0.008
987,83,2015,248,-0.008
988,83,2015,248,-0.008
989,83,2015,248,-0.008
990,83,2015,248,-0.008
991,83,2015,248,-0.008
992,83,2015,248,-0.008
993,83,2015,248,-0.008
994,83,2015,248,-0.008
995,83,2015,248,-0.008
996,83,2015,248,-0.008
997,84,2015,251,-0.006
998,84,2015,251,-0.006
999,84,2015,251,-0.006
1000,84,2015,251,-0.006
1001,84,2015,251,-0.006
1002,84,2015,251,-0.006
1003,84,2015,251,-0.006
1004,84,2015,251,-0.006
1005,84,2015,251,-0.006
1006,84,2015,251,-0.006
1007,84,2015,251,-0.006
1008,84,2015,251,-0.006
1009,85,2015,254,-0.007
1010,85,2015,254,-0.007
1011,85,2015,254,-0.007
1012,85,2015,254,-0.007
1013,85,2015,254,-0.007
1014,85,2015,254,-0.007
1015,85,2015,254,-0.007
1016,85,2015,254,-0.007
1017,85,2015,254,-0.007
1018,85,2015,254,-0.007
1019,85,2015,254,-0.007
1020,85,2015,254,-0.007
1021,86,2015,257,-0.006
1022,86,2015,257,-0.006
1023,86,2015,257,-0.006
1024,86,2015,257,-0.006
1025,86,2015,257,-0.006
1026,86,2015,257,-0.006
1027,86,2015,257,-0.006
1028,86,2015,257,-0.006
1029,86,2015,257,-0.006
1030,86,2015,257,-0.006
1031,86,2015,257,-0.006
1032,86,2015,257,-0.006
1033,87,2015,260,-0.008
1034,87,2015,260,-0.008
1035,87,2015,260,-0.008
1036,87,2015,260,-0.008
1037,87,2015,260,-0.008
1038,87,2015,260,-0.008
1039,87,2015,260,-0.008
1040,87,2015,260,-0.008
1041,87,2015,260,-0.008
1042,87,2015,260,-0.008
1043,87,2015,260,-0.008
1044,87,2015,260,-0.008
1045,88,2015,263,-0.007
1046,88,2015,263,-0.007
1047,88,2015,263,-0.007
1048,88,2015,263,-0.007
1049,88,2015,263,-0.007
1050,88,2015,263,-0.007
1051,88,2015,263,-0.007
1052,88,2015,263,-0.007
1053,88,2015,263,-0.007
1054,88,2015,263,-0.007
1055,88,2015,263,-0.007
1056,88,2015,263,-0.007
1057,89,2015,266,-0.006
1058,89,2015,266,-0.006
1059,89,2015,266,-0.006
1060,89,2015,266,-0.006
1061,89,2015,266,-0.006
1062,89,2015,266,-0.006
1063,89,2015,266,-0.006
1064,89,2015,266,-0.006
1065,89,2015,266,-0.006
1066,89,2015,266,-0.006
1067,89,2015,266,-0.006
1068,89,2015,266,-0.006
1069,90,2015,269,-0.008
1070,90,2015,269,-0.008
1071,90,2015,269,-0.008
1072,90,2015,269,-0.008
1073,90,2015,269,-0.008
1074,90,2015,269,-0.008
1075,90,2015,269,-0.008
1076,90,2015,269,-0.008
1077,90,2015,269,-0.008
1078,90,2015,269,-0.008
1079,90,2015,269,-0.008
1080,90,2015,269,-0.008
1081,91,2015,272,-0.006
1082,91,2015,272,-0.006
1083,91,2015,272,-0.006
1084,91,2015,272,-0.006
1085,91,2015,272,-0.006
1086,91,2015,272,-0.006
1087,91,2015,272,-0.006
1088,91,2015,272,-0.006
1089,91,2015,272,-0.006
1090,91,2015,272,-0.006
1091,91,2015,272,-0.006
1092,91,2015,272,-0.006
1093,92,2015,275,-0.005
1094,92,2015,275,-0.005
1095,92,2015,275,-0.005
1096,92,2015,275,-0.005
1097,92,2015,275,-0.005
1098,92,2015,275,-0.005
1099,92,2015,275,-0.005
1100,92,2015,275,-0.005
1101,92,2015,275,-0.005
1102,92,2015,275,-0.005
1103,92,2015,275,-0.005
1104,92,2015,275,-0.005
1105,93,2015,278,-0.005
1106,93,2015,278,-0.005
1107,93,2015,278,-0.005
1108,93,2015,278,-0.005
1109,93,2015,278,-0.005
1110,93,2015,278,-0.005
1111,93,2015,278,-0.005
1112,93,2015,278,-0.005
1113,93,2015,278,-0.005
1114,93,2015,278,-0.005
1115,93,2015,278,-0.005
1116,93,2015,278,-0.005
1117,94,2015,281,-0.006
1118,94,2015,281,-0.006
1119,94,2015,281,-0.006
1120,94,2015,281,-0.006
1121,94,2015,281,-0.006
1122,94,2015,281,-0.006
1123,94,2015,281,-0.006
1124,94,2015,281,-0.006
1125,94,2015,281,-0.006
1126,94,2015,281,-0.006
1127,94,2015,281,-0.006
1128,94,2015,281,-0.006
1129,95,2015,284,-0.007
1130,95,2015,284,-0.007
1131,95,2015,284,-0.007
1132,95,2015,284,-0.007
1133,95,2015,284,-0.007
1134,95,2015,284,-0.007
1135,95,2015,284,-0.007
1136,95,2015,284,-0.007
1137,95,2015,284,-0.007
1138,95,2015,284,-0.007
1139,95,2015,284,-0.007
1140,95,2015,284,-0.007
1141,96,2015,287,-0.008
1142,96,2015,287,-0.008
1143,96,2015,287,-0.008
1144,96,2015,287,-0.008
1145,96,2015,287,-0.008
1146,96,2015,287,-0.008
1147,96,2015,287,-0.008
1148,96,2015,287,-0.008
1149,96,2015,287,-0.008
1150,96,2015,287,-0.008
1151,96,2015,287,-0.008
1152,96,2015,287,-0.008
1153,97,2015,290,-0.006
1154,97,2015,290,-0.006
1155,97,2015,290,-0.006
1156,97,2015,290,-0.006
1157,97,2015,290,-0.006
1158,97,2015,290,-0.006
1159,97,2015,290,-0.006
1160,97,2015,290,-0.006
1161,97,2015,290,-0.006
1162,97,2015,290,-0.006
1163,97,2015,290,-0.006
1164,97,2015,290,-0.006
1165,98,2015,293,-0.005
1166,98,2015,293,-0.005
1167,98,2015,293,-0.005
1168,98,2015,293,-0.005
1169,98,2015,293,-0.005
1170,98,2015,293,-0.005
1171,98,2015,293,-0.005
1172,98,2015,293,-0.005
1173,98,2015,293,-0.005
1174,98,2015,293,-0.005
1175,98,2015,293,-0.005
1176,98,2015,293,-0.005
1177,99,2015,296,-0.004
1178,99,2015,296,-0.004
1179,99,2015,296,-0.004
1180,99,2015,296,-0.004
1181,99,2015,296,-0.004
1182,99,2015,296,-0.004
1183,99,2015,296,-0.004
1184,99,2015,296,-0.004
1185,99,2015,296,-0.004
1186,99,2015,296,-0.004
1187,99,2015,296,-0.004
1188,99,2015,296,-0.004
1189,100,2015,299,-0.004
1190,100,2015,299,-0.004
1191,100,2015,299,-0.004
1192,100,2015,299,-0.004
1193,100,2015,299,-0.004
1194,100,2015,299,-0.004
1195,100,2015,299,-0.004
1196,100,2015,299,-0.004
1197,100,2015,299,-0.004
1198,100,2015,299,-0.004
1199,100,2015,299,-0.004
1200,100,2015,299,-0.004
1201,101,2015,302,-0.005
1202,101,2015,302,-0.005
1203,101,2015,302,-0.005
1204,101,2015,302,-0.005
1205,101,2015,302,-0.005
1206,101,2015,302,-0.005
1207,101,2015,302,-0.005
1208,101,2015,302,-0.005
1209,101,2015,302,-0.005
1210,101,2015,302,-0.005
1211,101,2015,302,-0.005
1212,101,2015,302,-0.005
1213,102,2015,305,-0.004
1214,102,2015,305,-0.004
1215,102,2015,305,-0.004
1216,102,2015,305,-0.004
1217,102,2015,305,-0.004
1218,102,2015,305,-0.004
1219,102,2015,305,-0.004
1220,102,2015,305,-0.004
1221,102,2015,305,-0.004
1222,102,2015,305,-0.004
1223,102,2015,305,-0.004
1224,102,2015,305,-0.004
1225,103,2015,308,-0.005
1226,103,2015,308,-0.005
1227,103,2015,308,-0.005
1228,103,2015,308,-0.005
1229,103,2015,308,-0.005
1230,103,2015,308,-0.005
1231,103,2015,308,-0.005
1232,103,2015,308,-0.005
1233,103,2015,308,-0.005
1234,103,2015,308,-0.005
1235,103,2015,308,-0.005
1236,103,2015,308,-0.005
1237,104,2015,311,-0.004
1238,104,2015,311,-0.004
1239,104,2015,311,-0.004
1240,104,2015,311,-0.004
1241,104,2015,311,-0.004
1242,104,2015,311,-0.004
1243,104,2015,311,-0.004
1244,104,2015,311,-0.004
1245,104,2015,311,-0.004
1246,104,2015,311,-0.004
1247,104,2015,311,-0.004
1248,104,2015,311,-0.004
1249,105,2015,314,-0.007
1250,105,2015,314,-0.007
1251,105,2015,314,-0.007
1252,105,2015,314,-0.007
1253,105,2015,314,-0.007
1254,105,2015,314,-0.007
1255,105,2015,314,-0.007
1256,105,2015,314,-0.007
1257,105,2015,314,-0.007
1258,105,2015,314,-0.007
1259,105,2015,314,-0.007
1260,105,2015,314,-0.007
1261,106,2015,317,-0.0
1262,106,2015,317,-0.0
1263,106,2015,317,-0.0
1264,106,2015,317,-0.0
1265,106,2015,317,-0.0
1266,106,2015,317,-0.0
1267,106,2015,317,-0.0
1268,106,2015,317,-0.0
1269,106,2015,317,-0.0
1270,106,2015,317,-0.0
1271,106,2015,317,-0.0
1272,106,2015,317,-0.0
1273,107,2015,320,-0.005
1274,107,2015,320,-0.005
1275,107,2015,320,-0.005
1276,107,2015,320,-0.005
1277,107,2015,320,-0.005
1278,107,2015,320,-0.005
1279,107,2015,320,-0.005
1280,107,2015,320,-0.005
1281,107,2015,320,-0.005
1282,107,2015,320,-0.005
1283,107,2015,320,-0.005
1284,107,2015,320,-0.005
1285,108,2015,323,-0.004
1286,108,2015,323,-0.004
1287,108,2015,323,-0.004
1288,108,2015,323,-0.004
1289,108,2015,323,-0.004
1290,108,2015,323,-0.004
1291,108,2015,323,-0.004
1292,108,2015,323,-0.004
1293,108,2015,323,-0.004
1294,108,2015,323,-0.004
1295,108,2015,323,-0.004
1296,108,2015,323,-0.004
1297,109,2015,326,-0.003
1298,109,2015,326,-0.003
1299,109,2015,326,-0.003
1300,109,2015,326,-0.003
1301,109,2015,326,-0.003
1302,109,2015,326,-0.003
1303,109,2015,326,-0.003
1304,109,2015,326,-0.003
1305,109,2015,326,-0.003
1306,109,2015,326,-0.003
1307,109,2015,326,-0.003
1308,109,2015,326,-0.003
1309,110,2015,329,-0.004
1310,110,2015,329,-0.004
1311,110,2015,329,-0.004
1312,110,2015,329,-0.004
1313,110,2015,329,-0.004
1314,110,2015,329,-0.004
1315,110,2015,329,-0.004
1316,110,2015,329,-0.004
1317,110,2015,329,-0.004
1318,110,2015,329,-0.004
1319,110,2015,329,-0.004
1320,110,2015,329,-0.004
1321,111,2015,332,-0.004
1322,111,2015,332,-0.004
1323,111,2015,332,-0.004
1324,111,2015,332,-0.004
1325,111,2015,332,-0.004
1326,111,2015,332,-0.004
1327,111,2015,332,-0.004
1328,111,2015,332,-0.004
1329,111,2015,332,-0.004
1330,111,2015,332,-0.004
1331,111,2015,332,-0.004
1332,111,2015,332,-0.004
1333,112,2015,335,-0.002
1334,112,2015,335,-0.002
1335,112,2015,335,-0.002
1336,112,2015,335,-0.002
1337,112,2015,335,-0.002
1338,112,2015,335,-0.002
1339,112,2015,335,-0.002
1340,112,2015,335,-0.002
1341,112,2015,335,-0.002
1342,112,2015,335,-0.002
1343,112,2015,335,-0.002
1344,112,2015,335,-0.002
1345,113,2015,338,-0.002
1346,113,2015,338,-0.002
1347,113,2015,338,-0.002
1348,113,2015,338,-0.002
1349,113,2015,338,-0.002
1350,113,2015,338,-0.002
1351,113,2015,338,-0.002
1352,113,2015,338,-0.002
1353,113,2015,338,-0.002
1354,113,2015,338,-0.002
1355,113,2015,338,-0.002
1356,113,2015,338,-0.002
1357,114,2015,341,-0.002
1358,114,2015,341,-0.002
1359,114,2015,341,-0.002
1360,114,2015,341,-0.002
1361,114,2015,341,-0.002
1362,114,2015,341,-0.002
1363,114,2015,341,-0.002
1364,114,2015,341,-0.002
1365,114,2015,341,-0.002
1366,114,2015,341,-0.002
1367,114,2015,341,-0.002
1368,114,2015,341,-0.002
1369,115,2015,344,-0.001
1370,115,2015,344,-0.001
1371,115,2015,344,-0.001
1372,115,2015,344,-0.001
1373,115,2015,344,-0.001
1374,115,2015,344,-0.001
1375,115,2015,344,-0.001
1376,115,2015,344,-0.001
1377,115,2015,344,-0.001
1378,115,2015,344,-0.001
1379,115,2015,344,-0.001
1380,115,2015,344,-0.001
1381,116,2015,347,-0.001
1382,116,2015,347,-0.001
1383,116,2015,347,-0.001
1384,116,2015,347,-0.001
1385,116,2015,347,-0.001
1386,116,2015,347,-0.001
1387,116,2015,347,-0.001
1388,116,2015,347,-0.001
1389,116,2015,347,-0.001
1390,116,2015,347,-0.001
1391,116,2015,347,-0.001
1392,116,2015,347,-0.001
1393,117,2015,350,-0.002
1394,117,2015,350,-0.002
1395,117,2015,350,-0.002
1396,117,2015,350,-0.002
1397,117,2015,350,-0.002
1398,117,2015,350,-0.002
1399,117,2015,350,-0.002
1400,117,2015,350,-0.002
1401,117,2015,350,-0.002
1402,117,2015,350,-0.002
1403,117,2015,350,-0.002
1404,117,2015,350,-0.002
1405,118,2015,353,0.002
1406,118,2015,353,0.002
1407,118,2015,353,0.002
1408,118,2015,353,0.002
1409,118,2015,353,0.002
1410,118,2015,353,0.002
1411,118,2015,353,0.002
1412,118,2015,353,0.002
1413,118,2015,353,0.002
1414,118,2015,353,0.002
1415,118,2015,353,0.002
1416,118,2015,353,0.002
1417,119,2015,356,0.001
1418,119,2015,356,0.001
1419,119,2015,356,0.001
1420,119,2015,356,0.001
1421,119,2015,356,0.001
1422,119,2015,356,0.001
1423,119,2015,356,0.001
1424,119,2015,356,0.001
1425,119,2015,356,0.001
1426,119,2015,356,0.001
1427,119,2015,356,0.001
1428,119,2015,356,0.001
1429,120,2015,359,-0.001
1430,120,2015,359,-0.001
1431,120,2015,359,-0.001
1432,120,2015,359,-0.001
1433,120,2015,359,-0.001
1434,120,2015,359,-0.001
1435,120,2015,359,-0.001
1436,120,2015,359,-0.001
1437,120,2015,359,-0.001
1438,120,2015,359,-0.001
1439,120,2015,359,-0.001
1440,120,2015,359,-0.001
1441,121,2015,362,-0.002
1442,121,2015,362,-0.002
1443,121,2015,362,-0.002
1444,121,2015,362,-0.002
1445,121,2015,362,-0.002
1446,121,2015,362,-0.002
1447,121,2015,362,-0.002
1448,121,2015,362,-0.002
1449,121,2015,362,-0.002
1450,121,2015,362,-0.002
1451,121,2015,362,-0.002
1452,121,2015,362,-0.002
1453,122,2015,365,-0.004
1454,122,2015,365,-0.004
1455,122,2015,365,-0.004
1456,122,2015,365,-0.004
1457,122,2015,365,-0.004
1458,122,2015,365,-0.004
1459,122,2015,365,-0.004
1460,122,2015,365,-0.004
1461,122,2015,365,-0.004
1462,122,2015,365,-0.004
1463,122,2015,365,-0.004
1464,122,2015,365,-0.004
1465,123,2016,2,-0.003
1466,123,2016,2,-0.003
1467,123,2016,2,-0.003
1468,123,2016,2,-0.003
1469,123,2016,2,-0.003
1470,123,2016,2,-0.003
1471,123,2016,2,-0.003
1472,123,2016,2,-0.003
1473,123,2016,2,-0.003
1474,123,2016,2,-0.003
1475,123,2016,2,-0.003
1476,123,2016,2,-0.003
1477,124,2016,5,-0.003
1478,124,2016,5,-0.003
1479,124,2016,5,-0.003
1480,124,2016,5,-0.003
1481,124,2016,5,-0.003
1482,124,2016,5,-0.003
1483,124,2016,5,-0.003
1484,124,2016,5,-0.003
1485,124,2016,5,-0.003
1486,124,2016,5,-0.003
1487,124,2016,5,-0.003
1488,124,2016,5,-0.003
1489,125,2016,8,-0.002
1490,125,2016,8,-0.002
1491,125,2016,8,-0.002
1492,125,2016,8,-0.002
1493,125,2016,8,-0.002
1494,125,2016,8,-0.002
1495,125,2016,8,-0.002
1496,125,2016,8,-0.002
1497,125,2016,8,-0.002
1498,125,2016,8,-0.002
1499,125,2016,8,-0.002
1500,125,2016,8,-0.002
1501,126,2016,11,-0.003
1502,126,2016,11,-0.003
1503,126,2016,11,-0.003
1504,126,2016,11,-0.003
1505,126,2016,11,-0.003
1506,126,2016,11,-0.003
1507,126,2016,11,-0.003
1508,126,2016,11,-0.003
1509,126,2016,11,-0.003
1510,126,2016,11,-0.003
1511,126,2016,11,-0.003
1512,126,2016,11,-0.003
1513,127,2016,14,-0.004
1514,127,2016,14,-0.004
1515,127,2016,14,-0.004
1516,127,2016,14,-0.004
1517,127,2016,14,-0.004
1518,127,2016,14,-0.004
1519,127,2016,14,-0.004
1520,127,2016,14,-0.004
1521,127,2016,14,-0.004
1522,127,2016,14,-0.004
1523,127,2016,14,-0.004
1524,127,2016,14,-0.004
1525,128,2016,17,-0.001
1526,128,2016,17,-0.001
1527,128,2016,17,-0.001
1528,128,2016,17,-0.001
1529,128,2016,17,-0.001
1530,128,2016,17,-0.001
1531,128,2016,17,-0.001
1532,128,2016,17,-0.001
1533,128,2016,17,-0.001
1534,128,2016,17,-0.001
1535,128,2016,17,-0.001
1536,128,2016,17,-0.001
1537,129,2016,20,-0.002
1538,129,2016,20,-0.002
1539,129,2016,20,-0.002
1540,129,2016,20,-0.002
1541,129,2016,20,-0.002
1542,129,2016,20,-0.002
1543,129,2016,20,-0.002
1544,129,2016,20,-0.002
1545,129,2016,20,-0.002
1546,129,2016,20,-0.002
1547,129,2016,20,-0.002
1548,129,2016,20,-0.002
1549,130,2016,23,-0.004
1550,130,2016,23,-0.004
1551,130,2016,23,-0.004
1552,130,2016,23,-0.004
1553,130,2016,23,-0.004
1554,130,2016,23,-0.004
1555,130,2016,23,-0.004
1556,130,2016,23,-0.004
1557,130,2016,23,-0.004
1558,130,2016,23,-0.004
1559,130,2016,23,-0.004
1560,130,2016,23,-0.004
1561,131,2016,26,-0.004
1562,131,2016,26,-0.004
1563,131,2016,26,-0.004
1564,131,2016,26,-0.004
1565,131,2016,26,-0.004
1566,131,2016,26,-0.004
1567,131,2016,26,-0.004
1568,131,2016,26,-0.004
1569,131,2016,26,-0.004
1570,131,2016,26,-0.004
1571,131,2016,26,-0.004
1572,131,2016,26,-0.004
1573,132,2016,29,-0.0
1574,132,2016,29,-0.0
1575,132,2016,29,-0.0
1576,132,2016,29,-0.0
1577,132,2016,29,-0.0
1578,132,2016,29,-0.0
1579,132,2016,29,-0.0
1580,132,2016,29,-0.0
1581,132,2016,29,-0.0
1582,132,2016,29,-0.0
1583,132,2016,29,-0.0
1584,132,2016,29,-0.0
1585,133,2016,32,-0.003
1586,133,2016,32,-0.003
1587,133,2016,32,-0.003
1588,133,2016,32,-0.003
1589,133,2016,32,-0.003
1590,133,2016,32,-0.003
1591,133,2016,32,-0.003
1592,133,2016,32,-0.003
1593,133,2016,32,-0.003
1594,133,2016,32,-0.003
1595,133,2016,32,-0.003
1596,133,2016,32,-0.003
1597,134,2016,35,-0.001
1598,134,2016,35,-0.001
1599,134,2016,35,-0.001
1600,134,2016,35,-0.001
1601,134,2016,35,-0.001
1602,134,2016,35,-0.001
1603,134,2016,35,-0.001
1604,134,2016,35,-0.001
1605,134,2016,35,-0.001
1606,134,2016,35,-0.001
1607,134,2016,35,-0.001
1608,134,2016,35,-0.001
1609,135,2016,38,-0.002
1610,135,2016,38,-0.002
1611,135,2016,38,-0.002
1612,135,2016,38,-0.002
1613,135,2016,38,-0.002
1614,135,2016,38,-0.002
1615,135,2016,38,-0.002
1616,135,2016,38,-0.002
1617,135,2016,38,-0.002
1618,135,2016,38,-0.002
1619,135,2016,38,-0.002
1620,135,2016,38,-0.002
1621,136,2016,41,-0.003
1622,136,2016,41,-0.003
1623,136,2016,41,-0.003
1624,136,2016,41,-0.003
1625,136,2016,41,-0.003
1626,136,2016,41,-0.003
1627,136,2016,41,-0.003
1628,136,2016,41,-0.003
1629,136,2016,41,-0.003
1630,136,2016,41,-0.003
1631,136,2016,41,-0.003
1632,136,2016,41,-0.003
1633,137,2016,44,-0.002
1634,137,2016,44,-0.002
1635,137,2016,44,-0.002
1636,137,2016,44,-0.002
1637,137,2016,44,-0.002
1638,137,2016,44,-0.002
1639,137,2016,44,-0.002
1640,137,2016,44,-0.002
1641,137,2016,44,-0.002
1642,137,2016,44,-0.002
1643,137,2016,44,-0.002
1644,137,2016,44,-0.002
1645,138,2016,47,-0.001
1646,138,2016,47,-0.001
1647,138,2016,47,-0.001
1648,138,2016,47,-0.001
1649,138,2016,47,-0.001
1650,138,2016,47,-0.001
1651,138,2016,47,-0.001
1652,138,2016,47,-0.001
1653,138,2016,47,-0.001
1654,138,2016,47,-0.001
1655,138,2016,47,-0.001
1656,138,2016,47,-0.001
1657,139,2016,50,0.001
1658,139,2016,50,0.001
1659,139,2016,50,0.001
1660,139,2016,50,0.001
1661,139,2016,50,0.001
1662,139,2016,50,0.001
1663,139,2016,50,0.001
1664,139,2016,50,0.001
1665,139,2016,50,0.001
1666,139,2016,50,0.001
1667,139,2016,50,0.001
1668,139,2016,50,0.001
1669,140,2016,53,-0.003
1670,140,2016,53,-0.003
1671,140,2016,53,-0.003
1672,140,2016,53,-0.003
1673,140,2016,53,-0.003
1674,140,2016,53,-0.003
1675,140,2016,53,-0.003
1676,140,2016,53,-0.003
1677,140,2016,53,-0.003
1678,140,2016,53,-0.003
1679,140,2016,53,-0.003
1680,140,2016,53,-0.003
1681,141,2016,56,-0.005
1682,141,2016,56,-0.005
1683,141,2016,56,-0.005
1684,141,2016,56,-0.005
1685,141,2016,56,-0.005
1686,141,2016,56,-0.005
1687,141,2016,56,-0.005
1688,141,2016,56,-0.005
1689,141,2016,56,-0.005
1690,141,2016,56,-0.005
1691,141,2016,56,-0.005
1692,141,2016,56,-0.005
1693,142,2016,59,-0.002
1694,142,2016,59,-0.002
1695,142,2016,59,-0.002
1696,142,2016,59,-0.002
1697,142,2016,59,-0.002
1698,142,2016,59,-0.002
1699,142,2016,59,-0.002
1700,142,2016,59,-0.002
1701,142,2016,59,-0.002
1702,142,2016,59,-0.002
1703,142,2016,59,-0.002
1704,142,2016,59,-0.002
1705,143,2016,62,-0.0
1706,143,2016,62,-0.0
1707,143,2016,62,-0.0
1708,143,2016,62,-0.0
1709,143,2016,62,-0.0
1710,143,2016,62,-0.0
1711,143,2016,62,-0.0
1712,143,2016,62,-0.0
1713,143,2016,62,-0.0
1714,143,2016,62,-0.0
1715,143,2016,62,-0.0
1716,143,2016,62,-0.0
1717,144,2016,65,0.0
1718,144,2016,65,0.0
1719,144,2016,65,0.0
1720,144,2016,65,0.0
1721,144,2016,65,0.0
1722,144,2016,65,0.0
1723,144,2016,65,0.0
1724,144,2016,65,0.0
1725,144,2016,65,0.0
1726,144,2016,65,0.0
1727,144,2016,65,0.0
1728,144,2016,65,0.0
1729,145,2016,68,-0.003
1730,145,2016,68,-0.003
1731,145,2016,68,-0.003
1732,145,2016,68,-0.003
1733,145,2016,68,-0.003
1734,145,2016,68,-0.003
1735,145,2016,68,-0.003
1736,145,2016,68,-0.003
1737,145,2016,68,-0.003
1738,145,2016,68,-0.003
1739,145,2016,68,-0.003
1740,145,2016,68,-0.003
1741,146,2016,71,-0.004
1742,146,2016,71,-0.004
1743,146,2016,71,-0.004
1744,146,2016,71,-0.004
1745,146,2016,71,-0.004
1746,146,2016,71,-0.004
1747,146,2016,71,-0.004
1748,146,2016,71,-0.004
1749,146,2016,71,-0.004
1750,146,2016,71,-0.004
1751,146,2016,71,-0.004
1752,146,2016,71,-0.004
1753,147,2016,74,-0.003
1754,147,2016,74,-0.003
1755,147,2016,74,-0.003
1756,147,2016,74,-0.003
1757,147,2016,74,-0.003
1758,147,2016,74,-0.003
1759,147,2016,74,-0.003
1760,147,2016,74,-0.003
1761,147,2016,74,-0.003
1762,147,2016,74,-0.003
1763,147,2016,74,-0.003
1764,147,2016,74,-0.003
1765,148,2016,77,-0.001
1766,148,2016,77,-0.001
1767,148,2016,77,-0.001
1768,148,2016,77,-0.001
1769,148,2016,77,-0.001
1770,148,2016,77,-0.001
1771,148,2016,77,-0.001
1772,148,2016,77,-0.001
1773,148,2016,77,-0.001
1774,148,2016,77,-0.001
1775,148,2016,77,-0.001
1776,148,2016,77,-0.001
1777,149,2016,80,0.001
1778,149,2016,80,0.001
1779,149,2016,80,0.001
1780,149,2016,80,0.001
1781,149,2016,80,0.001
1782,149,2016,80,0.001
1783,149,2016,80,0.001
1784,149,2016,80,0.001
1785,149,2016,80,0.001
1786,149,2016,80,0.001
1787,149,2016,80,0.001
1788,149,2016,80,0.001
1789,150,2016,83,-0.002
1790,150,2016,83,-0.002
1791,150,2016,83,-0.002
1792,150,2016,83,-0.002
1793,150,2016,83,-0.002
1794,150,2016,83,-0.002
1795,150,2016,83,-0.002
1796,150,2016,83,-0.002
1797,150,2016,83,-0.002
1798,150,2016,83,-0.002
1799,150,2016,83,-0.002
1800,150,2016,83,-0.002
1801,151,2016,86,-0.005
1802,151,2016,86,-0.005
1803,151,2016,86,-0.005
1804,151,2016,86,-0.005
1805,151,2016,86,-0.005
1806,151,2016,86,-0.005
1807,151,2016,86,-0.005
1808,151,2016,86,-0.005
1809,151,2016,86,-0.005
1810,151,2016,86,-0.005
1811,151,2016,86,-0.005
1812,151,2016,86,-0.005
1813,152,2016,89,-0.005
1814,152,2016,89,-0.005
1815,152,2016,89,-0.005
1816,152,2016,89,-0.005
1817,152,2016,89,-0.005
1818,152,2016,89,-0.005
1819,152,2016,89,-0.005
1820,152,2016,89,-0.005
1821,152,2016,89,-0.005
1822,152,2016,89,-0.005
1823,152,2016,89,-0.005
1824,152,2016,89,-0.005
1825,153,2016,92,-0.003
1826,153,2016,92,-0.003
1827,153,2016,92,-0.003
1828,153,2016,92,-0.003
1829,153,2016,92,-0.003
1830,153,2016,92,-0.003
1831,153,2016,92,-0.003
1832,153,2016,92,-0.003
1833,153,2016,92,-0.003
1834,153,2016,92,-0.003
1835,153,2016,92,-0.003
1836,153,2016,92,-0.003
1837,154,2016,95,-0.001
1838,154,2016,95,-0.001
1839,154,2016,95,-0.001
1840,154,2016,95,-0.001
1841,154,2016,95,-0.001
1842,154,2016,95,-0.001
1843,154,2016,95,-0.001
1844,154,2016,95,-0.001
1845,154,2016,95,-0.001
1846,154,2016,95,-0.001
1847,154,2016,95,-0.001
1848,154,2016,95,-0.001
1849,155,2016,98,-0.004
1850,155,2016,98,-0.004
1851,155,2016,98,-0.004
1852,155,2016,98,-0.004
1853,155,2016,98,-0.004
1854,155,2016,98,-0.004
1855,155,2016,98,-0.004
1856,155,2016,98,-0.004
1857,155,2016,98,-0.004
1858,155,2016,98,-0.004
1859,155,2016,98,-0.004
1860,155,2016,98,-0.004
1861,156,2016,101,-0.007
1862,156,2016,101,-0.007
1863,156,2016,101,-0.007
1864,156,2016,101,-0.007
1865,156,2016,101,-0.007
1866,156,2016,101,-0.007
1867,156,2016,101,-0.007
1868,156,2016,101,-0.007
1869,156,2016,101,-0.007
1870,156,2016,101,-0.007
1871,156,2016,101,-0.007
1872,156,2016,101,-0.007
1873,157,2016,104,-0.003
1874,157,2016,104,-0.003
1875,157,2016,104,-0.003
1876,157,2016,104,-0.003
1877,157,2016,104,-0.003
1878,157,2016,104,-0.003
1879,157,2016,104,-0.003
1880,157,2016,104,-0.003
1881,157,2016,104,-0.003
1882,157,2016,104,-0.003
1883,157,2016,104,-0.003
1884,157,2016,104,-0.003
1885,158,2016,107,-0.004
1886,158,2016,107,-0.004
1887,158,2016,107,-0.004
1888,158,2016,107,-0.004
1889,158,2016,107,-0.004
1890,158,2016,107,-0.004
1891,158,2016,107,-0.004
1892,158,2016,107,-0.004
1893,158,2016,107,-0.004
1894,158,2016,107,-0.004
1895,158,2016,107,-0.004
1896,158,2016,107,-0.004
1897,159,2016,110,-0.006
1898,159,2016,110,-0.006
1899,159,2016,110,-0.006
1900,159,2016,110,-0.006
1901,159,2016,110,-0.006
1902,159,2016,110,-0.006
1903,159,2016,110,-0.006
1904,159,2016,110,-0.006
1905,159,2016,110,-0.006
1906,159,2016,110,-0.006
1907,159,2016,110,-0.006
1908,159,2016,110,-0.006
1909,160,2016,113,-0.006
1910,160,2016,113,-0.006
1911,160,2016,113,-0.006
1912,160,2016,113,-0.006
1913,160,2016,113,-0.006
1914,160,2016,113,-0.006
1915,160,2016,113,-0.006
1916,160,2016,113,-0.006
