Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
sat,27.246231718480683,19.642857142857142,742.3571428571429,-18.357142857142858,0.3722615428908072,0.5595321807376576,18.926954108802995,16.883756231650466
C09,13.264566255581746,10.256410256410257,175.94871794871796,0.41025641025641024,0.3600194207155556,0.6164396257910281,11.695905879096149,11.741798094210575
