threeday_yrmo,threeday_yr,year,dayofyear,varsalt3_PSU_30-40mAvg
1,1,1990,2,12.3
2,1,1990,2,12.3
3,1,1990,2,12.3
4,1,1990,2,12.3
5,1,1990,2,12.3
6,1,1990,2,12.3
7,1,1990,2,12.3
8,1,1990,2,12.3
9,1,1990,2,12.3
10,1,1990,2,12.3
11,1,1990,2,12.3
12,1,1990,2,12.3
13,2,1990,5,12.3
14,2,1990,5,12.3
15,2,1990,5,12.3
16,2,1990,5,12.3
17,2,1990,5,12.3
18,2,1990,5,12.3
19,2,1990,5,12.3
20,2,1990,5,12.3
21,2,1990,5,12.3
22,2,1990,5,12.3
23,2,1990,5,12.3
24,2,1990,5,12.3
25,3,1990,8,12.3
26,3,1990,8,12.3
27,3,1990,8,12.3
28,3,1990,8,12.3
29,3,1990,8,12.3
30,3,1990,8,12.3
31,3,1990,8,12.3
32,3,1990,8,12.3
33,3,1990,8,12.3
34,3,1990,8,12.3
35,3,1990,8,12.3
36,3,1990,8,12.3
37,4,1990,11,12.3
38,4,1990,11,12.3
39,4,1990,11,12.3
40,4,1990,11,12.3
41,4,1990,11,12.3
42,4,1990,11,12.3
43,4,1990,11,12.3
44,4,1990,11,12.3
45,4,1990,11,12.3
46,4,1990,11,12.3
47,4,1990,11,12.3
48,4,1990,11,12.3
49,5,1990,14,12.3
50,5,1990,14,12.3
51,5,1990,14,12.3
52,5,1990,14,12.3
53,5,1990,14,12.3
54,5,1990,14,12.3
55,5,1990,14,12.3
56,5,1990,14,12.3
57,5,1990,14,12.3
58,5,1990,14,12.3
59,5,1990,14,12.3
60,5,1990,14,12.3
61,6,1990,17,12.3
62,6,1990,17,12.3
63,6,1990,17,12.3
64,6,1990,17,12.3
65,6,1990,17,12.3
66,6,1990,17,12.3
67,6,1990,17,12.3
68,6,1990,17,12.3
69,6,1990,17,12.3
70,6,1990,17,12.3
71,6,1990,17,12.3
72,6,1990,17,12.3
73,7,1990,20,12.3
74,7,1990,20,12.3
75,7,1990,20,12.3
76,7,1990,20,12.3
77,7,1990,20,12.3
78,7,1990,20,12.3
79,7,1990,20,12.3
80,7,1990,20,12.3
81,7,1990,20,12.3
82,7,1990,20,12.3
83,7,1990,20,12.3
84,7,1990,20,12.3
85,8,1990,23,12.3
86,8,1990,23,12.3
87,8,1990,23,12.3
88,8,1990,23,12.3
89,8,1990,23,12.3
90,8,1990,23,12.3
91,8,1990,23,12.3
92,8,1990,23,12.3
93,8,1990,23,12.3
94,8,1990,23,12.3
95,8,1990,23,12.3
96,8,1990,23,12.3
97,9,1990,26,12.3
98,9,1990,26,12.3
99,9,1990,26,12.3
100,9,1990,26,12.3
101,9,1990,26,12.3
102,9,1990,26,12.3
103,9,1990,26,12.3
104,9,1990,26,12.3
105,9,1990,26,12.3
106,9,1990,26,12.3
107,9,1990,26,12.3
108,9,1990,26,12.3
109,10,1990,29,12.3
110,10,1990,29,12.3
111,10,1990,29,12.3
112,10,1990,29,12.3
113,10,1990,29,12.3
114,10,1990,29,12.3
115,10,1990,29,12.3
116,10,1990,29,12.3
117,10,1990,29,12.3
118,10,1990,29,12.3
119,10,1990,29,12.3
120,10,1990,29,12.3
121,11,1990,32,12.3
122,11,1990,32,12.3
123,11,1990,32,12.3
124,11,1990,32,12.3
125,11,1990,32,12.3
126,11,1990,32,12.3
127,11,1990,32,12.3
128,11,1990,32,12.3
129,11,1990,32,12.3
130,11,1990,32,12.3
131,11,1990,32,12.3
132,11,1990,32,12.3
133,12,1990,35,12.3
134,12,1990,35,12.3
135,12,1990,35,12.3
136,12,1990,35,12.3
137,12,1990,35,12.3
138,12,1990,35,12.3
139,12,1990,35,12.3
140,12,1990,35,12.3
141,12,1990,35,12.3
142,12,1990,35,12.3
143,12,1990,35,12.3
144,12,1990,35,12.3
145,13,1990,38,12.3
146,13,1990,38,12.3
147,13,1990,38,12.3
148,13,1990,38,12.3
149,13,1990,38,12.3
150,13,1990,38,12.3
151,13,1990,38,12.3
152,13,1990,38,12.3
153,13,1990,38,12.3
154,13,1990,38,12.3
155,13,1990,38,12.3
156,13,1990,38,12.3
157,14,1990,41,12.3
158,14,1990,41,12.3
159,14,1990,41,12.3
160,14,1990,41,12.3
161,14,1990,41,12.3
162,14,1990,41,12.3
163,14,1990,41,12.3
164,14,1990,41,12.3
165,14,1990,41,12.3
166,14,1990,41,12.3
167,14,1990,41,12.3
168,14,1990,41,12.3
169,15,1990,44,12.3
170,15,1990,44,12.3
171,15,1990,44,12.3
172,15,1990,44,12.3
173,15,1990,44,12.3
174,15,1990,44,12.3
175,15,1990,44,12.3
176,15,1990,44,12.3
177,15,1990,44,12.3
178,15,1990,44,12.3
179,15,1990,44,12.3
180,15,1990,44,12.3
181,16,1990,47,12.3
182,16,1990,47,12.3
183,16,1990,47,12.3
184,16,1990,47,12.3
185,16,1990,47,12.3
186,16,1990,47,12.3
187,16,1990,47,12.3
188,16,1990,47,12.3
189,16,1990,47,12.3
190,16,1990,47,12.3
191,16,1990,47,12.3
192,16,1990,47,12.3
193,17,1990,50,12.3
194,17,1990,50,12.3
195,17,1990,50,12.3
196,17,1990,50,12.3
197,17,1990,50,12.3
198,17,1990,50,12.3
199,17,1990,50,12.3
200,17,1990,50,12.3
