Year,Bloom Date,Day of Year,Bloom Early Late
2003,2003-02-22,53,early
2004,2004-04-13,104,avg
2005,2005-02-28,59,early
2006,2006-02-16,47,early
2007,2007-03-30,89,avg
2008,2008-03-08,68,cusp
2009,2009-03-30,89,avg
2010,2010-03-09,68,cusp
2011,2011-03-12,71,avg
2012,2012-03-20,80,avg
2013,2013-03-21,80,avg
2014,2014-03-21,80,avg
2015,2015-03-03,62,early
2016,2016-03-17,77,avg
