Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
sat,26.089132931986395,21.928571428571427,680.6428571428571,-17.071428571428573,0.2271029768609111,0.4813014759303159,18.926954108802995,11.330832056916243
C09,14.181063574448995,10.794871794871796,201.10256410256412,2.3333333333333335,0.2702185296573881,0.5579656047584606,11.695905879096149,11.458182265455651
