Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
sat,21.270368389582995,17.428571428571427,452.42857142857144,-10.857142857142858,0.39492207921532896,0.5904283817773448,18.926954108802995,13.14848481997924
C09,13.177292045068503,10.0,173.64102564102564,3.7948717948717947,0.38278584412756794,0.6140840101585985,11.695905879096149,10.995426698588085
