threeday_yrmo,threeday_yr,year,dayofyear,varp10_varmixing_m
1989,1989,1994,206,10.0
1990,1990,1994,209,10.0
1991,1991,1994,212,10.0
1992,1992,1994,215,10.0
1993,1993,1994,218,10.0
1994,1994,1994,221,10.0
1995,1995,1994,224,10.0
1996,1996,1994,227,10.0
1997,1997,1994,230,10.0
1998,1998,1994,233,10.0
1999,1999,1994,236,10.0
2000,2000,1994,239,10.0
2001,2001,1994,242,10.0
2002,2002,1994,245,10.0
2003,2003,1994,248,10.0
2004,2004,1994,251,10.0
2005,2005,1994,254,10.0
2006,2006,1994,257,10.0
2007,2007,1994,260,10.0
2008,2008,1994,263,10.0
2009,2009,1994,266,10.0
2010,2010,1994,269,10.0
2011,2011,1994,272,10.0
2012,2012,1994,275,10.0
2013,2013,1994,278,10.0
2014,2014,1994,281,10.0
2015,2015,1994,284,10.0
2016,2016,1994,287,10.0
2017,2017,1994,290,10.0
2018,2018,1994,293,10.0
2019,2019,1994,296,10.0
2020,2020,1994,299,10.0
2021,2021,1994,302,10.0
2022,2022,1994,305,10.0
2023,2023,1994,308,10.0
2024,2024,1994,311,10.0
2025,2025,1994,314,10.0
2026,2026,1994,317,10.0
2027,2027,1994,320,10.0
2028,2028,1994,323,10.0
2029,2029,1994,326,10.0
2030,2030,1994,329,10.0
2031,2031,1994,332,10.0
2032,2032,1994,335,10.0
2033,2033,1994,338,10.0
2034,2034,1994,341,10.0
2035,2035,1994,344,10.0
2036,2036,1994,347,10.0
2037,2037,1994,350,10.0
2038,2038,1994,353,10.0
2039,2039,1994,356,10.0
2040,2040,1994,360,10.0
2041,2041,1995,2,10.0
2042,2042,1995,5,10.0
2043,2043,1995,8,10.0
2044,2044,1995,11,10.0
2045,2045,1995,14,10.0
2046,2046,1995,17,10.0
2047,2047,1995,20,10.0
2048,2048,1995,23,10.0
2049,2049,1995,26,10.0
2050,2050,1995,29,10.0
2051,2051,1995,32,10.0
2052,2052,1995,35,10.0
2053,2053,1995,38,10.0
2054,2054,1995,41,10.0
2055,2055,1995,44,10.0
2056,2056,1995,47,10.0
2057,2057,1995,50,10.0
2058,2058,1995,53,10.0
2059,2059,1995,56,10.0
2060,2060,1995,59,10.0
2061,2061,1995,62,10.0
2062,2062,1995,65,10.0
2063,2063,1995,68,10.0
2064,2064,1995,71,10.0
2065,2065,1995,74,10.0
2066,2066,1995,77,10.0
2067,2067,1995,80,10.0
2068,2068,1995,83,10.0
2069,2069,1995,86,10.0
2070,2070,1995,89,10.0
2071,2071,1995,92,10.0
2072,2072,1995,95,10.0
2073,2073,1995,98,10.0
2074,2074,1995,101,10.0
2075,2075,1995,104,10.0
2076,2076,1995,107,10.0
2077,2077,1995,110,10.0
2078,2078,1995,113,10.0
2079,2079,1995,116,10.0
2080,2080,1995,119,10.0
2081,2081,1995,122,10.0
2082,2082,1995,125,10.0
2083,2083,1995,128,10.0
2084,2084,1995,131,10.0
2085,2085,1995,134,10.0
2086,2086,1995,137,10.0
2087,2087,1995,140,10.0
2088,2088,1995,143,10.0
2089,2089,1995,146,10.0
2090,2090,1995,149,10.0
2091,2091,1995,152,10.0
2092,2092,1995,155,10.0
2093,2093,1995,158,10.0
2094,2094,1995,161,10.0
2095,2095,1995,164,10.0
2096,2096,1995,167,10.0
2097,2097,1995,170,10.0
2098,2098,1995,173,10.0
2099,2099,1995,176,10.0
2100,2100,1995,179,10.0
2101,2101,1995,182,10.0
2102,2102,1995,185,10.0
2103,2103,1995,188,10.0
2104,2104,1995,191,10.0
2105,2105,1995,194,10.0
2106,2106,1995,197,10.0
2107,2107,1995,200,10.0
2108,2108,1995,203,10.0
2109,2109,1995,206,10.0
2110,2110,1995,209,10.0
2111,2111,1995,212,10.0
2112,2112,1995,215,10.0
2113,2113,1995,218,10.0
2114,2114,1995,221,10.0
2115,2115,1995,224,10.0
2116,2116,1995,227,10.0
2117,2117,1995,230,10.0
2118,2118,1995,233,10.0
2119,2119,1995,236,10.0
2120,2120,1995,239,10.0
2121,2121,1995,242,10.0
2122,2122,1995,245,10.0
2123,2123,1995,248,10.0
2124,2124,1995,251,10.0
2125,2125,1995,254,10.0
2126,2126,1995,257,10.0
2127,2127,1995,260,10.0
2128,2128,1995,263,10.0
2129,2129,1995,266,10.0
2130,2130,1995,269,10.0
2131,2131,1995,272,10.0
2132,2132,1995,275,10.0
2133,2133,1995,278,10.0
2134,2134,1995,281,10.0
2135,2135,1995,284,10.0
2136,2136,1995,287,10.0
2137,2137,1995,290,10.0
2138,2138,1995,293,10.0
2139,2139,1995,296,10.0
2140,2140,1995,299,10.0
2141,2141,1995,302,10.0
2142,2142,1995,305,10.0
2143,2143,1995,308,10.0
2144,2144,1995,311,10.0
2145,2145,1995,314,10.0
2146,2146,1995,317,10.0
2147,2147,1995,320,10.0
2148,2148,1995,323,10.0
2149,2149,1995,326,10.0
2150,2150,1995,329,10.0
2151,2151,1995,332,10.0
2152,2152,1995,335,10.0
2153,2153,1995,338,10.0
2154,2154,1995,341,10.0
2155,2155,1995,344,10.0
2156,2156,1995,347,10.0
2157,2157,1995,350,10.0
2158,2158,1995,353,10.0
2159,2159,1995,356,10.0
2160,2160,1995,360,10.0
2161,2161,1996,2,10.0
2162,2162,1996,5,10.0
2163,2163,1996,8,10.0
2164,2164,1996,11,10.0
2165,2165,1996,14,10.0
2166,2166,1996,17,10.0
2167,2167,1996,20,10.0
2168,2168,1996,23,10.0
2169,2169,1996,26,10.0
2170,2170,1996,29,10.0
2171,2171,1996,32,10.0
2172,2172,1996,35,10.0
2173,2173,1996,38,10.0
2174,2174,1996,41,10.0
2175,2175,1996,44,10.0
2176,2176,1996,47,10.0
2177,2177,1996,50,10.0
2178,2178,1996,53,10.0
2179,2179,1996,56,10.0
2180,2180,1996,59,10.0
2181,2181,1996,62,10.0
2182,2182,1996,65,10.0
2183,2183,1996,68,10.0
2184,2184,1996,71,10.0
2185,2185,1996,74,10.0
2186,2186,1996,77,10.0
2187,2187,1996,80,10.0
2188,2188,1996,83,10.0
2189,2189,1996,86,10.0
2190,2190,1996,89,10.0
2191,2191,1996,92,10.0
2192,2192,1996,95,10.0
2193,2193,1996,98,10.0
2194,2194,1996,101,10.0
2195,2195,1996,104,10.0
2196,2196,1996,107,10.0
2197,2197,1996,110,10.0
2198,2198,1996,113,10.0
2199,2199,1996,116,10.0
2200,2200,1996,119,10.0
2201,2201,1996,122,10.0
2202,2202,1996,125,10.0
2203,2203,1996,128,10.0
2204,2204,1996,131,10.0
2205,2205,1996,134,10.0
2206,2206,1996,137,10.0
2207,2207,1996,140,10.0
2208,2208,1996,143,10.0
2209,2209,1996,146,10.0
2210,2210,1996,149,10.0
2211,2211,1996,152,10.0
2212,2212,1996,155,10.0
2213,2213,1996,158,10.0
2214,2214,1996,161,10.0
2215,2215,1996,164,10.0
2216,2216,1996,167,10.0
2217,2217,1996,170,10.0
2218,2218,1996,173,10.0
2219,2219,1996,176,10.0
2220,2220,1996,179,10.0
2221,2221,1996,182,10.0
2222,2222,1996,185,10.0
2223,2223,1996,188,10.0
2224,2224,1996,191,10.0
2225,2225,1996,194,10.0
2226,2226,1996,197,10.0
2227,2227,1996,200,10.0
2228,2228,1996,203,10.0
2229,2229,1996,206,10.0
2230,2230,1996,209,10.0
2231,2231,1996,212,10.0
2232,2232,1996,215,10.0
2233,2233,1996,218,10.0
2234,2234,1996,221,10.0
2235,2235,1996,224,10.0
2236,2236,1996,227,10.0
2237,2237,1996,230,10.0
2238,2238,1996,233,10.0
2239,2239,1996,236,10.0
2240,2240,1996,239,10.0
2241,2241,1996,242,10.0
2242,2242,1996,245,10.0
2243,2243,1996,248,10.0
2244,2244,1996,251,10.0
2245,2245,1996,254,10.0
2246,2246,1996,257,10.0
2247,2247,1996,260,10.0
2248,2248,1996,263,10.0
2249,2249,1996,266,10.0
2250,2250,1996,269,10.0
2251,2251,1996,272,10.0
2252,2252,1996,275,10.0
2253,2253,1996,278,10.0
2254,2254,1996,281,10.0
2255,2255,1996,284,10.0
2256,2256,1996,287,10.0
2257,2257,1996,290,10.0
2258,2258,1996,293,10.0
2259,2259,1996,296,10.0
2260,2260,1996,299,10.0
2261,2261,1996,302,10.0
2262,2262,1996,305,10.0
2263,2263,1996,308,10.0
2264,2264,1996,311,10.0
2265,2265,1996,314,10.0
2266,2266,1996,317,10.0
2267,2267,1996,320,10.0
2268,2268,1996,323,10.0
2269,2269,1996,326,10.0
2270,2270,1996,329,10.0
2271,2271,1996,332,10.0
2272,2272,1996,335,10.0
2273,2273,1996,338,10.0
2274,2274,1996,341,10.0
2275,2275,1996,344,10.0
2276,2276,1996,347,10.0
2277,2277,1996,350,10.0
2278,2278,1996,353,10.0
2279,2279,1996,356,10.0
2280,2280,1996,361,10.0
2281,2281,1997,2,10.0
2282,2282,1997,5,10.0
2283,2283,1997,8,10.0
2284,2284,1997,11,10.0
2285,2285,1997,14,10.0
2286,2286,1997,17,10.0
2287,2287,1997,20,10.0
2288,2288,1997,23,10.0
2289,2289,1997,26,10.0
2290,2290,1997,29,10.0
2291,2291,1997,32,10.0
2292,2292,1997,35,10.0
2293,2293,1997,38,10.0
2294,2294,1997,41,10.0
2295,2295,1997,44,10.0
2296,2296,1997,47,10.0
2297,2297,1997,50,10.0
2298,2298,1997,53,10.0
2299,2299,1997,56,10.0
2300,2300,1997,59,10.0
2301,2301,1997,62,10.0
2302,2302,1997,65,10.0
2303,2303,1997,68,10.0
2304,2304,1997,71,10.0
2305,2305,1997,74,10.0
2306,2306,1997,77,10.0
2307,2307,1997,80,10.0
2308,2308,1997,83,10.0
2309,2309,1997,86,10.0
2310,2310,1997,89,10.0
2311,2311,1997,92,10.0
2312,2312,1997,95,10.0
2313,2313,1997,98,10.0
2314,2314,1997,101,10.0
2315,2315,1997,104,10.0
2316,2316,1997,107,10.0
2317,2317,1997,110,10.0
2318,2318,1997,113,10.0
2319,2319,1997,116,10.0
2320,2320,1997,119,10.0
2321,2321,1997,122,10.0
2322,2322,1997,125,10.0
2323,2323,1997,128,10.0
2324,2324,1997,131,10.0
2325,2325,1997,134,10.0
2326,2326,1997,137,10.0
2327,2327,1997,140,10.0
2328,2328,1997,143,10.0
2329,2329,1997,146,10.0
2330,2330,1997,149,10.0
2331,2331,1997,152,10.0
2332,2332,1997,155,10.0
2333,2333,1997,158,10.0
2334,2334,1997,161,10.0
2335,2335,1997,164,10.0
2336,2336,1997,167,10.0
2337,2337,1997,170,10.0
2338,2338,1997,173,10.0
2339,2339,1997,176,10.0
2340,2340,1997,179,10.0
2341,2341,1997,182,10.0
2342,2342,1997,185,10.0
2343,2343,1997,188,10.0
2344,2344,1997,191,10.0
2345,2345,1997,194,10.0
2346,2346,1997,197,10.0
2347,2347,1997,200,10.0
2348,2348,1997,203,10.0
2349,2349,1997,206,10.0
2350,2350,1997,209,10.0
2351,2351,1997,212,10.0
2352,2352,1997,215,10.0
2353,2353,1997,218,10.0
2354,2354,1997,221,10.0
2355,2355,1997,224,10.0
2356,2356,1997,227,10.0
2357,2357,1997,230,10.0
2358,2358,1997,233,10.0
2359,2359,1997,236,10.0
2360,2360,1997,239,10.0
2361,2361,1997,242,10.0
2362,2362,1997,245,10.0
2363,2363,1997,248,10.0
2364,2364,1997,251,10.0
2365,2365,1997,254,10.0
2366,2366,1997,257,10.0
2367,2367,1997,260,10.0
2368,2368,1997,263,10.0
2369,2369,1997,266,10.0
2370,2370,1997,269,10.0
2371,2371,1997,272,10.0
2372,2372,1997,275,10.0
2373,2373,1997,278,10.0
2374,2374,1997,281,10.0
2375,2375,1997,284,10.0
2376,2376,1997,287,10.0
2377,2377,1997,290,10.0
2378,2378,1997,293,10.0
2379,2379,1997,296,10.0
2380,2380,1997,299,10.0
2381,2381,1997,302,10.0
2382,2382,1997,305,10.0
2383,2383,1997,308,10.0
2384,2384,1997,311,10.0
2385,2385,1997,314,10.0
2386,2386,1997,317,10.0
2387,2387,1997,320,10.0
2388,2388,1997,323,10.0
2389,2389,1997,326,10.0
2390,2390,1997,329,10.0
2391,2391,1997,332,10.0
2392,2392,1997,335,10.0
2393,2393,1997,338,10.0
2394,2394,1997,341,10.0
2395,2395,1997,344,10.0
2396,2396,1997,347,10.0
2397,2397,1997,350,10.0
2398,2398,1997,353,10.0
2399,2399,1997,356,10.0
2400,2400,1997,360,10.0
2401,2401,1998,2,10.0
2402,2402,1998,5,10.0
2403,2403,1998,8,10.0
2404,2404,1998,11,10.0
2405,2405,1998,14,10.0
2406,2406,1998,17,10.0
2407,2407,1998,20,10.0
2408,2408,1998,23,10.0
2409,2409,1998,26,10.0
2410,2410,1998,29,10.0
2411,2411,1998,32,10.0
2412,2412,1998,35,10.0
2413,2413,1998,38,10.0
2414,2414,1998,41,10.0
2415,2415,1998,44,10.0
2416,2416,1998,47,10.0
2417,2417,1998,50,10.0
2418,2418,1998,53,10.0
2419,2419,1998,56,10.0
2420,2420,1998,59,10.0
2421,2421,1998,62,10.0
2422,2422,1998,65,10.0
2423,2423,1998,68,10.0
2424,2424,1998,71,10.0
2425,2425,1998,74,10.0
2426,2426,1998,77,10.0
2427,2427,1998,80,10.0
2428,2428,1998,83,10.0
2429,2429,1998,86,10.0
2430,2430,1998,89,10.0
2431,2431,1998,92,10.0
2432,2432,1998,95,10.0
2433,2433,1998,98,10.0
2434,2434,1998,101,10.0
2435,2435,1998,104,10.0
2436,2436,1998,107,10.0
2437,2437,1998,110,10.0
2438,2438,1998,113,10.0
2439,2439,1998,116,10.0
2440,2440,1998,119,10.0
2441,2441,1998,122,10.0
2442,2442,1998,125,10.0
2443,2443,1998,128,10.0
2444,2444,1998,131,10.0
2445,2445,1998,134,10.0
2446,2446,1998,137,10.0
2447,2447,1998,140,10.0
2448,2448,1998,143,10.0
2449,2449,1998,146,10.0
2450,2450,1998,149,10.0
2451,2451,1998,152,10.0
2452,2452,1998,155,10.0
2453,2453,1998,158,10.0
2454,2454,1998,161,10.0
2455,2455,1998,164,10.0
2456,2456,1998,167,10.0
2457,2457,1998,170,10.0
2458,2458,1998,173,10.0
2459,2459,1998,176,10.0
2460,2460,1998,179,10.0
2461,2461,1998,182,10.0
2462,2462,1998,185,10.0
2463,2463,1998,188,10.0
2464,2464,1998,191,10.0
2465,2465,1998,194,10.0
2466,2466,1998,197,10.0
2467,2467,1998,200,10.0
2468,2468,1998,203,10.0
2469,2469,1998,206,10.0
2470,2470,1998,209,10.0
2471,2471,1998,212,10.0
2472,2472,1998,215,10.0
2473,2473,1998,218,10.0
2474,2474,1998,221,10.0
2475,2475,1998,224,10.0
2476,2476,1998,227,10.0
2477,2477,1998,230,10.0
2478,2478,1998,233,10.0
2479,2479,1998,236,10.0
2480,2480,1998,239,10.0
2481,2481,1998,242,10.0
2482,2482,1998,245,10.0
2483,2483,1998,248,10.0
2484,2484,1998,251,10.0
2485,2485,1998,254,10.0
2486,2486,1998,257,10.0
2487,2487,1998,260,10.0
2488,2488,1998,263,10.0
2489,2489,1998,266,10.0
2490,2490,1998,269,10.0
2491,2491,1998,272,10.0
2492,2492,1998,275,10.0
2493,2493,1998,278,10.0
2494,2494,1998,281,10.0
2495,2495,1998,284,10.0
2496,2496,1998,287,10.0
2497,2497,1998,290,10.0
2498,2498,1998,293,10.0
2499,2499,1998,296,10.0
2500,2500,1998,299,10.0
2501,2501,1998,302,10.0
2502,2502,1998,305,10.0
2503,2503,1998,308,10.0
2504,2504,1998,311,10.0
2505,2505,1998,314,10.0
2506,2506,1998,317,10.0
2507,2507,1998,320,10.0
2508,2508,1998,323,10.0
2509,2509,1998,326,10.0
2510,2510,1998,329,10.0
2511,2511,1998,332,10.0
2512,2512,1998,335,10.0
2513,2513,1998,338,10.0
2514,2514,1998,341,10.0
2515,2515,1998,344,10.0
2516,2516,1998,347,10.0
2517,2517,1998,350,10.0
2518,2518,1998,353,10.0
2519,2519,1998,356,10.0
2520,2520,1998,360,10.0
2521,2521,1999,2,10.0
2522,2522,1999,5,10.0
2523,2523,1999,8,10.0
2524,2524,1999,11,10.0
2525,2525,1999,14,10.0
2526,2526,1999,17,10.0
2527,2527,1999,20,10.0
2528,2528,1999,23,10.0
2529,2529,1999,26,10.0
2530,2530,1999,29,10.0
2531,2531,1999,32,10.0
2532,2532,1999,35,10.0
2533,2533,1999,38,10.0
2534,2534,1999,41,10.0
2535,2535,1999,44,10.0
2536,2536,1999,47,10.0
2537,2537,1999,50,10.0
2538,2538,1999,53,10.0
2539,2539,1999,56,10.0
2540,2540,1999,59,10.0
2541,2541,1999,62,10.0
2542,2542,1999,65,10.0
2543,2543,1999,68,10.0
2544,2544,1999,71,10.0
2545,2545,1999,74,10.0
2546,2546,1999,77,10.0
2547,2547,1999,80,10.0
2548,2548,1999,83,10.0
2549,2549,1999,86,10.0
2550,2550,1999,89,10.0
2551,2551,1999,92,10.0
2552,2552,1999,95,10.0
2553,2553,1999,98,10.0
2554,2554,1999,101,10.0
2555,2555,1999,104,10.0
2556,2556,1999,107,10.0
2557,2557,1999,110,10.0
2558,2558,1999,113,10.0
2559,2559,1999,116,10.0
2560,2560,1999,119,10.0
2561,2561,1999,122,10.0
2562,2562,1999,125,10.0
2563,2563,1999,128,10.0
2564,2564,1999,131,10.0
2565,2565,1999,134,10.0
2566,2566,1999,137,10.0
2567,2567,1999,140,10.0
2568,2568,1999,143,10.0
2569,2569,1999,146,10.0
2570,2570,1999,149,10.0
2571,2571,1999,152,10.0
2572,2572,1999,155,10.0
2573,2573,1999,158,10.0
2574,2574,1999,161,10.0
2575,2575,1999,164,10.0
2576,2576,1999,167,10.0
2577,2577,1999,170,10.0
2578,2578,1999,173,10.0
2579,2579,1999,176,10.0
2580,2580,1999,179,10.0
2581,2581,1999,182,10.0
2582,2582,1999,185,10.0
2583,2583,1999,188,10.0
2584,2584,1999,191,10.0
2585,2585,1999,194,10.0
2586,2586,1999,197,10.0
2587,2587,1999,200,10.0
2588,2588,1999,203,10.0
2589,2589,1999,206,10.0
2590,2590,1999,209,10.0
2591,2591,1999,212,10.0
2592,2592,1999,215,10.0
2593,2593,1999,218,10.0
2594,2594,1999,221,10.0
2595,2595,1999,224,10.0
2596,2596,1999,227,10.0
2597,2597,1999,230,10.0
2598,2598,1999,233,10.0
2599,2599,1999,236,10.0
2600,2600,1999,239,10.0
2601,2601,1999,242,10.0
2602,2602,1999,245,10.0
2603,2603,1999,248,10.0
2604,2604,1999,251,10.0
2605,2605,1999,254,10.0
2606,2606,1999,257,10.0
2607,2607,1999,260,10.0
2608,2608,1999,263,10.0
2609,2609,1999,266,10.0
2610,2610,1999,269,10.0
2611,2611,1999,272,10.0
2612,2612,1999,275,10.0
2613,2613,1999,278,10.0
2614,2614,1999,281,10.0
2615,2615,1999,284,10.0
2616,2616,1999,287,10.0
2617,2617,1999,290,10.0
2618,2618,1999,293,10.0
2619,2619,1999,296,10.0
2620,2620,1999,299,10.0
2621,2621,1999,302,10.0
2622,2622,1999,305,10.0
2623,2623,1999,308,10.0
2624,2624,1999,311,10.0
2625,2625,1999,314,10.0
2626,2626,1999,317,10.0
2627,2627,1999,320,10.0
2628,2628,1999,323,10.0
2629,2629,1999,326,10.0
2630,2630,1999,329,10.0
2631,2631,1999,332,10.0
2632,2632,1999,335,10.0
2633,2633,1999,338,10.0
2634,2634,1999,341,10.0
2635,2635,1999,344,10.0
2636,2636,1999,347,10.0
2637,2637,1999,350,10.0
2638,2638,1999,353,10.0
2639,2639,1999,356,10.0
2640,2640,1999,360,10.0
2641,2641,2000,2,10.0
2642,2642,2000,5,10.0
2643,2643,2000,8,10.0
2644,2644,2000,11,10.0
2645,2645,2000,14,10.0
2646,2646,2000,17,10.0
2647,2647,2000,20,10.0
2648,2648,2000,23,10.0
2649,2649,2000,26,10.0
2650,2650,2000,29,10.0
2651,2651,2000,32,10.0
2652,2652,2000,35,10.0
2653,2653,2000,38,10.0
2654,2654,2000,41,10.0
2655,2655,2000,44,10.0
2656,2656,2000,47,10.0
2657,2657,2000,50,10.0
2658,2658,2000,53,10.0
2659,2659,2000,56,10.0
2660,2660,2000,59,10.0
2661,2661,2000,62,10.0
2662,2662,2000,65,10.0
2663,2663,2000,68,10.0
2664,2664,2000,71,10.0
2665,2665,2000,74,10.0
2666,2666,2000,77,10.0
2667,2667,2000,80,10.0
2668,2668,2000,83,10.0
2669,2669,2000,86,10.0
2670,2670,2000,89,10.0
2671,2671,2000,92,10.0
2672,2672,2000,95,10.0
2673,2673,2000,98,10.0
2674,2674,2000,101,10.0
2675,2675,2000,104,10.0
2676,2676,2000,107,10.0
2677,2677,2000,110,10.0
2678,2678,2000,113,10.0
2679,2679,2000,116,10.0
2680,2680,2000,119,10.0
2681,2681,2000,122,10.0
2682,2682,2000,125,10.0
2683,2683,2000,128,10.0
2684,2684,2000,131,10.0
2685,2685,2000,134,10.0
2686,2686,2000,137,10.0
2687,2687,2000,140,10.0
2688,2688,2000,143,10.0
2689,2689,2000,146,10.0
2690,2690,2000,149,10.0
2691,2691,2000,152,10.0
2692,2692,2000,155,10.0
2693,2693,2000,158,10.0
2694,2694,2000,161,10.0
2695,2695,2000,164,10.0
2696,2696,2000,167,10.0
2697,2697,2000,170,10.0
2698,2698,2000,173,10.0
2699,2699,2000,176,10.0
2700,2700,2000,179,10.0
2701,2701,2000,182,10.0
2702,2702,2000,185,10.0
2703,2703,2000,188,10.0
2704,2704,2000,191,10.0
2705,2705,2000,194,10.0
2706,2706,2000,197,10.0
2707,2707,2000,200,10.0
2708,2708,2000,203,10.0
2709,2709,2000,206,10.0
2710,2710,2000,209,10.0
2711,2711,2000,212,10.0
2712,2712,2000,215,10.0
2713,2713,2000,218,10.0
2714,2714,2000,221,10.0
2715,2715,2000,224,10.0
2716,2716,2000,227,10.0
2717,2717,2000,230,10.0
2718,2718,2000,233,10.0
2719,2719,2000,236,10.0
2720,2720,2000,239,10.0
2721,2721,2000,242,10.0
2722,2722,2000,245,10.0
2723,2723,2000,248,10.0
2724,2724,2000,251,10.0
2725,2725,2000,254,10.0
2726,2726,2000,257,10.0
2727,2727,2000,260,10.0
2728,2728,2000,263,10.0
2729,2729,2000,266,10.0
2730,2730,2000,269,10.0
2731,2731,2000,272,10.0
2732,2732,2000,275,10.0
2733,2733,2000,278,10.0
2734,2734,2000,281,10.0
2735,2735,2000,284,10.0
2736,2736,2000,287,10.0
2737,2737,2000,290,10.0
2738,2738,2000,293,10.0
2739,2739,2000,296,10.0
2740,2740,2000,299,10.0
2741,2741,2000,302,10.0
2742,2742,2000,305,10.0
2743,2743,2000,308,10.0
2744,2744,2000,311,10.0
2745,2745,2000,314,10.0
2746,2746,2000,317,10.0
2747,2747,2000,320,10.0
2748,2748,2000,323,10.0
2749,2749,2000,326,10.0
2750,2750,2000,329,10.0
2751,2751,2000,332,10.0
2752,2752,2000,335,10.0
2753,2753,2000,338,10.0
2754,2754,2000,341,10.0
2755,2755,2000,344,10.0
2756,2756,2000,347,10.0
2757,2757,2000,350,10.0
2758,2758,2000,353,10.0
2759,2759,2000,356,10.0
2760,2760,2000,361,10.0
2761,2761,2001,2,10.0
2762,2762,2001,5,10.0
2763,2763,2001,8,10.0
2764,2764,2001,11,10.0
2765,2765,2001,14,10.0
2766,2766,2001,17,10.0
2767,2767,2001,20,10.0
2768,2768,2001,23,10.0
2769,2769,2001,26,10.0
2770,2770,2001,29,10.0
2771,2771,2001,32,10.0
2772,2772,2001,35,10.0
2773,2773,2001,38,10.0
2774,2774,2001,41,10.0
2775,2775,2001,44,10.0
2776,2776,2001,47,10.0
2777,2777,2001,50,10.0
2778,2778,2001,53,10.0
2779,2779,2001,56,10.0
2780,2780,2001,59,10.0
2781,2781,2001,62,10.0
2782,2782,2001,65,10.0
2783,2783,2001,68,10.0
2784,2784,2001,71,10.0
2785,2785,2001,74,10.0
2786,2786,2001,77,10.0
2787,2787,2001,80,10.0
2788,2788,2001,83,10.0
2789,2789,2001,86,10.0
2790,2790,2001,89,10.0
2791,2791,2001,92,10.0
2792,2792,2001,95,10.0
2793,2793,2001,98,10.0
2794,2794,2001,101,10.0
2795,2795,2001,104,10.0
2796,2796,2001,107,10.0
2797,2797,2001,110,10.0
2798,2798,2001,113,10.0
2799,2799,2001,116,10.0
2800,2800,2001,119,10.0
2801,2801,2001,122,10.0
2802,2802,2001,125,10.0
2803,2803,2001,128,10.0
2804,2804,2001,131,10.0
2805,2805,2001,134,10.0
2806,2806,2001,137,10.0
2807,2807,2001,140,10.0
2808,2808,2001,143,10.0
2809,2809,2001,146,10.0
2810,2810,2001,149,10.0
2811,2811,2001,152,10.0
2812,2812,2001,155,10.0
2813,2813,2001,158,10.0
2814,2814,2001,161,10.0
2815,2815,2001,164,10.0
2816,2816,2001,167,10.0
2817,2817,2001,170,10.0
2818,2818,2001,173,10.0
2819,2819,2001,176,10.0
2820,2820,2001,179,10.0
2821,2821,2001,182,10.0
2822,2822,2001,185,10.0
2823,2823,2001,188,10.0
2824,2824,2001,191,10.0
2825,2825,2001,194,10.0
2826,2826,2001,197,10.0
2827,2827,2001,200,10.0
2828,2828,2001,203,10.0
2829,2829,2001,206,10.0
2830,2830,2001,209,10.0
2831,2831,2001,212,10.0
2832,2832,2001,215,10.0
2833,2833,2001,218,10.0
2834,2834,2001,221,10.0
2835,2835,2001,224,10.0
2836,2836,2001,227,10.0
2837,2837,2001,230,10.0
2838,2838,2001,233,10.0
2839,2839,2001,236,10.0
2840,2840,2001,239,10.0
2841,2841,2001,242,10.0
2842,2842,2001,245,10.0
2843,2843,2001,248,10.0
2844,2844,2001,251,10.0
2845,2845,2001,254,10.0
2846,2846,2001,257,10.0
2847,2847,2001,260,10.0
2848,2848,2001,263,10.0
2849,2849,2001,266,10.0
2850,2850,2001,269,10.0
2851,2851,2001,272,10.0
2852,2852,2001,275,10.0
2853,2853,2001,278,10.0
2854,2854,2001,281,10.0
2855,2855,2001,284,10.0
2856,2856,2001,287,10.0
2857,2857,2001,290,10.0
2858,2858,2001,293,10.0
2859,2859,2001,296,10.0
2860,2860,2001,299,10.0
2861,2861,2001,302,10.0
2862,2862,2001,305,10.0
2863,2863,2001,308,10.0
2864,2864,2001,311,10.0
2865,2865,2001,314,10.0
2866,2866,2001,317,10.0
2867,2867,2001,320,10.0
2868,2868,2001,323,10.0
2869,2869,2001,326,10.0
2870,2870,2001,329,10.0
2871,2871,2001,332,10.0
2872,2872,2001,335,10.0
2873,2873,2001,338,10.0
2874,2874,2001,341,10.0
2875,2875,2001,344,10.0
2876,2876,2001,347,10.0
2877,2877,2001,350,10.0
2878,2878,2001,353,10.0
2879,2879,2001,356,10.0
2880,2880,2001,360,10.0
2881,2881,2002,2,10.0
2882,2882,2002,5,10.0
2883,2883,2002,8,10.0
2884,2884,2002,11,10.0
2885,2885,2002,14,10.0
2886,2886,2002,17,10.0
2887,2887,2002,20,10.0
2888,2888,2002,23,10.0
2889,2889,2002,26,10.0
2890,2890,2002,29,10.0
2891,2891,2002,32,10.0
2892,2892,2002,35,10.0
2893,2893,2002,38,10.0
2894,2894,2002,41,10.0
2895,2895,2002,44,10.0
2896,2896,2002,47,10.0
2897,2897,2002,50,10.0
2898,2898,2002,53,10.0
2899,2899,2002,56,10.0
2900,2900,2002,59,10.0
2901,2901,2002,62,10.0
2902,2902,2002,65,10.0
2903,2903,2002,68,10.0
2904,2904,2002,71,10.0
2905,2905,2002,74,10.0
2906,2906,2002,77,10.0
2907,2907,2002,80,10.0
2908,2908,2002,83,10.0
2909,2909,2002,86,10.0
2910,2910,2002,89,10.0
2911,2911,2002,92,10.0
2912,2912,2002,95,10.0
2913,2913,2002,98,10.0
2914,2914,2002,101,10.0
2915,2915,2002,104,10.0
2916,2916,2002,107,10.0
2917,2917,2002,110,10.0
2918,2918,2002,113,10.0
2919,2919,2002,116,10.0
