threeday_yrmo,threeday_yr,year,dayofyear,varvarsalt1_PSU_0-10mAvg
1979,1979,1994,176,23.8
1980,1980,1994,179,23.8
1981,1981,1994,182,23.5
1982,1982,1994,185,23.3
1983,1983,1994,188,23.3
1984,1984,1994,191,23.8
1985,1985,1994,194,24.4
1986,1986,1994,197,24.3
1987,1987,1994,200,24.3
1988,1988,1994,203,24.5
1989,1989,1994,206,24.7
1990,1990,1994,209,24.7
1991,1991,1994,212,24.5
1992,1992,1994,215,24.3
1993,1993,1994,218,24.3
1994,1994,1994,221,24.4
1995,1995,1994,224,24.6
1996,1996,1994,227,24.8
1997,1997,1994,230,25.0
1998,1998,1994,233,25.1
1999,1999,1994,236,25.2
2000,2000,1994,239,25.2
2001,2001,1994,242,25.3
2002,2002,1994,245,25.5
2003,2003,1994,248,25.9
2004,2004,1994,251,26.1
2005,2005,1994,254,26.2
2006,2006,1994,257,26.1
2007,2007,1994,260,26.2
2008,2008,1994,263,26.3
2009,2009,1994,266,26.6
2010,2010,1994,269,26.8
2011,2011,1994,272,26.8
2012,2012,1994,275,27.0
2013,2013,1994,278,27.1
2014,2014,1994,281,27.2
2015,2015,1994,284,27.3
2016,2016,1994,287,27.4
2017,2017,1994,290,27.4
2018,2018,1994,293,27.4
2019,2019,1994,296,27.5
2020,2020,1994,299,27.5
2021,2021,1994,302,27.4
2022,2022,1994,305,27.5
2023,2023,1994,308,27.5
2024,2024,1994,311,27.7
2025,2025,1994,314,27.8
2026,2026,1994,317,27.5
2027,2027,1994,320,27.4
2028,2028,1994,323,27.4
2029,2029,1994,326,27.7
2030,2030,1994,329,27.8
2031,2031,1994,332,27.7
2032,2032,1994,335,27.6
2033,2033,1994,338,27.5
2034,2034,1994,341,27.5
2035,2035,1994,344,27.5
2036,2036,1994,347,27.5
2037,2037,1994,350,27.4
2038,2038,1994,353,27.6
2039,2039,1994,356,27.6
2040,2040,1994,360,27.3
2041,2041,1995,2,27.1
2042,2042,1995,5,27.2
2043,2043,1995,8,27.2
2044,2044,1995,11,27.4
2045,2045,1995,14,27.3
2046,2046,1995,17,27.2
2047,2047,1995,20,27.4
2048,2048,1995,23,27.2
2049,2049,1995,26,27.1
2050,2050,1995,29,27.3
2051,2051,1995,32,27.4
2052,2052,1995,35,27.3
2053,2053,1995,38,27.1
2054,2054,1995,41,27.1
2055,2055,1995,44,27.4
2056,2056,1995,47,27.7
2057,2057,1995,50,27.8
2058,2058,1995,53,27.6
2059,2059,1995,56,27.4
2060,2060,1995,59,27.5
2061,2061,1995,62,27.6
2062,2062,1995,65,27.5
2063,2063,1995,68,27.4
2064,2064,1995,71,27.5
2065,2065,1995,74,27.6
2066,2066,1995,77,27.5
2067,2067,1995,80,27.6
2068,2068,1995,83,27.6
2069,2069,1995,86,27.3
2070,2070,1995,89,27.2
2071,2071,1995,92,27.2
2072,2072,1995,95,27.2
2073,2073,1995,98,27.3
2074,2074,1995,101,27.1
2075,2075,1995,104,26.9
2076,2076,1995,107,26.9
2077,2077,1995,110,27.0
2078,2078,1995,113,26.9
2079,2079,1995,116,26.8
2080,2080,1995,119,26.8
2081,2081,1995,122,26.7
2082,2082,1995,125,26.6
2083,2083,1995,128,26.5
2084,2084,1995,131,26.4
2085,2085,1995,134,26.2
2086,2086,1995,137,26.4
2087,2087,1995,140,26.5
2088,2088,1995,143,26.2
2089,2089,1995,146,26.1
2090,2090,1995,149,25.9
2091,2091,1995,152,25.7
2092,2092,1995,155,25.5
2093,2093,1995,158,25.3
2094,2094,1995,161,25.3
2095,2095,1995,164,25.3
2096,2096,1995,167,25.1
2097,2097,1995,170,24.9
2098,2098,1995,173,24.4
2099,2099,1995,176,24.0
2100,2100,1995,179,24.2
2101,2101,1995,182,24.7
2102,2102,1995,185,24.9
2103,2103,1995,188,24.8
2104,2104,1995,191,24.8
2105,2105,1995,194,24.9
2106,2106,1995,197,24.8
2107,2107,1995,200,25.1
2108,2108,1995,203,25.2
2109,2109,1995,206,25.3
2110,2110,1995,209,25.2
2111,2111,1995,212,25.1
2112,2112,1995,215,25.0
2113,2113,1995,218,25.0
2114,2114,1995,221,25.0
2115,2115,1995,224,25.1
2116,2116,1995,227,25.1
2117,2117,1995,230,25.0
2118,2118,1995,233,24.9
2119,2119,1995,236,24.8
2120,2120,1995,239,25.1
2121,2121,1995,242,25.4
2122,2122,1995,245,25.6
2123,2123,1995,248,25.8
2124,2124,1995,251,26.0
2125,2125,1995,254,26.2
2126,2126,1995,257,26.3
2127,2127,1995,260,26.3
2128,2128,1995,263,26.4
2129,2129,1995,266,26.5
2130,2130,1995,269,26.7
2131,2131,1995,272,26.9
2132,2132,1995,275,26.9
2133,2133,1995,278,26.9
2134,2134,1995,281,27.0
2135,2135,1995,284,27.2
2136,2136,1995,287,27.1
2137,2137,1995,290,26.9
2138,2138,1995,293,26.7
2139,2139,1995,296,26.6
2140,2140,1995,299,26.9
2141,2141,1995,302,26.9
2142,2142,1995,305,26.8
2143,2143,1995,308,26.9
2144,2144,1995,311,27.1
2145,2145,1995,314,27.3
2146,2146,1995,317,27.2
2147,2147,1995,320,27.0
2148,2148,1995,323,27.0
2149,2149,1995,326,26.7
2150,2150,1995,329,26.7
2151,2151,1995,332,26.6
2152,2152,1995,335,26.4
2153,2153,1995,338,26.6
2154,2154,1995,341,26.6
2155,2155,1995,344,26.5
2156,2156,1995,347,26.6
2157,2157,1995,350,26.9
2158,2158,1995,353,26.8
2159,2159,1995,356,26.5
2160,2160,1995,360,26.5
2161,2161,1996,2,26.5
2162,2162,1996,5,26.5
2163,2163,1996,8,26.7
2164,2164,1996,11,26.6
2165,2165,1996,14,26.6
2166,2166,1996,17,26.5
2167,2167,1996,20,26.4
2168,2168,1996,23,26.5
2169,2169,1996,26,26.6
2170,2170,1996,29,26.6
2171,2171,1996,32,26.5
2172,2172,1996,35,26.6
2173,2173,1996,38,26.8
2174,2174,1996,41,26.8
2175,2175,1996,44,26.7
2176,2176,1996,47,26.7
2177,2177,1996,50,26.9
2178,2178,1996,53,27.3
2179,2179,1996,56,27.1
2180,2180,1996,59,27.0
2181,2181,1996,62,26.8
2182,2182,1996,65,26.8
2183,2183,1996,68,26.8
2184,2184,1996,71,26.8
2185,2185,1996,74,26.8
2186,2186,1996,77,26.9
2187,2187,1996,80,27.1
2188,2188,1996,83,27.2
2189,2189,1996,86,27.1
2190,2190,1996,89,26.8
2191,2191,1996,92,26.8
2192,2192,1996,95,26.9
2193,2193,1996,98,26.9
2194,2194,1996,101,26.8
2195,2195,1996,104,26.8
2196,2196,1996,107,26.6
2197,2197,1996,110,26.6
2198,2198,1996,113,26.2
2199,2199,1996,116,26.1
2200,2200,1996,119,25.5
2201,2201,1996,122,25.2
2202,2202,1996,125,25.6
2203,2203,1996,128,25.7
2204,2204,1996,131,25.6
2205,2205,1996,134,25.4
2206,2206,1996,137,25.3
2207,2207,1996,140,25.3
2208,2208,1996,143,25.2
2209,2209,1996,146,24.6
2210,2210,1996,149,25.0
2211,2211,1996,152,25.0
2212,2212,1996,155,24.9
2213,2213,1996,158,24.8
2214,2214,1996,161,24.6
2215,2215,1996,164,24.3
2216,2216,1996,167,23.8
2217,2217,1996,170,23.9
2218,2218,1996,173,23.9
2219,2219,1996,176,23.8
2220,2220,1996,179,23.7
2221,2221,1996,182,23.8
2222,2222,1996,185,23.9
2223,2223,1996,188,24.1
2224,2224,1996,191,24.1
2225,2225,1996,194,24.3
2226,2226,1996,197,25.2
2227,2227,1996,200,25.4
2228,2228,1996,203,25.2
2229,2229,1996,206,24.7
2230,2230,1996,209,25.0
2231,2231,1996,212,25.3
2232,2232,1996,215,25.4
2233,2233,1996,218,25.3
2234,2234,1996,221,25.2
2235,2235,1996,224,25.1
2236,2236,1996,227,25.4
2237,2237,1996,230,25.6
2238,2238,1996,233,25.6
2239,2239,1996,236,25.4
2240,2240,1996,239,25.6
2241,2241,1996,242,26.0
2242,2242,1996,245,26.2
2243,2243,1996,248,26.2
2244,2244,1996,251,26.1
2245,2245,1996,254,26.1
2246,2246,1996,257,26.0
2247,2247,1996,260,26.2
2248,2248,1996,263,26.1
2249,2249,1996,266,26.0
2250,2250,1996,269,26.2
2251,2251,1996,272,26.6
2252,2252,1996,275,26.8
2253,2253,1996,278,26.8
2254,2254,1996,281,26.7
2255,2255,1996,284,26.8
2256,2256,1996,287,27.0
2257,2257,1996,290,27.2
2258,2258,1996,293,27.5
2259,2259,1996,296,27.4
2260,2260,1996,299,27.2
2261,2261,1996,302,27.0
2262,2262,1996,305,27.0
2263,2263,1996,308,26.9
2264,2264,1996,311,26.8
2265,2265,1996,314,27.0
2266,2266,1996,317,26.9
2267,2267,1996,320,26.8
2268,2268,1996,323,26.8
2269,2269,1996,326,26.6
2270,2270,1996,329,26.9
2271,2271,1996,332,27.0
2272,2272,1996,335,27.0
2273,2273,1996,338,27.3
2274,2274,1996,341,27.3
2275,2275,1996,344,27.2
2276,2276,1996,347,27.3
2277,2277,1996,350,27.1
2278,2278,1996,353,26.9
2279,2279,1996,356,27.0
2280,2280,1996,361,27.0
2281,2281,1997,2,27.1
2282,2282,1997,5,27.1
2283,2283,1997,8,27.2
2284,2284,1997,11,27.0
2285,2285,1997,14,26.9
2286,2286,1997,17,26.9
2287,2287,1997,20,26.9
2288,2288,1997,23,26.9
2289,2289,1997,26,26.9
2290,2290,1997,29,27.0
2291,2291,1997,32,27.0
2292,2292,1997,35,26.9
2293,2293,1997,38,26.9
2294,2294,1997,41,27.0
2295,2295,1997,44,27.2
2296,2296,1997,47,27.2
2297,2297,1997,50,27.3
2298,2298,1997,53,27.2
2299,2299,1997,56,27.1
2300,2300,1997,59,27.2
2301,2301,1997,62,27.5
2302,2302,1997,65,27.4
2303,2303,1997,68,27.5
2304,2304,1997,71,27.5
2305,2305,1997,74,27.4
2306,2306,1997,77,27.2
2307,2307,1997,80,27.3
2308,2308,1997,83,27.2
2309,2309,1997,86,27.1
2310,2310,1997,89,27.2
2311,2311,1997,92,27.2
2312,2312,1997,95,27.3
2313,2313,1997,98,27.2
2314,2314,1997,101,27.2
2315,2315,1997,104,27.1
2316,2316,1997,107,27.1
2317,2317,1997,110,26.8
2318,2318,1997,113,26.6
2319,2319,1997,116,26.4
2320,2320,1997,119,26.2
2321,2321,1997,122,25.9
2322,2322,1997,125,25.8
2323,2323,1997,128,25.5
2324,2324,1997,131,25.1
2325,2325,1997,134,25.0
2326,2326,1997,137,24.7
2327,2327,1997,140,24.7
2328,2328,1997,143,24.5
2329,2329,1997,146,24.2
2330,2330,1997,149,23.9
2331,2331,1997,152,23.6
2332,2332,1997,155,23.4
2333,2333,1997,158,22.8
2334,2334,1997,161,22.1
2335,2335,1997,164,21.9
2336,2336,1997,167,21.7
2337,2337,1997,170,21.8
2338,2338,1997,173,21.6
2339,2339,1997,176,21.5
2340,2340,1997,179,21.5
2341,2341,1997,182,21.3
2342,2342,1997,185,21.4
2343,2343,1997,188,21.7
2344,2344,1997,191,22.2
2345,2345,1997,194,21.5
2346,2346,1997,197,21.1
2347,2347,1997,200,21.7
2348,2348,1997,203,22.3
2349,2349,1997,206,22.3
2350,2350,1997,209,22.5
2351,2351,1997,212,22.8
2352,2352,1997,215,23.0
2353,2353,1997,218,23.1
2354,2354,1997,221,23.5
2355,2355,1997,224,23.8
2356,2356,1997,227,24.1
2357,2357,1997,230,24.5
2358,2358,1997,233,24.7
2359,2359,1997,236,24.8
2360,2360,1997,239,25.0
2361,2361,1997,242,24.8
2362,2362,1997,245,24.7
2363,2363,1997,248,24.9
2364,2364,1997,251,25.0
2365,2365,1997,254,25.2
2366,2366,1997,257,25.5
2367,2367,1997,260,26.0
2368,2368,1997,263,26.1
2369,2369,1997,266,25.9
2370,2370,1997,269,25.9
2371,2371,1997,272,26.1
2372,2372,1997,275,26.1
2373,2373,1997,278,26.3
2374,2374,1997,281,26.0
2375,2375,1997,284,26.8
2376,2376,1997,287,26.2
2377,2377,1997,290,26.1
2378,2378,1997,293,26.3
2379,2379,1997,296,26.3
2380,2380,1997,299,26.1
2381,2381,1997,302,26.1
2382,2382,1997,305,26.3
2383,2383,1997,308,26.1
2384,2384,1997,311,25.8
2385,2385,1997,314,25.6
2386,2386,1997,317,25.8
2387,2387,1997,320,26.0
2388,2388,1997,323,26.0
2389,2389,1997,326,25.9
2390,2390,1997,329,26.3
2391,2391,1997,332,26.3
2392,2392,1997,335,26.4
2393,2393,1997,338,26.1
2394,2394,1997,341,26.0
2395,2395,1997,344,26.1
2396,2396,1997,347,26.4
2397,2397,1997,350,27.0
2398,2398,1997,353,26.8
2399,2399,1997,356,27.0
2400,2400,1997,360,26.7
2401,2401,1998,2,26.7
2402,2402,1998,5,26.6
2403,2403,1998,8,26.6
2404,2404,1998,11,26.7
2405,2405,1998,14,26.8
2406,2406,1998,17,27.0
2407,2407,1998,20,27.0
2408,2408,1998,23,27.0
2409,2409,1998,26,27.2
2410,2410,1998,29,27.0
2411,2411,1998,32,26.8
2412,2412,1998,35,26.7
2413,2413,1998,38,26.7
2414,2414,1998,41,26.8
2415,2415,1998,44,27.2
2416,2416,1998,47,27.1
2417,2417,1998,50,27.1
2418,2418,1998,53,27.3
2419,2419,1998,56,26.9
2420,2420,1998,59,26.8
2421,2421,1998,62,26.8
2422,2422,1998,65,26.7
2423,2423,1998,68,26.7
2424,2424,1998,71,26.8
2425,2425,1998,74,26.7
2426,2426,1998,77,26.7
2427,2427,1998,80,26.6
2428,2428,1998,83,26.5
2429,2429,1998,86,26.6
2430,2430,1998,89,26.8
2431,2431,1998,92,26.8
2432,2432,1998,95,26.8
2433,2433,1998,98,26.7
2434,2434,1998,101,26.7
2435,2435,1998,104,26.7
2436,2436,1998,107,26.8
2437,2437,1998,110,26.8
2438,2438,1998,113,26.7
2439,2439,1998,116,26.9
2440,2440,1998,119,26.9
2441,2441,1998,122,26.8
2442,2442,1998,125,26.6
2443,2443,1998,128,26.2
2444,2444,1998,131,25.8
2445,2445,1998,134,25.4
2446,2446,1998,137,25.3
2447,2447,1998,140,24.9
2448,2448,1998,143,24.9
2449,2449,1998,146,24.9
2450,2450,1998,149,24.6
2451,2451,1998,152,24.1
2452,2452,1998,155,23.7
2453,2453,1998,158,23.5
2454,2454,1998,161,23.4
2455,2455,1998,164,23.7
2456,2456,1998,167,24.5
2457,2457,1998,170,24.5
2458,2458,1998,173,24.5
2459,2459,1998,176,24.6
2460,2460,1998,179,24.5
2461,2461,1998,182,24.0
2462,2462,1998,185,23.7
2463,2463,1998,188,23.6
2464,2464,1998,191,23.9
2465,2465,1998,194,24.4
2466,2466,1998,197,24.4
2467,2467,1998,200,24.2
2468,2468,1998,203,24.1
2469,2469,1998,206,24.5
2470,2470,1998,209,24.6
2471,2471,1998,212,24.5
2472,2472,1998,215,24.4
2473,2473,1998,218,24.4
2474,2474,1998,221,24.7
2475,2475,1998,224,24.8
2476,2476,1998,227,24.8
2477,2477,1998,230,25.1
2478,2478,1998,233,25.3
2479,2479,1998,236,25.4
2480,2480,1998,239,25.4
2481,2481,1998,242,25.3
2482,2482,1998,245,25.6
2483,2483,1998,248,26.0
2484,2484,1998,251,26.3
2485,2485,1998,254,26.4
2486,2486,1998,257,26.4
2487,2487,1998,260,26.5
2488,2488,1998,263,26.6
2489,2489,1998,266,26.7
2490,2490,1998,269,26.8
2491,2491,1998,272,26.9
2492,2492,1998,275,27.0
2493,2493,1998,278,27.1
2494,2494,1998,281,27.3
2495,2495,1998,284,27.4
2496,2496,1998,287,27.4
2497,2497,1998,290,27.1
2498,2498,1998,293,27.0
2499,2499,1998,296,27.1
2500,2500,1998,299,27.0
2501,2501,1998,302,27.0
2502,2502,1998,305,27.2
2503,2503,1998,308,27.2
2504,2504,1998,311,27.1
2505,2505,1998,314,27.1
2506,2506,1998,317,27.1
2507,2507,1998,320,27.1
2508,2508,1998,323,27.0
2509,2509,1998,326,27.2
2510,2510,1998,329,27.4
2511,2511,1998,332,27.2
2512,2512,1998,335,27.1
2513,2513,1998,338,27.1
2514,2514,1998,341,27.1
2515,2515,1998,344,27.1
2516,2516,1998,347,27.2
2517,2517,1998,350,27.0
2518,2518,1998,353,27.0
2519,2519,1998,356,26.9
2520,2520,1998,360,27.0
2521,2521,1999,2,26.8
2522,2522,1999,5,26.9
2523,2523,1999,8,26.8
2524,2524,1999,11,26.7
2525,2525,1999,14,26.8
2526,2526,1999,17,26.9
2527,2527,1999,20,27.1
2528,2528,1999,23,26.8
2529,2529,1999,26,26.7
2530,2530,1999,29,27.0
2531,2531,1999,32,27.1
2532,2532,1999,35,27.2
2533,2533,1999,38,27.5
2534,2534,1999,41,27.2
2535,2535,1999,44,27.4
2536,2536,1999,47,27.3
2537,2537,1999,50,27.2
2538,2538,1999,53,27.3
2539,2539,1999,56,27.3
2540,2540,1999,59,27.3
2541,2541,1999,62,27.2
2542,2542,1999,65,27.0
2543,2543,1999,68,27.0
2544,2544,1999,71,27.0
2545,2545,1999,74,27.0
2546,2546,1999,77,26.9
2547,2547,1999,80,26.9
2548,2548,1999,83,27.0
2549,2549,1999,86,27.0
2550,2550,1999,89,27.3
2551,2551,1999,92,27.0
2552,2552,1999,95,27.0
2553,2553,1999,98,26.9
2554,2554,1999,101,26.8
2555,2555,1999,104,26.8
2556,2556,1999,107,26.8
2557,2557,1999,110,26.9
2558,2558,1999,113,26.7
2559,2559,1999,116,26.5
2560,2560,1999,119,26.4
2561,2561,1999,122,26.3
2562,2562,1999,125,26.0
2563,2563,1999,128,25.7
2564,2564,1999,131,25.3
2565,2565,1999,134,25.0
2566,2566,1999,137,25.1
2567,2567,1999,140,24.9
2568,2568,1999,143,24.7
2569,2569,1999,146,24.7
2570,2570,1999,149,25.4
2571,2571,1999,152,25.7
2572,2572,1999,155,25.4
2573,2573,1999,158,25.0
2574,2574,1999,161,24.5
2575,2575,1999,164,24.1
2576,2576,1999,167,23.9
2577,2577,1999,170,23.6
2578,2578,1999,173,23.2
2579,2579,1999,176,22.5
2580,2580,1999,179,22.1
2581,2581,1999,182,22.1
2582,2582,1999,185,22.0
2583,2583,1999,188,21.9
2584,2584,1999,191,22.1
2585,2585,1999,194,22.7
2586,2586,1999,197,23.7
2587,2587,1999,200,23.6
2588,2588,1999,203,23.3
2589,2589,1999,206,23.0
2590,2590,1999,209,23.0
2591,2591,1999,212,23.1
2592,2592,1999,215,23.2
2593,2593,1999,218,23.2
2594,2594,1999,221,23.5
2595,2595,1999,224,23.7
2596,2596,1999,227,23.9
2597,2597,1999,230,23.8
2598,2598,1999,233,23.7
2599,2599,1999,236,23.8
2600,2600,1999,239,24.3
2601,2601,1999,242,24.6
2602,2602,1999,245,24.8
2603,2603,1999,248,25.0
2604,2604,1999,251,25.3
2605,2605,1999,254,25.7
2606,2606,1999,257,26.0
2607,2607,1999,260,26.0
2608,2608,1999,263,26.1
2609,2609,1999,266,26.3
2610,2610,1999,269,26.9
2611,2611,1999,272,27.0
2612,2612,1999,275,27.0
2613,2613,1999,278,27.0
2614,2614,1999,281,27.2
2615,2615,1999,284,27.2
2616,2616,1999,287,27.1
2617,2617,1999,290,27.2
2618,2618,1999,293,27.2
2619,2619,1999,296,27.3
2620,2620,1999,299,27.5
2621,2621,1999,302,27.9
2622,2622,1999,305,27.7
2623,2623,1999,308,27.5
2624,2624,1999,311,27.4
2625,2625,1999,314,27.8
2626,2626,1999,317,27.5
2627,2627,1999,320,27.1
2628,2628,1999,323,26.8
2629,2629,1999,326,26.8
2630,2630,1999,329,26.9
2631,2631,1999,332,27.0
2632,2632,1999,335,27.0
2633,2633,1999,338,26.9
2634,2634,1999,341,26.9
2635,2635,1999,344,27.2
2636,2636,1999,347,26.9
2637,2637,1999,350,26.7
2638,2638,1999,353,26.7
2639,2639,1999,356,26.7
2640,2640,1999,360,26.8
2641,2641,2000,2,26.8
2642,2642,2000,5,27.1
2643,2643,2000,8,27.2
2644,2644,2000,11,27.4
2645,2645,2000,14,27.4
2646,2646,2000,17,27.3
2647,2647,2000,20,27.1
2648,2648,2000,23,27.1
2649,2649,2000,26,27.2
2650,2650,2000,29,27.1
2651,2651,2000,32,27.3
2652,2652,2000,35,27.3
2653,2653,2000,38,27.2
2654,2654,2000,41,27.2
2655,2655,2000,44,27.1
2656,2656,2000,47,27.2
2657,2657,2000,50,27.4
2658,2658,2000,53,27.5
2659,2659,2000,56,27.7
2660,2660,2000,59,27.5
2661,2661,2000,62,27.6
2662,2662,2000,65,27.6
2663,2663,2000,68,27.4
2664,2664,2000,71,27.4
2665,2665,2000,74,27.5
2666,2666,2000,77,27.5
2667,2667,2000,80,27.6
2668,2668,2000,83,27.5
2669,2669,2000,86,27.4
2670,2670,2000,89,27.3
2671,2671,2000,92,27.2
2672,2672,2000,95,27.3
2673,2673,2000,98,27.5
2674,2674,2000,101,27.6
2675,2675,2000,104,27.5
2676,2676,2000,107,27.4
2677,2677,2000,110,27.4
2678,2678,2000,113,27.3
2679,2679,2000,116,27.3
2680,2680,2000,119,27.2
2681,2681,2000,122,27.0
2682,2682,2000,125,26.7
2683,2683,2000,128,26.4
2684,2684,2000,131,25.9
2685,2685,2000,134,25.6
2686,2686,2000,137,25.7
2687,2687,2000,140,25.8
2688,2688,2000,143,25.7
2689,2689,2000,146,25.3
2690,2690,2000,149,25.1
2691,2691,2000,152,24.9
2692,2692,2000,155,24.9
2693,2693,2000,158,25.2
2694,2694,2000,161,25.0
2695,2695,2000,164,25.1
2696,2696,2000,167,24.6
2697,2697,2000,170,24.3
2698,2698,2000,173,24.6
2699,2699,2000,176,24.5
2700,2700,2000,179,24.2
2701,2701,2000,182,24.5
2702,2702,2000,185,24.5
2703,2703,2000,188,24.3
2704,2704,2000,191,24.0
2705,2705,2000,194,23.5
2706,2706,2000,197,23.3
2707,2707,2000,200,23.6
2708,2708,2000,203,23.8
2709,2709,2000,206,23.7
2710,2710,2000,209,23.8
2711,2711,2000,212,23.7
2712,2712,2000,215,23.6
2713,2713,2000,218,24.0
2714,2714,2000,221,24.0
2715,2715,2000,224,24.0
2716,2716,2000,227,24.1
2717,2717,2000,230,24.2
2718,2718,2000,233,24.4
2719,2719,2000,236,24.2
2720,2720,2000,239,24.3
2721,2721,2000,242,24.8
2722,2722,2000,245,25.2
2723,2723,2000,248,25.4
2724,2724,2000,251,25.4
2725,2725,2000,254,25.5
2726,2726,2000,257,25.3
2727,2727,2000,260,25.3
2728,2728,2000,263,25.5
2729,2729,2000,266,25.6
2730,2730,2000,269,25.7
2731,2731,2000,272,25.9
2732,2732,2000,275,26.1
2733,2733,2000,278,26.1
2734,2734,2000,281,26.2
2735,2735,2000,284,26.3
2736,2736,2000,287,26.7
2737,2737,2000,290,26.9
2738,2738,2000,293,27.2
2739,2739,2000,296,27.2
2740,2740,2000,299,26.9
2741,2741,2000,302,27.1
2742,2742,2000,305,27.2
2743,2743,2000,308,27.0
2744,2744,2000,311,26.8
2745,2745,2000,314,26.7
2746,2746,2000,317,26.9
2747,2747,2000,320,27.0
2748,2748,2000,323,26.9
2749,2749,2000,326,26.8
2750,2750,2000,329,26.9
2751,2751,2000,332,27.3
2752,2752,2000,335,27.1
2753,2753,2000,338,27.2
2754,2754,2000,341,26.8
2755,2755,2000,344,26.8
2756,2756,2000,347,27.2
2757,2757,2000,350,27.5
2758,2758,2000,353,27.7
2759,2759,2000,356,27.6
2760,2760,2000,361,27.5
2761,2761,2001,2,27.4
2762,2762,2001,5,27.3
2763,2763,2001,8,27.3
2764,2764,2001,11,27.6
2765,2765,2001,14,27.4
2766,2766,2001,17,27.3
2767,2767,2001,20,27.3
2768,2768,2001,23,27.3
2769,2769,2001,26,27.3
2770,2770,2001,29,27.3
2771,2771,2001,32,27.3
2772,2772,2001,35,27.5
2773,2773,2001,38,27.5
2774,2774,2001,41,27.5
2775,2775,2001,44,27.5
2776,2776,2001,47,27.5
2777,2777,2001,50,27.4
2778,2778,2001,53,27.5
2779,2779,2001,56,27.5
2780,2780,2001,59,27.6
2781,2781,2001,62,27.7
2782,2782,2001,65,27.7
2783,2783,2001,68,27.8
2784,2784,2001,71,28.0
2785,2785,2001,74,28.0
2786,2786,2001,77,28.0
2787,2787,2001,80,28.0
2788,2788,2001,83,27.9
2789,2789,2001,86,27.9
2790,2790,2001,89,27.9
2791,2791,2001,92,27.8
2792,2792,2001,95,27.8
2793,2793,2001,98,27.9
2794,2794,2001,101,27.9
2795,2795,2001,104,27.9
2796,2796,2001,107,27.8
2797,2797,2001,110,27.8
2798,2798,2001,113,27.7
2799,2799,2001,116,27.8
2800,2800,2001,119,27.6
2801,2801,2001,122,27.5
2802,2802,2001,125,27.1
2803,2803,2001,128,26.9
2804,2804,2001,131,26.9
2805,2805,2001,134,26.8
2806,2806,2001,137,26.6
2807,2807,2001,140,26.3
2808,2808,2001,143,26.1
2809,2809,2001,146,26.5
2810,2810,2001,149,26.5
2811,2811,2001,152,26.2
2812,2812,2001,155,25.9
2813,2813,2001,158,25.6
2814,2814,2001,161,25.2
2815,2815,2001,164,24.8
2816,2816,2001,167,24.2
2817,2817,2001,170,24.0
2818,2818,2001,173,24.4
2819,2819,2001,176,24.7
2820,2820,2001,179,24.6
2821,2821,2001,182,24.5
2822,2822,2001,185,24.3
2823,2823,2001,188,24.5
2824,2824,2001,191,24.6
2825,2825,2001,194,24.6
2826,2826,2001,197,24.5
2827,2827,2001,200,24.6
2828,2828,2001,203,24.7
2829,2829,2001,206,24.5
2830,2830,2001,209,24.5
2831,2831,2001,212,24.5
2832,2832,2001,215,24.7
2833,2833,2001,218,24.8
2834,2834,2001,221,24.4
2835,2835,2001,224,24.5
2836,2836,2001,227,24.6
2837,2837,2001,230,24.9
2838,2838,2001,233,25.1
2839,2839,2001,236,25.6
2840,2840,2001,239,25.2
2841,2841,2001,242,25.0
2842,2842,2001,245,25.2
2843,2843,2001,248,25.4
2844,2844,2001,251,25.3
2845,2845,2001,254,25.7
2846,2846,2001,257,26.2
2847,2847,2001,260,26.5
2848,2848,2001,263,26.7
2849,2849,2001,266,26.8
2850,2850,2001,269,26.8
2851,2851,2001,272,26.8
2852,2852,2001,275,26.9
2853,2853,2001,278,27.1
2854,2854,2001,281,27.1
2855,2855,2001,284,27.3
2856,2856,2001,287,27.3
2857,2857,2001,290,27.3
2858,2858,2001,293,27.3
2859,2859,2001,296,27.4
2860,2860,2001,299,27.4
2861,2861,2001,302,27.3
2862,2862,2001,305,27.3
2863,2863,2001,308,27.2
2864,2864,2001,311,27.2
2865,2865,2001,314,27.1
2866,2866,2001,317,27.0
2867,2867,2001,320,27.3
2868,2868,2001,323,27.0
2869,2869,2001,326,27.2
2870,2870,2001,329,26.7
2871,2871,2001,332,26.6
2872,2872,2001,335,27.1
2873,2873,2001,338,27.3
2874,2874,2001,341,27.2
2875,2875,2001,344,27.4
2876,2876,2001,347,27.2
2877,2877,2001,350,27.7
2878,2878,2001,353,27.8
2879,2879,2001,356,27.5
2880,2880,2001,360,27.2
2881,2881,2002,2,27.2
2882,2882,2002,5,27.3
2883,2883,2002,8,27.4
2884,2884,2002,11,27.1
2885,2885,2002,14,27.0
2886,2886,2002,17,27.0
2887,2887,2002,20,27.0
2888,2888,2002,23,27.0
2889,2889,2002,26,27.1
2890,2890,2002,29,27.1
2891,2891,2002,32,27.2
2892,2892,2002,35,27.3
2893,2893,2002,38,27.4
2894,2894,2002,41,27.3
2895,2895,2002,44,27.2
2896,2896,2002,47,27.1
2897,2897,2002,50,27.2
2898,2898,2002,53,27.2
2899,2899,2002,56,27.1
2900,2900,2002,59,27.2
2901,2901,2002,62,27.4
2902,2902,2002,65,27.5
2903,2903,2002,68,27.5
2904,2904,2002,71,27.8
2905,2905,2002,74,27.7
2906,2906,2002,77,27.6
2907,2907,2002,80,27.5
2908,2908,2002,83,27.4
