threeday_yrmo,threeday_yr,year,dayofyear,varvarsalt1_PSU_0-10mAvg
1049,1049,1986,266,26.9
1050,1050,1986,269,27.0
1051,1051,1986,272,26.8
1052,1052,1986,275,26.7
1053,1053,1986,278,26.8
1054,1054,1986,281,27.0
1055,1055,1986,284,27.0
1056,1056,1986,287,27.1
1057,1057,1986,290,27.2
1058,1058,1986,293,27.3
1059,1059,1986,296,27.4
1060,1060,1986,299,27.3
1061,1061,1986,302,27.4
1062,1062,1986,305,27.3
1063,1063,1986,308,27.2
1064,1064,1986,311,27.4
1065,1065,1986,314,27.4
1066,1066,1986,317,27.3
1067,1067,1986,320,27.2
1068,1068,1986,323,27.6
1069,1069,1986,326,27.7
1070,1070,1986,329,27.6
1071,1071,1986,332,27.7
1072,1072,1986,335,27.6
1073,1073,1986,338,27.3
1074,1074,1986,341,27.3
1075,1075,1986,344,27.3
1076,1076,1986,347,27.2
1077,1077,1986,350,27.4
1078,1078,1986,353,27.3
1079,1079,1986,356,27.4
1080,1080,1986,360,27.6
1081,1081,1987,2,27.6
1082,1082,1987,5,27.7
1083,1083,1987,8,27.3
1084,1084,1987,11,27.3
1085,1085,1987,14,27.4
1086,1086,1987,17,27.3
1087,1087,1987,20,27.2
1088,1088,1987,23,27.0
1089,1089,1987,26,27.3
1090,1090,1987,29,27.5
1091,1091,1987,32,27.7
1092,1092,1987,35,27.4
1093,1093,1987,38,27.4
1094,1094,1987,41,27.1
1095,1095,1987,44,27.1
1096,1096,1987,47,27.1
1097,1097,1987,50,27.1
1098,1098,1987,53,27.0
1099,1099,1987,56,27.2
1100,1100,1987,59,27.4
1101,1101,1987,62,27.4
1102,1102,1987,65,27.5
1103,1103,1987,68,27.3
1104,1104,1987,71,27.2
1105,1105,1987,74,27.1
1106,1106,1987,77,27.0
1107,1107,1987,80,26.9
1108,1108,1987,83,26.9
1109,1109,1987,86,27.1
1110,1110,1987,89,27.1
1111,1111,1987,92,27.1
1112,1112,1987,95,27.0
1113,1113,1987,98,27.1
1114,1114,1987,101,27.1
1115,1115,1987,104,27.0
1116,1116,1987,107,26.9
1117,1117,1987,110,26.6
1118,1118,1987,113,26.5
1119,1119,1987,116,26.6
1120,1120,1987,119,26.6
1121,1121,1987,122,26.6
1122,1122,1987,125,26.6
1123,1123,1987,128,26.0
1124,1124,1987,131,26.0
1125,1125,1987,134,26.0
1126,1126,1987,137,25.7
1127,1127,1987,140,25.9
1128,1128,1987,143,25.6
1129,1129,1987,146,25.5
1130,1130,1987,149,25.6
1131,1131,1987,152,25.8
1132,1132,1987,155,25.1
1133,1133,1987,158,24.6
1134,1134,1987,161,24.7
1135,1135,1987,164,25.0
1136,1136,1987,167,24.7
1137,1137,1987,170,24.4
1138,1138,1987,173,24.3
1139,1139,1987,176,24.1
1140,1140,1987,179,24.1
1141,1141,1987,182,24.6
1142,1142,1987,185,24.6
1143,1143,1987,188,24.4
1144,1144,1987,191,24.4
1145,1145,1987,194,24.2
1146,1146,1987,197,24.9
1147,1147,1987,200,25.2
1148,1148,1987,203,25.2
1149,1149,1987,206,25.3
1150,1150,1987,209,25.3
1151,1151,1987,212,25.2
1152,1152,1987,215,25.0
1153,1153,1987,218,25.5
1154,1154,1987,221,25.9
1155,1155,1987,224,26.0
1156,1156,1987,227,26.0
1157,1157,1987,230,25.8
1158,1158,1987,233,25.7
1159,1159,1987,236,26.2
1160,1160,1987,239,26.3
1161,1161,1987,242,26.4
1162,1162,1987,245,26.4
1163,1163,1987,248,26.6
1164,1164,1987,251,26.9
1165,1165,1987,254,27.0
1166,1166,1987,257,27.1
1167,1167,1987,260,27.1
1168,1168,1987,263,26.9
1169,1169,1987,266,26.9
1170,1170,1987,269,27.1
1171,1171,1987,272,27.1
1172,1172,1987,275,27.2
1173,1173,1987,278,27.3
1174,1174,1987,281,27.4
1175,1175,1987,284,27.6
1176,1176,1987,287,27.8
1177,1177,1987,290,27.7
1178,1178,1987,293,27.8
1179,1179,1987,296,27.9
1180,1180,1987,299,27.9
1181,1181,1987,302,27.9
1182,1182,1987,305,27.9
1183,1183,1987,308,27.8
1184,1184,1987,311,27.8
1185,1185,1987,314,27.8
1186,1186,1987,317,27.8
1187,1187,1987,320,27.6
1188,1188,1987,323,27.4
1189,1189,1987,326,27.5
1190,1190,1987,329,27.7
1191,1191,1987,332,27.5
1192,1192,1987,335,27.8
1193,1193,1987,338,28.1
1194,1194,1987,341,28.0
1195,1195,1987,344,28.1
1196,1196,1987,347,27.6
1197,1197,1987,350,27.5
1198,1198,1987,353,27.4
1199,1199,1987,356,27.6
1200,1200,1987,360,27.4
1201,1201,1988,2,27.3
1202,1202,1988,5,27.3
1203,1203,1988,8,27.3
1204,1204,1988,11,27.5
1205,1205,1988,14,27.8
1206,1206,1988,17,28.0
1207,1207,1988,20,27.9
1208,1208,1988,23,27.8
1209,1209,1988,26,27.6
1210,1210,1988,29,27.5
1211,1211,1988,32,27.6
1212,1212,1988,35,27.6
1213,1213,1988,38,27.5
1214,1214,1988,41,27.4
1215,1215,1988,44,27.4
1216,1216,1988,47,27.5
1217,1217,1988,50,27.5
1218,1218,1988,53,27.4
1219,1219,1988,56,27.3
1220,1220,1988,59,27.3
1221,1221,1988,62,27.3
1222,1222,1988,65,27.5
1223,1223,1988,68,27.7
1224,1224,1988,71,27.6
1225,1225,1988,74,27.4
1226,1226,1988,77,27.4
1227,1227,1988,80,27.5
1228,1228,1988,83,27.8
1229,1229,1988,86,27.9
1230,1230,1988,89,27.6
1231,1231,1988,92,27.4
1232,1232,1988,95,27.6
1233,1233,1988,98,27.7
1234,1234,1988,101,27.4
1235,1235,1988,104,27.3
1236,1236,1988,107,27.3
1237,1237,1988,110,27.4
1238,1238,1988,113,27.2
1239,1239,1988,116,26.9
1240,1240,1988,119,26.5
1241,1241,1988,122,26.3
1242,1242,1988,125,26.4
1243,1243,1988,128,25.8
1244,1244,1988,131,25.5
1245,1245,1988,134,25.3
1246,1246,1988,137,25.3
1247,1247,1988,140,25.2
1248,1248,1988,143,24.5
1249,1249,1988,146,23.8
1250,1250,1988,149,23.7
1251,1251,1988,152,23.5
1252,1252,1988,155,23.8
1253,1253,1988,158,23.3
1254,1254,1988,161,22.8
1255,1255,1988,164,23.0
1256,1256,1988,167,23.2
1257,1257,1988,170,23.4
1258,1258,1988,173,23.2
1259,1259,1988,176,22.9
1260,1260,1988,179,22.8
1261,1261,1988,182,23.0
1262,1262,1988,185,23.2
1263,1263,1988,188,23.1
1264,1264,1988,191,23.0
1265,1265,1988,194,23.3
1266,1266,1988,197,23.7
1267,1267,1988,200,23.4
1268,1268,1988,203,23.5
1269,1269,1988,206,23.8
1270,1270,1988,209,24.2
1271,1271,1988,212,24.7
1272,1272,1988,215,25.0
1273,1273,1988,218,25.1
1274,1274,1988,221,25.2
1275,1275,1988,224,25.3
1276,1276,1988,227,25.4
1277,1277,1988,230,25.3
1278,1278,1988,233,25.1
1279,1279,1988,236,25.2
1280,1280,1988,239,25.8
1281,1281,1988,242,26.0
1282,1282,1988,245,26.0
1283,1283,1988,248,26.1
1284,1284,1988,251,26.2
1285,1285,1988,254,26.4
1286,1286,1988,257,26.6
1287,1287,1988,260,26.7
1288,1288,1988,263,26.8
1289,1289,1988,266,26.7
1290,1290,1988,269,26.7
1291,1291,1988,272,26.8
1292,1292,1988,275,26.9
1293,1293,1988,278,26.9
1294,1294,1988,281,26.9
1295,1295,1988,284,27.0
1296,1296,1988,287,27.2
1297,1297,1988,290,27.2
1298,1298,1988,293,27.1
1299,1299,1988,296,27.1
1300,1300,1988,299,27.2
1301,1301,1988,302,27.4
1302,1302,1988,305,27.4
1303,1303,1988,308,27.4
1304,1304,1988,311,27.4
1305,1305,1988,314,27.3
1306,1306,1988,317,27.3
1307,1307,1988,320,27.1
1308,1308,1988,323,26.9
1309,1309,1988,326,27.3
1310,1310,1988,329,27.6
1311,1311,1988,332,27.3
1312,1312,1988,335,27.2
1313,1313,1988,338,27.1
1314,1314,1988,341,26.9
1315,1315,1988,344,26.9
1316,1316,1988,347,26.9
1317,1317,1988,350,27.2
1318,1318,1988,353,27.1
1319,1319,1988,356,27.3
1320,1320,1988,361,27.4
1321,1321,1989,2,27.2
1322,1322,1989,5,27.1
1323,1323,1989,8,27.1
1324,1324,1989,11,27.2
1325,1325,1989,14,27.5
1326,1326,1989,17,27.5
1327,1327,1989,20,27.5
1328,1328,1989,23,27.4
1329,1329,1989,26,27.4
1330,1330,1989,29,27.3
1331,1331,1989,32,27.4
1332,1332,1989,35,27.4
1333,1333,1989,38,27.3
1334,1334,1989,41,27.3
1335,1335,1989,44,27.3
1336,1336,1989,47,27.3
1337,1337,1989,50,27.3
1338,1338,1989,53,27.2
1339,1339,1989,56,27.3
1340,1340,1989,59,27.1
1341,1341,1989,62,27.1
1342,1342,1989,65,27.3
1343,1343,1989,68,27.5
1344,1344,1989,71,27.5
1345,1345,1989,74,27.4
1346,1346,1989,77,27.2
1347,1347,1989,80,27.2
1348,1348,1989,83,27.3
1349,1349,1989,86,27.4
1350,1350,1989,89,27.6
1351,1351,1989,92,27.8
1352,1352,1989,95,27.7
1353,1353,1989,98,27.5
1354,1354,1989,101,27.3
1355,1355,1989,104,27.3
1356,1356,1989,107,27.4
1357,1357,1989,110,27.4
1358,1358,1989,113,27.4
1359,1359,1989,116,27.3
1360,1360,1989,119,27.1
1361,1361,1989,122,26.9
1362,1362,1989,125,26.8
1363,1363,1989,128,26.5
1364,1364,1989,131,26.3
1365,1365,1989,134,25.9
1366,1366,1989,137,25.6
1367,1367,1989,140,25.5
1368,1368,1989,143,25.4
1369,1369,1989,146,25.2
1370,1370,1989,149,25.0
1371,1371,1989,152,24.7
1372,1372,1989,155,24.8
1373,1373,1989,158,25.5
1374,1374,1989,161,25.3
1375,1375,1989,164,24.9
1376,1376,1989,167,24.6
1377,1377,1989,170,24.5
1378,1378,1989,173,24.0
1379,1379,1989,176,23.8
1380,1380,1989,179,24.4
1381,1381,1989,182,24.6
1382,1382,1989,185,24.9
1383,1383,1989,188,24.6
1384,1384,1989,191,24.3
1385,1385,1989,194,24.1
1386,1386,1989,197,24.4
1387,1387,1989,200,24.7
1388,1388,1989,203,24.6
1389,1389,1989,206,24.5
1390,1390,1989,209,24.6
1391,1391,1989,212,24.9
1392,1392,1989,215,25.0
1393,1393,1989,218,24.9
1394,1394,1989,221,24.6
1395,1395,1989,224,24.7
1396,1396,1989,227,25.1
1397,1397,1989,230,25.2
1398,1398,1989,233,25.3
1399,1399,1989,236,25.3
1400,1400,1989,239,25.3
1401,1401,1989,242,25.4
1402,1402,1989,245,25.6
1403,1403,1989,248,25.7
1404,1404,1989,251,25.9
1405,1405,1989,254,26.2
1406,1406,1989,257,26.5
1407,1407,1989,260,26.8
1408,1408,1989,263,27.0
1409,1409,1989,266,27.1
1410,1410,1989,269,27.1
1411,1411,1989,272,27.3
1412,1412,1989,275,27.5
1413,1413,1989,278,27.6
1414,1414,1989,281,27.5
1415,1415,1989,284,27.5
1416,1416,1989,287,27.5
1417,1417,1989,290,27.6
1418,1418,1989,293,27.7
1419,1419,1989,296,27.9
1420,1420,1989,299,27.8
1421,1421,1989,302,27.4
1422,1422,1989,305,27.2
1423,1423,1989,308,27.2
1424,1424,1989,311,27.2
1425,1425,1989,314,27.2
1426,1426,1989,317,27.0
1427,1427,1989,320,27.1
1428,1428,1989,323,27.0
1429,1429,1989,326,26.8
1430,1430,1989,329,26.8
1431,1431,1989,332,26.7
1432,1432,1989,335,26.8
1433,1433,1989,338,26.9
1434,1434,1989,341,26.6
1435,1435,1989,344,26.5
1436,1436,1989,347,26.6
1437,1437,1989,350,26.8
1438,1438,1989,353,26.8
1439,1439,1989,356,26.7
1440,1440,1989,360,26.8
1441,1441,1990,2,27.0
1442,1442,1990,5,27.1
1443,1443,1990,8,27.3
1444,1444,1990,11,27.2
1445,1445,1990,14,27.0
1446,1446,1990,17,26.9
1447,1447,1990,20,26.9
1448,1448,1990,23,27.0
1449,1449,1990,26,27.5
1450,1450,1990,29,27.6
1451,1451,1990,32,27.7
1452,1452,1990,35,27.7
1453,1453,1990,38,27.8
1454,1454,1990,41,27.6
1455,1455,1990,44,27.5
1456,1456,1990,47,27.5
1457,1457,1990,50,27.4
1458,1458,1990,53,27.4
1459,1459,1990,56,27.3
1460,1460,1990,59,27.4
1461,1461,1990,62,27.5
1462,1462,1990,65,27.5
1463,1463,1990,68,27.5
1464,1464,1990,71,27.7
1465,1465,1990,74,27.8
1466,1466,1990,77,27.5
1467,1467,1990,80,27.3
1468,1468,1990,83,27.3
1469,1469,1990,86,27.4
1470,1470,1990,89,27.6
1471,1471,1990,92,27.7
1472,1472,1990,95,27.7
1473,1473,1990,98,27.7
1474,1474,1990,101,27.6
1475,1475,1990,104,27.5
1476,1476,1990,107,27.3
1477,1477,1990,110,27.1
1478,1478,1990,113,27.0
1479,1479,1990,116,26.8
1480,1480,1990,119,26.6
1481,1481,1990,122,26.2
1482,1482,1990,125,25.8
1483,1483,1990,128,26.0
1484,1484,1990,131,26.2
1485,1485,1990,134,26.0
1486,1486,1990,137,25.7
1487,1487,1990,140,25.4
1488,1488,1990,143,25.3
1489,1489,1990,146,25.1
1490,1490,1990,149,24.8
1491,1491,1990,152,24.4
1492,1492,1990,155,24.1
1493,1493,1990,158,23.5
1494,1494,1990,161,22.9
1495,1495,1990,164,22.5
1496,1496,1990,167,22.6
1497,1497,1990,170,22.5
1498,1498,1990,173,22.6
1499,1499,1990,176,22.8
1500,1500,1990,179,22.7
1501,1501,1990,182,22.4
1502,1502,1990,185,22.0
1503,1503,1990,188,22.1
1504,1504,1990,191,22.4
1505,1505,1990,194,22.8
1506,1506,1990,197,23.9
1507,1507,1990,200,24.6
1508,1508,1990,203,24.8
1509,1509,1990,206,24.9
1510,1510,1990,209,24.8
1511,1511,1990,212,24.5
1512,1512,1990,215,24.7
1513,1513,1990,218,24.9
1514,1514,1990,221,25.0
1515,1515,1990,224,25.1
1516,1516,1990,227,25.4
1517,1517,1990,230,25.5
1518,1518,1990,233,25.4
1519,1519,1990,236,25.2
1520,1520,1990,239,25.3
1521,1521,1990,242,25.3
1522,1522,1990,245,25.4
1523,1523,1990,248,25.7
1524,1524,1990,251,26.1
1525,1525,1990,254,26.3
1526,1526,1990,257,26.3
1527,1527,1990,260,26.4
1528,1528,1990,263,26.5
1529,1529,1990,266,26.7
1530,1530,1990,269,26.8
1531,1531,1990,272,26.8
1532,1532,1990,275,27.0
1533,1533,1990,278,27.1
1534,1534,1990,281,27.2
1535,1535,1990,284,27.3
1536,1536,1990,287,27.4
1537,1537,1990,290,27.3
1538,1538,1990,293,27.5
1539,1539,1990,296,27.6
1540,1540,1990,299,27.6
1541,1541,1990,302,27.5
1542,1542,1990,305,27.3
1543,1543,1990,308,27.2
1544,1544,1990,311,27.2
1545,1545,1990,314,27.1
1546,1546,1990,317,27.1
1547,1547,1990,320,27.0
1548,1548,1990,323,26.7
1549,1549,1990,326,26.6
1550,1550,1990,329,26.4
1551,1551,1990,332,26.2
1552,1552,1990,335,26.7
1553,1553,1990,338,27.0
1554,1554,1990,341,27.0
1555,1555,1990,344,26.8
1556,1556,1990,347,26.5
1557,1557,1990,350,26.8
1558,1558,1990,353,27.0
1559,1559,1990,356,26.9
1560,1560,1990,360,26.9
1561,1561,1991,2,27.1
1562,1562,1991,5,27.0
1563,1563,1991,8,27.0
1564,1564,1991,11,26.9
1565,1565,1991,14,27.0
1566,1566,1991,17,27.0
1567,1567,1991,20,27.0
1568,1568,1991,23,26.9
1569,1569,1991,26,27.0
1570,1570,1991,29,27.1
1571,1571,1991,32,27.3
1572,1572,1991,35,27.6
1573,1573,1991,38,27.3
1574,1574,1991,41,26.9
1575,1575,1991,44,26.7
1576,1576,1991,47,26.7
1577,1577,1991,50,26.8
1578,1578,1991,53,26.9
1579,1579,1991,56,26.7
1580,1580,1991,59,26.8
1581,1581,1991,62,26.9
1582,1582,1991,65,26.9
1583,1583,1991,68,26.8
1584,1584,1991,71,27.1
1585,1585,1991,74,27.0
1586,1586,1991,77,27.0
1587,1587,1991,80,27.0
1588,1588,1991,83,27.0
1589,1589,1991,86,27.2
1590,1590,1991,89,27.3
1591,1591,1991,92,27.3
1592,1592,1991,95,27.7
1593,1593,1991,98,27.5
1594,1594,1991,101,27.3
1595,1595,1991,104,27.2
1596,1596,1991,107,27.2
1597,1597,1991,110,27.3
1598,1598,1991,113,27.1
1599,1599,1991,116,26.9
1600,1600,1991,119,26.6
1601,1601,1991,122,26.3
1602,1602,1991,125,26.1
1603,1603,1991,128,26.1
1604,1604,1991,131,25.6
1605,1605,1991,134,25.3
1606,1606,1991,137,25.2
1607,1607,1991,140,25.5
1608,1608,1991,143,25.4
1609,1609,1991,146,25.1
1610,1610,1991,149,24.7
1611,1611,1991,152,24.6
1612,1612,1991,155,24.2
1613,1613,1991,158,24.3
1614,1614,1991,161,24.4
1615,1615,1991,164,24.5
1616,1616,1991,167,24.4
1617,1617,1991,170,24.0
1618,1618,1991,173,23.9
1619,1619,1991,176,23.8
1620,1620,1991,179,23.5
1621,1621,1991,182,23.3
1622,1622,1991,185,23.1
1623,1623,1991,188,24.3
1624,1624,1991,191,24.8
1625,1625,1991,194,24.8
1626,1626,1991,197,24.7
1627,1627,1991,200,24.5
1628,1628,1991,203,24.1
1629,1629,1991,206,24.3
1630,1630,1991,209,24.5
1631,1631,1991,212,24.5
1632,1632,1991,215,24.6
1633,1633,1991,218,24.8
1634,1634,1991,221,25.3
1635,1635,1991,224,25.2
1636,1636,1991,227,25.0
1637,1637,1991,230,24.8
1638,1638,1991,233,24.8
1639,1639,1991,236,25.2
1640,1640,1991,239,25.5
1641,1641,1991,242,26.0
1642,1642,1991,245,25.6
1643,1643,1991,248,25.2
1644,1644,1991,251,25.4
1645,1645,1991,254,25.8
1646,1646,1991,257,26.0
1647,1647,1991,260,25.9
1648,1648,1991,263,26.0
1649,1649,1991,266,26.4
1650,1650,1991,269,26.7
1651,1651,1991,272,26.8
1652,1652,1991,275,26.8
1653,1653,1991,278,26.9
1654,1654,1991,281,27.1
1655,1655,1991,284,27.2
1656,1656,1991,287,27.3
1657,1657,1991,290,27.3
1658,1658,1991,293,27.3
1659,1659,1991,296,27.5
1660,1660,1991,299,27.5
1661,1661,1991,302,27.5
1662,1662,1991,305,27.4
1663,1663,1991,308,27.3
1664,1664,1991,311,27.2
1665,1665,1991,314,27.3
1666,1666,1991,317,27.4
1667,1667,1991,320,27.3
1668,1668,1991,323,27.5
1669,1669,1991,326,27.3
1670,1670,1991,329,27.1
1671,1671,1991,332,26.8
1672,1672,1991,335,27.1
1673,1673,1991,338,27.2
1674,1674,1991,341,27.5
1675,1675,1991,344,27.4
1676,1676,1991,347,27.6
1677,1677,1991,350,27.2
1678,1678,1991,353,27.2
1679,1679,1991,356,27.5
1680,1680,1991,360,27.4
1681,1681,1992,2,27.3
1682,1682,1992,5,27.4
1683,1683,1992,8,27.2
1684,1684,1992,11,27.1
1685,1685,1992,14,27.0
1686,1686,1992,17,27.0
1687,1687,1992,20,27.1
1688,1688,1992,23,27.3
1689,1689,1992,26,27.3
1690,1690,1992,29,27.4
1691,1691,1992,32,27.5
1692,1692,1992,35,27.4
1693,1693,1992,38,27.0
1694,1694,1992,41,26.9
1695,1695,1992,44,26.8
1696,1696,1992,47,26.9
1697,1697,1992,50,27.1
1698,1698,1992,53,27.2
1699,1699,1992,56,27.1
1700,1700,1992,59,26.8
1701,1701,1992,62,26.8
1702,1702,1992,65,26.8
1703,1703,1992,68,26.9
1704,1704,1992,71,27.0
1705,1705,1992,74,27.0
1706,1706,1992,77,27.0
1707,1707,1992,80,27.1
1708,1708,1992,83,27.1
1709,1709,1992,86,27.1
1710,1710,1992,89,27.4
1711,1711,1992,92,27.3
1712,1712,1992,95,27.3
1713,1713,1992,98,27.3
1714,1714,1992,101,27.1
1715,1715,1992,104,26.9
1716,1716,1992,107,27.0
1717,1717,1992,110,26.9
1718,1718,1992,113,26.7
1719,1719,1992,116,26.5
1720,1720,1992,119,26.1
1721,1721,1992,122,25.8
1722,1722,1992,125,25.8
1723,1723,1992,128,25.9
1724,1724,1992,131,26.1
1725,1725,1992,134,26.1
1726,1726,1992,137,26.0
1727,1727,1992,140,25.9
1728,1728,1992,143,25.7
1729,1729,1992,146,25.4
1730,1730,1992,149,25.3
1731,1731,1992,152,25.2
1732,1732,1992,155,25.4
1733,1733,1992,158,25.5
1734,1734,1992,161,25.2
1735,1735,1992,164,24.9
1736,1736,1992,167,24.7
1737,1737,1992,170,24.4
1738,1738,1992,173,24.1
1739,1739,1992,176,24.2
1740,1740,1992,179,24.8
1741,1741,1992,182,25.0
1742,1742,1992,185,25.0
1743,1743,1992,188,24.7
1744,1744,1992,191,24.4
1745,1745,1992,194,24.1
1746,1746,1992,197,24.2
1747,1747,1992,200,24.3
1748,1748,1992,203,24.6
1749,1749,1992,206,24.7
1750,1750,1992,209,24.7
1751,1751,1992,212,25.0
1752,1752,1992,215,25.4
1753,1753,1992,218,25.5
1754,1754,1992,221,25.6
1755,1755,1992,224,25.4
1756,1756,1992,227,25.6
1757,1757,1992,230,25.9
1758,1758,1992,233,26.1
1759,1759,1992,236,26.1
1760,1760,1992,239,26.1
1761,1761,1992,242,26.2
1762,1762,1992,245,26.3
1763,1763,1992,248,26.4
1764,1764,1992,251,26.6
1765,1765,1992,254,26.8
1766,1766,1992,257,27.1
1767,1767,1992,260,27.2
1768,1768,1992,263,27.2
1769,1769,1992,266,27.1
1770,1770,1992,269,27.2
1771,1771,1992,272,27.2
1772,1772,1992,275,27.1
1773,1773,1992,278,26.9
1774,1774,1992,281,26.8
1775,1775,1992,284,27.1
1776,1776,1992,287,27.2
1777,1777,1992,290,27.6
1778,1778,1992,293,27.5
1779,1779,1992,296,27.7
1780,1780,1992,299,27.6
1781,1781,1992,302,27.4
1782,1782,1992,305,27.4
1783,1783,1992,308,27.1
1784,1784,1992,311,26.7
1785,1785,1992,314,26.8
1786,1786,1992,317,26.9
1787,1787,1992,320,26.9
1788,1788,1992,323,26.8
1789,1789,1992,326,27.0
1790,1790,1992,329,27.0
1791,1791,1992,332,26.9
1792,1792,1992,335,26.9
1793,1793,1992,338,26.8
1794,1794,1992,341,26.8
1795,1795,1992,344,27.4
1796,1796,1992,347,27.3
1797,1797,1992,350,27.3
1798,1798,1992,353,27.4
1799,1799,1992,356,27.3
1800,1800,1992,361,27.2
1801,1801,1993,2,27.0
1802,1802,1993,5,27.1
1803,1803,1993,8,27.1
1804,1804,1993,11,27.2
1805,1805,1993,14,27.2
1806,1806,1993,17,27.2
1807,1807,1993,20,27.6
1808,1808,1993,23,27.7
1809,1809,1993,26,27.7
1810,1810,1993,29,27.5
1811,1811,1993,32,27.3
1812,1812,1993,35,27.2
1813,1813,1993,38,27.3
1814,1814,1993,41,27.4
1815,1815,1993,44,27.4
1816,1816,1993,47,27.4
1817,1817,1993,50,27.4
1818,1818,1993,53,27.3
1819,1819,1993,56,27.3
1820,1820,1993,59,27.2
1821,1821,1993,62,27.4
1822,1822,1993,65,27.7
1823,1823,1993,68,27.5
1824,1824,1993,71,27.5
1825,1825,1993,74,27.5
1826,1826,1993,77,27.4
1827,1827,1993,80,27.4
1828,1828,1993,83,27.7
1829,1829,1993,86,27.4
1830,1830,1993,89,27.3
1831,1831,1993,92,27.3
1832,1832,1993,95,27.2
1833,1833,1993,98,27.4
1834,1834,1993,101,27.4
1835,1835,1993,104,27.1
1836,1836,1993,107,27.0
1837,1837,1993,110,26.8
1838,1838,1993,113,26.6
1839,1839,1993,116,26.7
1840,1840,1993,119,26.5
1841,1841,1993,122,26.1
1842,1842,1993,125,25.8
1843,1843,1993,128,25.8
1844,1844,1993,131,25.6
1845,1845,1993,134,25.6
1846,1846,1993,137,25.3
1847,1847,1993,140,25.1
1848,1848,1993,143,24.9
1849,1849,1993,146,24.5
1850,1850,1993,149,24.2
1851,1851,1993,152,23.8
1852,1852,1993,155,23.8
1853,1853,1993,158,23.9
1854,1854,1993,161,24.2
1855,1855,1993,164,24.0
1856,1856,1993,167,23.8
1857,1857,1993,170,23.7
1858,1858,1993,173,24.0
1859,1859,1993,176,24.4
1860,1860,1993,179,24.4
1861,1861,1993,182,24.4
1862,1862,1993,185,24.4
1863,1863,1993,188,24.4
1864,1864,1993,191,24.5
1865,1865,1993,194,24.3
1866,1866,1993,197,24.4
1867,1867,1993,200,24.4
1868,1868,1993,203,24.4
1869,1869,1993,206,24.3
1870,1870,1993,209,24.2
1871,1871,1993,212,24.5
1872,1872,1993,215,24.6
1873,1873,1993,218,24.9
1874,1874,1993,221,24.9
1875,1875,1993,224,24.9
1876,1876,1993,227,24.9
1877,1877,1993,230,25.0
1878,1878,1993,233,25.1
1879,1879,1993,236,25.4
1880,1880,1993,239,25.4
1881,1881,1993,242,25.6
1882,1882,1993,245,26.0
1883,1883,1993,248,26.0
1884,1884,1993,251,26.0
1885,1885,1993,254,26.0
1886,1886,1993,257,26.2
1887,1887,1993,260,26.4
1888,1888,1993,263,26.6
1889,1889,1993,266,26.6
1890,1890,1993,269,26.6
1891,1891,1993,272,26.8
1892,1892,1993,275,27.1
1893,1893,1993,278,27.1
1894,1894,1993,281,27.1
1895,1895,1993,284,27.1
1896,1896,1993,287,27.2
1897,1897,1993,290,27.4
1898,1898,1993,293,27.5
1899,1899,1993,296,27.6
1900,1900,1993,299,27.5
1901,1901,1993,302,27.4
1902,1902,1993,305,27.5
1903,1903,1993,308,27.7
1904,1904,1993,311,27.5
1905,1905,1993,314,27.4
1906,1906,1993,317,27.5
1907,1907,1993,320,27.7
1908,1908,1993,323,27.7
1909,1909,1993,326,27.6
1910,1910,1993,329,27.4
1911,1911,1993,332,27.4
1912,1912,1993,335,27.5
1913,1913,1993,338,27.7
1914,1914,1993,341,27.6
1915,1915,1993,344,27.8
1916,1916,1993,347,27.8
1917,1917,1993,350,27.8
1918,1918,1993,353,27.4
1919,1919,1993,356,27.2
1920,1920,1993,360,27.3
1921,1921,1994,2,27.6
1922,1922,1994,5,27.6
1923,1923,1994,8,27.5
1924,1924,1994,11,27.5
1925,1925,1994,14,27.5
1926,1926,1994,17,27.3
1927,1927,1994,20,27.2
1928,1928,1994,23,27.1
1929,1929,1994,26,27.1
1930,1930,1994,29,27.2
1931,1931,1994,32,27.3
1932,1932,1994,35,27.3
1933,1933,1994,38,27.4
1934,1934,1994,41,27.6
1935,1935,1994,44,27.9
1936,1936,1994,47,28.0
1937,1937,1994,50,27.8
1938,1938,1994,53,27.7
1939,1939,1994,56,27.6
1940,1940,1994,59,27.5
1941,1941,1994,62,27.6
1942,1942,1994,65,27.5
1943,1943,1994,68,27.3
1944,1944,1994,71,27.3
1945,1945,1994,74,27.3
1946,1946,1994,77,27.5
1947,1947,1994,80,27.7
1948,1948,1994,83,27.5
1949,1949,1994,86,27.3
1950,1950,1994,89,27.4
1951,1951,1994,92,27.4
1952,1952,1994,95,27.4
1953,1953,1994,98,27.2
1954,1954,1994,101,27.1
1955,1955,1994,104,27.0
1956,1956,1994,107,26.8
1957,1957,1994,110,26.5
1958,1958,1994,113,26.4
1959,1959,1994,116,26.3
1960,1960,1994,119,26.3
1961,1961,1994,122,26.1
1962,1962,1994,125,25.7
1963,1963,1994,128,25.6
1964,1964,1994,131,25.7
1965,1965,1994,134,25.4
1966,1966,1994,137,25.1
1967,1967,1994,140,24.7
1968,1968,1994,143,24.6
1969,1969,1994,146,24.4
1970,1970,1994,149,24.8
1971,1971,1994,152,24.7
1972,1972,1994,155,24.2
1973,1973,1994,158,23.9
1974,1974,1994,161,23.6
1975,1975,1994,164,23.6
1976,1976,1994,167,24.0
1977,1977,1994,170,23.3
1978,1978,1994,173,23.3
