threeday_yrmo,threeday_yr,year,dayofyear,varvartemp_avg150toBot
2538,2538,1999,53,9.5
2539,2539,1999,56,9.5
2540,2540,1999,59,9.5
2541,2541,1999,62,9.5
2542,2542,1999,65,9.4
2543,2543,1999,68,9.4
2544,2544,1999,71,9.4
2545,2545,1999,74,9.4
2546,2546,1999,77,9.4
2547,2547,1999,80,9.4
2548,2548,1999,83,9.4
2549,2549,1999,86,9.4
2550,2550,1999,89,9.4
2551,2551,1999,92,9.4
2552,2552,1999,95,9.4
2553,2553,1999,98,9.4
2554,2554,1999,101,9.4
2555,2555,1999,104,9.3
2556,2556,1999,107,9.3
2557,2557,1999,110,9.3
2558,2558,1999,113,9.3
2559,2559,1999,116,9.3
2560,2560,1999,119,9.3
2561,2561,1999,122,9.3
2562,2562,1999,125,9.3
2563,2563,1999,128,9.3
2564,2564,1999,131,9.3
2565,2565,1999,134,9.3
2566,2566,1999,137,9.3
2567,2567,1999,140,9.3
2568,2568,1999,143,9.3
2569,2569,1999,146,9.3
2570,2570,1999,149,9.2
2571,2571,1999,152,9.2
2572,2572,1999,155,9.2
2573,2573,1999,158,9.2
2574,2574,1999,161,9.2
2575,2575,1999,164,9.2
2576,2576,1999,167,9.2
2577,2577,1999,170,9.2
2578,2578,1999,173,9.2
2579,2579,1999,176,9.2
2580,2580,1999,179,9.2
2581,2581,1999,182,9.2
2582,2582,1999,185,9.2
2583,2583,1999,188,9.2
2584,2584,1999,191,9.1
2585,2585,1999,194,9.2
2586,2586,1999,197,9.2
2587,2587,1999,200,9.2
2588,2588,1999,203,9.1
2589,2589,1999,206,9.1
2590,2590,1999,209,9.1
2591,2591,1999,212,9.1
2592,2592,1999,215,9.1
2593,2593,1999,218,9.1
2594,2594,1999,221,9.1
2595,2595,1999,224,9.1
2596,2596,1999,227,9.1
2597,2597,1999,230,9.1
2598,2598,1999,233,9.0
2599,2599,1999,236,9.0
2600,2600,1999,239,9.0
2601,2601,1999,242,9.0
2602,2602,1999,245,9.0
2603,2603,1999,248,9.0
2604,2604,1999,251,9.0
2605,2605,1999,254,9.0
2606,2606,1999,257,9.0
2607,2607,1999,260,8.9
2608,2608,1999,263,8.9
2609,2609,1999,266,8.9
2610,2610,1999,269,8.9
2611,2611,1999,272,8.9
2612,2612,1999,275,8.9
2613,2613,1999,278,8.9
2614,2614,1999,281,8.9
2615,2615,1999,284,8.9
2616,2616,1999,287,8.9
2617,2617,1999,290,8.9
2618,2618,1999,293,8.9
2619,2619,1999,296,8.8
2620,2620,1999,299,8.9
2621,2621,1999,302,8.9
2622,2622,1999,305,8.9
2623,2623,1999,308,8.9
2624,2624,1999,311,8.9
2625,2625,1999,314,8.9
2626,2626,1999,317,8.9
2627,2627,1999,320,8.9
2628,2628,1999,323,8.9
2629,2629,1999,326,8.9
2630,2630,1999,329,8.9
2631,2631,1999,332,8.9
2632,2632,1999,335,8.9
2633,2633,1999,338,8.9
2634,2634,1999,341,8.9
2635,2635,1999,344,8.9
2636,2636,1999,347,8.9
2637,2637,1999,350,8.9
2638,2638,1999,353,8.9
2639,2639,1999,356,8.9
2640,2640,1999,363,8.9
2641,2641,2000,2,8.9
2642,2642,2000,5,8.8
2643,2643,2000,8,8.8
2644,2644,2000,11,8.8
2645,2645,2000,14,8.8
2646,2646,2000,17,8.8
2647,2647,2000,20,8.8
2648,2648,2000,23,8.8
2649,2649,2000,26,8.8
2650,2650,2000,29,8.8
2651,2651,2000,32,8.8
2652,2652,2000,35,8.8
2653,2653,2000,38,8.7
2654,2654,2000,41,8.7
2655,2655,2000,44,8.7
2656,2656,2000,47,8.7
2657,2657,2000,50,8.7
2658,2658,2000,53,8.7
2659,2659,2000,56,8.7
2660,2660,2000,59,8.7
2661,2661,2000,62,8.7
2662,2662,2000,65,8.7
2663,2663,2000,68,8.7
2664,2664,2000,71,8.7
2665,2665,2000,74,8.7
2666,2666,2000,77,8.7
2667,2667,2000,80,8.7
2668,2668,2000,83,8.7
2669,2669,2000,86,8.7
2670,2670,2000,89,8.7
2671,2671,2000,92,8.7
2672,2672,2000,95,8.7
2673,2673,2000,98,8.7
2674,2674,2000,101,8.7
2675,2675,2000,104,8.7
2676,2676,2000,107,8.7
2677,2677,2000,110,8.7
2678,2678,2000,113,8.7
2679,2679,2000,116,8.7
2680,2680,2000,119,8.7
2681,2681,2000,122,8.7
2682,2682,2000,125,8.7
2683,2683,2000,128,8.7
2684,2684,2000,131,8.7
2685,2685,2000,134,8.6
2686,2686,2000,137,8.6
2687,2687,2000,140,8.6
2688,2688,2000,143,8.6
2689,2689,2000,146,8.6
2690,2690,2000,149,8.6
2691,2691,2000,152,8.6
2692,2692,2000,155,8.7
2693,2693,2000,158,8.7
2694,2694,2000,161,8.7
2695,2695,2000,164,8.7
2696,2696,2000,167,8.7
2697,2697,2000,170,8.7
2698,2698,2000,173,8.7
2699,2699,2000,176,8.7
2700,2700,2000,179,8.7
2701,2701,2000,182,8.7
2702,2702,2000,185,8.7
2703,2703,2000,188,8.7
2704,2704,2000,191,8.7
2705,2705,2000,194,8.7
2706,2706,2000,197,8.7
2707,2707,2000,200,8.7
2708,2708,2000,203,8.7
2709,2709,2000,206,8.7
2710,2710,2000,209,8.7
2711,2711,2000,212,8.7
2712,2712,2000,215,8.8
2713,2713,2000,218,8.8
2714,2714,2000,221,8.8
2715,2715,2000,224,8.7
2716,2716,2000,227,8.8
2717,2717,2000,230,8.8
2718,2718,2000,233,8.8
2719,2719,2000,236,8.8
2720,2720,2000,239,8.8
2721,2721,2000,242,8.9
2722,2722,2000,245,8.9
2723,2723,2000,248,8.9
2724,2724,2000,251,8.9
2725,2725,2000,254,8.9
2726,2726,2000,257,8.9
2727,2727,2000,260,8.9
2728,2728,2000,263,8.9
2729,2729,2000,266,8.9
2730,2730,2000,269,8.9
2731,2731,2000,272,9.0
2732,2732,2000,275,9.0
2733,2733,2000,278,9.0
2734,2734,2000,281,9.0
2735,2735,2000,284,9.0
2736,2736,2000,287,9.0
2737,2737,2000,290,9.0
2738,2738,2000,293,9.0
2739,2739,2000,296,9.0
2740,2740,2000,299,9.0
2741,2741,2000,302,9.0
2742,2742,2000,305,9.0
2743,2743,2000,308,9.0
2744,2744,2000,311,9.0
2745,2745,2000,314,9.0
2746,2746,2000,317,9.0
2747,2747,2000,320,9.0
2748,2748,2000,323,9.0
2749,2749,2000,326,9.0
2750,2750,2000,329,9.0
2751,2751,2000,332,9.0
2752,2752,2000,335,9.0
2753,2753,2000,338,9.0
2754,2754,2000,341,9.0
2755,2755,2000,344,9.0
2756,2756,2000,347,9.0
2757,2757,2000,350,9.0
2758,2758,2000,353,9.0
2759,2759,2000,356,9.0
2760,2760,2000,363,8.9
2761,2761,2001,2,8.9
2762,2762,2001,5,8.9
2763,2763,2001,8,8.9
2764,2764,2001,11,8.9
2765,2765,2001,14,8.9
2766,2766,2001,17,8.9
2767,2767,2001,20,8.9
2768,2768,2001,23,8.9
2769,2769,2001,26,8.9
2770,2770,2001,29,8.9
2771,2771,2001,32,8.9
2772,2772,2001,35,8.9
2773,2773,2001,38,8.8
2774,2774,2001,41,8.8
2775,2775,2001,44,8.8
2776,2776,2001,47,8.8
2777,2777,2001,50,8.8
2778,2778,2001,53,8.8
2779,2779,2001,56,8.8
2780,2780,2001,59,8.8
2781,2781,2001,62,8.8
2782,2782,2001,65,8.8
2783,2783,2001,68,8.8
2784,2784,2001,71,8.7
2785,2785,2001,74,8.8
2786,2786,2001,77,8.8
2787,2787,2001,80,8.8
2788,2788,2001,83,8.7
2789,2789,2001,86,8.7
2790,2790,2001,89,8.7
2791,2791,2001,92,8.7
2792,2792,2001,95,8.7
2793,2793,2001,98,8.7
2794,2794,2001,101,8.7
2795,2795,2001,104,8.7
2796,2796,2001,107,8.7
2797,2797,2001,110,8.7
2798,2798,2001,113,8.7
2799,2799,2001,116,8.7
2800,2800,2001,119,8.7
2801,2801,2001,122,8.7
2802,2802,2001,125,8.7
2803,2803,2001,128,8.7
2804,2804,2001,131,8.6
2805,2805,2001,134,8.6
2806,2806,2001,137,8.6
2807,2807,2001,140,8.6
2808,2808,2001,143,8.6
2809,2809,2001,146,8.7
2810,2810,2001,149,8.7
2811,2811,2001,152,8.7
2812,2812,2001,155,8.7
2813,2813,2001,158,8.7
2814,2814,2001,161,8.7
2815,2815,2001,164,8.7
2816,2816,2001,167,8.7
2817,2817,2001,170,8.7
2818,2818,2001,173,8.7
2819,2819,2001,176,8.7
2820,2820,2001,179,8.7
2821,2821,2001,182,8.7
2822,2822,2001,185,8.7
2823,2823,2001,188,8.7
2824,2824,2001,191,8.7
2825,2825,2001,194,8.7
2826,2826,2001,197,8.7
2827,2827,2001,200,8.7
2828,2828,2001,203,8.8
2829,2829,2001,206,8.8
2830,2830,2001,209,8.8
2831,2831,2001,212,8.8
2832,2832,2001,215,8.8
2833,2833,2001,218,8.8
2834,2834,2001,221,8.8
2835,2835,2001,224,8.8
2836,2836,2001,227,8.8
2837,2837,2001,230,8.8
2838,2838,2001,233,8.9
2839,2839,2001,236,8.9
2840,2840,2001,239,8.9
2841,2841,2001,242,8.9
2842,2842,2001,245,8.9
2843,2843,2001,248,8.9
2844,2844,2001,251,8.9
2845,2845,2001,254,8.9
2846,2846,2001,257,8.9
2847,2847,2001,260,9.0
2848,2848,2001,263,9.0
2849,2849,2001,266,9.0
2850,2850,2001,269,9.0
2851,2851,2001,272,9.0
2852,2852,2001,275,9.0
2853,2853,2001,278,9.0
2854,2854,2001,281,9.0
2855,2855,2001,284,9.1
2856,2856,2001,287,9.1
2857,2857,2001,290,9.1
2858,2858,2001,293,9.1
2859,2859,2001,296,9.1
2860,2860,2001,299,9.1
2861,2861,2001,302,9.1
2862,2862,2001,305,9.1
2863,2863,2001,308,9.1
2864,2864,2001,311,9.1
2865,2865,2001,314,9.1
2866,2866,2001,317,9.1
2867,2867,2001,320,9.1
2868,2868,2001,323,9.1
2869,2869,2001,326,9.1
2870,2870,2001,329,9.1
2871,2871,2001,332,9.1
2872,2872,2001,335,9.1
2873,2873,2001,338,9.1
2874,2874,2001,341,9.1
2875,2875,2001,344,9.1
2876,2876,2001,347,9.1
2877,2877,2001,350,9.1
2878,2878,2001,353,9.1
2879,2879,2001,356,9.1
2880,2880,2001,363,9.1
2881,2881,2002,2,9.1
2882,2882,2002,5,9.1
2883,2883,2002,8,9.1
2884,2884,2002,11,9.1
2885,2885,2002,14,9.0
2886,2886,2002,17,9.0
2887,2887,2002,20,9.0
2888,2888,2002,23,9.0
2889,2889,2002,26,9.0
2890,2890,2002,29,9.0
2891,2891,2002,32,9.0
2892,2892,2002,35,9.0
2893,2893,2002,38,9.0
2894,2894,2002,41,9.0
2895,2895,2002,44,9.0
2896,2896,2002,47,8.9
2897,2897,2002,50,8.9
2898,2898,2002,53,9.0
2899,2899,2002,56,8.9
2900,2900,2002,59,8.9
2901,2901,2002,62,8.9
2902,2902,2002,65,8.9
2903,2903,2002,68,8.9
2904,2904,2002,71,8.9
2905,2905,2002,74,8.9
2906,2906,2002,77,8.9
2907,2907,2002,80,8.9
2908,2908,2002,83,8.8
2909,2909,2002,86,8.8
2910,2910,2002,89,8.8
2911,2911,2002,92,8.8
2912,2912,2002,95,8.8
2913,2913,2002,98,8.8
2914,2914,2002,101,8.8
2915,2915,2002,104,8.8
2916,2916,2002,107,8.8
2917,2917,2002,110,8.8
2918,2918,2002,113,8.8
2919,2919,2002,116,8.8
2920,2920,2002,119,8.8
2921,2921,2002,122,8.8
2922,2922,2002,125,8.8
2923,2923,2002,128,8.8
2924,2924,2002,131,8.8
2925,2925,2002,134,8.8
2926,2926,2002,137,8.8
2927,2927,2002,140,8.8
2928,2928,2002,143,8.8
2929,2929,2002,146,8.8
2930,2930,2002,149,8.8
2931,2931,2002,152,8.8
2932,2932,2002,155,8.7
2933,2933,2002,158,8.7
2934,2934,2002,161,8.7
2935,2935,2002,164,8.8
2936,2936,2002,167,8.8
2937,2937,2002,170,8.8
2938,2938,2002,173,8.8
2939,2939,2002,176,8.8
2940,2940,2002,179,8.8
2941,2941,2002,182,8.8
2942,2942,2002,185,8.8
2943,2943,2002,188,8.8
2944,2944,2002,191,8.8
2945,2945,2002,194,8.8
2946,2946,2002,197,8.8
2947,2947,2002,200,8.8
2948,2948,2002,203,8.8
2949,2949,2002,206,8.8
2950,2950,2002,209,8.8
2951,2951,2002,212,8.8
2952,2952,2002,215,8.8
2953,2953,2002,218,8.8
2954,2954,2002,221,8.8
2955,2955,2002,224,8.9
2956,2956,2002,227,8.9
2957,2957,2002,230,8.9
2958,2958,2002,233,8.9
2959,2959,2002,236,8.9
2960,2960,2002,239,8.9
2961,2961,2002,242,8.9
2962,2962,2002,245,8.9
2963,2963,2002,248,8.9
2964,2964,2002,251,9.0
2965,2965,2002,254,9.0
2966,2966,2002,257,9.0
2967,2967,2002,260,9.0
2968,2968,2002,263,9.0
2969,2969,2002,266,9.0
2970,2970,2002,269,9.0
2971,2971,2002,272,9.0
2972,2972,2002,275,9.0
2973,2973,2002,278,9.0
2974,2974,2002,281,9.1
2975,2975,2002,284,9.1
2976,2976,2002,287,9.1
2977,2977,2002,290,9.1
2978,2978,2002,293,9.1
2979,2979,2002,296,9.1
2980,2980,2002,299,9.1
2981,2981,2002,302,9.1
2982,2982,2002,305,9.1
2983,2983,2002,308,9.1
2984,2984,2002,311,9.1
2985,2985,2002,314,9.1
2986,2986,2002,317,9.1
2987,2987,2002,320,9.1
2988,2988,2002,323,9.1
2989,2989,2002,326,9.1
2990,2990,2002,329,9.1
2991,2991,2002,332,9.1
2992,2992,2002,335,9.1
2993,2993,2002,338,9.1
2994,2994,2002,341,9.1
2995,2995,2002,344,9.1
2996,2996,2002,347,9.1
2997,2997,2002,350,9.1
2998,2998,2002,353,9.1
2999,2999,2002,356,9.1
3000,3000,2002,363,9.1
3001,3001,2003,2,9.0
3002,3002,2003,5,9.0
3003,3003,2003,8,9.0
3004,3004,2003,11,9.0
3005,3005,2003,14,9.0
3006,3006,2003,17,9.0
3007,3007,2003,20,9.0
3008,3008,2003,23,9.0
3009,3009,2003,26,9.0
3010,3010,2003,29,9.0
3011,3011,2003,32,9.0
3012,3012,2003,35,9.0
3013,3013,2003,38,9.0
3014,3014,2003,41,9.0
3015,3015,2003,44,9.0
3016,3016,2003,47,9.0
3017,3017,2003,50,9.0
3018,3018,2003,53,9.0
3019,3019,2003,56,9.0
3020,3020,2003,59,9.0
3021,3021,2003,62,9.0
3022,3022,2003,65,9.0
3023,3023,2003,68,9.0
3024,3024,2003,71,9.0
3025,3025,2003,74,9.0
3026,3026,2003,77,8.9
3027,3027,2003,80,8.9
3028,3028,2003,83,8.9
3029,3029,2003,86,8.9
3030,3030,2003,89,8.9
3031,3031,2003,92,8.9
3032,3032,2003,95,8.9
3033,3033,2003,98,8.9
3034,3034,2003,101,8.9
3035,3035,2003,104,8.9
3036,3036,2003,107,8.9
3037,3037,2003,110,8.9
3038,3038,2003,113,8.9
3039,3039,2003,116,8.9
3040,3040,2003,119,8.9
3041,3041,2003,122,8.9
3042,3042,2003,125,8.9
3043,3043,2003,128,8.9
3044,3044,2003,131,8.9
3045,3045,2003,134,8.9
3046,3046,2003,137,8.9
3047,3047,2003,140,8.9
3048,3048,2003,143,8.9
3049,3049,2003,146,8.9
3050,3050,2003,149,8.9
3051,3051,2003,152,8.9
3052,3052,2003,155,8.9
3053,3053,2003,158,8.9
3054,3054,2003,161,8.9
3055,3055,2003,164,8.9
3056,3056,2003,167,8.9
3057,3057,2003,170,8.9
3058,3058,2003,173,8.9
3059,3059,2003,176,8.9
3060,3060,2003,179,8.9
3061,3061,2003,182,8.9
3062,3062,2003,185,9.0
3063,3063,2003,188,9.0
3064,3064,2003,191,9.0
3065,3065,2003,194,9.0
3066,3066,2003,197,9.0
3067,3067,2003,200,9.0
3068,3068,2003,203,9.0
3069,3069,2003,206,8.9
3070,3070,2003,209,9.0
3071,3071,2003,212,9.0
3072,3072,2003,215,9.0
3073,3073,2003,218,9.0
3074,3074,2003,221,9.1
3075,3075,2003,224,9.1
3076,3076,2003,227,9.1
3077,3077,2003,230,9.1
3078,3078,2003,233,9.1
3079,3079,2003,236,9.0
3080,3080,2003,239,9.1
3081,3081,2003,242,9.1
3082,3082,2003,245,9.2
3083,3083,2003,248,9.2
3084,3084,2003,251,9.2
3085,3085,2003,254,9.2
3086,3086,2003,257,9.2
3087,3087,2003,260,9.2
3088,3088,2003,263,9.2
3089,3089,2003,266,9.2
3090,3090,2003,269,9.2
3091,3091,2003,272,9.2
3092,3092,2003,275,9.3
3093,3093,2003,278,9.3
3094,3094,2003,281,9.3
3095,3095,2003,284,9.3
3096,3096,2003,287,9.3
3097,3097,2003,290,9.3
3098,3098,2003,293,9.3
3099,3099,2003,296,9.3
3100,3100,2003,299,9.3
3101,3101,2003,302,9.4
3102,3102,2003,305,9.4
3103,3103,2003,308,9.3
3104,3104,2003,311,9.3
3105,3105,2003,314,9.3
3106,3106,2003,317,9.3
3107,3107,2003,320,9.3
3108,3108,2003,323,9.3
3109,3109,2003,326,9.3
3110,3110,2003,329,9.3
3111,3111,2003,332,9.3
3112,3112,2003,335,9.3
3113,3113,2003,338,9.3
3114,3114,2003,341,9.3
3115,3115,2003,344,9.3
3116,3116,2003,347,9.3
3117,3117,2003,350,9.3
3118,3118,2003,353,9.3
3119,3119,2003,356,9.3
3120,3120,2003,363,9.2
3121,3121,2004,2,9.2
3122,3122,2004,5,9.2
3123,3123,2004,8,9.2
3124,3124,2004,11,9.2
3125,3125,2004,14,9.2
3126,3126,2004,17,9.2
3127,3127,2004,20,9.1
3128,3128,2004,23,9.1
3129,3129,2004,26,9.1
3130,3130,2004,29,9.1
3131,3131,2004,32,9.1
3132,3132,2004,35,9.1
3133,3133,2004,38,9.1
3134,3134,2004,41,9.1
3135,3135,2004,44,9.1
3136,3136,2004,47,9.1
3137,3137,2004,50,9.1
3138,3138,2004,53,9.1
3139,3139,2004,56,9.1
3140,3140,2004,59,9.1
3141,3141,2004,62,9.1
3142,3142,2004,65,9.1
3143,3143,2004,68,9.1
3144,3144,2004,71,9.0
3145,3145,2004,74,9.0
3146,3146,2004,77,9.0
3147,3147,2004,80,9.0
3148,3148,2004,83,9.0
3149,3149,2004,86,9.0
3150,3150,2004,89,9.0
3151,3151,2004,92,9.0
3152,3152,2004,95,9.0
3153,3153,2004,98,9.0
3154,3154,2004,101,9.0
3155,3155,2004,104,9.0
3156,3156,2004,107,9.0
3157,3157,2004,110,9.0
3158,3158,2004,113,9.0
3159,3159,2004,116,9.0
3160,3160,2004,119,9.0
3161,3161,2004,122,9.0
3162,3162,2004,125,9.0
3163,3163,2004,128,9.0
3164,3164,2004,131,9.0
3165,3165,2004,134,9.0
3166,3166,2004,137,9.0
3167,3167,2004,140,9.0
3168,3168,2004,143,9.0
3169,3169,2004,146,9.0
3170,3170,2004,149,9.0
3171,3171,2004,152,9.0
3172,3172,2004,155,9.1
3173,3173,2004,158,9.1
3174,3174,2004,161,9.1
3175,3175,2004,164,9.0
3176,3176,2004,167,9.0
3177,3177,2004,170,9.1
3178,3178,2004,173,9.1
3179,3179,2004,176,9.1
3180,3180,2004,179,9.0
3181,3181,2004,182,9.1
3182,3182,2004,185,9.1
3183,3183,2004,188,9.1
3184,3184,2004,191,9.1
3185,3185,2004,194,9.1
3186,3186,2004,197,9.1
3187,3187,2004,200,9.1
3188,3188,2004,203,9.1
3189,3189,2004,206,9.1
3190,3190,2004,209,9.1
3191,3191,2004,212,9.1
3192,3192,2004,215,9.2
3193,3193,2004,218,9.2
3194,3194,2004,221,9.2
3195,3195,2004,224,9.2
3196,3196,2004,227,9.2
3197,3197,2004,230,9.2
3198,3198,2004,233,9.3
3199,3199,2004,236,9.3
3200,3200,2004,239,9.3
3201,3201,2004,242,9.3
3202,3202,2004,245,9.4
3203,3203,2004,248,9.4
3204,3204,2004,251,9.4
3205,3205,2004,254,9.4
3206,3206,2004,257,9.4
3207,3207,2004,260,9.4
3208,3208,2004,263,9.4
3209,3209,2004,266,9.5
3210,3210,2004,269,9.5
3211,3211,2004,272,9.5
3212,3212,2004,275,9.5
3213,3213,2004,278,9.5
3214,3214,2004,281,9.5
3215,3215,2004,284,9.5
3216,3216,2004,287,9.5
3217,3217,2004,290,9.5
3218,3218,2004,293,9.6
3219,3219,2004,296,9.6
3220,3220,2004,299,9.6
3221,3221,2004,302,9.6
3222,3222,2004,305,9.6
3223,3223,2004,308,9.6
3224,3224,2004,311,9.6
3225,3225,2004,314,9.6
3226,3226,2004,317,9.6
3227,3227,2004,320,9.6
3228,3228,2004,323,9.6
3229,3229,2004,326,9.6
3230,3230,2004,329,9.6
3231,3231,2004,332,9.5
3232,3232,2004,335,9.5
3233,3233,2004,338,9.5
3234,3234,2004,341,9.5
3235,3235,2004,344,9.5
3236,3236,2004,347,9.5
3237,3237,2004,350,9.5
3238,3238,2004,353,9.5
3239,3239,2004,356,9.5
3240,3240,2004,363,9.5
3241,3241,2005,2,9.5
3242,3242,2005,5,9.4
3243,3243,2005,8,9.4
3244,3244,2005,11,9.4
3245,3245,2005,14,9.4
3246,3246,2005,17,9.4
3247,3247,2005,20,9.4
3248,3248,2005,23,9.4
3249,3249,2005,26,9.4
3250,3250,2005,29,9.3
3251,3251,2005,32,9.3
3252,3252,2005,35,9.3
3253,3253,2005,38,9.3
3254,3254,2005,41,9.3
3255,3255,2005,44,9.3
3256,3256,2005,47,9.3
3257,3257,2005,50,9.3
3258,3258,2005,53,9.3
3259,3259,2005,56,9.3
3260,3260,2005,59,9.3
3261,3261,2005,62,9.3
3262,3262,2005,65,9.3
3263,3263,2005,68,9.2
3264,3264,2005,71,9.2
3265,3265,2005,74,9.2
3266,3266,2005,77,9.2
3267,3267,2005,80,9.2
3268,3268,2005,83,9.2
3269,3269,2005,86,9.2
3270,3270,2005,89,9.2
3271,3271,2005,92,9.2
3272,3272,2005,95,9.2
3273,3273,2005,98,9.2
3274,3274,2005,101,9.1
3275,3275,2005,104,9.1
3276,3276,2005,107,9.2
3277,3277,2005,110,9.1
3278,3278,2005,113,9.1
3279,3279,2005,116,9.1
3280,3280,2005,119,9.1
3281,3281,2005,122,9.1
3282,3282,2005,125,9.1
3283,3283,2005,128,9.1
3284,3284,2005,131,9.1
3285,3285,2005,134,9.1
3286,3286,2005,137,9.1
3287,3287,2005,140,9.1
3288,3288,2005,143,9.1
3289,3289,2005,146,9.1
3290,3290,2005,149,9.2
3291,3291,2005,152,9.2
3292,3292,2005,155,9.1
3293,3293,2005,158,9.2
3294,3294,2005,161,9.2
3295,3295,2005,164,9.2
3296,3296,2005,167,9.2
3297,3297,2005,170,9.2
3298,3298,2005,173,9.2
3299,3299,2005,176,9.2
3300,3300,2005,179,9.2
3301,3301,2005,182,9.2
3302,3302,2005,185,9.2
3303,3303,2005,188,9.2
3304,3304,2005,191,9.2
3305,3305,2005,194,9.2
3306,3306,2005,197,9.2
3307,3307,2005,200,9.2
3308,3308,2005,203,9.2
3309,3309,2005,206,9.2
3310,3310,2005,209,9.2
3311,3311,2005,212,9.2
3312,3312,2005,215,9.2
3313,3313,2005,218,9.2
3314,3314,2005,221,9.3
3315,3315,2005,224,9.3
3316,3316,2005,227,9.3
3317,3317,2005,230,9.3
3318,3318,2005,233,9.4
3319,3319,2005,236,9.4
3320,3320,2005,239,9.4
3321,3321,2005,242,9.3
3322,3322,2005,245,9.4
3323,3323,2005,248,9.4
3324,3324,2005,251,9.4
3325,3325,2005,254,9.4
3326,3326,2005,257,9.4
3327,3327,2005,260,9.5
3328,3328,2005,263,9.5
3329,3329,2005,266,9.5
3330,3330,2005,269,9.5
3331,3331,2005,272,9.5
3332,3332,2005,275,9.5
3333,3333,2005,278,9.5
3334,3334,2005,281,9.5
3335,3335,2005,284,9.6
3336,3336,2005,287,9.6
3337,3337,2005,290,9.6
3338,3338,2005,293,9.6
3339,3339,2005,296,9.6
3340,3340,2005,299,9.6
3341,3341,2005,302,9.6
3342,3342,2005,305,9.6
3343,3343,2005,308,9.6
3344,3344,2005,311,9.6
3345,3345,2005,314,9.6
3346,3346,2005,317,9.6
3347,3347,2005,320,9.6
3348,3348,2005,323,9.6
3349,3349,2005,326,9.6
3350,3350,2005,329,9.6
3351,3351,2005,332,9.6
3352,3352,2005,335,9.5
3353,3353,2005,338,9.5
3354,3354,2005,341,9.5
3355,3355,2005,344,9.5
3356,3356,2005,347,9.5
3357,3357,2005,350,9.5
3358,3358,2005,353,9.5
3359,3359,2005,356,9.5
3360,3360,2005,363,9.5
3361,3361,2006,2,9.5
3362,3362,2006,5,9.5
3363,3363,2006,8,9.4
3364,3364,2006,11,9.4
3365,3365,2006,14,9.4
3366,3366,2006,17,9.4
3367,3367,2006,20,9.4
3368,3368,2006,23,9.4
3369,3369,2006,26,9.4
3370,3370,2006,29,9.4
3371,3371,2006,32,9.4
3372,3372,2006,35,9.4
3373,3373,2006,38,9.4
3374,3374,2006,41,9.4
3375,3375,2006,44,9.3
3376,3376,2006,47,9.3
3377,3377,2006,50,9.3
3378,3378,2006,53,9.3
3379,3379,2006,56,9.3
3380,3380,2006,59,9.3
3381,3381,2006,62,9.3
3382,3382,2006,65,9.3
3383,3383,2006,68,9.3
3384,3384,2006,71,9.3
3385,3385,2006,74,9.3
3386,3386,2006,77,9.2
3387,3387,2006,80,9.2
3388,3388,2006,83,9.2
3389,3389,2006,86,9.2
3390,3390,2006,89,9.2
3391,3391,2006,92,9.2
3392,3392,2006,95,9.2
3393,3393,2006,98,9.2
3394,3394,2006,101,9.2
3395,3395,2006,104,9.2
3396,3396,2006,107,9.2
3397,3397,2006,110,9.2
3398,3398,2006,113,9.2
3399,3399,2006,116,9.2
3400,3400,2006,119,9.2
3401,3401,2006,122,9.2
3402,3402,2006,125,9.2
3403,3403,2006,128,9.2
3404,3404,2006,131,9.2
3405,3405,2006,134,9.2
3406,3406,2006,137,9.2
3407,3407,2006,140,9.2
3408,3408,2006,143,9.2
3409,3409,2006,146,9.2
3410,3410,2006,149,9.2
3411,3411,2006,152,9.2
3412,3412,2006,155,9.2
3413,3413,2006,158,9.2
3414,3414,2006,161,9.2
3415,3415,2006,164,9.2
3416,3416,2006,167,9.2
3417,3417,2006,170,9.2
3418,3418,2006,173,9.2
3419,3419,2006,176,9.2
3420,3420,2006,179,9.2
3421,3421,2006,182,9.2
3422,3422,2006,185,9.2
3423,3423,2006,188,9.2
3424,3424,2006,191,9.2
3425,3425,2006,194,9.3
3426,3426,2006,197,9.3
3427,3427,2006,200,9.3
3428,3428,2006,203,9.3
3429,3429,2006,206,9.3
3430,3430,2006,209,9.3
3431,3431,2006,212,9.3
3432,3432,2006,215,9.2
3433,3433,2006,218,9.3
3434,3434,2006,221,9.3
3435,3435,2006,224,9.3
3436,3436,2006,227,9.4
3437,3437,2006,230,9.3
3438,3438,2006,233,9.4
3439,3439,2006,236,9.4
3440,3440,2006,239,9.4
3441,3441,2006,242,9.4
3442,3442,2006,245,9.4
3443,3443,2006,248,9.4
3444,3444,2006,251,9.4
3445,3445,2006,254,9.5
3446,3446,2006,257,9.5
3447,3447,2006,260,9.5
3448,3448,2006,263,9.5
3449,3449,2006,266,9.5
3450,3450,2006,269,9.5
3451,3451,2006,272,9.5
3452,3452,2006,275,9.5
3453,3453,2006,278,9.5
3454,3454,2006,281,9.6
3455,3455,2006,284,9.6
3456,3456,2006,287,9.6
3457,3457,2006,290,9.6
3458,3458,2006,293,9.6
3459,3459,2006,296,9.6
3460,3460,2006,299,9.6
3461,3461,2006,302,9.6
3462,3462,2006,305,9.6
3463,3463,2006,308,9.6
3464,3464,2006,311,9.6
3465,3465,2006,314,9.6
3466,3466,2006,317,9.6
3467,3467,2006,320,9.6
