threeday_yrmo,threeday_yr,year,dayofyear,varvartemp_avg150toBot
1608,1608,1991,143,8.6
1609,1609,1991,146,8.6
1610,1610,1991,149,8.6
1611,1611,1991,152,8.6
1612,1612,1991,155,8.6
1613,1613,1991,158,8.6
1614,1614,1991,161,8.6
1615,1615,1991,164,8.6
1616,1616,1991,167,8.6
1617,1617,1991,170,8.6
1618,1618,1991,173,8.6
1619,1619,1991,176,8.6
1620,1620,1991,179,8.6
1621,1621,1991,182,8.6
1622,1622,1991,185,8.6
1623,1623,1991,188,8.6
1624,1624,1991,191,8.6
1625,1625,1991,194,8.7
1626,1626,1991,197,8.7
1627,1627,1991,200,8.7
1628,1628,1991,203,8.6
1629,1629,1991,206,8.6
1630,1630,1991,209,8.7
1631,1631,1991,212,8.7
1632,1632,1991,215,8.7
1633,1633,1991,218,8.7
1634,1634,1991,221,8.7
1635,1635,1991,224,8.7
1636,1636,1991,227,8.7
1637,1637,1991,230,8.7
1638,1638,1991,233,8.7
1639,1639,1991,236,8.7
1640,1640,1991,239,8.7
1641,1641,1991,242,8.8
1642,1642,1991,245,8.8
1643,1643,1991,248,8.8
1644,1644,1991,251,8.8
1645,1645,1991,254,8.8
1646,1646,1991,257,8.8
1647,1647,1991,260,8.8
1648,1648,1991,263,8.8
1649,1649,1991,266,8.8
1650,1650,1991,269,8.8
1651,1651,1991,272,8.9
1652,1652,1991,275,8.9
1653,1653,1991,278,8.9
1654,1654,1991,281,8.9
1655,1655,1991,284,8.9
1656,1656,1991,287,8.9
1657,1657,1991,290,8.9
1658,1658,1991,293,8.9
1659,1659,1991,296,8.9
1660,1660,1991,299,8.9
1661,1661,1991,302,8.9
1662,1662,1991,305,8.9
1663,1663,1991,308,8.9
1664,1664,1991,311,8.9
1665,1665,1991,314,8.9
1666,1666,1991,317,8.9
1667,1667,1991,320,8.9
1668,1668,1991,323,8.9
1669,1669,1991,326,8.9
1670,1670,1991,329,8.9
1671,1671,1991,332,8.9
1672,1672,1991,335,8.9
1673,1673,1991,338,8.9
1674,1674,1991,341,8.9
1675,1675,1991,344,8.9
1676,1676,1991,347,8.9
1677,1677,1991,350,8.9
1678,1678,1991,353,8.9
1679,1679,1991,356,8.9
1680,1680,1991,363,8.9
1681,1681,1992,2,8.8
1682,1682,1992,5,8.8
1683,1683,1992,8,8.8
1684,1684,1992,11,8.8
1685,1685,1992,14,8.8
1686,1686,1992,17,8.8
1687,1687,1992,20,8.8
1688,1688,1992,23,8.8
1689,1689,1992,26,8.8
1690,1690,1992,29,8.8
1691,1691,1992,32,8.8
1692,1692,1992,35,8.8
1693,1693,1992,38,8.8
1694,1694,1992,41,8.7
1695,1695,1992,44,8.7
1696,1696,1992,47,8.8
1697,1697,1992,50,8.8
1698,1698,1992,53,8.8
1699,1699,1992,56,8.8
1700,1700,1992,59,8.7
1701,1701,1992,62,8.7
1702,1702,1992,65,8.7
1703,1703,1992,68,8.7
1704,1704,1992,71,8.7
1705,1705,1992,74,8.7
1706,1706,1992,77,8.7
1707,1707,1992,80,8.7
1708,1708,1992,83,8.7
1709,1709,1992,86,8.7
1710,1710,1992,89,8.7
1711,1711,1992,92,8.8
1712,1712,1992,95,8.8
1713,1713,1992,98,8.8
1714,1714,1992,101,8.8
1715,1715,1992,104,8.8
1716,1716,1992,107,8.8
1717,1717,1992,110,8.7
1718,1718,1992,113,8.7
1719,1719,1992,116,8.8
1720,1720,1992,119,8.8
1721,1721,1992,122,8.8
1722,1722,1992,125,8.8
1723,1723,1992,128,8.8
1724,1724,1992,131,8.8
1725,1725,1992,134,8.8
1726,1726,1992,137,8.8
1727,1727,1992,140,8.8
1728,1728,1992,143,8.8
1729,1729,1992,146,8.8
1730,1730,1992,149,8.8
1731,1731,1992,152,8.8
1732,1732,1992,155,8.8
1733,1733,1992,158,8.8
1734,1734,1992,161,8.8
1735,1735,1992,164,8.8
1736,1736,1992,167,8.8
1737,1737,1992,170,8.8
1738,1738,1992,173,8.8
1739,1739,1992,176,8.8
1740,1740,1992,179,8.8
1741,1741,1992,182,8.8
1742,1742,1992,185,8.8
1743,1743,1992,188,8.9
1744,1744,1992,191,8.8
1745,1745,1992,194,8.9
1746,1746,1992,197,8.9
1747,1747,1992,200,8.9
1748,1748,1992,203,8.9
1749,1749,1992,206,8.9
1750,1750,1992,209,8.9
1751,1751,1992,212,8.9
1752,1752,1992,215,9.0
1753,1753,1992,218,9.0
1754,1754,1992,221,9.0
1755,1755,1992,224,9.0
1756,1756,1992,227,9.0
1757,1757,1992,230,9.0
1758,1758,1992,233,9.0
1759,1759,1992,236,9.0
1760,1760,1992,239,9.1
1761,1761,1992,242,9.1
1762,1762,1992,245,9.2
1763,1763,1992,248,9.2
1764,1764,1992,251,9.1
1765,1765,1992,254,9.1
1766,1766,1992,257,9.2
1767,1767,1992,260,9.2
1768,1768,1992,263,9.2
1769,1769,1992,266,9.2
1770,1770,1992,269,9.3
1771,1771,1992,272,9.3
1772,1772,1992,275,9.4
1773,1773,1992,278,9.4
1774,1774,1992,281,9.3
1775,1775,1992,284,9.3
1776,1776,1992,287,9.4
1777,1777,1992,290,9.4
1778,1778,1992,293,9.4
1779,1779,1992,296,9.4
1780,1780,1992,299,9.4
1781,1781,1992,302,9.4
1782,1782,1992,305,9.4
1783,1783,1992,308,9.4
1784,1784,1992,311,9.4
1785,1785,1992,314,9.4
1786,1786,1992,317,9.4
1787,1787,1992,320,9.5
1788,1788,1992,323,9.5
1789,1789,1992,326,9.4
1790,1790,1992,329,9.5
1791,1791,1992,332,9.4
1792,1792,1992,335,9.4
1793,1793,1992,338,9.4
1794,1794,1992,341,9.4
1795,1795,1992,344,9.4
1796,1796,1992,347,9.4
1797,1797,1992,350,9.4
1798,1798,1992,353,9.4
1799,1799,1992,356,9.4
1800,1800,1992,363,9.4
1801,1801,1993,2,9.4
1802,1802,1993,5,9.3
1803,1803,1993,8,9.3
1804,1804,1993,11,9.3
1805,1805,1993,14,9.2
1806,1806,1993,17,9.2
1807,1807,1993,20,9.2
1808,1808,1993,23,9.2
1809,1809,1993,26,9.2
1810,1810,1993,29,9.2
1811,1811,1993,32,9.2
1812,1812,1993,35,9.2
1813,1813,1993,38,9.1
1814,1814,1993,41,9.1
1815,1815,1993,44,9.1
1816,1816,1993,47,9.1
1817,1817,1993,50,9.1
1818,1818,1993,53,9.1
1819,1819,1993,56,9.1
1820,1820,1993,59,9.1
1821,1821,1993,62,9.0
1822,1822,1993,65,9.1
1823,1823,1993,68,9.0
1824,1824,1993,71,9.0
1825,1825,1993,74,9.0
1826,1826,1993,77,9.0
1827,1827,1993,80,9.0
1828,1828,1993,83,9.0
1829,1829,1993,86,9.0
1830,1830,1993,89,9.0
1831,1831,1993,92,9.0
1832,1832,1993,95,8.9
1833,1833,1993,98,8.9
1834,1834,1993,101,9.0
1835,1835,1993,104,8.9
1836,1836,1993,107,8.9
1837,1837,1993,110,8.9
1838,1838,1993,113,8.9
1839,1839,1993,116,8.9
1840,1840,1993,119,8.9
1841,1841,1993,122,8.9
1842,1842,1993,125,8.9
1843,1843,1993,128,8.9
1844,1844,1993,131,8.9
1845,1845,1993,134,8.9
1846,1846,1993,137,8.9
1847,1847,1993,140,8.9
1848,1848,1993,143,8.9
1849,1849,1993,146,8.9
1850,1850,1993,149,8.9
1851,1851,1993,152,8.9
1852,1852,1993,155,8.9
1853,1853,1993,158,8.9
1854,1854,1993,161,8.9
1855,1855,1993,164,8.9
1856,1856,1993,167,8.9
1857,1857,1993,170,8.9
1858,1858,1993,173,8.9
1859,1859,1993,176,8.9
1860,1860,1993,179,8.9
1861,1861,1993,182,8.9
1862,1862,1993,185,9.0
1863,1863,1993,188,9.0
1864,1864,1993,191,8.9
1865,1865,1993,194,8.9
1866,1866,1993,197,9.0
1867,1867,1993,200,9.0
1868,1868,1993,203,9.0
1869,1869,1993,206,9.0
1870,1870,1993,209,9.0
1871,1871,1993,212,9.0
1872,1872,1993,215,9.1
1873,1873,1993,218,9.1
1874,1874,1993,221,9.0
1875,1875,1993,224,9.0
1876,1876,1993,227,9.1
1877,1877,1993,230,9.1
1878,1878,1993,233,9.2
1879,1879,1993,236,9.2
1880,1880,1993,239,9.2
1881,1881,1993,242,9.2
1882,1882,1993,245,9.2
1883,1883,1993,248,9.2
1884,1884,1993,251,9.2
1885,1885,1993,254,9.2
1886,1886,1993,257,9.3
1887,1887,1993,260,9.3
1888,1888,1993,263,9.4
1889,1889,1993,266,9.4
1890,1890,1993,269,9.4
1891,1891,1993,272,9.4
1892,1892,1993,275,9.4
1893,1893,1993,278,9.4
1894,1894,1993,281,9.4
1895,1895,1993,284,9.4
1896,1896,1993,287,9.4
1897,1897,1993,290,9.5
1898,1898,1993,293,9.5
1899,1899,1993,296,9.5
1900,1900,1993,299,9.5
1901,1901,1993,302,9.5
1902,1902,1993,305,9.5
1903,1903,1993,308,9.5
1904,1904,1993,311,9.5
1905,1905,1993,314,9.5
1906,1906,1993,317,9.5
1907,1907,1993,320,9.5
1908,1908,1993,323,9.5
1909,1909,1993,326,9.5
1910,1910,1993,329,9.5
1911,1911,1993,332,9.4
1912,1912,1993,335,9.4
1913,1913,1993,338,9.4
1914,1914,1993,341,9.4
1915,1915,1993,344,9.4
1916,1916,1993,347,9.4
1917,1917,1993,350,9.4
1918,1918,1993,353,9.4
1919,1919,1993,356,9.3
1920,1920,1993,363,9.3
1921,1921,1994,2,9.3
1922,1922,1994,5,9.3
1923,1923,1994,8,9.3
1924,1924,1994,11,9.3
1925,1925,1994,14,9.3
1926,1926,1994,17,9.3
1927,1927,1994,20,9.3
1928,1928,1994,23,9.2
1929,1929,1994,26,9.2
1930,1930,1994,29,9.2
1931,1931,1994,32,9.2
1932,1932,1994,35,9.2
1933,1933,1994,38,9.2
1934,1934,1994,41,9.2
1935,1935,1994,44,9.2
1936,1936,1994,47,9.2
1937,1937,1994,50,9.2
1938,1938,1994,53,9.2
1939,1939,1994,56,9.1
1940,1940,1994,59,9.1
1941,1941,1994,62,9.1
1942,1942,1994,65,9.1
1943,1943,1994,68,9.1
1944,1944,1994,71,9.1
1945,1945,1994,74,9.1
1946,1946,1994,77,9.1
1947,1947,1994,80,9.1
1948,1948,1994,83,9.1
1949,1949,1994,86,9.0
1950,1950,1994,89,9.0
1951,1951,1994,92,9.0
1952,1952,1994,95,9.0
1953,1953,1994,98,9.1
1954,1954,1994,101,9.1
1955,1955,1994,104,9.0
1956,1956,1994,107,9.0
1957,1957,1994,110,9.0
1958,1958,1994,113,9.0
1959,1959,1994,116,9.0
1960,1960,1994,119,9.0
1961,1961,1994,122,9.0
1962,1962,1994,125,9.0
1963,1963,1994,128,9.0
1964,1964,1994,131,9.0
1965,1965,1994,134,9.0
1966,1966,1994,137,9.0
1967,1967,1994,140,9.0
1968,1968,1994,143,9.0
1969,1969,1994,146,9.0
1970,1970,1994,149,9.0
1971,1971,1994,152,9.0
1972,1972,1994,155,9.0
1973,1973,1994,158,9.0
1974,1974,1994,161,9.0
1975,1975,1994,164,9.0
1976,1976,1994,167,9.0
1977,1977,1994,170,9.0
1978,1978,1994,173,9.0
1979,1979,1994,176,9.0
1980,1980,1994,179,9.0
1981,1981,1994,182,9.0
1982,1982,1994,185,9.0
1983,1983,1994,188,9.0
1984,1984,1994,191,9.1
1985,1985,1994,194,9.1
1986,1986,1994,197,9.1
1987,1987,1994,200,9.1
1988,1988,1994,203,9.1
1989,1989,1994,206,9.1
1990,1990,1994,209,9.1
1991,1991,1994,212,9.1
1992,1992,1994,215,9.1
1993,1993,1994,218,9.1
1994,1994,1994,221,9.1
1995,1995,1994,224,9.2
1996,1996,1994,227,9.2
1997,1997,1994,230,9.2
1998,1998,1994,233,9.2
1999,1999,1994,236,9.2
2000,2000,1994,239,9.2
2001,2001,1994,242,9.2
2002,2002,1994,245,9.2
2003,2003,1994,248,9.2
2004,2004,1994,251,9.2
2005,2005,1994,254,9.3
2006,2006,1994,257,9.3
2007,2007,1994,260,9.3
2008,2008,1994,263,9.3
2009,2009,1994,266,9.3
2010,2010,1994,269,9.3
2011,2011,1994,272,9.3
2012,2012,1994,275,9.3
2013,2013,1994,278,9.3
2014,2014,1994,281,9.3
2015,2015,1994,284,9.3
2016,2016,1994,287,9.3
2017,2017,1994,290,9.3
2018,2018,1994,293,9.3
2019,2019,1994,296,9.3
2020,2020,1994,299,9.3
2021,2021,1994,302,9.3
2022,2022,1994,305,9.3
2023,2023,1994,308,9.3
2024,2024,1994,311,9.3
2025,2025,1994,314,9.3
2026,2026,1994,317,9.3
2027,2027,1994,320,9.3
2028,2028,1994,323,9.3
2029,2029,1994,326,9.3
2030,2030,1994,329,9.3
2031,2031,1994,332,9.3
2032,2032,1994,335,9.3
2033,2033,1994,338,9.3
2034,2034,1994,341,9.2
2035,2035,1994,344,9.2
2036,2036,1994,347,9.2
2037,2037,1994,350,9.2
2038,2038,1994,353,9.2
2039,2039,1994,356,9.2
2040,2040,1994,363,9.2
2041,2041,1995,2,9.1
2042,2042,1995,5,9.1
2043,2043,1995,8,9.1
2044,2044,1995,11,9.2
2045,2045,1995,14,9.1
2046,2046,1995,17,9.1
2047,2047,1995,20,9.1
2048,2048,1995,23,9.1
2049,2049,1995,26,9.1
2050,2050,1995,29,9.1
2051,2051,1995,32,9.1
2052,2052,1995,35,9.1
2053,2053,1995,38,9.1
2054,2054,1995,41,9.1
2055,2055,1995,44,9.1
2056,2056,1995,47,9.1
2057,2057,1995,50,9.0
2058,2058,1995,53,9.0
2059,2059,1995,56,9.0
2060,2060,1995,59,9.0
2061,2061,1995,62,9.0
2062,2062,1995,65,9.0
2063,2063,1995,68,9.0
2064,2064,1995,71,9.0
2065,2065,1995,74,9.0
2066,2066,1995,77,9.0
2067,2067,1995,80,9.0
2068,2068,1995,83,9.0
2069,2069,1995,86,8.9
2070,2070,1995,89,8.9
2071,2071,1995,92,8.9
2072,2072,1995,95,8.9
2073,2073,1995,98,8.9
2074,2074,1995,101,8.9
2075,2075,1995,104,8.9
2076,2076,1995,107,8.9
2077,2077,1995,110,8.9
2078,2078,1995,113,8.9
2079,2079,1995,116,8.9
2080,2080,1995,119,8.9
2081,2081,1995,122,8.9
2082,2082,1995,125,8.9
2083,2083,1995,128,8.9
2084,2084,1995,131,8.9
2085,2085,1995,134,8.9
2086,2086,1995,137,8.9
2087,2087,1995,140,8.9
2088,2088,1995,143,8.9
2089,2089,1995,146,8.9
2090,2090,1995,149,8.9
2091,2091,1995,152,9.0
2092,2092,1995,155,9.0
2093,2093,1995,158,8.9
2094,2094,1995,161,9.0
2095,2095,1995,164,9.0
2096,2096,1995,167,9.0
2097,2097,1995,170,9.0
2098,2098,1995,173,9.0
2099,2099,1995,176,9.0
2100,2100,1995,179,9.0
2101,2101,1995,182,9.0
2102,2102,1995,185,9.0
2103,2103,1995,188,9.0
2104,2104,1995,191,9.0
2105,2105,1995,194,9.0
2106,2106,1995,197,9.1
2107,2107,1995,200,9.1
2108,2108,1995,203,9.0
2109,2109,1995,206,9.0
2110,2110,1995,209,9.1
2111,2111,1995,212,9.1
2112,2112,1995,215,9.1
2113,2113,1995,218,9.1
2114,2114,1995,221,9.2
2115,2115,1995,224,9.2
2116,2116,1995,227,9.2
2117,2117,1995,230,9.2
2118,2118,1995,233,9.2
2119,2119,1995,236,9.2
2120,2120,1995,239,9.2
2121,2121,1995,242,9.2
2122,2122,1995,245,9.2
2123,2123,1995,248,9.3
2124,2124,1995,251,9.3
2125,2125,1995,254,9.3
2126,2126,1995,257,9.3
2127,2127,1995,260,9.3
2128,2128,1995,263,9.3
2129,2129,1995,266,9.3
2130,2130,1995,269,9.3
2131,2131,1995,272,9.4
2132,2132,1995,275,9.4
2133,2133,1995,278,9.4
2134,2134,1995,281,9.4
2135,2135,1995,284,9.4
2136,2136,1995,287,9.4
2137,2137,1995,290,9.4
2138,2138,1995,293,9.4
2139,2139,1995,296,9.4
2140,2140,1995,299,9.4
2141,2141,1995,302,9.5
2142,2142,1995,305,9.5
2143,2143,1995,308,9.5
2144,2144,1995,311,9.4
2145,2145,1995,314,9.4
2146,2146,1995,317,9.4
2147,2147,1995,320,9.4
2148,2148,1995,323,9.4
2149,2149,1995,326,9.4
2150,2150,1995,329,9.4
2151,2151,1995,332,9.4
2152,2152,1995,335,9.4
2153,2153,1995,338,9.4
2154,2154,1995,341,9.4
2155,2155,1995,344,9.4
2156,2156,1995,347,9.4
2157,2157,1995,350,9.4
2158,2158,1995,353,9.4
2159,2159,1995,356,9.4
2160,2160,1995,363,9.4
2161,2161,1996,2,9.4
2162,2162,1996,5,9.3
2163,2163,1996,8,9.3
2164,2164,1996,11,9.3
2165,2165,1996,14,9.3
2166,2166,1996,17,9.3
2167,2167,1996,20,9.3
2168,2168,1996,23,9.3
2169,2169,1996,26,9.3
2170,2170,1996,29,9.3
2171,2171,1996,32,9.3
2172,2172,1996,35,9.3
2173,2173,1996,38,9.3
2174,2174,1996,41,9.2
2175,2175,1996,44,9.2
2176,2176,1996,47,9.2
2177,2177,1996,50,9.2
2178,2178,1996,53,9.2
2179,2179,1996,56,9.2
2180,2180,1996,59,9.2
2181,2181,1996,62,9.2
2182,2182,1996,65,9.2
2183,2183,1996,68,9.2
2184,2184,1996,71,9.2
2185,2185,1996,74,9.1
2186,2186,1996,77,9.1
2187,2187,1996,80,9.1
2188,2188,1996,83,9.1
2189,2189,1996,86,9.1
2190,2190,1996,89,9.1
2191,2191,1996,92,9.1
2192,2192,1996,95,9.1
2193,2193,1996,98,9.1
2194,2194,1996,101,9.1
2195,2195,1996,104,9.1
2196,2196,1996,107,9.1
2197,2197,1996,110,9.1
2198,2198,1996,113,9.1
2199,2199,1996,116,9.1
2200,2200,1996,119,9.1
2201,2201,1996,122,9.1
2202,2202,1996,125,9.1
2203,2203,1996,128,9.1
2204,2204,1996,131,9.1
2205,2205,1996,134,9.1
2206,2206,1996,137,9.1
2207,2207,1996,140,9.1
2208,2208,1996,143,9.1
2209,2209,1996,146,9.1
2210,2210,1996,149,9.0
2211,2211,1996,152,9.0
2212,2212,1996,155,9.1
2213,2213,1996,158,9.1
2214,2214,1996,161,9.1
2215,2215,1996,164,9.1
2216,2216,1996,167,9.1
2217,2217,1996,170,9.1
2218,2218,1996,173,9.1
2219,2219,1996,176,9.1
2220,2220,1996,179,9.0
2221,2221,1996,182,9.1
2222,2222,1996,185,9.1
2223,2223,1996,188,9.1
2224,2224,1996,191,9.1
2225,2225,1996,194,9.1
2226,2226,1996,197,9.1
2227,2227,1996,200,9.1
2228,2228,1996,203,9.1
2229,2229,1996,206,9.1
2230,2230,1996,209,9.0
2231,2231,1996,212,9.1
2232,2232,1996,215,9.1
2233,2233,1996,218,9.1
2234,2234,1996,221,9.1
2235,2235,1996,224,9.1
2236,2236,1996,227,9.1
2237,2237,1996,230,9.1
2238,2238,1996,233,9.1
2239,2239,1996,236,9.1
2240,2240,1996,239,9.1
2241,2241,1996,242,9.1
2242,2242,1996,245,9.1
2243,2243,1996,248,9.1
2244,2244,1996,251,9.1
2245,2245,1996,254,9.1
2246,2246,1996,257,9.0
2247,2247,1996,260,9.0
2248,2248,1996,263,9.0
2249,2249,1996,266,9.0
2250,2250,1996,269,9.0
2251,2251,1996,272,9.1
2252,2252,1996,275,9.1
2253,2253,1996,278,9.1
2254,2254,1996,281,9.0
2255,2255,1996,284,9.0
2256,2256,1996,287,9.0
2257,2257,1996,290,9.0
2258,2258,1996,293,9.0
2259,2259,1996,296,9.0
2260,2260,1996,299,9.0
2261,2261,1996,302,9.0
2262,2262,1996,305,9.0
2263,2263,1996,308,9.0
2264,2264,1996,311,9.0
2265,2265,1996,314,9.0
2266,2266,1996,317,9.0
2267,2267,1996,320,9.0
2268,2268,1996,323,9.0
2269,2269,1996,326,9.0
2270,2270,1996,329,9.0
2271,2271,1996,332,9.0
2272,2272,1996,335,9.0
2273,2273,1996,338,9.0
2274,2274,1996,341,8.9
2275,2275,1996,344,8.9
2276,2276,1996,347,8.9
2277,2277,1996,350,8.9
2278,2278,1996,353,8.9
2279,2279,1996,356,8.9
2280,2280,1996,363,8.9
2281,2281,1997,2,8.9
2282,2282,1997,5,8.8
2283,2283,1997,8,8.8
2284,2284,1997,11,8.8
2285,2285,1997,14,8.8
2286,2286,1997,17,8.8
2287,2287,1997,20,8.8
2288,2288,1997,23,8.8
2289,2289,1997,26,8.8
2290,2290,1997,29,8.8
2291,2291,1997,32,8.8
2292,2292,1997,35,8.8
2293,2293,1997,38,8.8
2294,2294,1997,41,8.8
2295,2295,1997,44,8.8
2296,2296,1997,47,8.8
2297,2297,1997,50,8.8
2298,2298,1997,53,8.8
2299,2299,1997,56,8.7
2300,2300,1997,59,8.7
2301,2301,1997,62,8.8
2302,2302,1997,65,8.7
2303,2303,1997,68,8.7
2304,2304,1997,71,8.7
2305,2305,1997,74,8.7
2306,2306,1997,77,8.7
2307,2307,1997,80,8.7
2308,2308,1997,83,8.7
2309,2309,1997,86,8.7
2310,2310,1997,89,8.7
2311,2311,1997,92,8.7
2312,2312,1997,95,8.7
2313,2313,1997,98,8.7
2314,2314,1997,101,8.7
2315,2315,1997,104,8.7
2316,2316,1997,107,8.7
2317,2317,1997,110,8.7
2318,2318,1997,113,8.7
2319,2319,1997,116,8.7
2320,2320,1997,119,8.7
2321,2321,1997,122,8.7
2322,2322,1997,125,8.7
2323,2323,1997,128,8.7
2324,2324,1997,131,8.6
2325,2325,1997,134,8.7
2326,2326,1997,137,8.6
2327,2327,1997,140,8.6
2328,2328,1997,143,8.6
2329,2329,1997,146,8.7
2330,2330,1997,149,8.7
2331,2331,1997,152,8.7
2332,2332,1997,155,8.7
2333,2333,1997,158,8.7
2334,2334,1997,161,8.7
2335,2335,1997,164,8.7
2336,2336,1997,167,8.7
2337,2337,1997,170,8.7
2338,2338,1997,173,8.7
2339,2339,1997,176,8.7
2340,2340,1997,179,8.7
2341,2341,1997,182,8.7
2342,2342,1997,185,8.7
2343,2343,1997,188,8.7
2344,2344,1997,191,8.7
2345,2345,1997,194,8.7
2346,2346,1997,197,8.7
2347,2347,1997,200,8.7
2348,2348,1997,203,8.7
2349,2349,1997,206,8.7
2350,2350,1997,209,8.7
2351,2351,1997,212,8.7
2352,2352,1997,215,8.7
2353,2353,1997,218,8.8
2354,2354,1997,221,8.8
2355,2355,1997,224,8.7
2356,2356,1997,227,8.8
2357,2357,1997,230,8.8
2358,2358,1997,233,8.8
2359,2359,1997,236,8.9
2360,2360,1997,239,8.9
2361,2361,1997,242,8.9
2362,2362,1997,245,8.9
2363,2363,1997,248,8.9
2364,2364,1997,251,8.9
2365,2365,1997,254,8.9
2366,2366,1997,257,8.9
2367,2367,1997,260,8.9
2368,2368,1997,263,9.0
2369,2369,1997,266,9.0
2370,2370,1997,269,9.0
2371,2371,1997,272,9.0
2372,2372,1997,275,9.0
2373,2373,1997,278,9.0
2374,2374,1997,281,9.0
2375,2375,1997,284,9.0
2376,2376,1997,287,9.0
2377,2377,1997,290,9.0
2378,2378,1997,293,9.0
2379,2379,1997,296,9.0
2380,2380,1997,299,9.0
2381,2381,1997,302,9.0
2382,2382,1997,305,9.0
2383,2383,1997,308,9.0
2384,2384,1997,311,9.0
2385,2385,1997,314,9.0
2386,2386,1997,317,9.0
2387,2387,1997,320,9.0
2388,2388,1997,323,9.0
2389,2389,1997,326,9.0
2390,2390,1997,329,9.0
2391,2391,1997,332,9.0
2392,2392,1997,335,9.0
2393,2393,1997,338,9.0
2394,2394,1997,341,9.0
2395,2395,1997,344,9.0
2396,2396,1997,347,9.0
2397,2397,1997,350,9.0
2398,2398,1997,353,9.0
2399,2399,1997,356,9.0
2400,2400,1997,363,9.0
2401,2401,1998,2,9.0
2402,2402,1998,5,9.0
2403,2403,1998,8,9.0
2404,2404,1998,11,9.0
2405,2405,1998,14,9.0
2406,2406,1998,17,9.0
2407,2407,1998,20,9.0
2408,2408,1998,23,9.0
2409,2409,1998,26,9.0
2410,2410,1998,29,9.0
2411,2411,1998,32,9.0
2412,2412,1998,35,9.0
2413,2413,1998,38,9.0
2414,2414,1998,41,9.0
2415,2415,1998,44,9.0
2416,2416,1998,47,9.0
2417,2417,1998,50,9.0
2418,2418,1998,53,9.0
2419,2419,1998,56,9.0
2420,2420,1998,59,9.0
2421,2421,1998,62,9.0
2422,2422,1998,65,9.0
2423,2423,1998,68,9.0
2424,2424,1998,71,9.0
2425,2425,1998,74,9.0
2426,2426,1998,77,9.0
2427,2427,1998,80,9.0
2428,2428,1998,83,9.0
2429,2429,1998,86,9.0
2430,2430,1998,89,9.0
2431,2431,1998,92,9.0
2432,2432,1998,95,9.0
2433,2433,1998,98,9.0
2434,2434,1998,101,9.0
2435,2435,1998,104,9.0
2436,2436,1998,107,9.0
2437,2437,1998,110,9.0
2438,2438,1998,113,9.0
2439,2439,1998,116,9.0
2440,2440,1998,119,9.0
2441,2441,1998,122,9.0
2442,2442,1998,125,9.0
2443,2443,1998,128,9.0
2444,2444,1998,131,9.0
2445,2445,1998,134,9.0
2446,2446,1998,137,9.0
2447,2447,1998,140,9.0
2448,2448,1998,143,9.0
2449,2449,1998,146,9.0
2450,2450,1998,149,9.0
2451,2451,1998,152,9.0
2452,2452,1998,155,9.0
2453,2453,1998,158,9.0
2454,2454,1998,161,9.1
2455,2455,1998,164,9.1
2456,2456,1998,167,9.1
2457,2457,1998,170,9.1
2458,2458,1998,173,9.1
2459,2459,1998,176,9.1
2460,2460,1998,179,9.1
2461,2461,1998,182,9.1
2462,2462,1998,185,9.1
2463,2463,1998,188,9.1
2464,2464,1998,191,9.1
2465,2465,1998,194,9.2
2466,2466,1998,197,9.2
2467,2467,1998,200,9.2
2468,2468,1998,203,9.2
2469,2469,1998,206,9.2
2470,2470,1998,209,9.2
2471,2471,1998,212,9.2
2472,2472,1998,215,9.2
2473,2473,1998,218,9.2
2474,2474,1998,221,9.3
2475,2475,1998,224,9.3
2476,2476,1998,227,9.3
2477,2477,1998,230,9.3
2478,2478,1998,233,9.3
2479,2479,1998,236,9.4
2480,2480,1998,239,9.4
2481,2481,1998,242,9.3
2482,2482,1998,245,9.3
2483,2483,1998,248,9.4
2484,2484,1998,251,9.4
2485,2485,1998,254,9.5
2486,2486,1998,257,9.5
2487,2487,1998,260,9.5
2488,2488,1998,263,9.5
2489,2489,1998,266,9.5
2490,2490,1998,269,9.5
2491,2491,1998,272,9.5
2492,2492,1998,275,9.5
2493,2493,1998,278,9.6
2494,2494,1998,281,9.6
2495,2495,1998,284,9.7
2496,2496,1998,287,9.7
2497,2497,1998,290,9.7
2498,2498,1998,293,9.7
2499,2499,1998,296,9.7
2500,2500,1998,299,9.7
2501,2501,1998,302,9.7
2502,2502,1998,305,9.7
2503,2503,1998,308,9.7
2504,2504,1998,311,9.7
2505,2505,1998,314,9.7
2506,2506,1998,317,9.7
2507,2507,1998,320,9.7
2508,2508,1998,323,9.7
2509,2509,1998,326,9.7
2510,2510,1998,329,9.7
2511,2511,1998,332,9.7
2512,2512,1998,335,9.7
2513,2513,1998,338,9.7
2514,2514,1998,341,9.7
2515,2515,1998,344,9.7
2516,2516,1998,347,9.7
2517,2517,1998,350,9.7
2518,2518,1998,353,9.7
2519,2519,1998,356,9.7
2520,2520,1998,363,9.7
2521,2521,1999,2,9.6
2522,2522,1999,5,9.6
2523,2523,1999,8,9.6
2524,2524,1999,11,9.6
2525,2525,1999,14,9.6
2526,2526,1999,17,9.6
2527,2527,1999,20,9.6
2528,2528,1999,23,9.6
2529,2529,1999,26,9.6
2530,2530,1999,29,9.6
2531,2531,1999,32,9.6
2532,2532,1999,35,9.6
2533,2533,1999,38,9.6
2534,2534,1999,41,9.6
2535,2535,1999,44,9.5
2536,2536,1999,47,9.5
2537,2537,1999,50,9.5
