threeday_yrmo,threeday_yr,year,dayofyear,varPAR-VarZ-VarK
1052,1052,1986,275,20.6
1053,1053,1986,278,20.2
1054,1054,1986,281,29.1
1055,1055,1986,284,30.2
1056,1056,1986,287,27.4
1057,1057,1986,290,27.5
1058,1058,1986,293,22.7
1059,1059,1986,296,25.9
1060,1060,1986,299,9.1
1061,1061,1986,302,15.3
1062,1062,1986,305,18.5
1063,1063,1986,308,10.5
1064,1064,1986,311,14.0
1065,1065,1986,314,12.9
1066,1066,1986,317,5.8
1067,1067,1986,320,7.6
1068,1068,1986,323,6.9
1069,1069,1986,326,11.5
1070,1070,1986,329,7.9
1071,1071,1986,332,11.6
1072,1072,1986,335,6.6
1073,1073,1986,338,7.2
1074,1074,1986,341,9.2
1075,1075,1986,344,12.1
1076,1076,1986,347,4.5
1077,1077,1986,350,8.1
1078,1078,1986,353,5.4
1079,1079,1986,356,2.6
1080,1080,1986,360,4.3
1081,1081,1987,2,4.2
1082,1082,1987,5,6.9
1083,1083,1987,8,12.2
1084,1084,1987,11,2.3
1085,1085,1987,14,11.7
1086,1086,1987,17,7.4
1087,1087,1987,20,8.4
1088,1088,1987,23,6.6
1089,1089,1987,26,4.8
1090,1090,1987,29,5.0
1091,1091,1987,32,12.4
1092,1092,1987,35,5.1
1093,1093,1987,38,15.8
1094,1094,1987,41,10.0
1095,1095,1987,44,5.4
1096,1096,1987,47,6.3
1097,1097,1987,50,10.9
1098,1098,1987,53,18.7
1099,1099,1987,56,25.1
1100,1100,1987,59,18.7
1101,1101,1987,62,11.5
1102,1102,1987,65,12.9
1103,1103,1987,68,21.1
1104,1104,1987,71,9.7
1105,1105,1987,74,21.3
1106,1106,1987,77,19.1
1107,1107,1987,80,26.5
1108,1108,1987,83,26.5
1109,1109,1987,86,32.6
1110,1110,1987,89,32.1
1111,1111,1987,92,36.2
1112,1112,1987,95,24.1
1113,1113,1987,98,28.3
1114,1114,1987,101,28.8
1115,1115,1987,104,19.1
1116,1116,1987,107,38.4
1117,1117,1987,110,29.4
1118,1118,1987,113,44.6
1119,1119,1987,116,49.6
1120,1120,1987,119,36.7
1121,1121,1987,122,18.7
1122,1122,1987,125,45.7
1123,1123,1987,128,55.2
1124,1124,1987,131,34.7
1125,1125,1987,134,33.4
1126,1126,1987,137,50.3
1127,1127,1987,140,49.5
1128,1128,1987,143,51.4
1129,1129,1987,146,53.1
1130,1130,1987,149,27.4
1131,1131,1987,152,40.0
1132,1132,1987,155,40.1
1133,1133,1987,158,45.4
1134,1134,1987,161,29.9
1135,1135,1987,164,20.5
1136,1136,1987,167,40.2
1137,1137,1987,170,40.2
1138,1138,1987,173,28.9
1139,1139,1987,176,46.1
1140,1140,1987,179,43.1
1141,1141,1987,182,45.4
1142,1142,1987,185,24.7
1143,1143,1987,188,26.2
1144,1144,1987,191,42.4
1145,1145,1987,194,43.3
1146,1146,1987,197,43.4
1147,1147,1987,200,36.3
1148,1148,1987,203,41.9
1149,1149,1987,206,31.9
1150,1150,1987,209,36.5
1151,1151,1987,212,39.5
1152,1152,1987,215,41.1
1153,1153,1987,218,42.2
1154,1154,1987,221,45.4
1155,1155,1987,224,39.9
1156,1156,1987,227,41.1
1157,1157,1987,230,46.5
1158,1158,1987,233,41.7
1159,1159,1987,236,44.5
1160,1160,1987,239,40.0
1161,1161,1987,242,40.3
1162,1162,1987,245,35.9
1163,1163,1987,248,41.8
1164,1164,1987,251,41.3
1165,1165,1987,254,42.1
1166,1166,1987,257,26.9
1167,1167,1987,260,39.3
1168,1168,1987,263,31.2
1169,1169,1987,266,38.2
1170,1170,1987,269,28.1
1171,1171,1987,272,32.7
1172,1172,1987,275,29.8
1173,1173,1987,278,28.8
1174,1174,1987,281,26.7
1175,1175,1987,284,33.3
1176,1176,1987,287,29.1
1177,1177,1987,290,29.5
1178,1178,1987,293,29.9
1179,1179,1987,296,27.5
1180,1180,1987,299,17.0
1181,1181,1987,302,10.3
1182,1182,1987,305,11.0
1183,1183,1987,308,12.7
1184,1184,1987,311,13.7
1185,1185,1987,314,6.3
1186,1186,1987,317,8.4
1187,1187,1987,320,10.3
1188,1188,1987,323,5.1
1189,1189,1987,326,8.3
1190,1190,1987,329,8.6
1191,1191,1987,332,11.0
1192,1192,1987,335,4.8
1193,1193,1987,338,7.2
1194,1194,1987,341,6.3
1195,1195,1987,344,3.3
1196,1196,1987,347,8.7
1197,1197,1987,350,9.1
1198,1198,1987,353,7.6
1199,1199,1987,356,5.8
1200,1200,1987,360,6.7
1201,1201,1988,2,11.2
1202,1202,1988,5,6.3
1203,1203,1988,8,7.1
1204,1204,1988,11,9.2
1205,1205,1988,14,3.4
1206,1206,1988,17,8.5
1207,1207,1988,20,7.0
1208,1208,1988,23,7.5
1209,1209,1988,26,11.8
1210,1210,1988,29,8.0
1211,1211,1988,32,17.4
1212,1212,1988,35,13.0
1213,1213,1988,38,8.8
1214,1214,1988,41,7.4
1215,1215,1988,44,9.3
1216,1216,1988,47,15.4
1217,1217,1988,50,14.3
1218,1218,1988,53,24.3
1219,1219,1988,56,15.7
1220,1220,1988,59,25.8
1221,1221,1988,62,13.0
1222,1222,1988,65,12.4
1223,1223,1988,68,12.5
1224,1224,1988,71,28.1
1225,1225,1988,74,28.6
1226,1226,1988,77,32.2
1227,1227,1988,80,17.5
1228,1228,1988,83,13.9
1229,1229,1988,86,17.4
1230,1230,1988,89,31.9
1231,1231,1988,92,18.6
1232,1232,1988,95,31.9
1233,1233,1988,98,34.5
1234,1234,1988,101,44.2
1235,1235,1988,104,34.6
1236,1236,1988,107,33.4
1237,1237,1988,110,44.3
1238,1238,1988,113,51.3
1239,1239,1988,116,36.4
1240,1240,1988,119,21.5
1241,1241,1988,122,40.3
1242,1242,1988,125,44.1
1243,1243,1988,128,46.0
1244,1244,1988,131,29.7
1245,1245,1988,134,24.8
1246,1246,1988,137,16.7
1247,1247,1988,140,26.1
1248,1248,1988,143,28.5
1249,1249,1988,146,39.7
1250,1250,1988,149,16.1
1251,1251,1988,152,32.0
1252,1252,1988,155,22.4
1253,1253,1988,158,36.1
1254,1254,1988,161,30.8
1255,1255,1988,164,31.9
1256,1256,1988,167,33.6
1257,1257,1988,170,19.4
1258,1258,1988,173,28.7
1259,1259,1988,176,32.2
1260,1260,1988,179,30.2
1261,1261,1988,182,26.4
1262,1262,1988,185,29.3
1263,1263,1988,188,23.7
1264,1264,1988,191,36.2
1265,1265,1988,194,10.3
1266,1266,1988,197,32.7
1267,1267,1988,200,38.7
1268,1268,1988,203,37.9
1269,1269,1988,206,35.0
1270,1270,1988,209,33.1
1271,1271,1988,212,36.7
1272,1272,1988,215,40.5
1273,1273,1988,218,30.1
1274,1274,1988,221,24.9
1275,1275,1988,224,39.8
1276,1276,1988,227,37.4
1277,1277,1988,230,22.5
1278,1278,1988,233,35.2
1279,1279,1988,236,39.0
1280,1280,1988,239,34.6
1281,1281,1988,242,36.5
1282,1282,1988,245,39.8
1283,1283,1988,248,40.2
1284,1284,1988,251,29.7
1285,1285,1988,254,38.6
1286,1286,1988,257,36.9
1287,1287,1988,260,30.8
1288,1288,1988,263,20.3
1289,1289,1988,266,31.4
1290,1290,1988,269,18.0
1291,1291,1988,272,21.8
1292,1292,1988,275,31.7
1293,1293,1988,278,29.2
1294,1294,1988,281,30.1
1295,1295,1988,284,30.4
1296,1296,1988,287,9.8
1297,1297,1988,290,12.4
1298,1298,1988,293,7.5
1299,1299,1988,296,12.4
1300,1300,1988,299,13.6
1301,1301,1988,302,20.5
1302,1302,1988,305,9.4
1303,1303,1988,308,7.2
1304,1304,1988,311,10.0
1305,1305,1988,314,7.1
1306,1306,1988,317,8.5
1307,1307,1988,320,8.9
1308,1308,1988,323,8.9
1309,1309,1988,326,8.6
1310,1310,1988,329,7.8
1311,1311,1988,332,5.6
1312,1312,1988,335,7.2
1313,1313,1988,338,6.4
1314,1314,1988,341,3.5
1315,1315,1988,344,3.5
1316,1316,1988,347,2.0
1317,1317,1988,350,9.5
1318,1318,1988,353,6.7
1319,1319,1988,356,4.5
1320,1320,1988,361,5.6
1321,1321,1989,2,4.9
1322,1322,1989,5,8.2
1323,1323,1989,8,6.6
1324,1324,1989,11,6.8
1325,1325,1989,14,7.1
1326,1326,1989,17,5.8
1327,1327,1989,20,6.2
1328,1328,1989,23,11.6
1329,1329,1989,26,6.6
1330,1330,1989,29,7.4
1331,1331,1989,32,8.2
1332,1332,1989,35,16.2
1333,1333,1989,38,17.8
1334,1334,1989,41,20.1
1335,1335,1989,44,17.9
1336,1336,1989,47,13.4
1337,1337,1989,50,6.1
1338,1338,1989,53,7.7
1339,1339,1989,56,22.6
1340,1340,1989,59,13.0
1341,1341,1989,62,26.5
1342,1342,1989,65,13.1
1343,1343,1989,68,16.4
1344,1344,1989,71,16.9
1345,1345,1989,74,30.5
1346,1346,1989,77,20.2
1347,1347,1989,80,26.4
1348,1348,1989,83,31.8
1349,1349,1989,86,14.2
1350,1350,1989,89,27.4
1351,1351,1989,92,19.7
1352,1352,1989,95,20.8
1353,1353,1989,98,43.4
1354,1354,1989,101,50.0
1355,1355,1989,104,36.4
1356,1356,1989,107,53.4
1357,1357,1989,110,23.6
1358,1358,1989,113,46.3
1359,1359,1989,116,46.5
1360,1360,1989,119,58.2
1361,1361,1989,122,48.1
1362,1362,1989,125,42.0
1363,1363,1989,128,55.3
1364,1364,1989,131,44.6
1365,1365,1989,134,56.8
1366,1366,1989,137,26.2
1367,1367,1989,140,45.9
1368,1368,1989,143,21.2
1369,1369,1989,146,28.0
1370,1370,1989,149,50.1
1371,1371,1989,152,48.0
1372,1372,1989,155,46.6
1373,1373,1989,158,49.3
1374,1374,1989,161,49.9
1375,1375,1989,164,28.9
1376,1376,1989,167,47.0
1377,1377,1989,170,31.5
1378,1378,1989,173,35.8
1379,1379,1989,176,39.9
1380,1380,1989,179,17.7
1381,1381,1989,182,20.5
1382,1382,1989,185,33.0
1383,1383,1989,188,39.5
1384,1384,1989,191,40.4
1385,1385,1989,194,32.6
1386,1386,1989,197,24.3
1387,1387,1989,200,33.6
1388,1388,1989,203,43.0
1389,1389,1989,206,43.9
1390,1390,1989,209,33.0
1391,1391,1989,212,26.8
1392,1392,1989,215,28.5
1393,1393,1989,218,44.9
1394,1394,1989,221,36.4
1395,1395,1989,224,32.2
1396,1396,1989,227,25.0
1397,1397,1989,230,35.9
1398,1398,1989,233,18.3
1399,1399,1989,236,41.1
1400,1400,1989,239,40.4
1401,1401,1989,242,38.3
1402,1402,1989,245,27.9
1403,1403,1989,248,31.7
1404,1404,1989,251,37.6
1405,1405,1989,254,39.4
1406,1406,1989,257,39.3
1407,1407,1989,260,28.1
1408,1408,1989,263,34.1
1409,1409,1989,266,38.1
1410,1410,1989,269,32.0
1411,1411,1989,272,35.5
1412,1412,1989,275,36.4
1413,1413,1989,278,18.7
1414,1414,1989,281,22.1
1415,1415,1989,284,20.3
1416,1416,1989,287,25.8
1417,1417,1989,290,19.0
1418,1418,1989,293,16.4
1419,1419,1989,296,6.4
1420,1420,1989,299,11.4
1421,1421,1989,302,20.5
1422,1422,1989,305,19.7
1423,1423,1989,308,8.8
1424,1424,1989,311,9.6
1425,1425,1989,314,4.0
1426,1426,1989,317,10.8
1427,1427,1989,320,4.5
1428,1428,1989,323,4.7
1429,1429,1989,326,12.2
1430,1430,1989,329,6.0
1431,1431,1989,332,5.4
1432,1432,1989,335,7.7
1433,1433,1989,338,4.2
1434,1434,1989,341,5.0
1435,1435,1989,344,9.2
1436,1436,1989,347,7.6
1437,1437,1989,350,9.4
1438,1438,1989,353,5.0
1439,1439,1989,356,3.3
1440,1440,1989,360,5.7
1441,1441,1990,2,7.1
1442,1442,1990,5,5.0
1443,1443,1990,8,7.5
1444,1444,1990,11,7.8
1445,1445,1990,14,4.3
1446,1446,1990,17,12.5
1447,1447,1990,20,11.0
1448,1448,1990,23,9.5
1449,1449,1990,26,11.0
1450,1450,1990,29,6.4
1451,1451,1990,32,7.6
1452,1452,1990,35,8.6
1453,1453,1990,38,10.2
1454,1454,1990,41,4.9
1455,1455,1990,44,19.1
1456,1456,1990,47,10.5
1457,1457,1990,50,20.3
1458,1458,1990,53,20.0
1459,1459,1990,56,19.6
1460,1460,1990,59,29.4
1461,1461,1990,62,26.7
1462,1462,1990,65,15.7
1463,1463,1990,68,14.9
1464,1464,1990,71,34.4
1465,1465,1990,74,20.1
1466,1466,1990,77,18.8
1467,1467,1990,80,29.1
1468,1468,1990,83,37.6
1469,1469,1990,86,42.9
1470,1470,1990,89,38.9
1471,1471,1990,92,39.7
1472,1472,1990,95,51.1
1473,1473,1990,98,46.9
1474,1474,1990,101,34.3
1475,1475,1990,104,28.3
1476,1476,1990,107,36.7
1477,1477,1990,110,23.6
1478,1478,1990,113,14.5
1479,1479,1990,116,31.1
1480,1480,1990,119,47.7
1481,1481,1990,122,28.3
1482,1482,1990,125,50.4
1483,1483,1990,128,45.6
1484,1484,1990,131,48.0
1485,1485,1990,134,37.2
1486,1486,1990,137,44.9
1487,1487,1990,140,39.7
1488,1488,1990,143,43.1
1489,1489,1990,146,32.7
1490,1490,1990,149,32.4
1491,1491,1990,152,17.5
1492,1492,1990,155,28.6
1493,1493,1990,158,17.2
1494,1494,1990,161,14.0
1495,1495,1990,164,24.0
1496,1496,1990,167,28.3
1497,1497,1990,170,26.6
1498,1498,1990,173,33.7
1499,1499,1990,176,28.9
1500,1500,1990,179,19.8
1501,1501,1990,182,29.5
1502,1502,1990,185,29.7
1503,1503,1990,188,17.7
1504,1504,1990,191,32.8
1505,1505,1990,194,33.3
1506,1506,1990,197,39.2
1507,1507,1990,200,42.3
1508,1508,1990,203,41.8
1509,1509,1990,206,34.5
1510,1510,1990,209,45.3
1511,1511,1990,212,39.5
1512,1512,1990,215,37.4
1513,1513,1990,218,35.0
1514,1514,1990,221,40.0
1515,1515,1990,224,36.8
1516,1516,1990,227,32.7
1517,1517,1990,230,32.9
1518,1518,1990,233,32.7
1519,1519,1990,236,36.8
1520,1520,1990,239,36.4
1521,1521,1990,242,18.2
1522,1522,1990,245,32.7
1523,1523,1990,248,37.3
1524,1524,1990,251,35.8
1525,1525,1990,254,37.4
1526,1526,1990,257,36.0
1527,1527,1990,260,28.3
1528,1528,1990,263,34.1
1529,1529,1990,266,35.6
1530,1530,1990,269,30.8
1531,1531,1990,272,26.9
1532,1532,1990,275,22.7
1533,1533,1990,278,16.7
1534,1534,1990,281,20.8
1535,1535,1990,284,18.3
1536,1536,1990,287,16.8
1537,1537,1990,290,16.4
1538,1538,1990,293,20.5
1539,1539,1990,296,16.4
1540,1540,1990,299,13.0
1541,1541,1990,302,7.4
1542,1542,1990,305,19.9
1543,1543,1990,308,8.7
1544,1544,1990,311,8.1
1545,1545,1990,314,2.8
1546,1546,1990,317,6.8
1547,1547,1990,320,3.8
1548,1548,1990,323,6.6
1549,1549,1990,326,3.0
1550,1550,1990,329,7.3
1551,1551,1990,332,7.0
1552,1552,1990,335,5.6
1553,1553,1990,338,3.2
1554,1554,1990,341,7.4
1555,1555,1990,344,3.8
1556,1556,1990,347,4.0
1557,1557,1990,350,4.2
1558,1558,1990,353,6.3
1559,1559,1990,356,6.9
1560,1560,1990,360,4.5
1561,1561,1991,2,7.4
1562,1562,1991,5,10.4
1563,1563,1991,8,2.8
1564,1564,1991,11,3.7
1565,1565,1991,14,6.6
1566,1566,1991,17,3.6
1567,1567,1991,20,12.6
1568,1568,1991,23,11.8
1569,1569,1991,26,14.8
1570,1570,1991,29,11.7
1571,1571,1991,32,3.2
1572,1572,1991,35,3.8
1573,1573,1991,38,7.5
1574,1574,1991,41,14.7
1575,1575,1991,44,8.4
1576,1576,1991,47,13.8
1577,1577,1991,50,6.0
1578,1578,1991,53,21.9
1579,1579,1991,56,24.4
1580,1580,1991,59,23.1
1581,1581,1991,62,7.4
1582,1582,1991,65,22.6
1583,1583,1991,68,17.6
1584,1584,1991,71,19.3
1585,1585,1991,74,25.8
1586,1586,1991,77,33.5
1587,1587,1991,80,24.5
1588,1588,1991,83,31.4
1589,1589,1991,86,39.8
1590,1590,1991,89,24.2
1591,1591,1991,92,20.5
1592,1592,1991,95,27.8
1593,1593,1991,98,33.5
1594,1594,1991,101,51.3
1595,1595,1991,104,38.5
1596,1596,1991,107,51.8
1597,1597,1991,110,53.0
1598,1598,1991,113,39.3
1599,1599,1991,116,41.9
1600,1600,1991,119,37.0
1601,1601,1991,122,54.0
1602,1602,1991,125,33.5
1603,1603,1991,128,20.7
1604,1604,1991,131,53.0
1605,1605,1991,134,41.9
1606,1606,1991,137,26.3
1607,1607,1991,140,44.7
1608,1608,1991,143,43.5
1609,1609,1991,146,37.5
1610,1610,1991,149,35.8
1611,1611,1991,152,43.5
1612,1612,1991,155,33.3
1613,1613,1991,158,23.4
1614,1614,1991,161,24.0
1615,1615,1991,164,28.3
1616,1616,1991,167,22.5
1617,1617,1991,170,44.7
1618,1618,1991,173,17.1
1619,1619,1991,176,33.9
1620,1620,1991,179,39.1
1621,1621,1991,182,30.3
1622,1622,1991,185,37.4
1623,1623,1991,188,46.2
1624,1624,1991,191,42.2
1625,1625,1991,194,27.5
1626,1626,1991,197,13.7
1627,1627,1991,200,45.4
1628,1628,1991,203,34.5
1629,1629,1991,206,27.3
1630,1630,1991,209,36.5
1631,1631,1991,212,40.8
1632,1632,1991,215,38.8
1633,1633,1991,218,32.6
1634,1634,1991,221,16.0
1635,1635,1991,224,29.2
1636,1636,1991,227,41.4
1637,1637,1991,230,39.6
1638,1638,1991,233,38.5
1639,1639,1991,236,36.5
1640,1640,1991,239,12.9
1641,1641,1991,242,9.0
1642,1642,1991,245,31.5
1643,1643,1991,248,34.7
1644,1644,1991,251,27.7
1645,1645,1991,254,30.5
1646,1646,1991,257,30.0
1647,1647,1991,260,30.9
1648,1648,1991,263,32.7
1649,1649,1991,266,23.1
1650,1650,1991,269,31.9
1651,1651,1991,272,30.1
1652,1652,1991,275,31.0
1653,1653,1991,278,30.8
1654,1654,1991,281,24.9
1655,1655,1991,284,29.5
1656,1656,1991,287,28.7
1657,1657,1991,290,24.7
1658,1658,1991,293,16.5
1659,1659,1991,296,17.7
1660,1660,1991,299,19.2
1661,1661,1991,302,16.0
1662,1662,1991,305,8.1
1663,1663,1991,308,6.2
1664,1664,1991,311,9.9
1665,1665,1991,314,7.6
1666,1666,1991,317,11.5
1667,1667,1991,320,5.4
1668,1668,1991,323,7.5
1669,1669,1991,326,12.4
1670,1670,1991,329,6.0
1671,1671,1991,332,9.7
1672,1672,1991,335,5.4
1673,1673,1991,338,5.5
1674,1674,1991,341,6.4
1675,1675,1991,344,7.0
1676,1676,1991,347,8.7
1677,1677,1991,350,10.8
1678,1678,1991,353,4.7
1679,1679,1991,356,6.4
1680,1680,1991,360,5.4
1681,1681,1992,2,5.8
1682,1682,1992,5,6.2
1683,1683,1992,8,7.2
1684,1684,1992,11,6.7
1685,1685,1992,14,4.9
1686,1686,1992,17,12.6
1687,1687,1992,20,7.8
1688,1688,1992,23,2.5
1689,1689,1992,26,6.8
1690,1690,1992,29,5.8
1691,1691,1992,32,5.0
1692,1692,1992,35,12.6
1693,1693,1992,38,18.5
1694,1694,1992,41,11.8
1695,1695,1992,44,11.3
1696,1696,1992,47,13.3
1697,1697,1992,50,14.8
1698,1698,1992,53,15.0
1699,1699,1992,56,14.6
1700,1700,1992,59,24.4
1701,1701,1992,62,18.9
1702,1702,1992,65,12.9
1703,1703,1992,68,28.2
1704,1704,1992,71,30.8
1705,1705,1992,74,33.3
1706,1706,1992,77,23.1
1707,1707,1992,80,31.3
1708,1708,1992,83,38.8
1709,1709,1992,86,39.3
1710,1710,1992,89,39.5
1711,1711,1992,92,38.3
1712,1712,1992,95,38.1
1713,1713,1992,98,41.2
1714,1714,1992,101,46.5
1715,1715,1992,104,31.9
1716,1716,1992,107,16.6
1717,1717,1992,110,35.8
1718,1718,1992,113,40.5
1719,1719,1992,116,34.6
1720,1720,1992,119,22.7
1721,1721,1992,122,35.3
1722,1722,1992,125,39.6
1723,1723,1992,128,46.1
1724,1724,1992,131,27.8
1725,1725,1992,134,53.1
1726,1726,1992,137,54.7
1727,1727,1992,140,37.2
1728,1728,1992,143,39.4
1729,1729,1992,146,47.7
1730,1730,1992,149,35.1
1731,1731,1992,152,40.7
1732,1732,1992,155,43.1
1733,1733,1992,158,43.8
1734,1734,1992,161,32.6
1735,1735,1992,164,25.6
1736,1736,1992,167,41.8
1737,1737,1992,170,42.5
1738,1738,1992,173,40.4
1739,1739,1992,176,49.1
1740,1740,1992,179,43.0
1741,1741,1992,182,19.3
1742,1742,1992,185,33.8
1743,1743,1992,188,23.9
1744,1744,1992,191,45.9
1745,1745,1992,194,38.1
1746,1746,1992,197,39.5
1747,1747,1992,200,42.4
1748,1748,1992,203,24.9
1749,1749,1992,206,35.8
1750,1750,1992,209,37.9
1751,1751,1992,212,41.4
1752,1752,1992,215,41.6
1753,1753,1992,218,41.3
1754,1754,1992,221,26.8
1755,1755,1992,224,43.4
1756,1756,1992,227,42.6
1757,1757,1992,230,44.8
1758,1758,1992,233,41.6
1759,1759,1992,236,40.9
1760,1760,1992,239,40.3
1761,1761,1992,242,31.9
1762,1762,1992,245,36.2
1763,1763,1992,248,31.4
1764,1764,1992,251,27.6
1765,1765,1992,254,38.1
1766,1766,1992,257,37.3
1767,1767,1992,260,37.5
1768,1768,1992,263,28.1
1769,1769,1992,266,30.6
1770,1770,1992,269,26.4
1771,1771,1992,272,25.9
1772,1772,1992,275,29.0
1773,1773,1992,278,27.8
1774,1774,1992,281,23.1
1775,1775,1992,284,22.8
1776,1776,1992,287,16.9
1777,1777,1992,290,17.8
1778,1778,1992,293,8.5
1779,1779,1992,296,10.5
1780,1780,1992,299,20.6
1781,1781,1992,302,11.7
1782,1782,1992,305,9.7
1783,1783,1992,308,14.8
1784,1784,1992,311,6.7
1785,1785,1992,314,14.6
1786,1786,1992,317,5.8
1787,1787,1992,320,10.4
1788,1788,1992,323,8.1
1789,1789,1992,326,5.6
1790,1790,1992,329,13.1
1791,1791,1992,332,4.5
1792,1792,1992,335,6.6
1793,1793,1992,338,11.3
1794,1794,1992,341,7.5
1795,1795,1992,344,5.3
1796,1796,1992,347,5.7
1797,1797,1992,350,7.5
1798,1798,1992,353,8.3
1799,1799,1992,356,6.2
1800,1800,1992,361,5.8
1801,1801,1993,2,8.5
1802,1802,1993,5,8.0
1803,1803,1993,8,7.3
1804,1804,1993,11,10.3
1805,1805,1993,14,11.7
1806,1806,1993,17,13.0
1807,1807,1993,20,4.5
1808,1808,1993,23,9.4
1809,1809,1993,26,7.5
1810,1810,1993,29,8.1
1811,1811,1993,32,14.2
1812,1812,1993,35,11.0
1813,1813,1993,38,14.9
1814,1814,1993,41,10.6
1815,1815,1993,44,17.6
1816,1816,1993,47,22.0
1817,1817,1993,50,17.2
1818,1818,1993,53,20.8
1819,1819,1993,56,26.6
1820,1820,1993,59,14.2
1821,1821,1993,62,16.0
1822,1822,1993,65,12.9
1823,1823,1993,68,31.7
1824,1824,1993,71,29.1
1825,1825,1993,74,21.0
1826,1826,1993,77,19.6
1827,1827,1993,80,16.0
1828,1828,1993,83,36.8
1829,1829,1993,86,43.9
1830,1830,1993,89,24.6
1831,1831,1993,92,15.6
1832,1832,1993,95,41.2
1833,1833,1993,98,18.3
1834,1834,1993,101,36.6
1835,1835,1993,104,25.7
1836,1836,1993,107,23.2
1837,1837,1993,110,39.4
1838,1838,1993,113,21.4
1839,1839,1993,116,26.2
1840,1840,1993,119,24.2
1841,1841,1993,122,29.1
1842,1842,1993,125,27.8
1843,1843,1993,128,26.3
1844,1844,1993,131,29.9
1845,1845,1993,134,39.6
1846,1846,1993,137,46.7
1847,1847,1993,140,29.5
1848,1848,1993,143,40.9
1849,1849,1993,146,41.0
1850,1850,1993,149,34.6
1851,1851,1993,152,20.9
1852,1852,1993,155,24.6
1853,1853,1993,158,29.4
1854,1854,1993,161,19.6
1855,1855,1993,164,35.3
1856,1856,1993,167,32.4
1857,1857,1993,170,37.1
1858,1858,1993,173,23.0
1859,1859,1993,176,36.3
1860,1860,1993,179,29.4
1861,1861,1993,182,32.9
1862,1862,1993,185,38.1
1863,1863,1993,188,42.7
1864,1864,1993,191,39.5
1865,1865,1993,194,33.5
1866,1866,1993,197,32.0
1867,1867,1993,200,36.8
1868,1868,1993,203,24.6
1869,1869,1993,206,39.4
1870,1870,1993,209,19.0
1871,1871,1993,212,31.3
1872,1872,1993,215,39.2
1873,1873,1993,218,40.8
1874,1874,1993,221,24.3
1875,1875,1993,224,39.9
1876,1876,1993,227,22.8
1877,1877,1993,230,36.3
1878,1878,1993,233,28.5
1879,1879,1993,236,25.4
1880,1880,1993,239,31.8
1881,1881,1993,242,39.2
1882,1882,1993,245,38.9
1883,1883,1993,248,38.2
1884,1884,1993,251,39.0
1885,1885,1993,254,36.0
1886,1886,1993,257,31.0
1887,1887,1993,260,35.3
1888,1888,1993,263,28.6
1889,1889,1993,266,34.8
1890,1890,1993,269,33.6
1891,1891,1993,272,32.1
1892,1892,1993,275,32.9
1893,1893,1993,278,27.3
1894,1894,1993,281,30.3
1895,1895,1993,284,28.7
1896,1896,1993,287,13.3
1897,1897,1993,290,23.5
1898,1898,1993,293,19.2
1899,1899,1993,296,4.9
1900,1900,1993,299,24.0
1901,1901,1993,302,20.1
1902,1902,1993,305,18.5
1903,1903,1993,308,16.9
1904,1904,1993,311,16.5
1905,1905,1993,314,12.4
1906,1906,1993,317,16.5
1907,1907,1993,320,9.6
1908,1908,1993,323,7.9
1909,1909,1993,326,11.9
1910,1910,1993,329,13.4
1911,1911,1993,332,4.4
1912,1912,1993,335,3.2
1913,1913,1993,338,6.0
1914,1914,1993,341,5.2
1915,1915,1993,344,3.7
1916,1916,1993,347,3.1
1917,1917,1993,350,10.3
1918,1918,1993,353,9.7
1919,1919,1993,356,8.7
1920,1920,1993,360,6.2
1921,1921,1994,2,7.0
1922,1922,1994,5,7.5
1923,1923,1994,8,3.8
1924,1924,1994,11,3.8
1925,1925,1994,14,6.6
1926,1926,1994,17,8.5
1927,1927,1994,20,11.4
1928,1928,1994,23,3.2
1929,1929,1994,26,11.1
1930,1930,1994,29,15.7
1931,1931,1994,32,17.2
1932,1932,1994,35,18.9
1933,1933,1994,38,15.6
1934,1934,1994,41,13.7
1935,1935,1994,44,9.0
1936,1936,1994,47,11.8
1937,1937,1994,50,19.3
1938,1938,1994,53,13.1
1939,1939,1994,56,14.5
1940,1940,1994,59,8.0
1941,1941,1994,62,16.7
1942,1942,1994,65,30.0
1943,1943,1994,68,20.3
1944,1944,1994,71,23.0
1945,1945,1994,74,26.1
1946,1946,1994,77,20.7
1947,1947,1994,80,12.7
1948,1948,1994,83,43.7
1949,1949,1994,86,42.1
1950,1950,1994,89,36.0
1951,1951,1994,92,31.9
1952,1952,1994,95,32.8
1953,1953,1994,98,19.8
1954,1954,1994,101,23.3
1955,1955,1994,104,28.5
1956,1956,1994,107,37.0
1957,1957,1994,110,40.8
1958,1958,1994,113,46.1
1959,1959,1994,116,33.0
1960,1960,1994,119,34.9
1961,1961,1994,122,35.5
1962,1962,1994,125,38.0
1963,1963,1994,128,49.2
1964,1964,1994,131,29.2
1965,1965,1994,134,30.0
1966,1966,1994,137,37.0
1967,1967,1994,140,40.6
1968,1968,1994,143,39.2
1969,1969,1994,146,37.2
1970,1970,1994,149,15.9
1971,1971,1994,152,28.1
1972,1972,1994,155,27.9
1973,1973,1994,158,18.3
1974,1974,1994,161,35.6
1975,1975,1994,164,14.7
1976,1976,1994,167,35.6
1977,1977,1994,170,32.7
1978,1978,1994,173,37.3
1979,1979,1994,176,29.6
1980,1980,1994,179,39.9
1981,1981,1994,182,16.2
