threeday_yrmo,threeday_yr,year,dayofyear,varRDRS_windstress10m
1,1,1978,2,18.36
2,2,1978,5,18.36
3,3,1978,8,18.36
4,4,1978,11,18.36
5,5,1978,14,18.36
6,6,1978,17,18.36
7,7,1978,20,18.36
8,8,1978,23,18.36
9,9,1978,26,18.36
10,10,1978,29,18.36
11,11,1978,32,18.36
12,12,1978,35,18.36
13,13,1978,38,4.0
14,14,1978,41,1.2
15,15,1978,44,15.4
16,16,1978,47,22.1
17,17,1978,50,30.7
18,18,1978,53,2.6
19,19,1978,56,13.2
20,20,1978,59,23.2
21,21,1978,62,7.5
22,22,1978,65,13.9
23,23,1978,68,1.6
24,24,1978,71,51.6
25,25,1978,74,63.9
26,26,1978,77,94.4
27,27,1978,80,7.2
28,28,1978,83,44.3
29,29,1978,86,8.2
30,30,1978,89,38.6
31,31,1978,92,31.4
32,32,1978,95,13.0
33,33,1978,98,35.4
34,34,1978,101,33.1
35,35,1978,104,6.4
36,36,1978,107,12.0
37,37,1978,110,37.8
38,38,1978,113,40.1
39,39,1978,116,7.8
40,40,1978,119,3.8
41,41,1978,122,4.0
42,42,1978,125,24.7
43,43,1978,128,8.6
44,44,1978,131,4.3
45,45,1978,134,10.6
46,46,1978,137,4.4
47,47,1978,140,14.9
48,48,1978,143,8.5
49,49,1978,146,8.1
50,50,1978,149,18.1
51,51,1978,152,7.5
52,52,1978,155,9.5
53,53,1978,158,7.2
54,54,1978,161,1.8
55,55,1978,164,2.0
56,56,1978,167,9.5
57,57,1978,170,3.8
58,58,1978,173,9.2
59,59,1978,176,8.5
60,60,1978,179,5.9
61,61,1978,182,4.4
62,62,1978,185,36.4
63,63,1978,188,5.9
64,64,1978,191,3.0
65,65,1978,194,3.6
66,66,1978,197,4.9
67,67,1978,200,4.1
68,68,1978,203,7.6
69,69,1978,206,7.0
70,70,1978,209,10.1
71,71,1978,212,18.5
72,72,1978,215,5.6
73,73,1978,218,4.3
74,74,1978,221,16.0
75,75,1978,224,1.3
76,76,1978,227,5.8
77,77,1978,230,18.5
78,78,1978,233,15.7
79,79,1978,236,6.3
80,80,1978,239,8.6
81,81,1978,242,4.8
82,82,1978,245,25.6
83,83,1978,248,5.7
84,84,1978,251,18.7
85,85,1978,254,10.0
86,86,1978,257,11.8
87,87,1978,260,0.7
88,88,1978,263,33.5
89,89,1978,266,5.8
90,90,1978,269,9.7
91,91,1978,272,13.4
92,92,1978,275,5.9
93,93,1978,278,5.8
94,94,1978,281,8.2
95,95,1978,284,24.0
96,96,1978,287,17.4
97,97,1978,290,7.8
98,98,1978,293,8.1
99,99,1978,296,21.9
100,100,1978,299,18.6
101,101,1978,302,4.4
102,102,1978,305,47.3
103,103,1978,308,20.6
104,104,1978,311,53.6
105,105,1978,314,27.5
106,106,1978,317,5.1
107,107,1978,320,7.2
108,108,1978,323,41.6
109,109,1978,326,31.0
110,110,1978,329,5.9
111,111,1978,332,34.0
112,112,1978,335,33.6
113,113,1978,338,9.0
114,114,1978,341,30.0
115,115,1978,344,7.0
116,116,1978,347,83.9
117,117,1978,350,42.5
118,118,1978,353,21.4
119,119,1978,356,11.2
120,120,1978,361,57.6
121,121,1979,2,32.5
122,122,1979,5,36.3
123,123,1979,8,18.0
124,124,1979,11,60.0
125,125,1979,14,47.1
126,126,1979,17,46.5
127,127,1979,20,8.4
128,128,1979,23,4.8
129,129,1979,26,56.1
130,130,1979,29,13.1
131,131,1979,32,47.3
132,132,1979,35,34.9
133,133,1979,38,4.0
134,134,1979,41,1.2
135,135,1979,44,15.4
136,136,1979,47,22.1
137,137,1979,50,30.7
138,138,1979,53,2.6
139,139,1979,56,13.2
140,140,1979,59,23.2
141,141,1979,62,7.5
142,142,1979,65,13.9
143,143,1979,68,1.6
144,144,1979,71,51.6
145,145,1979,74,63.9
146,146,1979,77,94.4
147,147,1979,80,7.2
148,148,1979,83,44.3
149,149,1979,86,8.2
150,150,1979,89,38.6
151,151,1979,92,31.4
152,152,1979,95,13.0
153,153,1979,98,35.4
154,154,1979,101,33.1
155,155,1979,104,6.4
156,156,1979,107,12.0
157,157,1979,110,37.8
158,158,1979,113,40.1
159,159,1979,116,7.8
160,160,1979,119,3.8
161,161,1979,122,4.0
162,162,1979,125,24.7
163,163,1979,128,8.6
164,164,1979,131,4.3
165,165,1979,134,10.6
166,166,1979,137,4.4
167,167,1979,140,14.9
168,168,1979,143,8.5
169,169,1979,146,8.1
170,170,1979,149,18.1
171,171,1979,152,7.5
172,172,1979,155,9.5
173,173,1979,158,7.2
174,174,1979,161,1.8
175,175,1979,164,2.0
176,176,1979,167,9.5
177,177,1979,170,3.8
178,178,1979,173,9.2
179,179,1979,176,8.5
180,180,1979,179,5.9
181,181,1979,182,4.4
182,182,1979,185,36.4
183,183,1979,188,5.9
184,184,1979,191,3.0
185,185,1979,194,3.6
186,186,1979,197,4.9
187,187,1979,200,4.1
188,188,1979,203,7.6
189,189,1979,206,7.0
190,190,1979,209,10.1
191,191,1979,212,18.5
192,192,1979,215,5.6
193,193,1979,218,4.3
194,194,1979,221,16.0
195,195,1979,224,1.3
196,196,1979,227,5.8
197,197,1979,230,18.5
198,198,1979,233,15.7
199,199,1979,236,6.3
200,200,1979,239,8.6
201,201,1979,242,4.8
202,202,1979,245,25.6
203,203,1979,248,5.7
204,204,1979,251,18.7
205,205,1979,254,10.0
206,206,1979,257,11.8
207,207,1979,260,0.7
208,208,1979,263,33.5
209,209,1979,266,5.8
210,210,1979,269,9.7
211,211,1979,272,13.4
212,212,1979,275,5.9
213,213,1979,278,5.8
214,214,1979,281,8.2
215,215,1979,284,24.0
216,216,1979,287,17.4
217,217,1979,290,7.8
218,218,1979,293,8.1
219,219,1979,296,21.9
220,220,1979,299,18.6
221,221,1979,302,4.4
222,222,1979,305,47.3
223,223,1979,308,20.6
224,224,1979,311,53.6
225,225,1979,314,27.5
226,226,1979,317,5.1
227,227,1979,320,7.2
228,228,1979,323,41.6
229,229,1979,326,31.0
230,230,1979,329,5.9
231,231,1979,332,34.0
232,232,1979,335,33.6
233,233,1979,338,9.0
234,234,1979,341,30.0
235,235,1979,344,7.0
236,236,1979,347,83.9
237,237,1979,350,42.5
238,238,1979,353,21.4
239,239,1979,356,11.2
240,240,1979,361,57.6
241,241,1980,2,32.5
242,242,1980,5,36.3
243,243,1980,8,18.0
244,244,1980,11,60.0
245,245,1980,14,47.1
246,246,1980,17,46.5
247,247,1980,20,8.4
248,248,1980,23,4.8
249,249,1980,26,56.1
250,250,1980,29,13.1
251,251,1980,32,47.3
252,252,1980,35,34.9
253,253,1980,38,4.0
254,254,1980,41,1.2
255,255,1980,44,15.4
256,256,1980,47,22.1
257,257,1980,50,30.7
258,258,1980,53,2.6
259,259,1980,56,13.2
260,260,1980,59,23.2
261,261,1980,62,7.5
262,262,1980,65,13.9
263,263,1980,68,1.6
264,264,1980,71,51.6
265,265,1980,74,63.9
266,266,1980,77,94.4
267,267,1980,80,7.2
268,268,1980,83,44.3
269,269,1980,86,8.2
270,270,1980,89,38.6
271,271,1980,92,31.4
272,272,1980,95,13.0
273,273,1980,98,35.4
274,274,1980,101,33.1
275,275,1980,104,6.4
276,276,1980,107,12.0
277,277,1980,110,37.8
278,278,1980,113,40.1
279,279,1980,116,7.8
280,280,1980,119,3.8
281,281,1980,122,4.0
282,282,1980,125,24.7
283,283,1980,128,8.6
284,284,1980,131,4.3
285,285,1980,134,10.6
286,286,1980,137,4.4
287,287,1980,140,14.9
288,288,1980,143,8.5
289,289,1980,146,8.1
290,290,1980,149,18.1
291,291,1980,152,7.5
292,292,1980,155,9.5
293,293,1980,158,7.2
294,294,1980,161,1.8
295,295,1980,164,2.0
296,296,1980,167,9.5
297,297,1980,170,3.8
298,298,1980,173,9.2
299,299,1980,176,8.5
300,300,1980,179,5.9
301,301,1980,182,4.4
302,302,1980,185,36.4
303,303,1980,188,5.9
304,304,1980,191,3.0
305,305,1980,194,3.6
306,306,1980,197,4.9
307,307,1980,200,4.1
308,308,1980,203,7.6
309,309,1980,206,7.0
310,310,1980,209,10.1
311,311,1980,212,18.5
312,312,1980,215,5.6
313,313,1980,218,4.3
314,314,1980,221,16.0
315,315,1980,224,1.3
316,316,1980,227,5.8
317,317,1980,230,18.5
318,318,1980,233,15.7
319,319,1980,236,6.3
320,320,1980,239,8.6
321,321,1980,242,4.8
322,322,1980,245,25.6
323,323,1980,248,5.7
324,324,1980,251,18.7
325,325,1980,254,10.0
326,326,1980,257,11.8
327,327,1980,260,0.7
328,328,1980,263,33.5
329,329,1980,266,5.8
330,330,1980,269,9.7
331,331,1980,272,13.4
332,332,1980,275,5.9
333,333,1980,278,5.8
334,334,1980,281,8.2
335,335,1980,284,24.0
336,336,1980,287,17.4
337,337,1980,290,7.8
338,338,1980,293,8.1
339,339,1980,296,21.9
340,340,1980,299,18.6
341,341,1980,302,4.4
342,342,1980,305,47.3
343,343,1980,308,20.6
344,344,1980,311,53.6
345,345,1980,314,27.5
346,346,1980,317,5.1
347,347,1980,320,7.2
348,348,1980,323,41.6
349,349,1980,326,31.0
350,350,1980,329,5.9
351,351,1980,332,34.0
352,352,1980,335,33.6
353,353,1980,338,9.0
354,354,1980,341,30.0
355,355,1980,344,7.0
356,356,1980,347,83.9
357,357,1980,350,42.5
358,358,1980,353,21.4
359,359,1980,356,11.2
360,360,1980,361,57.6
361,361,1981,2,10.0
362,362,1981,5,6.7
363,363,1981,8,3.2
364,364,1981,11,4.4
365,365,1981,14,6.1
366,366,1981,17,12.5
367,367,1981,20,21.7
368,368,1981,23,25.6
369,369,1981,26,37.4
370,370,1981,29,18.4
371,371,1981,32,4.2
372,372,1981,35,2.6
373,373,1981,38,4.0
374,374,1981,41,29.5
375,375,1981,44,29.9
376,376,1981,47,64.2
377,377,1981,50,43.4
378,378,1981,53,32.3
379,379,1981,56,7.5
380,380,1981,59,9.6
381,381,1981,62,2.5
382,382,1981,65,6.2
383,383,1981,68,23.9
384,384,1981,71,6.2
385,385,1981,74,10.2
386,386,1981,77,21.9
387,387,1981,80,14.9
388,388,1981,83,37.4
389,389,1981,86,11.0
390,390,1981,89,6.8
391,391,1981,92,12.8
392,392,1981,95,24.8
393,393,1981,98,33.5
394,394,1981,101,36.8
395,395,1981,104,6.8
396,396,1981,107,15.0
397,397,1981,110,12.5
398,398,1981,113,29.6
399,399,1981,116,10.4
400,400,1981,119,42.0
401,401,1981,122,27.2
402,402,1981,125,4.6
403,403,1981,128,9.1
404,404,1981,131,11.6
405,405,1981,134,4.3
406,406,1981,137,5.5
407,407,1981,140,3.4
408,408,1981,143,6.1
409,409,1981,146,10.0
410,410,1981,149,2.3
411,411,1981,152,2.9
412,412,1981,155,26.5
413,413,1981,158,14.2
414,414,1981,161,21.1
415,415,1981,164,1.9
416,416,1981,167,13.0
417,417,1981,170,29.3
418,418,1981,173,22.6
419,419,1981,176,4.6
420,420,1981,179,17.8
421,421,1981,182,2.5
422,422,1981,185,9.0
423,423,1981,188,12.8
424,424,1981,191,7.1
425,425,1981,194,5.5
426,426,1981,197,6.6
427,427,1981,200,5.1
428,428,1981,203,1.4
429,429,1981,206,8.9
430,430,1981,209,19.0
431,431,1981,212,4.7
432,432,1981,215,2.4
433,433,1981,218,8.0
434,434,1981,221,18.4
435,435,1981,224,14.7
436,436,1981,227,2.2
437,437,1981,230,0.6
438,438,1981,233,13.4
439,439,1981,236,5.7
440,440,1981,239,6.2
441,441,1981,242,8.3
442,442,1981,245,5.4
443,443,1981,248,1.7
444,444,1981,251,3.3
445,445,1981,254,5.8
446,446,1981,257,19.3
447,447,1981,260,4.9
448,448,1981,263,7.7
449,449,1981,266,22.2
450,450,1981,269,14.6
451,451,1981,272,27.7
452,452,1981,275,54.3
453,453,1981,278,46.5
454,454,1981,281,66.0
455,455,1981,284,15.7
456,456,1981,287,3.7
457,457,1981,290,2.1
458,458,1981,293,25.0
459,459,1981,296,12.3
460,460,1981,299,10.3
461,461,1981,302,33.2
462,462,1981,305,107.6
463,463,1981,308,13.8
464,464,1981,311,3.1
465,465,1981,314,16.3
466,466,1981,317,51.3
467,467,1981,320,22.5
468,468,1981,323,63.6
469,469,1981,326,67.4
470,470,1981,329,14.7
471,471,1981,332,24.7
472,472,1981,335,32.6
473,473,1981,338,47.7
474,474,1981,341,5.0
475,475,1981,344,22.3
476,476,1981,347,18.8
477,477,1981,350,9.4
478,478,1981,353,38.2
479,479,1981,356,38.4
480,480,1981,360,37.5
481,481,1982,2,16.1
482,482,1982,5,21.3
483,483,1982,8,61.4
484,484,1982,11,3.4
485,485,1982,14,19.4
486,486,1982,17,57.7
487,487,1982,20,14.7
488,488,1982,23,15.5
489,489,1982,26,70.3
490,490,1982,29,12.6
491,491,1982,32,20.4
492,492,1982,35,13.8
493,493,1982,38,10.5
494,494,1982,41,47.7
495,495,1982,44,65.6
496,496,1982,47,35.0
497,497,1982,50,47.0
498,498,1982,53,42.6
499,499,1982,56,110.8
500,500,1982,59,28.3
501,501,1982,62,42.9
502,502,1982,65,2.0
503,503,1982,68,4.7
504,504,1982,71,22.5
505,505,1982,74,2.9
506,506,1982,77,21.7
507,507,1982,80,2.1
508,508,1982,83,4.3
509,509,1982,86,17.4
510,510,1982,89,17.7
511,511,1982,92,18.2
512,512,1982,95,9.2
513,513,1982,98,9.3
514,514,1982,101,3.6
515,515,1982,104,59.9
516,516,1982,107,30.9
517,517,1982,110,6.2
518,518,1982,113,17.2
519,519,1982,116,9.3
520,520,1982,119,15.6
521,521,1982,122,17.3
522,522,1982,125,4.8
523,523,1982,128,23.1
524,524,1982,131,2.5
525,525,1982,134,3.2
526,526,1982,137,5.0
527,527,1982,140,2.3
528,528,1982,143,4.1
529,529,1982,146,60.2
530,530,1982,149,9.7
531,531,1982,152,5.2
532,532,1982,155,3.2
533,533,1982,158,1.9
534,534,1982,161,3.2
535,535,1982,164,7.5
536,536,1982,167,2.2
537,537,1982,170,8.6
538,538,1982,173,5.2
539,539,1982,176,5.5
540,540,1982,179,3.3
541,541,1982,182,5.8
542,542,1982,185,7.1
543,543,1982,188,5.2
544,544,1982,191,0.6
545,545,1982,194,3.2
546,546,1982,197,6.1
547,547,1982,200,4.8
548,548,1982,203,2.8
549,549,1982,206,8.0
550,550,1982,209,4.1
551,551,1982,212,16.5
552,552,1982,215,9.5
553,553,1982,218,7.0
554,554,1982,221,5.7
555,555,1982,224,5.1
556,556,1982,227,1.6
557,557,1982,230,8.4
558,558,1982,233,11.8
559,559,1982,236,23.7
560,560,1982,239,6.2
561,561,1982,242,1.5
562,562,1982,245,5.5
563,563,1982,248,16.6
564,564,1982,251,16.0
565,565,1982,254,13.3
566,566,1982,257,10.3
567,567,1982,260,3.4
568,568,1982,263,7.5
569,569,1982,266,5.0
570,570,1982,269,12.2
571,571,1982,272,41.1
572,572,1982,275,7.9
573,573,1982,278,19.0
574,574,1982,281,12.3
575,575,1982,284,9.7
576,576,1982,287,5.1
577,577,1982,290,19.9
578,578,1982,293,10.9
579,579,1982,296,90.3
580,580,1982,299,73.2
581,581,1982,302,42.3
582,582,1982,305,42.2
583,583,1982,308,38.2
584,584,1982,311,57.8
585,585,1982,314,19.6
586,586,1982,317,3.2
587,587,1982,320,85.2
588,588,1982,323,7.2
589,589,1982,326,15.8
590,590,1982,329,4.8
591,591,1982,332,46.4
592,592,1982,335,23.3
593,593,1982,338,51.5
594,594,1982,341,15.7
595,595,1982,344,16.7
596,596,1982,347,26.3
597,597,1982,350,84.5
598,598,1982,353,72.1
599,599,1982,356,51.3
600,600,1982,360,96.2
601,601,1983,2,30.5
602,602,1983,5,42.3
603,603,1983,8,56.6
604,604,1983,11,50.2
605,605,1983,14,5.8
606,606,1983,17,17.7
607,607,1983,20,21.5
608,608,1983,23,8.2
609,609,1983,26,55.8
610,610,1983,29,8.8
611,611,1983,32,8.7
612,612,1983,35,4.8
613,613,1983,38,32.7
614,614,1983,41,61.2
615,615,1983,44,61.2
616,616,1983,47,33.2
617,617,1983,50,24.4
618,618,1983,53,21.8
619,619,1983,56,17.8
620,620,1983,59,20.1
621,621,1983,62,28.6
622,622,1983,65,5.2
623,623,1983,68,71.2
624,624,1983,71,20.7
625,625,1983,74,69.7
626,626,1983,77,11.9
627,627,1983,80,7.0
628,628,1983,83,11.3
629,629,1983,86,38.1
630,630,1983,89,83.9
631,631,1983,92,52.1
632,632,1983,95,8.1
633,633,1983,98,23.4
634,634,1983,101,6.5
635,635,1983,104,6.9
636,636,1983,107,5.3
637,637,1983,110,4.2
638,638,1983,113,14.8
639,639,1983,116,16.6
640,640,1983,119,4.8
641,641,1983,122,8.4
642,642,1983,125,4.6
643,643,1983,128,38.0
644,644,1983,131,1.6
645,645,1983,134,5.2
646,646,1983,137,7.2
647,647,1983,140,4.4
648,648,1983,143,10.6
649,649,1983,146,4.7
650,650,1983,149,7.1
651,651,1983,152,7.8
652,652,1983,155,3.6
653,653,1983,158,9.6
654,654,1983,161,34.8
655,655,1983,164,7.7
656,656,1983,167,7.7
657,657,1983,170,9.5
658,658,1983,173,2.7
659,659,1983,176,16.9
660,660,1983,179,3.7
661,661,1983,182,18.7
662,662,1983,185,9.7
663,663,1983,188,2.6
664,664,1983,191,6.7
665,665,1983,194,23.7
666,666,1983,197,2.8
667,667,1983,200,0.7
668,668,1983,203,11.5
669,669,1983,206,3.4
670,670,1983,209,20.3
671,671,1983,212,5.1
672,672,1983,215,11.8
673,673,1983,218,1.5
674,674,1983,221,2.6
675,675,1983,224,9.9
676,676,1983,227,13.3
677,677,1983,230,14.5
678,678,1983,233,22.3
679,679,1983,236,5.6
680,680,1983,239,1.2
681,681,1983,242,11.1
682,682,1983,245,4.3
683,683,1983,248,11.8
684,684,1983,251,3.3
685,685,1983,254,30.8
686,686,1983,257,11.4
687,687,1983,260,17.0
688,688,1983,263,9.2
689,689,1983,266,1.1
690,690,1983,269,7.0
691,691,1983,272,21.0
692,692,1983,275,1.5
693,693,1983,278,3.4
694,694,1983,281,2.2
695,695,1983,284,2.5
696,696,1983,287,2.2
697,697,1983,290,2.1
698,698,1983,293,22.7
699,699,1983,296,19.1
700,700,1983,299,8.2
701,701,1983,302,10.5
702,702,1983,305,7.1
703,703,1983,308,41.2
704,704,1983,311,64.2
705,705,1983,314,46.2
706,706,1983,317,71.5
707,707,1983,320,125.6
708,708,1983,323,20.1
709,709,1983,326,13.1
710,710,1983,329,7.7
711,711,1983,332,7.5
712,712,1983,335,18.9
713,713,1983,338,3.8
714,714,1983,341,7.5
715,715,1983,344,2.9
716,716,1983,347,55.7
717,717,1983,350,6.2
718,718,1983,353,6.2
719,719,1983,356,52.2
720,720,1983,360,96.6
721,721,1984,2,30.2
722,722,1984,5,34.8
723,723,1984,8,23.3
724,724,1984,11,11.8
725,725,1984,14,32.1
726,726,1984,17,10.7
727,727,1984,20,7.0
728,728,1984,23,27.8
729,729,1984,26,19.6
730,730,1984,29,26.7
731,731,1984,32,2.8
732,732,1984,35,10.9
733,733,1984,38,12.6
734,734,1984,41,61.1
735,735,1984,44,37.5
736,736,1984,47,46.8
737,737,1984,50,39.6
738,738,1984,53,10.0
739,739,1984,56,39.8
740,740,1984,59,43.1
741,741,1984,62,38.8
742,742,1984,65,5.9
743,743,1984,68,3.0
744,744,1984,71,5.6
745,745,1984,74,3.3
746,746,1984,77,51.4
747,747,1984,80,8.1
748,748,1984,83,27.2
749,749,1984,86,34.3
750,750,1984,89,13.1
751,751,1984,92,17.4
752,752,1984,95,21.8
753,753,1984,98,70.1
754,754,1984,101,59.3
755,755,1984,104,70.4
756,756,1984,107,12.1
757,757,1984,110,27.3
758,758,1984,113,44.4
759,759,1984,116,48.9
760,760,1984,119,21.8
761,761,1984,122,38.1
762,762,1984,125,3.8
763,763,1984,128,2.9
764,764,1984,131,19.9
765,765,1984,134,16.0
766,766,1984,137,6.2
767,767,1984,140,30.8
768,768,1984,143,42.7
769,769,1984,146,6.1
770,770,1984,149,3.8
771,771,1984,152,15.6
772,772,1984,155,7.0
773,773,1984,158,3.1
774,774,1984,161,6.0
775,775,1984,164,2.2
776,776,1984,167,3.3
777,777,1984,170,3.5
778,778,1984,173,8.1
779,779,1984,176,1.6
780,780,1984,179,11.0
781,781,1984,182,10.1
782,782,1984,185,0.6
783,783,1984,188,7.0
784,784,1984,191,2.7
785,785,1984,194,4.0
786,786,1984,197,8.3
787,787,1984,200,30.9
788,788,1984,203,7.1
789,789,1984,206,9.8
790,790,1984,209,21.5
791,791,1984,212,0.9
792,792,1984,215,4.5
793,793,1984,218,2.3
794,794,1984,221,10.6
795,795,1984,224,14.2
796,796,1984,227,10.9
797,797,1984,230,5.5
798,798,1984,233,5.6
799,799,1984,236,1.9
800,800,1984,239,2.7
801,801,1984,242,1.5
802,802,1984,245,3.7
803,803,1984,248,5.7
804,804,1984,251,11.9
805,805,1984,254,2.0
806,806,1984,257,8.4
807,807,1984,260,8.1
808,808,1984,263,32.8
809,809,1984,266,19.8
810,810,1984,269,3.6
811,811,1984,272,7.7
812,812,1984,275,1.3
813,813,1984,278,34.5
814,814,1984,281,64.9
815,815,1984,284,58.4
816,816,1984,287,62.7
817,817,1984,290,6.5
818,818,1984,293,9.8
819,819,1984,296,2.0
820,820,1984,299,9.8
821,821,1984,302,11.4
822,822,1984,305,17.5
823,823,1984,308,76.2
824,824,1984,311,11.0
825,825,1984,314,19.0
826,826,1984,317,8.8
827,827,1984,320,12.0
828,828,1984,323,49.4
829,829,1984,326,2.2
830,830,1984,329,42.7
831,831,1984,332,69.5
832,832,1984,335,8.2
833,833,1984,338,8.1
834,834,1984,341,14.8
835,835,1984,344,20.2
836,836,1984,347,13.3
837,837,1984,350,62.7
838,838,1984,353,21.9
839,839,1984,356,18.3
840,840,1984,361,25.2
841,841,1985,2,7.5
842,842,1985,5,23.1
843,843,1985,8,4.6
844,844,1985,11,5.5
845,845,1985,14,14.9
846,846,1985,17,3.2
847,847,1985,20,6.5
848,848,1985,23,3.5
849,849,1985,26,7.5
850,850,1985,29,4.2
851,851,1985,32,4.8
852,852,1985,35,8.9
853,853,1985,38,37.3
854,854,1985,41,27.7
855,855,1985,44,32.2
856,856,1985,47,23.3
857,857,1985,50,23.5
858,858,1985,53,13.2
859,859,1985,56,18.1
860,860,1985,59,1.0
861,861,1985,62,46.9
862,862,1985,65,64.0
863,863,1985,68,12.8
864,864,1985,71,23.3
865,865,1985,74,2.8
866,866,1985,77,3.4
867,867,1985,80,18.4
868,868,1985,83,46.7
869,869,1985,86,47.9
870,870,1985,89,48.7
871,871,1985,92,33.7
872,872,1985,95,2.6
873,873,1985,98,7.1
874,874,1985,101,12.7
875,875,1985,104,16.6
876,876,1985,107,8.2
877,877,1985,110,10.8
878,878,1985,113,17.7
879,879,1985,116,55.5
880,880,1985,119,5.6
881,881,1985,122,4.8
882,882,1985,125,10.1
883,883,1985,128,2.7
884,884,1985,131,29.6
885,885,1985,134,22.8
886,886,1985,137,16.7
887,887,1985,140,1.2
888,888,1985,143,1.5
889,889,1985,146,6.2
890,890,1985,149,2.3
891,891,1985,152,7.2
892,892,1985,155,5.8
893,893,1985,158,7.2
894,894,1985,161,14.2
895,895,1985,164,2.0
896,896,1985,167,31.5
897,897,1985,170,25.5
898,898,1985,173,8.9
899,899,1985,176,11.3
900,900,1985,179,2.4
901,901,1985,182,11.5
902,902,1985,185,3.1
903,903,1985,188,4.8
904,904,1985,191,6.3
905,905,1985,194,15.7
906,906,1985,197,10.5
907,907,1985,200,5.5
908,908,1985,203,1.9
909,909,1985,206,2.7
910,910,1985,209,16.0
911,911,1985,212,14.1
912,912,1985,215,9.4
913,913,1985,218,6.8
914,914,1985,221,4.9
915,915,1985,224,23.8
916,916,1985,227,10.3
917,917,1985,230,2.0
918,918,1985,233,3.1
919,919,1985,236,6.4
920,920,1985,239,9.8
921,921,1985,242,5.5
922,922,1985,245,8.0
923,923,1985,248,5.3
924,924,1985,251,8.8
925,925,1985,254,2.9
926,926,1985,257,10.0
927,927,1985,260,14.3
928,928,1985,263,1.0
929,929,1985,266,6.1
930,930,1985,269,22.2
931,931,1985,272,8.4
932,932,1985,275,1.7
933,933,1985,278,9.4
934,934,1985,281,40.2
935,935,1985,284,31.6
936,936,1985,287,28.2
937,937,1985,290,36.3
938,938,1985,293,48.0
939,939,1985,296,50.9
940,940,1985,299,51.7
941,941,1985,302,17.7
942,942,1985,305,38.4
943,943,1985,308,3.0
944,944,1985,311,3.7
945,945,1985,314,56.1
946,946,1985,317,4.6
947,947,1985,320,36.6
948,948,1985,323,16.9
949,949,1985,326,55.0
950,950,1985,329,16.0
951,951,1985,332,21.6
952,952,1985,335,21.6
953,953,1985,338,55.7
954,954,1985,341,25.2
955,955,1985,344,7.5
956,956,1985,347,3.1
957,957,1985,350,6.4
958,958,1985,353,6.1
959,959,1985,356,13.2
960,960,1985,360,10.1
961,961,1986,2,24.6
962,962,1986,5,20.8
963,963,1986,8,48.7
964,964,1986,11,55.1
965,965,1986,14,25.5
966,966,1986,17,41.1
967,967,1986,20,22.0
968,968,1986,23,61.2
969,969,1986,26,8.0
970,970,1986,29,12.4
971,971,1986,32,34.0
972,972,1986,35,8.1
973,973,1986,38,6.9
974,974,1986,41,2.7
975,975,1986,44,40.9
976,976,1986,47,13.1
977,977,1986,50,11.8
978,978,1986,53,14.2
979,979,1986,56,42.7
980,980,1986,59,7.9
981,981,1986,62,4.4
982,982,1986,65,4.9
983,983,1986,68,23.4
984,984,1986,71,37.6
985,985,1986,74,22.8
986,986,1986,77,13.7
987,987,1986,80,16.5
988,988,1986,83,13.9
989,989,1986,86,86.3
990,990,1986,89,12.5
991,991,1986,92,13.4
992,992,1986,95,5.0
993,993,1986,98,6.8
994,994,1986,101,24.4
995,995,1986,104,8.4
996,996,1986,107,12.0
997,997,1986,110,41.8
998,998,1986,113,38.4
999,999,1986,116,53.6
1000,1000,1986,119,12.3
1001,1001,1986,122,13.1
1002,1002,1986,125,3.2
1003,1003,1986,128,6.7
1004,1004,1986,131,21.6
1005,1005,1986,134,12.9
1006,1006,1986,137,10.8
1007,1007,1986,140,20.7
1008,1008,1986,143,4.8
1009,1009,1986,146,15.1
1010,1010,1986,149,6.7
1011,1011,1986,152,46.8
1012,1012,1986,155,12.1
1013,1013,1986,158,2.6
1014,1014,1986,161,2.3
1015,1015,1986,164,11.0
1016,1016,1986,167,33.8
1017,1017,1986,170,14.1
1018,1018,1986,173,6.1
1019,1019,1986,176,30.8
1020,1020,1986,179,2.9
1021,1021,1986,182,6.5
1022,1022,1986,185,17.7
1023,1023,1986,188,0.8
1024,1024,1986,191,24.3
1025,1025,1986,194,2.7
1026,1026,1986,197,5.3
1027,1027,1986,200,4.8
1028,1028,1986,203,10.6
1029,1029,1986,206,6.2
1030,1030,1986,209,3.6
1031,1031,1986,212,2.1
1032,1032,1986,215,16.4
1033,1033,1986,218,16.5
1034,1034,1986,221,12.3
1035,1035,1986,224,3.7
1036,1036,1986,227,47.3
1037,1037,1986,230,5.2
1038,1038,1986,233,13.6
1039,1039,1986,236,1.6
1040,1040,1986,239,8.2
1041,1041,1986,242,6.7
1042,1042,1986,245,2.9
1043,1043,1986,248,12.8
1044,1044,1986,251,2.1
1045,1045,1986,254,8.0
1046,1046,1986,257,4.1
1047,1047,1986,260,1.6
1048,1048,1986,263,1.0
1049,1049,1986,266,34.1
1050,1050,1986,269,3.0
1051,1051,1986,272,5.5
1052,1052,1986,275,4.1
1053,1053,1986,278,2.4
1054,1054,1986,281,7.6
1055,1055,1986,284,14.0
1056,1056,1986,287,0.9
1057,1057,1986,290,1.1
1058,1058,1986,293,5.0
1059,1059,1986,296,2.1
1060,1060,1986,299,29.3
1061,1061,1986,302,13.6
1062,1062,1986,305,2.6
1063,1063,1986,308,3.0
1064,1064,1986,311,24.7
