threeday_yrmo,threeday_yr,year,dayofyear,varRDRS_windstress10m
4702,4702,2017,65,4.4
4703,4703,2017,68,7.4
4704,4704,2017,71,25.5
4705,4705,2017,74,16.1
4706,4706,2017,77,36.3
4707,4707,2017,80,22.6
4708,4708,2017,83,58.7
4709,4709,2017,86,33.8
4710,4710,2017,89,48.6
4711,4711,2017,92,16.2
4712,4712,2017,95,54.4
4713,4713,2017,98,62.4
4714,4714,2017,101,30.8
4715,4715,2017,104,24.2
4716,4716,2017,107,4.6
4717,4717,2017,110,36.4
4718,4718,2017,113,19.3
4719,4719,2017,116,14.4
4720,4720,2017,119,16.1
4721,4721,2017,122,9.7
4722,4722,2017,125,4.2
4723,4723,2017,128,8.4
4724,4724,2017,131,4.0
4725,4725,2017,134,4.3
4726,4726,2017,137,7.0
4727,4727,2017,140,3.2
4728,4728,2017,143,8.5
4729,4729,2017,146,11.3
4730,4730,2017,149,1.0
4731,4731,2017,152,13.6
4732,4732,2017,155,2.2
4733,4733,2017,158,3.5
4734,4734,2017,161,6.5
4735,4735,2017,164,10.6
4736,4736,2017,167,48.6
4737,4737,2017,170,9.4
4738,4738,2017,173,27.3
4739,4739,2017,176,8.7
4740,4740,2017,179,16.3
4741,4741,2017,182,4.4
4742,4742,2017,185,16.9
4743,4743,2017,188,8.0
4744,4744,2017,191,19.3
4745,4745,2017,194,5.2
4746,4746,2017,197,6.9
4747,4747,2017,200,6.7
4748,4748,2017,203,7.9
4749,4749,2017,206,33.5
4750,4750,2017,209,3.6
4751,4751,2017,212,7.2
4752,4752,2017,215,22.9
4753,4753,2017,218,1.5
4754,4754,2017,221,3.4
4755,4755,2017,224,12.2
4756,4756,2017,227,6.4
4757,4757,2017,230,6.8
4758,4758,2017,233,1.7
4759,4759,2017,236,11.8
4760,4760,2017,239,7.5
4761,4761,2017,242,25.5
4762,4762,2017,245,2.4
4763,4763,2017,248,10.8
4764,4764,2017,251,2.9
4765,4765,2017,254,7.2
4766,4766,2017,257,33.2
4767,4767,2017,260,16.8
4768,4768,2017,263,5.9
4769,4769,2017,266,1.9
4770,4770,2017,269,9.2
4771,4771,2017,272,9.8
4772,4772,2017,275,13.4
4773,4773,2017,278,7.2
4774,4774,2017,281,13.7
4775,4775,2017,284,7.3
4776,4776,2017,287,20.3
4777,4777,2017,290,16.2
4778,4778,2017,293,33.8
4779,4779,2017,296,19.7
4780,4780,2017,299,14.8
4781,4781,2017,302,5.0
4782,4782,2017,305,8.2
4783,4783,2017,308,37.7
4784,4784,2017,311,16.2
4785,4785,2017,314,5.5
4786,4786,2017,317,58.2
4787,4787,2017,320,79.4
4788,4788,2017,323,105.7
4789,4789,2017,326,23.2
4790,4790,2017,329,56.5
4791,4791,2017,332,55.3
4792,4792,2017,335,58.9
4793,4793,2017,338,15.5
4794,4794,2017,341,15.2
4795,4795,2017,344,2.2
4796,4796,2017,347,10.8
4797,4797,2017,350,4.6
4798,4798,2017,353,11.4
4799,4799,2017,356,5.1
4800,4800,2017,360,20.7
4801,4801,2018,2,8.5
4802,4802,2018,5,8.4
4803,4803,2018,8,32.4
4804,4804,2018,11,10.2
4805,4805,2018,14,11.9
4806,4806,2018,17,54.5
4807,4807,2018,20,76.9
4808,4808,2018,23,59.6
4809,4809,2018,26,21.6
4810,4810,2018,29,50.1
4811,4811,2018,32,15.1
4812,4812,2018,35,6.1
4813,4813,2018,38,8.7
4814,4814,2018,41,16.4
4815,4815,2018,44,16.1
4816,4816,2018,47,4.8
4817,4817,2018,50,49.3
4818,4818,2018,53,15.5
4819,4819,2018,56,14.0
4820,4820,2018,59,19.6
4821,4821,2018,62,6.8
4822,4822,2018,65,1.5
4823,4823,2018,68,12.4
4824,4824,2018,71,3.1
4825,4825,2018,74,8.5
4826,4826,2018,77,1.8
4827,4827,2018,80,3.8
4828,4828,2018,83,43.9
4829,4829,2018,86,32.2
4830,4830,2018,89,4.7
4831,4831,2018,92,27.9
4832,4832,2018,95,17.1
4833,4833,2018,98,37.3
4834,4834,2018,101,53.3
4835,4835,2018,104,49.9
4836,4836,2018,107,14.9
4837,4837,2018,110,3.7
4838,4838,2018,113,7.2
4839,4839,2018,116,22.8
4840,4840,2018,119,13.0
4841,4841,2018,122,7.3
4842,4842,2018,125,8.6
4843,4843,2018,128,2.0
4844,4844,2018,131,15.7
4845,4845,2018,134,16.9
4846,4846,2018,137,8.9
4847,4847,2018,140,4.4
4848,4848,2018,143,1.6
4849,4849,2018,146,6.2
4850,4850,2018,149,28.0
4851,4851,2018,152,17.7
4852,4852,2018,155,5.0
4853,4853,2018,158,22.3
4854,4854,2018,161,7.4
4855,4855,2018,164,4.0
4856,4856,2018,167,22.5
4857,4857,2018,170,12.0
4858,4858,2018,173,10.7
4859,4859,2018,176,8.5
4860,4860,2018,179,8.6
4861,4861,2018,182,5.1
4862,4862,2018,185,5.3
4863,4863,2018,188,15.3
4864,4864,2018,191,2.7
4865,4865,2018,194,37.5
4866,4866,2018,197,16.3
4867,4867,2018,200,9.1
4868,4868,2018,203,13.3
4869,4869,2018,206,4.0
4870,4870,2018,209,4.8
4871,4871,2018,212,7.0
4872,4872,2018,215,10.7
4873,4873,2018,218,0.7
4874,4874,2018,221,2.7
4875,4875,2018,224,28.9
4876,4876,2018,227,8.1
4877,4877,2018,230,7.9
4878,4878,2018,233,8.2
4879,4879,2018,236,11.6
4880,4880,2018,239,4.4
4881,4881,2018,242,2.2
4882,4882,2018,245,4.8
4883,4883,2018,248,9.2
4884,4884,2018,251,19.9
4885,4885,2018,254,20.2
4886,4886,2018,257,5.7
4887,4887,2018,260,10.7
4888,4888,2018,263,2.1
4889,4889,2018,266,12.3
4890,4890,2018,269,10.6
4891,4891,2018,272,14.8
4892,4892,2018,275,17.4
4893,4893,2018,278,9.2
4894,4894,2018,281,2.9
4895,4895,2018,284,2.7
4896,4896,2018,287,16.2
4897,4897,2018,290,6.9
4898,4898,2018,293,9.9
4899,4899,2018,296,2.7
4900,4900,2018,299,39.7
4901,4901,2018,302,34.6
4902,4902,2018,305,20.1
4903,4903,2018,308,7.7
4904,4904,2018,311,9.6
4905,4905,2018,314,1.9
4906,4906,2018,317,14.8
4907,4907,2018,320,6.4
4908,4908,2018,323,5.8
4909,4909,2018,326,30.3
4910,4910,2018,329,16.2
4911,4911,2018,332,44.9
4912,4912,2018,335,11.0
4913,4913,2018,338,10.8
4914,4914,2018,341,5.0
4915,4915,2018,344,32.4
4916,4916,2018,347,69.8
4917,4917,2018,350,94.1
4918,4918,2018,353,61.1
4919,4919,2018,356,39.1
4920,4920,2018,360,45.7
