threeday_yrmo,threeday_yr,year,dayofyear,stdfilter_varmixing_m
809,809,1984.0,266.0,0.8
810,810,1984.0,269.0,0.9
811,811,1984.0,272.0,0.9
812,812,1984.0,275.0,1.0
813,813,1984.0,278.0,1.0
814,814,1984.0,281.0,1.0
815,815,1984.0,284.0,1.0
816,816,1984.0,287.0,1.0
817,817,1984.0,290.0,1.0
818,818,1984.0,293.0,1.0
819,819,1984.0,296.0,1.0
820,820,1984.0,299.0,1.0
821,821,1984.0,302.0,1.1
822,822,1984.0,305.0,1.1
823,823,1984.0,308.0,1.1
824,824,1984.0,311.0,1.1
825,825,1984.0,314.0,1.1
826,826,1984.0,317.0,1.1
827,827,1984.0,320.0,1.1
828,828,1984.0,323.0,1.1
829,829,1984.0,326.0,1.1
830,830,1984.0,329.0,1.1
831,831,1984.0,332.0,1.1
832,832,1984.0,335.0,1.1
833,833,1984.0,338.0,1.1
834,834,1984.0,341.0,1.1
835,835,1984.0,344.0,1.1
836,836,1984.0,347.0,1.1
837,837,1984.0,350.0,1.2
838,838,1984.0,353.0,1.2
839,839,1984.0,356.0,1.1
840,840,1984.0,361.0,1.1
841,841,1985.0,2.0,1.1
842,842,1985.0,5.0,1.1
843,843,1985.0,8.0,1.1
844,844,1985.0,11.0,1.2
845,845,1985.0,14.0,1.2
846,846,1985.0,17.0,1.2
847,847,1985.0,20.0,1.2
848,848,1985.0,23.0,1.1
849,849,1985.0,26.0,1.0
850,850,1985.0,29.0,1.0
851,851,1985.0,32.0,1.0
852,852,1985.0,35.0,1.0
853,853,1985.0,38.0,1.1
854,854,1985.0,41.0,1.2
855,855,1985.0,44.0,1.2
856,856,1985.0,47.0,1.2
857,857,1985.0,50.0,1.1
858,858,1985.0,53.0,1.1
859,859,1985.0,56.0,1.0
860,860,1985.0,59.0,1.0
861,861,1985.0,62.0,1.0
862,862,1985.0,65.0,1.1
863,863,1985.0,68.0,1.2
864,864,1985.0,71.0,1.2
865,865,1985.0,74.0,1.2
866,866,1985.0,77.0,1.2
867,867,1985.0,80.0,1.2
868,868,1985.0,83.0,1.2
869,869,1985.0,86.0,1.2
870,870,1985.0,89.0,1.2
871,871,1985.0,92.0,1.2
872,872,1985.0,95.0,1.2
873,873,1985.0,98.0,1.2
874,874,1985.0,101.0,1.1
875,875,1985.0,104.0,1.1
876,876,1985.0,107.0,1.1
877,877,1985.0,110.0,1.1
878,878,1985.0,113.0,1.1
879,879,1985.0,116.0,1.1
880,880,1985.0,119.0,1.2
881,881,1985.0,122.0,1.2
882,882,1985.0,125.0,1.2
883,883,1985.0,128.0,1.1
884,884,1985.0,131.0,1.0
885,885,1985.0,134.0,0.9
886,886,1985.0,137.0,0.9
887,887,1985.0,140.0,0.9
888,888,1985.0,143.0,0.9
889,889,1985.0,146.0,1.0
890,890,1985.0,149.0,1.0
891,891,1985.0,152.0,1.0
892,892,1985.0,155.0,1.0
893,893,1985.0,158.0,0.9
894,894,1985.0,161.0,0.9
895,895,1985.0,164.0,0.8
896,896,1985.0,167.0,0.7
897,897,1985.0,170.0,0.7
898,898,1985.0,173.0,0.7
899,899,1985.0,176.0,0.8
900,900,1985.0,179.0,0.9
901,901,1985.0,182.0,1.0
902,902,1985.0,185.0,0.9
903,903,1985.0,188.0,0.9
904,904,1985.0,191.0,0.8
905,905,1985.0,194.0,0.8
906,906,1985.0,197.0,0.8
907,907,1985.0,200.0,0.8
908,908,1985.0,203.0,0.8
909,909,1985.0,206.0,0.9
910,910,1985.0,209.0,0.9
911,911,1985.0,212.0,0.9
912,912,1985.0,215.0,0.9
913,913,1985.0,218.0,0.9
914,914,1985.0,221.0,0.8
915,915,1985.0,224.0,0.8
916,916,1985.0,227.0,0.8
917,917,1985.0,230.0,0.8
918,918,1985.0,233.0,0.9
919,919,1985.0,236.0,0.9
920,920,1985.0,239.0,0.9
921,921,1985.0,242.0,0.9
922,922,1985.0,245.0,0.9
923,923,1985.0,248.0,0.8
924,924,1985.0,251.0,0.8
925,925,1985.0,254.0,0.8
926,926,1985.0,257.0,0.9
927,927,1985.0,260.0,1.0
928,928,1985.0,263.0,1.0
929,929,1985.0,266.0,1.0
930,930,1985.0,269.0,0.9
931,931,1985.0,272.0,0.9
932,932,1985.0,275.0,0.8
933,933,1985.0,278.0,0.8
934,934,1985.0,281.0,0.9
935,935,1985.0,284.0,0.9
936,936,1985.0,287.0,1.0
937,937,1985.0,290.0,1.1
938,938,1985.0,293.0,1.2
939,939,1985.0,296.0,1.2
940,940,1985.0,299.0,1.2
941,941,1985.0,302.0,1.2
942,942,1985.0,305.0,1.1
943,943,1985.0,308.0,1.1
944,944,1985.0,311.0,1.1
945,945,1985.0,314.0,1.1
946,946,1985.0,317.0,1.1
947,947,1985.0,320.0,1.1
948,948,1985.0,323.0,1.2
949,949,1985.0,326.0,1.2
950,950,1985.0,329.0,1.2
951,951,1985.0,332.0,1.2
952,952,1985.0,335.0,1.1
953,953,1985.0,338.0,1.1
954,954,1985.0,341.0,1.1
955,955,1985.0,344.0,1.1
956,956,1985.0,347.0,1.1
957,957,1985.0,350.0,1.1
958,958,1985.0,353.0,1.1
959,959,1985.0,356.0,1.1
960,960,1985.0,360.0,1.1
961,961,1986.0,2.0,1.1
962,962,1986.0,5.0,1.2
963,963,1986.0,8.0,1.2
964,964,1986.0,11.0,1.2
965,965,1986.0,14.0,1.2
966,966,1986.0,17.0,1.2
967,967,1986.0,20.0,1.2
968,968,1986.0,23.0,1.2
969,969,1986.0,26.0,1.2
970,970,1986.0,29.0,1.2
971,971,1986.0,32.0,1.2
972,972,1986.0,35.0,1.2
973,973,1986.0,38.0,1.2
974,974,1986.0,41.0,1.2
975,975,1986.0,44.0,1.1
976,976,1986.0,47.0,1.1
977,977,1986.0,50.0,1.1
978,978,1986.0,53.0,1.1
979,979,1986.0,56.0,1.1
980,980,1986.0,59.0,1.2
981,981,1986.0,62.0,1.2
982,982,1986.0,65.0,1.2
983,983,1986.0,68.0,1.2
984,984,1986.0,71.0,1.2
985,985,1986.0,74.0,1.1
986,986,1986.0,77.0,1.1
987,987,1986.0,80.0,1.1
988,988,1986.0,83.0,1.1
989,989,1986.0,86.0,1.1
990,990,1986.0,89.0,1.2
991,991,1986.0,92.0,1.2
992,992,1986.0,95.0,1.2
993,993,1986.0,98.0,1.1
994,994,1986.0,101.0,1.1
995,995,1986.0,104.0,1.1
996,996,1986.0,107.0,1.1
997,997,1986.0,110.0,1.1
998,998,1986.0,113.0,1.1
999,999,1986.0,116.0,1.1
1000,1000,1986.0,119.0,1.2
1001,1001,1986.0,122.0,1.1
1002,1002,1986.0,125.0,1.1
1003,1003,1986.0,128.0,1.1
1004,1004,1986.0,131.0,1.0
1005,1005,1986.0,134.0,1.0
1006,1006,1986.0,137.0,1.0
1007,1007,1986.0,140.0,1.0
1008,1008,1986.0,143.0,1.0
1009,1009,1986.0,146.0,1.0
1010,1010,1986.0,149.0,1.0
1011,1011,1986.0,152.0,0.9
1012,1012,1986.0,155.0,0.9
1013,1013,1986.0,158.0,0.8
1014,1014,1986.0,161.0,0.8
1015,1015,1986.0,164.0,0.9
1016,1016,1986.0,167.0,0.9
1017,1017,1986.0,170.0,0.9
1018,1018,1986.0,173.0,0.9
1019,1019,1986.0,176.0,0.9
1020,1020,1986.0,179.0,0.9
1021,1021,1986.0,182.0,0.8
1022,1022,1986.0,185.0,0.8
1023,1023,1986.0,188.0,0.8
1024,1024,1986.0,191.0,0.8
1025,1025,1986.0,194.0,0.9
1026,1026,1986.0,197.0,0.9
1027,1027,1986.0,200.0,0.9
1028,1028,1986.0,203.0,0.8
1029,1029,1986.0,206.0,0.8
1030,1030,1986.0,209.0,0.8
1031,1031,1986.0,212.0,0.7
1032,1032,1986.0,215.0,0.7
1033,1033,1986.0,218.0,0.7
1034,1034,1986.0,221.0,0.7
1035,1035,1986.0,224.0,0.8
1036,1036,1986.0,227.0,0.8
1037,1037,1986.0,230.0,0.9
1038,1038,1986.0,233.0,0.8
1039,1039,1986.0,236.0,0.8
1040,1040,1986.0,239.0,0.8
1041,1041,1986.0,242.0,0.8
1042,1042,1986.0,245.0,0.8
1043,1043,1986.0,248.0,0.8
1044,1044,1986.0,251.0,0.8
1045,1045,1986.0,254.0,0.9
1046,1046,1986.0,257.0,0.9
1047,1047,1986.0,260.0,0.9
1048,1048,1986.0,263.0,0.9
1049,1049,1986.0,266.0,0.9
1050,1050,1986.0,269.0,0.9
1051,1051,1986.0,272.0,0.8
1052,1052,1986.0,275.0,0.9
1053,1053,1986.0,278.0,0.9
1054,1054,1986.0,281.0,1.0
1055,1055,1986.0,284.0,1.0
1056,1056,1986.0,287.0,1.0
1057,1057,1986.0,290.0,1.0
1058,1058,1986.0,293.0,0.9
1059,1059,1986.0,296.0,0.9
1060,1060,1986.0,299.0,0.9
1061,1061,1986.0,302.0,1.0
1062,1062,1986.0,305.0,1.0
1063,1063,1986.0,308.0,1.0
1064,1064,1986.0,311.0,1.1
1065,1065,1986.0,314.0,1.1
1066,1066,1986.0,317.0,1.1
1067,1067,1986.0,320.0,1.1
1068,1068,1986.0,323.0,1.1
1069,1069,1986.0,326.0,1.2
1070,1070,1986.0,329.0,1.2
1071,1071,1986.0,332.0,1.2
1072,1072,1986.0,335.0,1.2
1073,1073,1986.0,338.0,1.1
1074,1074,1986.0,341.0,1.1
1075,1075,1986.0,344.0,1.1
1076,1076,1986.0,347.0,1.1
1077,1077,1986.0,350.0,1.1
1078,1078,1986.0,353.0,1.2
1079,1079,1986.0,356.0,1.2
1080,1080,1986.0,360.0,1.2
1081,1081,1987.0,2.0,1.2
1082,1082,1987.0,5.0,1.2
1083,1083,1987.0,8.0,1.2
1084,1084,1987.0,11.0,1.2
1085,1085,1987.0,14.0,1.2
1086,1086,1987.0,17.0,1.2
1087,1087,1987.0,20.0,1.2
1088,1088,1987.0,23.0,1.2
1089,1089,1987.0,26.0,1.2
1090,1090,1987.0,29.0,1.2
1091,1091,1987.0,32.0,1.2
1092,1092,1987.0,35.0,1.2
1093,1093,1987.0,38.0,1.2
1094,1094,1987.0,41.0,1.2
1095,1095,1987.0,44.0,1.2
1096,1096,1987.0,47.0,1.2
1097,1097,1987.0,50.0,1.2
1098,1098,1987.0,53.0,1.2
1099,1099,1987.0,56.0,1.2
1100,1100,1987.0,59.0,1.2
1101,1101,1987.0,62.0,1.2
1102,1102,1987.0,65.0,1.2
1103,1103,1987.0,68.0,1.2
1104,1104,1987.0,71.0,1.2
1105,1105,1987.0,74.0,1.2
1106,1106,1987.0,77.0,1.2
1107,1107,1987.0,80.0,1.2
1108,1108,1987.0,83.0,1.2
1109,1109,1987.0,86.0,1.2
1110,1110,1987.0,89.0,1.1
1111,1111,1987.0,92.0,1.1
1112,1112,1987.0,95.0,1.1
1113,1113,1987.0,98.0,1.1
1114,1114,1987.0,101.0,1.1
1115,1115,1987.0,104.0,1.1
1116,1116,1987.0,107.0,1.1
1117,1117,1987.0,110.0,1.1
1118,1118,1987.0,113.0,1.1
1119,1119,1987.0,116.0,1.1
1120,1120,1987.0,119.0,1.1
1121,1121,1987.0,122.0,1.0
1122,1122,1987.0,125.0,1.0
1123,1123,1987.0,128.0,0.9
1124,1124,1987.0,131.0,0.9
1125,1125,1987.0,134.0,0.9
1126,1126,1987.0,137.0,0.9
1127,1127,1987.0,140.0,0.9
1128,1128,1987.0,143.0,1.0
1129,1129,1987.0,146.0,1.0
1130,1130,1987.0,149.0,1.0
1131,1131,1987.0,152.0,1.0
1132,1132,1987.0,155.0,0.9
1133,1133,1987.0,158.0,0.9
1134,1134,1987.0,161.0,0.9
1135,1135,1987.0,164.0,0.9
1136,1136,1987.0,167.0,0.9
1137,1137,1987.0,170.0,1.0
1138,1138,1987.0,173.0,0.9
1139,1139,1987.0,176.0,0.8
1140,1140,1987.0,179.0,0.8
1141,1141,1987.0,182.0,0.8
1142,1142,1987.0,185.0,0.8
1143,1143,1987.0,188.0,0.9
1144,1144,1987.0,191.0,0.9
1145,1145,1987.0,194.0,0.9
1146,1146,1987.0,197.0,0.9
1147,1147,1987.0,200.0,0.9
1148,1148,1987.0,203.0,0.8
1149,1149,1987.0,206.0,0.8
1150,1150,1987.0,209.0,0.8
1151,1151,1987.0,212.0,0.8
1152,1152,1987.0,215.0,0.8
1153,1153,1987.0,218.0,0.9
1154,1154,1987.0,221.0,0.9
1155,1155,1987.0,224.0,0.9
1156,1156,1987.0,227.0,0.9
1157,1157,1987.0,230.0,0.9
1158,1158,1987.0,233.0,0.8
1159,1159,1987.0,236.0,0.7
1160,1160,1987.0,239.0,0.7
1161,1161,1987.0,242.0,0.8
1162,1162,1987.0,245.0,0.8
1163,1163,1987.0,248.0,0.9
1164,1164,1987.0,251.0,0.9
1165,1165,1987.0,254.0,0.9
1166,1166,1987.0,257.0,0.9
1167,1167,1987.0,260.0,0.9
1168,1168,1987.0,263.0,0.8
1169,1169,1987.0,266.0,0.8
1170,1170,1987.0,269.0,0.9
1171,1171,1987.0,272.0,0.9
1172,1172,1987.0,275.0,1.0
1173,1173,1987.0,278.0,1.1
1174,1174,1987.0,281.0,1.0
1175,1175,1987.0,284.0,1.0
1176,1176,1987.0,287.0,0.9
1177,1177,1987.0,290.0,0.9
1178,1178,1987.0,293.0,0.9
1179,1179,1987.0,296.0,0.9
1180,1180,1987.0,299.0,1.0
1181,1181,1987.0,302.0,1.1
1182,1182,1987.0,305.0,1.1
1183,1183,1987.0,308.0,1.1
1184,1184,1987.0,311.0,1.1
1185,1185,1987.0,314.0,1.1
1186,1186,1987.0,317.0,1.1
1187,1187,1987.0,320.0,1.1
1188,1188,1987.0,323.0,1.1
1189,1189,1987.0,326.0,1.1
1190,1190,1987.0,329.0,1.2
1191,1191,1987.0,332.0,1.2
1192,1192,1987.0,335.0,1.2
1193,1193,1987.0,338.0,1.2
1194,1194,1987.0,341.0,1.2
1195,1195,1987.0,344.0,1.1
1196,1196,1987.0,347.0,1.1
1197,1197,1987.0,350.0,1.1
1198,1198,1987.0,353.0,1.1
1199,1199,1987.0,356.0,1.1
1200,1200,1987.0,360.0,1.2
1201,1201,1988.0,2.0,1.2
1202,1202,1988.0,5.0,1.2
1203,1203,1988.0,8.0,1.2
1204,1204,1988.0,11.0,1.2
1205,1205,1988.0,14.0,1.2
1206,1206,1988.0,17.0,1.2
1207,1207,1988.0,20.0,1.2
1208,1208,1988.0,23.0,1.2
1209,1209,1988.0,26.0,1.2
1210,1210,1988.0,29.0,1.2
1211,1211,1988.0,32.0,1.2
1212,1212,1988.0,35.0,1.2
1213,1213,1988.0,38.0,1.2
1214,1214,1988.0,41.0,1.2
1215,1215,1988.0,44.0,1.2
1216,1216,1988.0,47.0,1.2
1217,1217,1988.0,50.0,1.2
1218,1218,1988.0,53.0,1.2
1219,1219,1988.0,56.0,1.2
1220,1220,1988.0,59.0,1.2
1221,1221,1988.0,62.0,1.2
1222,1222,1988.0,65.0,1.2
1223,1223,1988.0,68.0,1.2
1224,1224,1988.0,71.0,1.2
1225,1225,1988.0,74.0,1.2
1226,1226,1988.0,77.0,1.2
1227,1227,1988.0,80.0,1.2
1228,1228,1988.0,83.0,1.2
1229,1229,1988.0,86.0,1.2
1230,1230,1988.0,89.0,1.2
1231,1231,1988.0,92.0,1.2
1232,1232,1988.0,95.0,1.2
1233,1233,1988.0,98.0,1.2
1234,1234,1988.0,101.0,1.2
1235,1235,1988.0,104.0,1.2
1236,1236,1988.0,107.0,1.2
1237,1237,1988.0,110.0,1.1
1238,1238,1988.0,113.0,1.0
1239,1239,1988.0,116.0,1.0
1240,1240,1988.0,119.0,1.0
1241,1241,1988.0,122.0,1.0
1242,1242,1988.0,125.0,1.0
1243,1243,1988.0,128.0,1.1
1244,1244,1988.0,131.0,1.1
1245,1245,1988.0,134.0,1.1
1246,1246,1988.0,137.0,1.1
1247,1247,1988.0,140.0,1.0
1248,1248,1988.0,143.0,1.0
1249,1249,1988.0,146.0,1.0
1250,1250,1988.0,149.0,1.0
1251,1251,1988.0,152.0,1.0
1252,1252,1988.0,155.0,1.0
1253,1253,1988.0,158.0,1.0
1254,1254,1988.0,161.0,1.0
1255,1255,1988.0,164.0,1.0
1256,1256,1988.0,167.0,0.9
1257,1257,1988.0,170.0,0.9
1258,1258,1988.0,173.0,0.8
1259,1259,1988.0,176.0,0.9
1260,1260,1988.0,179.0,0.9
1261,1261,1988.0,182.0,0.9
1262,1262,1988.0,185.0,0.9
1263,1263,1988.0,188.0,1.0
1264,1264,1988.0,191.0,1.0
1265,1265,1988.0,194.0,0.9
1266,1266,1988.0,197.0,0.9
1267,1267,1988.0,200.0,0.8
1268,1268,1988.0,203.0,0.8
1269,1269,1988.0,206.0,0.8
1270,1270,1988.0,209.0,0.8
1271,1271,1988.0,212.0,0.8
1272,1272,1988.0,215.0,0.8
1273,1273,1988.0,218.0,0.9
1274,1274,1988.0,221.0,0.8
1275,1275,1988.0,224.0,0.8
1276,1276,1988.0,227.0,0.8
1277,1277,1988.0,230.0,0.8
1278,1278,1988.0,233.0,0.8
1279,1279,1988.0,236.0,0.8
1280,1280,1988.0,239.0,0.9
1281,1281,1988.0,242.0,0.9
1282,1282,1988.0,245.0,0.9
1283,1283,1988.0,248.0,0.9
1284,1284,1988.0,251.0,0.8
1285,1285,1988.0,254.0,0.7
1286,1286,1988.0,257.0,0.7
1287,1287,1988.0,260.0,0.8
1288,1288,1988.0,263.0,0.8
1289,1289,1988.0,266.0,0.9
1290,1290,1988.0,269.0,1.0
1291,1291,1988.0,272.0,1.0
1292,1292,1988.0,275.0,1.0
1293,1293,1988.0,278.0,0.9
1294,1294,1988.0,281.0,0.8
1295,1295,1988.0,284.0,0.8
1296,1296,1988.0,287.0,0.9
1297,1297,1988.0,290.0,0.9
1298,1298,1988.0,293.0,1.0
1299,1299,1988.0,296.0,1.1
1300,1300,1988.0,299.0,1.1
1301,1301,1988.0,302.0,1.1
1302,1302,1988.0,305.0,1.1
1303,1303,1988.0,308.0,1.1
1304,1304,1988.0,311.0,1.1
1305,1305,1988.0,314.0,1.1
1306,1306,1988.0,317.0,1.1
1307,1307,1988.0,320.0,1.2
1308,1308,1988.0,323.0,1.2
1309,1309,1988.0,326.0,1.2
1310,1310,1988.0,329.0,1.2
1311,1311,1988.0,332.0,1.1
1312,1312,1988.0,335.0,1.1
1313,1313,1988.0,338.0,1.1
1314,1314,1988.0,341.0,1.1
1315,1315,1988.0,344.0,1.1
1316,1316,1988.0,347.0,1.1
1317,1317,1988.0,350.0,1.1
1318,1318,1988.0,353.0,1.1
1319,1319,1988.0,356.0,1.1
1320,1320,1988.0,361.0,1.1
1321,1321,1989.0,2.0,1.1
1322,1322,1989.0,5.0,1.1
1323,1323,1989.0,8.0,1.1
1324,1324,1989.0,11.0,1.2
1325,1325,1989.0,14.0,1.2
1326,1326,1989.0,17.0,1.2
1327,1327,1989.0,20.0,1.2
1328,1328,1989.0,23.0,1.1
1329,1329,1989.0,26.0,1.1
1330,1330,1989.0,29.0,1.1
1331,1331,1989.0,32.0,1.1
1332,1332,1989.0,35.0,1.1
1333,1333,1989.0,38.0,1.2
1334,1334,1989.0,41.0,1.2
1335,1335,1989.0,44.0,1.2
1336,1336,1989.0,47.0,1.2
1337,1337,1989.0,50.0,1.2
1338,1338,1989.0,53.0,1.1
1339,1339,1989.0,56.0,1.1
1340,1340,1989.0,59.0,1.1
1341,1341,1989.0,62.0,1.1
1342,1342,1989.0,65.0,1.1
1343,1343,1989.0,68.0,1.2
1344,1344,1989.0,71.0,1.2
1345,1345,1989.0,74.0,1.1
1346,1346,1989.0,77.0,1.1
1347,1347,1989.0,80.0,1.1
1348,1348,1989.0,83.0,1.1
1349,1349,1989.0,86.0,1.1
1350,1350,1989.0,89.0,1.1
1351,1351,1989.0,92.0,1.2
1352,1352,1989.0,95.0,1.2
1353,1353,1989.0,98.0,1.1
1354,1354,1989.0,101.0,1.0
1355,1355,1989.0,104.0,1.0
1356,1356,1989.0,107.0,1.0
1357,1357,1989.0,110.0,1.0
1358,1358,1989.0,113.0,1.0
1359,1359,1989.0,116.0,1.0
1360,1360,1989.0,119.0,1.1
1361,1361,1989.0,122.0,1.1
1362,1362,1989.0,125.0,1.1
1363,1363,1989.0,128.0,1.0
1364,1364,1989.0,131.0,1.0
1365,1365,1989.0,134.0,0.9
1366,1366,1989.0,137.0,0.9
1367,1367,1989.0,140.0,0.9
1368,1368,1989.0,143.0,1.0
1369,1369,1989.0,146.0,1.1
1370,1370,1989.0,149.0,1.1
1371,1371,1989.0,152.0,1.1
1372,1372,1989.0,155.0,1.0
1373,1373,1989.0,158.0,0.9
1374,1374,1989.0,161.0,0.9
1375,1375,1989.0,164.0,0.9
1376,1376,1989.0,167.0,0.9
1377,1377,1989.0,170.0,0.9
1378,1378,1989.0,173.0,0.9
1379,1379,1989.0,176.0,0.9
1380,1380,1989.0,179.0,0.9
1381,1381,1989.0,182.0,0.9
1382,1382,1989.0,185.0,0.9
1383,1383,1989.0,188.0,0.9
1384,1384,1989.0,191.0,0.9
1385,1385,1989.0,194.0,0.8
1386,1386,1989.0,197.0,0.8
1387,1387,1989.0,200.0,0.9
1388,1388,1989.0,203.0,0.9
1389,1389,1989.0,206.0,1.0
1390,1390,1989.0,209.0,1.0
1391,1391,1989.0,212.0,0.9
1392,1392,1989.0,215.0,0.9
1393,1393,1989.0,218.0,0.9
1394,1394,1989.0,221.0,0.8
1395,1395,1989.0,224.0,0.8
1396,1396,1989.0,227.0,0.8
1397,1397,1989.0,230.0,0.9
1398,1398,1989.0,233.0,0.9
1399,1399,1989.0,236.0,0.9
1400,1400,1989.0,239.0,0.9
1401,1401,1989.0,242.0,0.8
1402,1402,1989.0,245.0,0.8
1403,1403,1989.0,248.0,0.7
1404,1404,1989.0,251.0,0.7
1405,1405,1989.0,254.0,0.7
1406,1406,1989.0,257.0,0.8
1407,1407,1989.0,260.0,0.9
1408,1408,1989.0,263.0,0.9
1409,1409,1989.0,266.0,0.9
1410,1410,1989.0,269.0,0.9
1411,1411,1989.0,272.0,0.8
1412,1412,1989.0,275.0,0.8
1413,1413,1989.0,278.0,0.8
1414,1414,1989.0,281.0,0.9
1415,1415,1989.0,284.0,0.9
1416,1416,1989.0,287.0,1.0
1417,1417,1989.0,290.0,1.1
1418,1418,1989.0,293.0,1.1
1419,1419,1989.0,296.0,1.2
1420,1420,1989.0,299.0,1.2
1421,1421,1989.0,302.0,1.1
1422,1422,1989.0,305.0,1.1
1423,1423,1989.0,308.0,1.0
1424,1424,1989.0,311.0,1.0
1425,1425,1989.0,314.0,1.0
1426,1426,1989.0,317.0,1.0
1427,1427,1989.0,320.0,1.1
1428,1428,1989.0,323.0,1.1
1429,1429,1989.0,326.0,1.1
1430,1430,1989.0,329.0,1.1
1431,1431,1989.0,332.0,1.1
1432,1432,1989.0,335.0,1.1
1433,1433,1989.0,338.0,1.1
1434,1434,1989.0,341.0,1.1
1435,1435,1989.0,344.0,1.1
1436,1436,1989.0,347.0,1.1
1437,1437,1989.0,350.0,1.1
1438,1438,1989.0,353.0,1.1
1439,1439,1989.0,356.0,1.1
1440,1440,1989.0,360.0,1.1
1441,1441,1990.0,2.0,1.1
1442,1442,1990.0,5.0,1.2
1443,1443,1990.0,8.0,1.2
1444,1444,1990.0,11.0,1.1
1445,1445,1990.0,14.0,1.0
1446,1446,1990.0,17.0,1.0
1447,1447,1990.0,20.0,1.0
1448,1448,1990.0,23.0,1.0
1449,1449,1990.0,26.0,1.1
1450,1450,1990.0,29.0,1.1
1451,1451,1990.0,32.0,1.2
1452,1452,1990.0,35.0,1.2
1453,1453,1990.0,38.0,1.2
1454,1454,1990.0,41.0,1.1
1455,1455,1990.0,44.0,1.1
1456,1456,1990.0,47.0,1.1
1457,1457,1990.0,50.0,1.1
1458,1458,1990.0,53.0,1.1
1459,1459,1990.0,56.0,1.1
1460,1460,1990.0,59.0,1.2
1461,1461,1990.0,62.0,1.2
1462,1462,1990.0,65.0,1.2
1463,1463,1990.0,68.0,1.2
1464,1464,1990.0,71.0,1.2
1465,1465,1990.0,74.0,1.1
1466,1466,1990.0,77.0,1.1
1467,1467,1990.0,80.0,1.1
1468,1468,1990.0,83.0,1.1
1469,1469,1990.0,86.0,1.1
1470,1470,1990.0,89.0,1.1
1471,1471,1990.0,92.0,1.1
1472,1472,1990.0,95.0,1.1
1473,1473,1990.0,98.0,1.1
1474,1474,1990.0,101.0,1.1
1475,1475,1990.0,104.0,1.0
1476,1476,1990.0,107.0,1.0
1477,1477,1990.0,110.0,1.0
1478,1478,1990.0,113.0,1.0
1479,1479,1990.0,116.0,1.0
1480,1480,1990.0,119.0,1.1
1481,1481,1990.0,122.0,1.0
1482,1482,1990.0,125.0,1.0
1483,1483,1990.0,128.0,0.9
1484,1484,1990.0,131.0,0.9
1485,1485,1990.0,134.0,0.8
1486,1486,1990.0,137.0,0.9
1487,1487,1990.0,140.0,1.0
1488,1488,1990.0,143.0,1.0
1489,1489,1990.0,146.0,1.0
1490,1490,1990.0,149.0,1.0
1491,1491,1990.0,152.0,1.0
1492,1492,1990.0,155.0,1.0
1493,1493,1990.0,158.0,0.9
1494,1494,1990.0,161.0,0.9
1495,1495,1990.0,164.0,0.9
1496,1496,1990.0,167.0,0.9
1497,1497,1990.0,170.0,0.9
1498,1498,1990.0,173.0,0.9
1499,1499,1990.0,176.0,0.9
1500,1500,1990.0,179.0,0.9
1501,1501,1990.0,182.0,0.9
1502,1502,1990.0,185.0,0.8
1503,1503,1990.0,188.0,0.7
1504,1504,1990.0,191.0,0.7
1505,1505,1990.0,194.0,0.7
1506,1506,1990.0,197.0,0.8
1507,1507,1990.0,200.0,0.8
1508,1508,1990.0,203.0,0.8
1509,1509,1990.0,206.0,0.9
1510,1510,1990.0,209.0,0.8
1511,1511,1990.0,212.0,0.8
1512,1512,1990.0,215.0,0.7
1513,1513,1990.0,218.0,0.7
1514,1514,1990.0,221.0,0.8
1515,1515,1990.0,224.0,0.8
1516,1516,1990.0,227.0,0.9
1517,1517,1990.0,230.0,0.9
1518,1518,1990.0,233.0,0.9
1519,1519,1990.0,236.0,0.9
1520,1520,1990.0,239.0,0.8
1521,1521,1990.0,242.0,0.7
1522,1522,1990.0,245.0,0.7
1523,1523,1990.0,248.0,0.7
1524,1524,1990.0,251.0,0.8
1525,1525,1990.0,254.0,0.8
1526,1526,1990.0,257.0,0.9
1527,1527,1990.0,260.0,0.9
1528,1528,1990.0,263.0,0.9
1529,1529,1990.0,266.0,0.8
1530,1530,1990.0,269.0,0.8
1531,1531,1990.0,272.0,0.7
1532,1532,1990.0,275.0,0.8
1533,1533,1990.0,278.0,0.9
1534,1534,1990.0,281.0,1.0
1535,1535,1990.0,284.0,1.1
1536,1536,1990.0,287.0,1.1
1537,1537,1990.0,290.0,1.1
1538,1538,1990.0,293.0,1.1
1539,1539,1990.0,296.0,1.2
1540,1540,1990.0,299.0,1.2
1541,1541,1990.0,302.0,1.2
1542,1542,1990.0,305.0,1.2
1543,1543,1990.0,308.0,1.2
1544,1544,1990.0,311.0,1.2
1545,1545,1990.0,314.0,1.2
1546,1546,1990.0,317.0,1.2
1547,1547,1990.0,320.0,1.2
1548,1548,1990.0,323.0,1.1
1549,1549,1990.0,326.0,1.0
1550,1550,1990.0,329.0,1.0
1551,1551,1990.0,332.0,1.0
1552,1552,1990.0,335.0,1.0
1553,1553,1990.0,338.0,1.1
1554,1554,1990.0,341.0,1.1
1555,1555,1990.0,344.0,1.1
1556,1556,1990.0,347.0,1.1
1557,1557,1990.0,350.0,1.1
1558,1558,1990.0,353.0,1.1
1559,1559,1990.0,356.0,1.2
1560,1560,1990.0,360.0,1.2
1561,1561,1991.0,2.0,1.1
1562,1562,1991.0,5.0,1.1
1563,1563,1991.0,8.0,1.1
