Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
sat,23.862702517287758,17.857142857142858,569.4285714285714,-14.285714285714286,0.4554986074844216,0.6341588363600943,18.926954108802995,17.645748750891585
C09,14.181063574448995,10.794871794871796,201.10256410256412,2.3333333333333335,0.2702185296573881,0.5579656047584606,11.695905879096149,11.458182265455651
