Date,Day of Year,Year,Total Biomass (C),N Bound (g m^-2),N Free (g m^-2),NK1-COH,NK2-CHI,NK3-FOR,ZF1-ICT,ZC1-EUP,ZC2-AMP,ZC3-DEC,ZC4-CLG,ZC5-CSM,ZS1-JEL,ZS2-CTH,ZS3-CHA,ZS4-LAR,PZ1-CIL,PZ2-DIN,PZ3-HNF,PP1-DIA,PP2-NAN,PP3-PIC
1980-01-02,2,1980,4.737159205631041,2.464719730320505,20.61220334660257,0.008958604942374635,0.0003448364455560398,0.42556137695627394,0.028024979130988763,1.0080406197645473,0.642094811515988,0.09236218151900004,0.3839933162027935,0.1892539043471498,0.0053455464251972035,0.023188136785097842,0.35311258722026395,0.004757599617389716,0.31680503543817773,0.06448909174650908,0.08779601294477031,0.5864988599183425,0.457139594262501,0.059392110448119775
1980-01-05,5,1980,4.852010823205829,2.5244764401138577,20.55244663680922,0.008926478694280926,0.00034239243305253113,0.41979567796554207,0.02767054077725471,0.9744608275539611,0.6256061321159578,0.08919371938649213,0.3693561892464476,0.17395181962341633,0.005241392097734617,0.021598087114123803,0.3442436710281192,0.0041760358296088745,0.2872032540305606,0.06343647879109068,0.09477422567752175,0.7151335415693948,0.5502449902161113,0.07665536905515868
1980-01-08,8,1980,4.803137783106704,2.499048047065579,20.5778750298575,0.008890156200999078,0.00033974290670572236,0.41391853926316746,0.027200776661684703,0.9423367914893084,0.609184157061127,0.0862388457329768,0.3564696367619173,0.1599801567084384,0.005111312271394539,0.020104923331231442,0.33474832081569816,0.0039284389452868195,0.27194305672398156,0.059296637998436985,0.09297794911940142,0.7918049556466769,0.5482699752978559,0.07039341017041566
1980-01-11,11,1980,4.597089164378012,2.3918420035401233,20.685081073382953,0.008849765745184894,0.0003369015368044306,0.40766244024600623,0.02680625306565385,0.911533592571065,0.5929402495330235,0.08345248803215206,0.3450839025794335,0.14669950958692804,0.0049595829846232,0.01868744890890875,0.32460856055313686,0.0036841209714283357,0.2583442714416756,0.05776512670980872,0.0951170701392979,0.6817709659349244,0.5677556721669323,0.06103124167102406
1980-01-14,14,1980,4.390905752537918,2.2845658278475267,20.79235724907555,0.008805388897516817,0.00033387973798078676,0.4012578079160654,0.026587151322636823,0.8811803735520269,0.5769381570366193,0.08076686452863352,0.33381436877655535,0.1353651541162212,0.004826936458307758,0.01735782763868008,0.3156272885372054,0.0035044523803868665,0.24556908123898055,0.0563002777725177,0.09694758320473275,0.5713593074173298,0.579584176135513,0.05477967587000919
1980-01-17,17,1980,4.3571684876133965,2.267012501286816,20.80991057563626,0.0087505898570185,0.00033043867794199373,0.39478657217520585,0.02658332800734261,0.8518626037747863,0.5612154612001383,0.07814025208353996,0.3224396097210218,0.12499597893570955,0.00470505899855129,0.016108839403627055,0.30680089055929544,0.003265001934092,0.22915026565205376,0.05707681723079591,0.10550070484432411,0.5131063701409214,0.6854585679634562,0.06689113645357483
1980-01-20,20,1980,4.5325108737393185,2.3582422488816017,20.718680828041474,0.0086901117564302,0.00032676766623242074,0.38827757672318874,0.025973577973573417,0.8229838681020686,0.5457805967555855,0.07560612519956984,0.3109591340118984,0.11504150981891831,0.004557472616346237,0.014941910468041896,0.297577716129006,0.003063435809695566,0.21381026751027918,0.05639681990065102,0.11146353160575874,0.7296157431490017,0.7422845797718696,0.06516012877120443
1980-01-23,23,1980,5.291096690737858,2.752930573495031,20.323992503428045,0.00862525430648535,0.0003229231205724953,0.38174366827281014,0.02539745221147314,0.7954909692360264,0.5306352048550012,0.07321786375821761,0.3005469423420024,0.10592836249830588,0.004406543858437184,0.013849487016856106,0.28823973111948875,0.0028917211422011396,0.19964318989582783,0.05766289035244933,0.12392911689601979,1.4045703015237485,0.89704237130453,0.07695269702740436
1980-01-26,26,1980,5.996967499830293,3.120191548840627,19.95673152808245,0.008556560455944459,0.0003189337094433008,0.37520088649021005,0.024943842094189504,0.7723909517205408,0.515811973529042,0.07117681538440146,0.2947366830875289,0.09932398181760087,0.004278223994539453,0.012829364574391324,0.28016054191679324,0.0029374837570050557,0.1990853190703212,0.06453073694950567,0.14140286163057922,1.9435070426958911,1.089343764422075,0.09643153253028976
1980-01-29,29,1980,6.4617185104685015,3.3619991250446857,19.71492395187839,0.008484549874896712,0.00031482829291698577,0.3686875357380453,0.024577400213291974,0.7497513650354208,0.5014352310378597,0.06948820280860055,0.2931435202090245,0.09387389619676571,0.004141811697901982,0.011892808625861158,0.27198924531914154,0.003142413480497264,0.2081373415465625,0.07635599639758749,0.16386330810920247,2.260536200595352,1.258075434981652,0.09382742030792077
