Date,Day of Year,Year,Total Biomass (C),N Bound (g m^-2),N Free (g m^-2),NK1-COH,NK2-CHI,NK3-FOR,ZF1-ICT,ZC1-EUP,ZC2-AMP,ZC3-DEC,ZC4-CLG,ZC5-CSM,ZS1-JEL,ZS2-CTH,ZS3-CHA,ZS4-LAR,PZ1-CIL,PZ2-DIN,PZ3-HNF,PP1-DIA,PP2-NAN,PP3-PIC,BA1-BAC
1980-01-02,2,1980,4.588512432598014,2.3873795738175376,20.68954350310554,0.004818604333888529,0.00020536605190740512,0.28977703508341085,0.013554933208221008,0.6257120316707582,0.6456467368692722,0.07542128694366734,0.40092782440050595,0.1942402019534471,0.004574852920892947,0.022108065032944928,0.15189581094485408,0.011699507253701395,0.08641146418620956,0.11741134112454808,0.6475846383931502,0.5157209315952265,0.5690630771641462,0.07988127093973023,0.131857452527532
1980-01-05,5,1980,4.701354235952598,2.4460905875412027,20.630832489381874,0.004805402318894301,0.0002041390183533296,0.2864250883741199,0.013506375005213931,0.6041956465990054,0.6291954914353929,0.07366193686172648,0.3855955283596831,0.18323186349194004,0.004472781833753271,0.020561986328717672,0.1499732845515575,0.010737021352638895,0.08581409256132144,0.11684355990223165,0.6420693313175777,0.6291226085064546,0.6400792837705253,0.09932031234339725,0.12153850202009366
1980-01-08,8,1980,4.5209013912849025,2.352201894478863,20.724721182444213,0.004790242192915307,0.00020279956595502125,0.28295642525519965,0.01341207769253502,0.5789357621363311,0.6108363247142647,0.07122772626297653,0.37130566228110834,0.17487846432991747,0.004350027433192393,0.018722862924255852,0.14789249070410457,0.010800589216908194,0.0821122944636165,0.11387855374025849,0.6278705911816291,0.5705429404973984,0.6236283481683371,0.09440501671073571,0.118152191813262
1980-01-11,11,1980,4.305730385260979,2.240249519454256,20.83667355746882,0.00477503994567636,0.00020140756381772248,0.27944204773543013,0.013355419567548934,0.5491865566843804,0.5896574453925186,0.06801424941645479,0.35677352660107164,0.1672607459830788,0.004211264927344361,0.016671080739711814,0.1455225131562296,0.010712450707577308,0.08193577183586247,0.11551207931677125,0.5939654078686012,0.48558147729567763,0.6067099255773256,0.0955707497473033,0.12067122519859728
1980-01-14,14,1980,4.155083001478887,2.1618684554006093,20.91505462152247,0.004757162595589487,0.00019987516732829325,0.27585908489407235,0.01337603339024837,0.5356832983077697,0.5734803526468997,0.06589142728667215,0.344554019311689,0.1602771594136391,0.004089743476185315,0.015109031893453511,0.14376446627221018,0.01055758082009149,0.08158314669469617,0.11688352275710061,0.566358409175333,0.4298334276901101,0.5948466360287846,0.09510857937330346,0.12287004428370944
1980-01-17,17,1980,4.2197970132541975,2.19553882507305,20.881384251850026,0.00473675630494671,0.00019821357528375955,0.27221917892402075,0.01349188928252947,0.5166794963181018,0.5567847314870582,0.06387658787293816,0.3320829408629885,0.15300695392883049,0.003978038726392079,0.013764030114694868,0.14181930262525128,0.009967409764890965,0.08278974708310276,0.12008168087955916,0.5432291115792293,0.4930848374400499,0.6571531962111311,0.11938978175650228,0.12146312851669651
1980-01-20,20,1980,4.123410878552126,2.145389611669554,20.931533465253523,0.004712280166282687,0.00019647150131860608,0.2685394401820201,0.01331081578578308,0.4874664293145234,0.5382172452391318,0.06101958885929495,0.31956089054638487,0.14649306781730562,0.003845817846123059,0.012343220372315285,0.13961699246516768,0.009650872893772035,0.08379982235437294,0.12344634844306505,0.5178607875446104,0.4693654582326142,0.6744606569690524,0.1276818571928537,0.12182281482613312
1980-01-23,23,1980,4.208807372698123,2.189820971242955,20.88710210568012,0.004683960365342363,0.0001944354668870252,0.26480023503865835,0.013134338546935293,0.4535091099926745,0.5185428449567758,0.05780590731510014,0.3067595292093619,0.1399389181356385,0.0037107369691168645,0.010986201228784784,0.13710230812430382,0.00924416205511903,0.08642511364283427,0.12866007292045736,0.49522274895659035,0.5358577310195509,0.7600159482011255,0.16185151376533058,0.12036155678753582
1980-01-26,26,1980,4.416822225473495,2.2980500362964853,20.778873040626593,0.00465206312771254,0.0001921985096041166,0.2610015148261808,0.013006217934120939,0.4326464979101043,0.503289882698149,0.05583538566276712,0.29654538780450823,0.1345186341905369,0.0035946777498982144,0.010004300320134411,0.13518068770755012,0.009033978042491484,0.08949020233637882,0.13433751150403384,0.4857129712149782,0.6469369829825635,0.8827179062478947,0.20088486632086197,0.11724035838302575
1980-01-29,29,1980,4.477547039750734,2.3296448468933613,20.747278230029714,0.004619310162785762,0.00018990865020621742,0.25720567613277795,0.012917155791447445,0.4137172757454638,0.4874477685622449,0.05356767175473132,0.28703608726555446,0.13029661202486956,0.0034732888984265473,0.008988416578866683,0.1332405409863535,0.009191330699777265,0.09593954796920408,0.14472110541361682,0.4678096609857847,0.6492514261097279,0.9670490589906584,0.23251961376869454,0.11836558325954204
1980-02-01,32,1980,4.2061789611225695,2.1884534221299825,20.888469654793095,0.004585134666764511,0.0001875765721329031,0.253420231224231,0.012868877136113368,0.3927332933218974,0.4698310818312303,0.05080242667276904,0.2772133915491824,0.12714679731794123,0.0033451883992145085,0.007962218339484677,0.13090816488805807,0.010371590064803383,0.0990652440150954,0.1489797167901723,0.4524220062876647,0.5251919249318681,0.9122122328236418,0.20542481322333497,0.12150705106696995
1980-02-04,35,1980,4.2184671026392335,2.194846879375221,20.882076197547857,0.004547222113271929,0.00018507355139349183,0.24961802093487864,0.012874397960763846,0.3898914435843252,0.4584961190538586,0.04995725725619298,0.26993016240731726,0.12429671213030813,0.0032443739183879686,0.007417595194529672,0.1293502083926831,0.010672140613479434,0.10311652568854252,0.15507141580840328,0.4539653868045447,0.5394245555097202,0.9366184210439898,0.2015057216275413,0.11828434904510121
1980-02-07,38,1980,4.132329051019316,2.150029691237105,20.926893385685972,0.004508118988629782,0.00018252204172313212,0.24584339078304904,0.012766676196028953,0.3803415997234999,0.44579639834053114,0.04857552907306631,0.2624995063779489,0.1217811940975909,0.00313965941709027,0.006883736925621359,0.12756546981773284,0.010873630849363387,0.10543204553706466,0.15904269262023693,0.45258352913946476,0.5140363404211008,0.9250366078232819,0.19022322777869566,0.11521717506759568
1980-02-10,41,1980,4.269284790721536,2.2212870628330283,20.85563601409005,0.004467911479274197,0.00017993199020703235,0.24209781471850736,0.012609325241811468,0.3621182950881292,0.4317637267540086,0.04673026895747995,0.2544131536528749,0.11918017398917453,0.0030339650054163527,0.0063412849756203735,0.12561552073314505,0.010868339786165443,0.11001345335312608,0.16632814040442684,0.44580348634494926,0.5896513150548035,1.0028903392125976,0.22346838782980757,0.11170995615000992
1980-02-13,44,1980,4.577733984190717,2.3817716021833717,20.695151474739706,0.004425907010247685,0.0001772756613889832,0.2383671707139825,0.01247752816723835,0.3427686630554919,0.4183840973759597,0.045030736297650156,0.24704260975122452,0.11720671856178427,0.002932281701228107,0.005866816095603665,0.12369779806654409,0.011038995282021615,0.117602606743293,0.17592971877388233,0.4420747785635714,0.7357487261857627,1.149780982957696,0.2797515085283315,0.10742906469781445
1980-02-16,47,1980,4.503620962760595,2.343210975811484,20.733712101111593,0.004378666409800919,0.0001745578542984319,0.23465771042513395,0.012424291755327568,0.3335194607880318,0.40749751385652794,0.043932035589977256,0.24184810567014622,0.11686453709624849,0.0028390093315568453,0.005513538298513389,0.1221453902575205,0.011852450643332218,0.12361142007669187,0.18389129254896686,0.4460379331179385,0.6912843173967218,1.1509620278511408,0.2654820947995726,0.1047046089931479
1980-02-19,50,1980,4.325365794461082,2.2504657225345497,20.826457354388527,0.004329948757669695,0.00017182994968881654,0.23100705124297233,0.012329965229980859,0.3195870494118558,0.39519062672021255,0.04241926869693792,0.2361995463663677,0.1166888823908455,0.0027443173196483052,0.005139615401221475,0.12038236897227901,0.012625608656485125,0.1289058847880026,0.19042170489171767,0.447203077741389,0.6123738548103369,1.1061120489858232,0.23921701047780375,0.10231613364984404
1980-02-22,53,1980,4.461683448934971,2.3213911016464492,20.75553197527663,0.004278767604011831,0.0001690375658173887,0.2273978330054373,0.012280310787269318,0.30289616632925453,0.38217653379125416,0.04082650020718574,0.23005371332730887,0.11625205177181172,0.0026495905808296125,0.004814548916534854,0.11841816687077847,0.013028954988661802,0.13700980115330444,0.20006258009739641,0.4465933764880558,0.6958087370080768,1.1676068728824829,0.2612012426245887,0.09815866293491059
1980-02-25,56,1980,4.274312611845078,2.2239030124741097,20.853020064448966,0.004225571306404781,0.0001661888292423924,0.22382734392611486,0.012167817367051886,0.2903698534177581,0.37088476267625703,0.039671406645398095,0.22524901923705948,0.11680689449861364,0.0025625418195114385,0.004603130178403039,0.1166877647475252,0.013734137073580949,0.13615442003422187,0.19851318294147274,0.45572137011671965,0.6377807970879212,1.1018435446721202,0.2292448564801576,0.09409800878954383
1980-02-28,59,1980,4.114945820207024,2.1409852850645525,20.935937791858525,0.004170711334566322,0.00016316510684775048,0.22030917212085904,0.012113658491552827,0.2855850929657946,0.3632118460142387,0.0393795560166802,0.22218256426869698,0.11787335592901935,0.0024887242314915333,0.004562517941736107,0.1154708609968986,0.01430773969809964,0.13372934116226323,0.19534025500124355,0.47255049690885365,0.5938288883780534,1.0350890347417794,0.19338045211614302,0.08920838678220533
1980-03-02,62,1980,4.201519695405089,2.186029229983552,20.890893846939523,0.0041152201773036485,0.00016011541551703867,0.21686211855344054,0.011983945684832574,0.2797764678081533,0.355929577744232,0.039165020920336246,0.21906943093493303,0.11859421157893144,0.00241838809287281,0.00458347005989262,0.11423733259709377,0.014385232085116067,0.13487251876097808,0.1961985190943727,0.48560854607033277,0.6829256437297138,1.0476086813323902,0.1898914300467608,0.08313382471788604
1980-03-05,65,1980,4.746854435612573,2.469764108942416,20.60715896798066,0.004059448483277042,0.00015708285934107276,0.21348199748767996,0.011845066138314752,0.27123318239431476,0.3481771171655295,0.03883758412920079,0.21607036925149414,0.11951536707720667,0.0023485437676943137,0.004604273873275884,0.11287234287779287,0.014475963298090786,0.14199212675668157,0.20518275302536082,0.4941489971471283,0.9992777255346192,1.2279876846187519,0.24371035633222113,0.07687645339459744
1980-03-08,68,1980,5.49495361996496,2.85899629217118,20.217926784751896,0.00400344416376133,0.00015407549206360757,0.2101661018605502,0.011724246101330896,0.2643934278265696,0.34140619466889577,0.03873267558948049,0.2149793524787111,0.12199830627947483,0.0022826973142383517,0.004651210984689588,0.11164879155046535,0.015305322378803533,0.15672578094702846,0.2206120011379134,0.5082117323043212,1.3992940796996063,1.4753251381640164,0.32198095647793895,0.07135808454510176
1980-03-11,71,1980,5.690723226961234,2.960854218412553,20.116068858510523,0.003947360713456599,0.00015110324190727452,0.20693286651710294,0.011719157313928008,0.25964848345215874,0.3349354085494887,0.038841373209823976,0.21622243332413008,0.1267839056422126,0.00222006650281332,0.0047297222074121235,0.1105369471857008,0.017216003774050272,0.17364803856273864,0.23960346984413436,0.5345542899280225,1.4729424591334361,1.5487468125685209,0.32060765432861615,0.06673567096158019
