YEAR,Timestep,CHIN_H_MT_KM2,COHO_H_MT_KM2,CHUM_H_MT_KM2,PINK_H_MT_KM2,SOCKEYE_H_MT_KM2,CHIN_H_N,COHO_H_N,CHUM_H_N,PINK_H_N,SOCKEYE_H_N
Title,1,1,1,1,1,1,1,1,1,1,1
Weight,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Type,interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval,Interval
1987,450,0.00375,0.00492,0.00002,0,0.00003,6558985,2634471,94500,0,231504
1987,451,0.00023,0.00081,0,0,0.00002,378979,403495,0,0,51044
1987,452,0.00003,0.00018,0.00003,0,0,39674,86972,40000,0,0
1987,453,0.00012,0.00036,0,0,0,180539,179544,0,0,0
1987,454,0.00013,0.00037,0,0,0.00002,159584,183849,0,0,27850
1987,455,0,0.00024,0,0,0,0,119605,0,0,0
1987,456,0,0.00031,0,0,0,0,155842,0,0,0
1988,457,0,0.00005,0,0.00003,0,0,18208,0,628031,1567000
1988,458,0.00001,0.00004,0,0,0,18080,11076,0,0,0
1988,459,0.00016,0.00025,0.00094,0.00016,0.00001,177762,128202,19410774,4599691,14100
1988,460,0.00357,0.001,0.00567,0.00102,0.00053,6027522,498751,119423690,34795550,37006150
1988,461,0.0086,0.0128,0.00081,0.00001,0.00021,14901594,6854997,7744773,100000,17607000
1988,462,0.0065,0.0053,0.00002,0,0.00003,11410655,2779139,75000,0,325423
1988,463,0.00033,0.00097,0.00001,0,0.00001,523642,480074,24000,0,73900
1988,464,0.00003,0.00014,0,0,0.00001,45950,60719,0,0,1073
1988,465,0.00007,0.00014,0,0,0,109834,56876,0,0,0
1988,466,0.00004,0.00047,0,0,0,55842,218065,0,0,0
1988,467,0,0,0,0,0,0,0,0,0,0
1988,468,0,0.00002,0,0,0,0,9472,0,0,0
1989,469,0.00002,0.00002,0,0,0,28149,8000,0,0,1764000
1989,470,0.00003,0,0,0,0,37965,0,0,0,0
1989,471,0.00025,0.00019,0.00107,0.00007,0.00026,398137,86228,22888672,3286590,20451100
1989,472,0.00209,0.00071,0.00295,0.00005,0.0003,3472490,338283,54703381,1400000,20147999
1989,473,0.00926,0.01512,0.00409,0.00001,0.00015,15979802,7985292,83614142,75000,9810000
1989,474,0.00633,0.00304,0.00004,0,0.00002,11118981,1553939,230864,0,240791
1989,475,0.00041,0.00093,0,0,0,646144,496623,0,0,0
1989,476,0.00026,0.00003,0,0,0,427800,9951,0,0,0
1989,477,0,0.00007,0,0,0,0,35000,0,0,0
1989,478,0.00006,0.00063,0,0,0,71127,311066,0,0,0
1989,479,0,0.00066,0,0,0,0,364300,0,0,0
1989,480,0,0.00011,0,0,0,0,50096,0,0,0
1990,481,0,0.00015,0,0.00003,0.00032,0,69150,0,141687,25889912
1990,482,0.00003,0.00007,0,0.00005,0,39483,32112,0,390723,0
1990,483,0.00037,0.00026,0.00105,0.00038,0.00001,574371,114297,22943170,12650365,14100
1990,484,0.00272,0.00121,0.00502,0.00089,0.00068,4598157,561428,99858042,29348197,36056060
1990,485,0.00982,0.01727,0.00127,0.00009,0.00002,16694934,9230563,11147531,403609,1764000
1990,486,0.00417,0.00335,0.00001,0,0.00007,7293588,1781202,17200,0,381681
1990,487,0.00044,0.00053,0,0,0,704193,267005,0,0,0
1990,488,0,0.00059,0,0,0,0,313990,0,0,0
1990,489,0.00005,0.00004,0,0,0,84992,17500,0,0,0
1990,490,0.00005,0.00049,0,0,0.0001,75898,242659,0,0,80641
1990,491,0,0.00025,0,0,0,0,127860,0,0,0
1990,492,0,0.00036,0,0,0,0,201013,0,0,0
1991,493,0,0,0,0,0.00022,0,0,0,0,17600000
1991,494,0.00006,0.00002,0.00003,0,0,77868,7900,57000,0,0
1991,495,0.00028,0.0002,0.00104,0.00016,0.00006,470407,71544,23623732,4820670,1614100
1991,496,0.00255,0.00151,0.00467,0.00002,0.00043,4237472,774578,111861807,800000,21617591
1991,497,0.00861,0.01528,0.00188,0,0.00011,14621191,8118887,21170741,0,4353166
1991,498,0.00667,0.00534,0.00005,0.00008,0,11756497,2804416,500000,800000,0
1991,499,0.00107,0.00086,0,0,0,1756155,438712,0,0,0
1991,500,0,0,0,0,0,0,0,0,0,0
1991,501,0,0.00022,0,0,0,0,112716,0,0,0
1991,502,0.00012,0.00081,0,0,0.00005,205096,418984,0,0,48334
1991,503,0.00005,0.0003,0,0,0,80000,144205,0,0,0
1991,504,0,0.00004,0,0,0,0,15626,0,0,0
1992,505,0.00008,0.00003,0,0.00001,0,143264,10961,0,473091,0
1992,506,0.00003,0.00007,0,0.0002,0,42328,26756,0,5405949,0
1992,507,0.00038,0.00112,0.00219,0.00027,0.00068,624670,561193,57299240,7539485,42990056
1992,508,0.00282,0.00141,0.00317,0.00074,0.00039,4825352,599696,34906522,31746554,29787768
1992,509,0.00938,0.0171,0.0019,0.00004,0.00019,16297967,9148314,41260768,95000,16589314
1992,510,0.00274,0.00314,0.00003,0,0.00023,4623876,1650131,157500,0,1525784
1992,511,0.00027,0.0023,0,0,0.00006,434084,1246674,0,0,225682
1992,512,0,0.00003,0,0,0,0,8400,0,0,0
1992,513,0.00019,0.00004,0,0,0,312080,19843,0,0,0
1992,514,0,0.00023,0,0,0.00006,0,110314,0,0,70494
1992,515,0.00008,0.00024,0,0.00001,0,126360,114859,0,985424,0
1992,516,0.00003,0,0,0,0,53313,0,0,0,0
1993,517,0.00004,0.00002,0.00004,0,0,51741,3000,860000,0,0
1993,518,0.00008,0,0,0,0,126889,0,0,0,0
1993,519,0.00007,0.00018,0.00129,0.00013,0.00005,105000,92000,28955190,3818080,1551000
1993,520,0.00337,0.00126,0.00386,0.00002,0.00102,5822101,633408,70405210,475000,68485092
1993,521,0.00596,0.01427,0.00348,0.00006,0.00014,10117354,7368983,78100937,700000,4627812
1993,522,0.00546,0.00366,0.00005,0,0.00016,9583878,1943862,305816,0,1464186
1993,523,0.0001,0.003,0,0,0.00006,149201,1635853,0,0,326248
1993,524,0.00001,0.00039,0,0,0.00001,1987,160942,0,0,26145
1993,525,0.00002,0.00006,0,0,0,25483,21786,0,0,0
1993,526,0.00001,0.00017,0,0,0.00005,4882,87274,0,0,1022636
1993,527,0.00005,0.00001,0,0.00002,0,66880,750,0,1530002,0
1993,528,0,0.00014,0,0,0,0,64137,0,0,0
1994,529,0,0.00009,0.00007,0,0,0,45960,613000,0,0
1994,530,0,0.00004,0.00005,0.00001,0,0,20014,1097314,429530,0
1994,531,0.00018,0.00001,0.0004,0.0003,0.00061,283908,2751,9388878,8112757,40334200
1994,532,0.00211,0.00161,0.00506,0.00054,0.00023,3665993,777973,85130244,25493635,13165558
1994,533,0.00883,0.01504,0.00289,0,0.00017,15393340,7820931,67807651,0,7567098
1994,534,0.00174,0.00413,0.00002,0,0.00029,2980840,2184153,44000,0,1457970
1994,535,0.00012,0.00262,0,0,0,176950,1434914,0,0,0
1994,536,0,0.00056,0,0,0,0,310219,0,0,0
1994,537,0.00004,0.00058,0,0,0,49311,299806,0,0,0
1994,538,0.00008,0.00004,0,0,0.00005,129535,11771,0,0,50588
1994,539,0.00006,0.00003,0,0.00002,0,102900,13700,0,1750000,0
1994,540,0,0.00009,0,0,0,0,47449,0,0,0
1995,541,0,0,0.00001,0,0.00004,0,0,132650,0,2045000
1995,542,0,0,0,0,0,0,0,0,0,0
1995,543,0.00036,0.00001,0.00108,0.00006,0.00006,614178,5114,25310476,1685732,1584300
1995,544,0.00177,0.00115,0.00403,0,0.00073,3120186,584632,69374506,0,45879003
1995,545,0.00611,0.01691,0.00286,0.00011,0.00019,10407732,8694020,58306825,1981042,3089917
1995,546,0.00573,0.00353,0,0,0.00011,10159237,1870399,0,0,861963
1995,547,0.00019,0.00232,0,0,0,290703,1247266,0,0,0
1995,548,0,0.00053,0,0,0,0,287328,0,0,0
1995,549,0,0.00024,0,0,0,0,102228,0,0,0
1995,550,0,0.00008,0,0,0,0,35136,0,0,0
1995,551,0.00005,0.00001,0,0.00001,0,74410,4000,0,1470000,0
1995,552,0,0,0,0,0,0,0,0,0,0
1996,553,0,0.00008,0.00001,0.00001,0.00012,0,37600,2700,192114,9202000
1996,554,0,0.00078,0.00001,0.00012,0,0,436120,110406,1453575,0
1996,555,0.00013,0,0.00028,0.00017,0.00008,203405,0,6554193,3598017,2174100
1996,556,0.00086,0.00222,0.00703,0.0006,0.00034,1392503,1127066,104280018,22493176,21962365
1996,557,0.00484,0.0164,0.0013,0.00012,0.00002,8141480,8540126,10418085,1762467,446359
1996,558,0.00589,0.00322,0.00004,0,0.00012,10396455,1645909,93150,0,1202666
1996,559,0.00004,0.00144,0,0,0.00012,64276,752867,0,0,741289
1996,560,0,0.00002,0,0,0,0,11000,0,0,0
1996,561,0,0.00053,0,0,0,0,292096,0,0,0
1996,562,0.00001,0.00019,0,0,0,4700,94713,0,0,0
1996,563,0.00009,0,0,0,0,151870,0,0,0,0
1996,564,0,0,0,0,0,0,0,0,0,0
1997,565,0,0,0,0,0,0,0,0,0,0
1997,566,0,0.00003,0,0.00001,0,0,14632,0,135511,0
1997,567,0.00014,0.00005,0.00025,0.00013,0.00004,215800,24000,6450000,3183059,518800
1997,568,0.00204,0.00275,0.00386,0.00017,0.00108,3490756,1529736,77147908,1819990,60652519
1997,569,0.00658,0.01607,0.0021,0.00001,0.00045,11202678,8239357,19075906,15000,20377979
1997,570,0.00578,0.00231,0.00003,0,0.00013,10208775,1073039,88392,0,1508024
1997,571,0.00019,0.00109,0.00001,0,0.00012,296497,566953,41,0,964980
1997,572,0,0.00003,0,0,0,0,12000,0,0,0
1997,573,0,0.00009,0,0,0,0,41056,0,0,0
1997,574,0,0.0002,0,0,0,0,89689,0,0,0
1997,575,0.00001,0.00061,0,0.00001,0,11050,327811,0,369380,0
1997,576,0,0,0,0,0,0,0,0,0,0
1998,577,0,0.00004,0.00001,0.00002,0,0,16802,206965,559732,0
1998,578,0,0.00002,0,0.00005,0,0,6585,0,1335634,0
1998,579,0.00018,0,0.0005,0.00029,0.00032,296149,0,11732638,6534665,16523385
1998,580,0.00223,0.00168,0.0063,0.00082,0.00018,3824978,806427,111051645,22546153,7457933
1998,581,0.00766,0.01775,0.00122,0.00001,0.00011,13018443,9237453,9204070,3000,1951632
1998,582,0.00227,0.00227,0.00002,0,0.0001,3994840,1108279,27200,0,737588
1998,583,0.00002,0.00063,0,0,0,24824,297932,0,0,0
1998,584,0,0.00001,0,0,0,0,1489,0,0,0
1998,585,0,0.00021,0,0,0,0,100269,0,0,0
1998,586,0,0.00006,0,0,0,0,22210,0,0,0
1998,587,0.00003,0.00007,0,0,0,40460,23301,0,0,0
1998,588,0,0.00002,0,0.00001,0,0,5500,0,48811,0
1999,589,0.00001,0.00018,0,0,0.00091,800,96201,0,0,73629000
1999,590,0,0,0.00002,0.00009,0,0,0,242853,2740105,0
1999,591,0.00138,0.00002,0.0009,0.00011,0.00003,2426655,4958,26307837,4407905,504800
1999,592,0.00229,0.00269,0.00603,0,0.00019,3910290,1223877,133510325,0,6334480
1999,593,0.00891,0.0152,0.00034,0,0.00006,15367765,7926595,1380229,0,1220311
1999,594,0.00228,0.00373,0.00009,0,0,3969158,1935362,495038,0,0
1999,595,0.00012,0.00127,0,0,0.00011,187257,643630,0,0,754055
1999,596,0,0.00034,0,0,0,0,167579,0,0,0
1999,597,0.00001,0,0,0,0,4200,0,0,0,0
1999,598,0,0.00054,0,0,0,0,270586,0,0,0
1999,599,0,0.00002,0,0,0,0,2550,0,0,0
1999,600,0,0,0,0,0,0,0,0,0,0
2000,601,0,0,0,0,0,0,0,0,0,0
2000,602,0.00073,0,0.00002,0.00003,0,1306845,0,56703,1142097,0
2000,603,0.00165,0.00016,0.00014,0.00061,0.00026,2884896,67083,1765025,17602999,9018800
2000,604,0.00238,0.0022,0.00572,0.00011,0.001,4061193,1017646,136391286,1610932,37244000
2000,605,0.00753,0.01904,0.00086,0.00003,0.00063,12930950,9966233,6238163,145265,21155550
2000,606,0.00364,0.00437,0.00007,0,0.00001,6385260,2246801,315770,0,402
2000,607,0.00006,0.00052,0,0,0,70126,258481,0,0,0
2000,608,0,0.00115,0,0,0,0,633007,0,0,0
2000,609,0,0,0,0,0,0,0,0,0,0
2000,610,0.00001,0.0002,0,0,0,200,86642,0,0,0
2000,611,0.00005,0.0001,0,0,0,81370,55149,0,0,0
2000,612,0,0,0,0,0,0,0,0,0,0
2001,613,0,0.00005,0.00005,0,0,0,22884,622000,0,0
2001,614,0,0.00003,0,0.00001,0,0,7250,0,71344,0
2001,615,0.00156,0.00016,0.00002,0.00016,0.00025,2737707,83827,254800,6540693,9004800
2001,616,0.00198,0.00405,0.0053,0.00001,0.00061,3443328,2161755,116466241,500000,24136813
2001,617,0.00775,0.01631,0.00102,0,0.00063,13369652,8480559,7700304,0,17538967
2001,618,0.00246,0.00684,0.00002,0,0.00001,4309478,3620486,43578,0,14981
2001,619,0.00003,0.00102,0,0,0,41466,551225,0,0,0
2001,620,0.00004,0.00004,0,0,0,53263,20175,0,0,0
2001,621,0,0.00017,0,0,0,0,86516,0,0,0
2001,622,0,0.00006,0,0,0,0,32900,0,0,0
2001,623,0.00003,0,0,0.00002,0,45400,0,0,570698,0
2001,624,0,0,0,0,0,0,0,0,0,0
2002,625,0,0.00001,0.00001,0.00002,0,0,2000,91327,23867,0
2002,626,0,0.00002,0,0.00003,0,0,6090,0,1050000,0
2002,627,0.00105,0.00019,0.00011,0.00072,0.00028,1819493,88243,1551849,20443092,11000000
2002,628,0.00311,0.00149,0.00726,0.00011,0.00069,5477704,772030,169908089,3526162,35245672
2002,629,0.00739,0.0218,0.00059,0.00004,0.00052,12704822,11416371,2635725,245001,15141058
2002,630,0.00502,0.00283,0.00004,0,0.00001,8867030,1447110,98150,0,31922
2002,631,0.00018,0.00023,0,0,0,288625,111084,0,0,0
2002,632,0.00004,0.00005,0,0,0,52591,25604,0,0,0
2002,633,0,0.00013,0,0,0.00001,0,69841,0,0,461
2002,634,0,0.00013,0,0,0.00001,0,66337,0,0,3254
2002,635,0.00005,0.00021,0,0,0,73160,104363,0,0,0
2002,636,0.00012,0,0,0,0,200447,0,0,0,0
2003,637,0,0,0.00002,0,0,0,0,434405,0,0
2003,638,0,0.00004,0,0,0,0,19825,0,0,0
2003,639,0.00091,0.00025,0.00016,0.00024,0.00103,1586000,117774,2419866,8310323,56604874
2003,640,0.00198,0.00637,0.00697,0.00001,0.00029,3464261,3506682,158447197,94611,10750957
2003,641,0.00972,0.01354,0.0006,0,0.00112,16909034,6845683,2446747,0,31113166
2003,642,0.0019,0.00423,0.00002,0,0,3253069,2217968,63000,0,0
2003,643,0.00011,0.00039,0,0,0,164650,210034,0,0,0
2003,644,0,0.00032,0,0,0.00001,0,169482,0,0,2784
2003,645,0,0,0,0,0.00008,0,0,0,0,227029
2003,646,0,0.00001,0,0.00001,0,0,2570,0,225255,0
2003,647,0.00004,0,0,0,0,59920,0,0,0,0
2003,648,0,0,0,0,0,0,0,0,0,0
2004,649,0,0.00002,0,0,0.00033,0,4000,0,0,27000000
2004,650,0.00025,0,0,0.00002,0,451625,0,0,610579,0
2004,651,0.00081,0.00003,0.00008,0.00055,0.0001,1398667,12683,731248,16960139,3512055
2004,652,0.00193,0.004,0.00449,0.0001,0.00118,3297925,2207841,96143545,3191676,61640512
2004,653,0.01081,0.01404,0.00112,0.00001,0.00009,18938952,7119500,8153515,32064,1390132
2004,654,0.00072,0.00118,0,0,0.00009,1126337,524685,0,0,983847
2004,655,0,0.00041,0,0,0.00002,0,219335,0,0,148448
2004,656,0,0.00001,0,0,0,0,5000,0,0,0
2004,657,0.00002,0.00006,0,0,0,23032,31265,0,0,0
2004,658,0,0.00004,0,0,0.00008,0,20000,0,0,163721
2004,659,0.00004,0.00024,0,0,0.00001,56090,124307,0,0,1342
2004,660,0,0.00001,0,0,0.00001,0,1300,0,0,50
2005,661,0,0,0.00004,0,0,0,0,1193835,0,0
2005,662,0.00038,0.00003,0.00039,0.00001,0,659484,4500,10877698,120000,0
2005,663,0.00112,0.00022,0.0002,0.00014,0.00014,1912750,113226,2501142,4388496,3474469
2005,664,0.00254,0.00296,0.0056,0,0.0013,4380139,1502333,112884333,0,45185579
2005,665,0.00827,0.01547,0.00048,0.00002,0.00031,14296370,7940977,2010179,388000,10792112
2005,666,0.00092,0.00298,0,0,0.00008,1463172,1555763,0,0,583234
2005,667,0.00016,0.00003,0,0,0.00005,275400,12991,0,0,297085
2005,668,0,0.00002,0,0,0,0,4545,0,0,0
2005,669,0,0.00016,0,0,0,0,89504,0,0,0
2005,670,0,0.00014,0,0,0.00008,0,75638,0,0,131743
2005,671,0.00004,0.00001,0,0,0,50350,2000,0,0,0
2005,672,0.00012,0,0,0,0,202807,0,0,0,0
2006,673,0,0.00003,0,0,0,0,7000,0,0,0
2006,674,0.00002,0,0,0.00002,0.00002,22173,0,0,396356,2495
2006,675,0.001,0.00004,0.00006,0.00061,0,1704211,11935,699532,19739065,0
2006,676,0.00139,0.00113,0.00436,0.00031,0.00154,2391690,514370,93307395,7138021,48762266
2006,677,0.00572,0.01326,0.00086,0,0.00033,9786969,6606500,5274519,0,10554887
2006,678,0.00433,0.00186,0,0,0.0001,7465568,985396,0,0,666351
2006,679,0,0.00005,0,0,0.00003,0,13786,0,0,133615
2006,680,0,0,0,0,0,0,0,0,0,0
2006,681,0,0.0002,0,0,0,0,105984,0,0,0
2006,682,0,0.00002,0,0,0.00007,0,5900,0,0,155795
2006,683,0,0,0,0,0,0,0,0,0,0
2006,684,0.00005,0,0,0,0,82074,0,0,0,0
2007,685,0,0,0,0,0.00002,0,0,0,0,4985
2007,686,0.00012,0.00001,0,0,0,198854,5200,0,0,0
2007,687,0.00089,0.00001,0.00061,0.00006,0,1514914,5202,10218021,1552000,0
2007,688,0.00118,0.00167,0.00393,0.00014,0.00098,1990029,771190,83861498,2727340,54325658
2007,689,0.00657,0.01128,0.00177,0,0.00023,11202147,5769717,36673145,0,6857486
2007,690,0.00379,0.00066,0.00002,0,0.00009,6604763,335629,198000,0,731761
2007,691,0.00004,0.0003,0,0,0.00008,55890,158845,0,0,643074
2007,692,0,0.00011,0,0,0,0,61070,0,0,0
2007,693,0,0.00019,0,0,0,0,104770,0,0,0
2007,694,0,0,0,0,0.00006,0,0,0,0,138155
2007,695,0,0,0,0.00001,0.00002,0,0,0,3136,500
2007,696,0,0.00004,0,0,0,0,12896,0,0,0
2008,697,0,0,0,0.00001,0,0,0,0,63250,0
2008,698,0,0,0.00002,0.00003,0,0,0,106855,221970,0
2008,699,0.00097,0.00005,0.00034,0.00125,0,1673480,22585,6446770,9499414,0
2008,700,0.00094,0.00129,0.00341,0.00022,0.00062,1535092,588705,69465601,7088629,33960535
2008,701,0.0065,0.00953,0.00061,0.00012,0.00015,10987659,4769175,3855199,968159,2630539
2008,702,0.00255,0.00346,0.00005,0,0.00009,4415541,1907987,153418,0,864233
2008,703,0.00008,0.00072,0,0,0.00002,105307,384551,0,0,122001
2008,704,0.00001,0.00016,0,0,0.00006,5500,77489,0,0,656630
2008,705,0,0.00002,0,0,0,0,10198,0,0,0
2008,706,0,0,0,0,0.00007,0,0,0,0,150573
2008,707,0.00004,0,0,0,0,68650,0,0,0,0
2008,708,0,0.00001,0,0,0,0,4369,0,0,0
2009,709,0,0.00001,0,0,0,0,3368,0,0,0
2009,710,0,0,0.00003,0,0,0,0,168124,0,0
2009,711,0,0.00001,0.00057,0.00012,0.00001,0,500,15262950,2845302,75600
2009,712,0.00023,0.0014,0.00152,0.00013,0.00017,353536,734835,26941664,4104250,8327521
2009,713,0.00916,0.01297,0.00068,0.00012,0.00015,15969104,7003976,3938759,965337,777771
2009,714,0.00084,0.00108,0.00023,0,0.00011,1398838,555628,48797,0,1620609
2009,715,0,0.0002,0,0,0,0,103578,0,0,0
2009,716,0.00009,0.00008,0,0,0.00011,160000,30411,0,0,677868
2009,717,0.00001,0.00005,0,0,0,200,26821,0,0,0
2009,718,0,0,0,0,0.00008,0,0,0,0,142228
2009,719,0,0,0,0,0,0,0,0,0,0
2009,720,0,0,0,0.00001,0,0,0,0,16461,0
2010,721,0.00016,0.00105,0,0,0,274590,578944,0,0,0
2010,722,0.0001,0.00011,0.00002,0.00005,0,179186,60439,59846,832223,0
2010,723,0,0.00036,0.00022,0.00028,0.00042,0,190794,4791944,9326578,34284658
2010,724,0.00098,0.00283,0.00203,0.00038,0.00014,1660196,1446647,33817618,7089040,8329660
2010,725,0.00665,0.01069,0.0004,0,0.00027,11426726,5725403,3782550,0,5027417
2010,726,0.00228,0.00402,0,0,0.00007,4047052,2212161,0,0,593988
2010,727,0.00003,0.00029,0,0,0.00002,45000,142312,0,0,103149
2010,728,0,0.00027,0,0,0.00003,0,133655,0,0,132957
2010,729,0.00007,0,0,0,0,100211,0,0,0,0
2010,730,0.00005,0,0,0,0.00006,47101,0,0,0,148532
2010,731,0.00019,0.00005,0,0,0,324889,25907,0,0,0
2010,732,0,0,0,0,0,0,0,0,0,0
2011,733,0,0.00001,0.00001,0,0,0,2000,16224,0,0
2011,734,0.00004,0,0.00002,0.00001,0,62945,0,46173,230000,0
2011,735,0.00007,0.00057,0.00007,0.00005,0.00003,73612,310303,410992,1483000,42794
2011,736,0.00139,0.0014,0.00201,0.00015,0.00068,2307017,538657,27619419,4904768,42030000
2011,737,0.00629,0.01492,0.00048,0.00016,0.00068,10858849,8024777,4322967,1429828,36727270
2011,738,0.00145,0.00287,0.00001,0,0.00007,2368914,1432885,77370,0,586356
2011,739,0.00009,0.0007,0,0,0.00002,139700,349600,0,0,154799
2011,740,0.00007,0.00002,0,0,0.00016,105227,6000,0,0,902713
2011,741,0,0.00002,0,0,0,0,9542,0,0,0
2011,742,0,0.00005,0,0,0.00006,0,24848,0,0,143199
2011,743,0.00002,0,0,0,0,25620,0,0,0,0
2011,744,0,0,0.00002,0,0,0,0,938166,0,0
2012,745,0,0.00004,0,0.00001,0,0,17750,0,17500,0
2012,746,0.00001,0.00001,0.00001,0.00002,0,13481,5000,80000,144800,0
2012,747,0,0.00018,0.00004,0.00007,0,0,84494,863438,2670347,0
2012,748,0.00144,0.00188,0.00299,0.00044,0.00058,2407872,834217,67635921,11395326,37742174
2012,749,0.00671,0.01043,0.00108,0.00011,0.00031,11556145,5606407,11049368,1099099,9473307
2012,750,0.002,0.00297,0.00002,0.00001,0.00014,3403474,1510581,20300,5003,1301067
2012,751,0.00003,0.00075,0,0,0.00002,44333,390570,0,0,203367
2012,752,0.00008,0.00002,0,0,0.00006,102988,4198,0,0,583565
2012,753,0,0.00003,0,0,0.00003,0,15554,0,0,202000
2012,754,0.00002,0.00004,0,0,0.00006,18283,16431,0,0,149828
2012,755,0,0,0,0,0,0,0,0,0,0
2012,756,0.00012,0,0.00001,0,0,197133,0,500000,0,0
2013,757,0,0.00001,0,0,0,0,5000,0,0,0
2013,758,0,0,0,0.00005,0,0,0,0,2246577,0
2013,759,0.00034,0.0001,0.00139,0.00019,0.00001,589030,40284,35366552,4415550,434000
2013,760,0.00067,0.00104,0.00281,0.00009,0.00019,1070170,381185,43995980,848216,11145770
2013,761,0.00627,0.01173,0.00069,0,0.0001,10753044,6258154,4124298,0,49438
2013,762,0.00098,0.00119,0.00003,0,0.00014,1619556,580236,25991,0,1069138
2013,763,0.0001,0.00011,0,0,0.00006,137166,54066,0,0,355714
2013,764,0,0,0,0,0.0001,0,0,0,0,699930
2013,765,0,0,0,0,0.00009,0,0,0,0,398767
2013,766,0,0.00003,0,0,0.00006,0,13430,0,0,151154
2013,767,0.00008,0.00001,0,0,0,134056,5000,0,0,0
2013,768,0.00004,0,0.00001,0,0,59657,0,153365,0,0
2014,769,0,0,0,0,0,0,0,0,0,0
2014,770,0,0.00001,0,0.00002,0,0,3450,0,108547,0
2014,771,0.00001,0.00054,0.00123,0.00015,0,14188,288280,32183834,3166242,0
2014,772,0.0004,0.00153,0.00283,0.00042,0.00066,575427,659324,28079041,12650197,44830000
2014,773,0.00586,0.00953,0.00038,0,0.00018,10027385,5139206,2154385,0,3187329
2014,774,0.00042,0.00255,0.00004,0,0.00009,637394,1211664,173547,0,729702
2014,775,0.00001,0.00015,0,0,0,18000,77340,0,0,0
2014,776,0,0,0,0,0.00003,0,0,0,0,172083
2014,777,0,0,0,0,0.00006,0,0,0,0,231372
2014,778,0,0.00001,0,0,0.00003,0,5000,0,0,54699
2014,779,0.00002,0,0,0,0,26945,0,0,0,0
2014,780,0.00009,0,0,0,0,127359,0,0,0,0
2015,781,0,0,0.00005,0,0,0,0,561359,0,0
2015,782,0.00007,0,0,0,0,114512,0,0,0,0
2015,783,0.00013,0.00055,0.00067,0.00011,0.0003,200791,270714,12171178,4774776,19780759
2015,784,0.00128,0.00132,0.00233,0.00006,0,2135928,619663,16324973,609456,0
2015,785,0.0061,0.00848,0.00008,0,0.00033,10374397,4370040,157346,0,24543668
2015,786,0.00066,0.00133,0.00001,0,0.00009,983910,612843,110,0,569579
2015,787,0,0,0,0,0.00006,0,0,0,0,273179
2015,788,0,0,0,0,0.00018,0,0,0,0,414759
2015,789,0,0,0,0,0.00008,0,0,0,0,265708
2015,790,0,0,0,0,0.00002,0,0,0,0,52237
2015,791,0.00002,0,0,0,0,26056,0,0,0,0
2015,792,0,0,0,0,0,0,0,0,0,0
2016,793,0.00001,0,0,0,0,3911,0,0,0,0
2016,794,0.00005,0,0,0.00006,0,71511,0,0,2453220,0
2016,795,0,0,0.00011,0.00005,0.00008,0,0,2320000,980000,1730000
2016,796,0.00042,0,0.00129,0,0.00005,736798,0,24862746,0,26918
2016,797,0.00362,0.00231,0,0,0.00006,6286849,1236718,0,0,1320911
2016,798,0.00012,0.0006,0,0,0.00006,111359,320279,0,0,511439
2016,799,0,0,0,0,0,0,0,0,0,0
2016,800,0,0,0,0,0,0,0,0,0,0
2016,801,0,0,0,0,0,0,0,0,0,0
2016,802,0,0,0,0,0,0,0,0,0,0
2016,803,0,0,0,0,0,0,0,0,0,0
2016,804,0,0,0,0,0,0,0,0,0,0
2017,805,0,0,0,0,0,0,0,0,0,0
2017,806,0,0,0,0,0,0,0,0,0,0
2017,807,0,0,0,0,0,0,0,0,0,0
2017,808,0,0,0,0,0,0,0,0,0,0
2017,809,0,0,0,0,0,0,0,0,0,0
2017,810,0,0,0,0,0,0,0,0,0,0
2017,811,0,0,0,0,0,0,0,0,0,0
2017,812,0,0,0,0,0,0,0,0,0,0
2017,813,0,0,0,0,0,0,0,0,0,0
2017,814,0,0,0,0,0,0,0,0,0,0
2017,815,0,0,0,0,0,0,0,0,0,0
2017,816,0,0,0,0,0,0,0,0,0,0
2018,817,0,0,0,0,0,0,0,0,0,0
2018,818,0,0,0,0,0,0,0,0,0,0
2018,819,0,0,0,0,0,0,0,0,0,0
2018,820,0,0,0,0,0,0,0,0,0,0
2018,821,0,0,0,0,0,0,0,0,0,0
2018,822,0,0,0,0,0,0,0,0,0,0
2018,823,0,0,0,0,0,0,0,0,0,0
2018,824,0,0,0,0,0,0,0,0,0,0
2018,825,0,0,0,0,0,0,0,0,0,0
2018,826,0,0,0,0,0,0,0,0,0,0
2018,827,0,0,0,0,0,0,0,0,0,0
2018,828,0,0,0,0,0,0,0,0,0,0
2019,829,0,0,0,0,0,0,0,0,0,0
2019,830,0,0,0,0,0,0,0,0,0,0
2019,831,0,0,0,0,0,0,0,0,0,0
2019,832,0,0,0,0,0,0,0,0,0,0
2019,833,0,0,0,0,0,0,0,0,0,0
2019,834,0,0,0,0,0,0,0,0,0,0
2019,835,0,0,0,0,0,0,0,0,0,0
2019,836,0,0,0,0,0,0,0,0,0,0
2019,837,0,0,0,0,0,0,0,0,0,0
2019,838,0,0,0,0,0,0,0,0,0,0
