YEAR,Timestep,CHIN_H_MT_KM2,COHO_H_MT_KM2,CHUM_H_MT_KM2,PINK_H_MT_KM2,SOCKEYE_H_MT_KM2,CHIN_H_N,COHO_H_N,CHUM_H_N,PINK_H_N,SOCKEYE_H_N,COHO_H_N_adj,COHO_H_MT_KM2_adj,CHIN_H_N_adj,CHIN_H_MT_KM2_adj,PINK_H_N_adj,PINK_H_MT_KM2_adj,SOCKEYE_H_N_adj,SOCKEYE_H_MT_KM2_adj,CHUM_H_N_adj,CHUM_H_MT_KM2_adj,COHO_H_MT_KM2_rel1950,CHIN_H_MT_KM2_rel1950,PINK_H_MT_KM2_rel1950,SOCKEYE_H_MT_KM2_rel1950,CHUM_H_MT_KM2_rel1950
1951,18,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1951,19,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1951,20,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1951,21,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1951,22,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1951,23,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1951,24,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1952,25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1952,26,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1952,27,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1952,28,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1952,29,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1952,30,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1952,31,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1952,32,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1952,33,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1952,34,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1952,35,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1952,36,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1953,37,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1953,38,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1953,39,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1953,40,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1953,41,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1953,42,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1953,43,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1953,44,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1953,45,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1953,46,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1953,47,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1953,48,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1954,49,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1954,50,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1954,51,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1954,52,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1954,53,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1954,54,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1954,55,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1954,56,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1954,57,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1954,58,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1954,59,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1954,60,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1955,61,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1955,62,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1955,63,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1955,64,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1955,65,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1955,66,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1955,67,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1955,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1955,69,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1955,70,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1955,71,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1955,72,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1956,73,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1956,74,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1956,75,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1956,76,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1956,77,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1956,78,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1956,79,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1956,80,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1956,81,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1956,82,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1956,83,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1956,84,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
1957,85,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,258333.33333333334,0.0008166666666666667,583333.3333333334,1.105e-06,3783333.3333333335,5.6666666666666664e-05,1100000.0,0.0011,1366666.6666666667,5.333333333333334e-05,0.9999999999999999,0.9999999999999998,1.0,1.0,1.0000000000000002
