Date,SalinVertMean
1996-09-15,10.427194732641661
1996-10-15,10.488427773343975
1996-11-15,10.49608938547486
1996-12-15,10.479289704708698
1997-01-15,10.451296887470074
1997-02-15,10.430905826017558
1997-03-15,10.414285714285715
1997-04-15,10.394034317637669
1997-05-15,10.339784517158819
1997-06-15,10.257382282521947
1997-07-15,10.227314445331206
1997-08-15,10.303391859537111
1997-09-15,10.374920191540303
1997-10-15,10.383499600957702
1997-11-15,10.36292897047087
1997-12-15,10.344573024740622
1998-01-15,10.316280925778132
1998-02-15,10.299481245011972
1998-03-15,10.285494812450118
1998-04-15,10.29050279329609
1998-05-15,10.260075818036713
1998-06-15,10.217897047086991
1998-07-15,10.225219473264167
1998-08-15,10.278172386272944
1998-09-15,10.366799680766162
1998-10-15,10.428312051077414
1998-11-15,10.42867118914605
1998-12-15,10.383559457302475
1999-01-15,10.352035115722265
1999-02-15,10.325119712689546
1999-03-15,10.294592976855547
1999-04-15,10.286013567438149
1999-05-15,10.261632083000798
1999-06-15,10.23926576217079
1999-07-15,10.217358339984036
1999-08-15,10.27456105347167
1999-09-15,10.378970470869914
1999-10-15,10.470610534716679
1999-11-15,10.474122106943335
1999-12-15,10.431205107741421
2000-01-15,10.413128491620112
2000-02-15,10.407980845969673
2000-03-15,10.398004788507583
2000-04-15,10.395111731843576
2000-05-15,10.36111332801277
2000-06-15,10.311013567438147
2000-07-15,10.291121308858738
2000-08-15,10.3237629688747
2000-09-15,10.395171588188347
2000-10-15,10.464325618515563
2000-11-15,10.475299281723862
2000-12-15,10.471927374301677
2001-01-15,10.45839984038308
2001-02-15,10.44656823623304
2001-03-15,10.454588986432562
2001-04-15,10.45616520351157
2001-05-15,10.427693535514765
2001-06-15,10.373862729449321
2001-07-15,10.34962090981644
2001-08-15,10.369433359936155
2001-09-15,10.429070231444532
2001-10-15,10.484237829209896
2001-11-15,10.4798683160415
2001-12-15,10.441899441340782
2002-01-15,10.414425379090185
2002-02-15,10.398363926576218
2002-03-15,10.398842777334398
2002-04-15,10.405526735833998
2002-05-15,10.367358339984039
2002-06-15,10.303691141260975
2002-07-15,10.270810055865923
2002-08-15,10.34780526735834
2002-09-15,10.427913008778932
2002-10-15,10.485195530726257
2002-11-15,10.505027932960893
2002-12-15,10.482043096568237
2003-01-15,10.450339185953712
2003-02-15,10.437330407023143
2003-03-15,10.430167597765363
2003-04-15,10.400319233838788
2003-05-15,10.357043096568237
2003-06-15,10.31193136472466
2003-07-15,10.299541101356745
2003-08-15,10.34948124501197
2003-09-15,10.421448523543496
2003-10-15,10.451935355147645
2003-11-15,10.439485235434956
2003-12-15,10.425339185953712
2004-01-15,10.393296089385474
2004-02-15,10.380227454110136
2004-03-15,10.384098164405428
2004-04-15,10.376975259377494
2004-05-15,10.350119712689546
2004-06-15,10.301975259377494
2004-07-15,10.301077414205906
2004-08-15,10.359776536312848
2004-09-15,10.387948922585794
2004-10-15,10.439724660814049
2004-11-15,10.441520351157223
2004-12-15,10.424840383080607
2005-01-15,10.418974461292896
2005-02-15,10.391759776536313
2005-03-15,10.401077414205906
2005-04-15,10.385554668794894
2005-05-15,10.33439744612929
2005-06-15,10.265742218675179
2005-07-15,10.25867916999202
2005-08-15,10.319812450119713
2005-09-15,10.393555466879489
2005-10-15,10.444094173982442
2005-11-15,10.433838786911412
2005-12-15,10.432861133280127
2006-01-15,10.39794493216281
2006-02-15,10.364225857940943
2006-03-15,10.361612130885874
2006-04-15,10.351436552274542
2006-05-15,10.332960893854748
2006-06-15,10.276835594573024
2006-07-15,10.301057462090984
2006-08-15,10.366001596169193
2006-09-15,10.448962490023943
2006-10-15,10.511033519553074
2006-11-15,10.516719872306465
2006-12-15,10.477354349561054
2007-01-15,10.447525937749402
2007-02-15,10.437649640861931
2007-03-15,10.424181963288108
2007-04-15,10.40600558659218
2007-05-15,10.365183559457304
2007-06-15,10.309896249002394
2007-07-15,10.299062250598563
2007-08-15,10.33511572226656
2007-09-15,10.41965283320032
2007-10-15,10.454189944134079
2007-11-15,10.443495610534717
2007-12-15,10.42284517158819
2008-01-15,10.391360734237828
2008-02-15,10.382601755786114
2008-03-15,10.393914604948124
2008-04-15,10.405367118914604
2008-05-15,10.393196328810854
2008-06-15,10.319094173982442
2008-07-15,10.320810055865921
2008-08-15,10.362529928172385
2008-09-15,10.428232242617717
2008-10-15,10.483559457302475
2008-11-15,10.48659217877095
2008-12-15,10.466300877893058
2009-01-15,10.45720271348763
2009-02-15,10.45802075019952
2009-03-15,10.46488427773344
2009-04-15,10.4603950518755
2009-05-15,10.423224261771747
2009-06-15,10.364565043894652
2009-07-15,10.362031125299282
2009-08-15,10.383320031923382
2009-09-15,10.440921787709497
2009-10-15,10.499361532322427
2009-11-15,10.490063846767757
2009-12-15,10.452254588986431
2010-01-15,10.436173184357543
2010-02-15,10.410335195530726
2010-03-15,10.400558659217877
2010-04-15,10.383280127693535
2010-05-15,10.351416600159617
2010-06-15,10.29437350359138
2010-07-15,10.289385474860334
2010-08-15,10.34485235434956
2010-09-15,10.41855546687949
2010-10-15,10.454309656823623
2010-11-15,10.451057462090981
2010-12-15,10.423962490023944
2011-01-15,10.381264964086192
2011-02-15,10.368475658419793
2011-03-15,10.355885873902633
2011-04-15,10.340243415802075
2011-05-15,10.306384676775737
2011-06-15,10.23631284916201
2011-07-15,10.214584996009577
2011-08-15,10.263607342378291
2011-09-15,10.361632083000798
2011-10-15,10.411751795690343
2011-11-15,10.433798882681565
2011-12-15,10.431743814844372
2012-01-15,10.41855546687949
2012-02-15,10.396847565841979
2012-03-15,10.383200319233838
2012-04-15,10.365762170790104
2012-05-15,10.321528332003192
2012-06-15,10.260195530726257
2012-07-15,10.208798882681565
2012-08-15,10.273802873104549
2012-09-15,10.389944134078211
2012-10-15,10.46971268954509
2012-11-15,10.464485235434957
2012-12-15,10.432382282521948
2013-01-15,10.403691141260975
2013-02-15,10.400159616919392
2013-03-15,10.398743016759777
2013-04-15,10.406165203511572
2013-05-15,10.366360734237828
2013-06-15,10.30510774142059
2013-07-15,10.305706304868316
2013-08-15,10.367298483639265
2013-09-15,10.429070231444532
2013-10-15,10.466500399042298
2013-11-15,10.499640861931365
2013-12-15,10.5091580207502
2014-01-15,10.495031923383879
2014-02-15,10.491660015961692
2014-03-15,10.477374301675978
2014-04-15,10.463148443735037
2014-05-15,10.400339185953712
2014-06-15,10.326396648044692
2014-07-15,10.322007182761373
2014-08-15,10.376516360734238
2014-09-15,10.446588188347965
2014-10-15,10.47366320830008
2014-11-15,10.433260175578612
2014-12-15,10.400119712689543
2015-01-15,10.366201117318434
2015-02-15,10.347007182761372
2015-03-15,10.337509976057461
2015-04-15,10.308160415003991
2015-05-15,10.29980047885076
2015-06-15,10.28874700718276
2015-07-15,10.344972067039107
2015-08-15,10.408220271348762
2015-09-15,10.467118914604947
2015-10-15,10.500758180367118
2015-11-15,10.497146847565842
2015-12-15,10.464565043894654
2016-01-15,10.431065442936951
2016-02-15,10.392916999201915
2016-03-15,10.356324820430965
2016-04-15,10.32527932960894
2016-05-15,10.294333599361533
2016-06-15,10.274700718276137
2016-07-15,10.289445331205107
2016-08-15,10.364325618515563
2016-09-15,10.444553072625698
2016-10-15,10.47170790103751
2016-11-15,10.42208699122107
2016-12-15,10.3688946528332
2017-01-15,10.352992817238627
2017-02-15,10.339086193136472
2017-03-15,10.333140462889066
2017-04-15,10.304768555466879
2017-05-15,10.261272944932163
2017-06-15,10.201855546687948
2017-07-15,10.235993615323224
2017-08-15,10.331225059856346
2017-09-15,10.421368715083801
2017-10-15,10.48034716679968
2017-11-15,10.481484437350359
2017-12-15,10.442537909018355
2018-01-15,10.428711093375897
2018-02-15,10.397525937749402
2018-03-15,10.397685554668795
2018-04-15,10.392577813248204
2018-05-15,10.334177972865122
2018-06-15,10.282242617717477
2018-07-15,10.319872306464484
2018-08-15,10.382641660015961
2018-09-15,10.45672386272945
2018-10-15,10.509018355945729
2018-11-15,10.517438148443734
2018-12-15,10.491719872306465
