Date,SalinVertMean4m
1979-01-15,26.390243415802075
1979-02-15,26.3700518754988
1979-03-15,26.48258180367119
1979-04-15,26.400119712689545
1979-05-15,23.37609736632083
1979-06-15,20.060714285714283
1979-07-15,20.258938547486036
1979-08-15,23.239844373503594
1979-09-15,24.897086991221073
1979-10-15,25.78387869114126
1979-11-15,26.159776536312847
1979-12-15,26.243036711891456
1980-01-15,26.493196328810853
1980-02-15,26.50632482043097
1980-03-15,26.5433160415004
1980-04-15,26.284377494014365
1980-05-15,22.692777334397444
1980-06-15,21.016799680766162
1980-07-15,21.446687948922587
1980-08-15,23.719752593774942
1980-09-15,24.7358938547486
1980-10-15,25.060055865921786
1980-11-15,25.600179569034317
1980-12-15,25.66258978451716
1981-01-15,25.02246608140463
1981-02-15,25.61296887470072
1981-03-15,26.053012769353547
1981-04-15,25.86131284916201
1981-05-15,22.964325618515563
1981-06-15,19.78611332801277
1981-07-15,20.85762170790104
1981-08-15,23.315602553870708
1981-09-15,24.920371109337587
1981-10-15,25.83816839584996
1981-11-15,25.99251795690343
1981-12-15,25.877075019952112
1982-01-15,26.225738228252194
1982-02-15,26.264325618515567
1982-03-15,26.37322426177175
1982-04-15,26.47671588188348
1982-05-15,24.084038308060656
1982-06-15,20.221169193934557
1982-07-15,18.74828411811652
1982-08-15,20.765961691939346
1982-09-15,23.211991221069432
1982-10-15,25.233878691141264
1982-11-15,25.40740223463687
1982-12-15,26.247086991221067
1983-01-15,26.317039106145252
1983-02-15,26.41021548284118
1983-03-15,26.338467677573828
1983-04-15,25.877773343974464
1983-05-15,23.720450917797287
1983-06-15,20.804808459696726
1983-07-15,20.363048683160414
1983-08-15,22.406165203511573
1983-09-15,24.616739824421387
1983-10-15,25.59303671189146
1983-11-15,25.82893056664006
1983-12-15,25.6067637669593
1984-01-15,25.533958499600953
1984-02-15,26.075418994413408
1984-03-15,25.7720271348763
1984-04-15,25.876396648044693
1984-05-15,24.040682362330404
1984-06-15,21.720929768555465
1984-07-15,20.686851556264966
1984-08-15,22.30562649640862
1984-09-15,24.259736632082998
1984-10-15,25.20077813248204
1984-11-15,25.847825219473265
1984-12-15,25.801695929768556
1985-01-15,26.09720670391062
1985-02-15,26.63000798084597
1985-03-15,27.121268954509176
1985-04-15,26.36973264166002
1985-05-15,23.869672785315245
1985-06-15,20.39493216280926
1985-07-15,22.288966480446927
1985-08-15,24.403212290502793
1985-09-15,25.465223463687153
1985-10-15,26.61514365522745
1985-11-15,25.63639265762171
1985-12-15,25.914924181963286
1986-01-15,26.797944932162814
1986-02-15,26.687729449321626
1986-03-15,26.42865123703113
1986-04-15,25.906185155626495
1986-05-15,23.92470071827614
1986-06-15,21.54650837988827
1986-07-15,20.70911811652035
1986-08-15,23.763008778930566
1986-09-15,25.145291300877894
1986-10-15,25.834098164405425
1986-11-15,26.46007581803671
1986-12-15,26.524820430965686
1987-01-15,26.613427773343975
1987-02-15,26.425239425379086
1987-03-15,26.32781324820431
1987-04-15,25.660195530726256
1987-05-15,24.13144453312051
1987-06-15,21.884656823623306
1987-07-15,22.478132482043094
1987-08-15,24.06067438148444
1987-09-15,25.645251396648046
1987-10-15,26.769972067039106
1987-11-15,26.62723463687151
1987-12-15,26.92930965682362
1988-01-15,26.88517557861133
1988-02-15,26.68619313647247
1988-03-15,26.93066640063847
1988-04-15,26.14427374301676
1988-05-15,22.399600957701516
1988-06-15,19.883280127693535
1988-07-15,20.671608140462887
1988-08-15,23.377873104549085
1988-09-15,25.18764964086193
1988-10-15,25.987729449321627
1988-11-15,26.461053471667995
1988-12-15,26.249541101356748
1989-01-15,26.5634477254589
1989-02-15,26.37045091779729
1989-03-15,26.508180367118914
1989-04-15,26.4030526735834
1989-05-15,23.393475658419792
1989-06-15,21.77288507581804
1989-07-15,21.999980047885074
1989-08-15,22.56941340782123
1989-09-15,25.02324421388667
1989-10-15,26.585933758978452
1989-11-15,25.733100558659217
1989-12-15,25.27605746209098
1990-01-15,26.26249002394254
1990-02-15,26.805646448523543
1990-03-15,26.643754988028732
1990-04-15,25.91292897047087
1990-05-15,22.98395849960096
1990-06-15,19.299541101356745
1990-07-15,20.48066640063847
1990-08-15,22.925399042298483
1990-09-15,24.740861931364726
1990-10-15,26.455327214684758
1990-11-15,25.688467677573822
1990-12-15,26.022346368715084
1991-01-15,26.040243415802077
1991-02-15,25.80099760574621
1991-03-15,26.10185554668795
1991-04-15,26.113328012769358
1991-05-15,22.97140861931365
1991-06-15,21.042059058260172
1991-07-15,21.52328411811652
1991-08-15,22.80496807661612
1991-09-15,24.371468475658418
1991-10-15,26.149461292897044
1991-11-15,26.16209098164406
1991-12-15,26.547685554668796
1992-01-15,26.430267358339982
1992-02-15,26.156165203511573
1992-03-15,26.014146049481244
1992-04-15,25.424361532322425
1992-05-15,23.39533120510774
1992-06-15,21.945510774142058
1992-07-15,21.90343176376696
1992-08-15,24.210175578611334
1992-09-15,25.88685155626496
1992-10-15,26.277294493216278
1992-11-15,25.694672785315245
1992-12-15,26.33092577813248
1993-01-15,26.570590582601753
1993-02-15,26.468196328810855
1993-03-15,26.764385474860337
1993-04-15,25.899321628092576
1993-05-15,22.924740622505986
1993-06-15,20.965303272146844
1993-07-15,21.700738228252195
1993-08-15,22.972446129289704
1993-09-15,24.773543495610536
1993-10-15,26.23092577813248
1993-11-15,26.55335195530726
1993-12-15,26.634736632082998
1994-01-15,26.462071029529135
1994-02-15,26.903092577813247
1994-03-15,26.617916999201917
1994-04-15,25.31264964086193
1994-05-15,22.4323423782921
1994-06-15,20.698024740622508
1994-07-15,21.154728651237033
1994-08-15,22.254608938547488
1994-09-15,24.902154828411813
1994-10-15,26.374421388667194
1994-11-15,26.868335993615318
1994-12-15,26.703232242617712
1995-01-15,26.4535514764565
1995-02-15,26.753531524341575
1995-03-15,26.84938148443735
1995-04-15,25.912390263367918
1995-05-15,24.382561851556265
1995-06-15,22.20510774142059
1995-07-15,22.66614126097366
1995-08-15,22.5146049481245
1995-09-15,24.668136472466085
1995-10-15,25.74116121308859
1995-11-15,25.73764964086193
1995-12-15,25.354489225857943
1996-01-15,25.55093774940144
1996-02-15,26.04313647246608
1996-03-15,25.981803671189148
1996-04-15,25.107681564245812
1996-05-15,23.002593774940145
1996-06-15,20.91139265762171
1996-07-15,22.24958100558659
1996-08-15,23.35061851556265
1996-09-15,24.451576217079015
1996-10-15,25.89646847565842
1996-11-15,25.612270550678367
1996-12-15,26.138288108539502
1997-01-15,25.990961691939344
1997-02-15,26.13659217877095
1997-03-15,26.623762968874697
1997-04-15,25.62338387869114
1997-05-15,22.051875498802872
1997-06-15,17.93405826017558
1997-07-15,18.298343974461293
1997-08-15,21.54541101356744
1997-09-15,23.89403431763767
1997-10-15,25.082801276935356
1997-11-15,24.49012370311253
1997-12-15,25.545530726256985
1998-01-15,26.161013567438147
1998-02-15,26.320351157222667
1998-03-15,25.842797286512372
1998-04-15,25.62911013567438
1998-05-15,23.27118914604948
1998-06-15,21.41999201915403
1998-07-15,21.513946528332003
1998-08-15,22.627154828411808
1998-09-15,25.0901835594573
1998-10-15,26.13409816440543
1998-11-15,26.22236632083001
1998-12-15,26.345690343176372
1999-01-15,26.023244213886674
1999-02-15,26.74770550678372
1999-03-15,26.45646448523544
1999-04-15,25.67023144453312
1999-05-15,22.815083798882682
1999-06-15,20.24780526735834
1999-07-15,19.178252194732643
1999-08-15,20.790403032721468
1999-09-15,24.411472466081403
1999-10-15,26.420251396648048
1999-11-15,26.07228651237031
1999-12-15,25.73653232242618
2000-01-15,26.353391859537112
2000-02-15,26.630845969672784
2000-03-15,26.702094972067037
2000-04-15,26.318236233040704
2000-05-15,23.612290502793297
2000-06-15,22.102354349561054
2000-07-15,20.620331205107743
2000-08-15,21.50391061452514
2000-09-15,23.501117318435757
2000-10-15,25.552254588986433
2000-11-15,25.706185155626496
2000-12-15,26.430446927374305
2001-01-15,26.408339984038303
2001-02-15,26.677214684756585
2001-03-15,27.250279329608937
2001-04-15,26.92653631284916
2001-05-15,24.826835594573026
2001-06-15,21.735375099760578
2001-07-15,21.48529529130088
2001-08-15,22.45778132482043
2001-09-15,24.678850758180367
2001-10-15,26.27759377494014
2001-11-15,25.918655227454114
2001-12-15,26.580526735833995
2002-01-15,26.288846767757384
2002-02-15,26.512729449321625
2002-03-15,26.84782521947326
2002-04-15,26.42559856344773
2002-05-15,23.060853950518755
2002-06-15,20.117757382282523
2002-07-15,19.6292897047087
2002-08-15,23.377134876296886
2002-09-15,24.918834796488426
2002-10-15,25.612529928172385
2002-11-15,26.208599361532322
2002-12-15,26.694553072625695
2003-01-15,26.840582601755788
2003-02-15,26.58856743814844
2003-03-15,27.0830806065443
2003-04-15,26.00099760574621
2003-05-15,23.386911412609734
2003-06-15,21.812769353551477
2003-07-15,21.538846767757384
2003-08-15,23.455407023144453
2003-09-15,25.692059058260178
2003-10-15,26.204050279329607
2003-11-15,25.604429369513166
2003-12-15,26.541300877893057
2004-01-15,26.284437350359138
2004-02-15,26.246288906624102
2004-03-15,26.7268156424581
2004-04-15,25.899162011173186
2004-05-15,23.046029529130085
2004-06-15,21.1036312849162
2004-07-15,22.06735833998404
2004-08-15,24.06745810055866
2004-09-15,23.74231843575419
2004-10-15,25.568834796488428
2004-11-15,25.195830007980845
2004-12-15,25.175139664804465
2005-01-15,25.778511572226655
2005-02-15,24.962769353551476
2005-03-15,25.888248204309654
2005-04-15,25.764664804469273
2005-05-15,22.86899441340782
2005-06-15,20.175977653631286
2005-07-15,21.068914604948123
2005-08-15,23.4816839584996
2005-09-15,24.98916600159617
2005-10-15,25.631504389465285
2005-11-15,25.119912210694334
2005-12-15,25.756644054269753
2006-01-15,25.980506783719076
2006-02-15,26.385434956105346
2006-03-15,26.794393455706306
2006-04-15,25.922964884277732
2006-05-15,24.62667597765363
2006-06-15,20.473044692737428
2006-07-15,22.970909816440543
2006-08-15,24.464664804469272
2006-09-15,25.99590981644054
2006-10-15,27.00438946528332
2006-11-15,26.92486033519553
2006-12-15,26.722047086991225
2007-01-15,26.55592577813248
2007-02-15,26.49090183559457
2007-03-15,26.281464485235432
2007-04-15,25.418675179569032
2007-05-15,22.678132482043097
2007-06-15,19.64471268954509
2007-07-15,20.576316839584997
2007-08-15,22.15315243415802
2007-09-15,25.08553471667997
2007-10-15,25.824062250598566
2007-11-15,25.19900239425379
2007-12-15,25.847266560255388
2008-01-15,26.446687948922584
2008-02-15,26.2665003990423
2008-03-15,26.490822027134875
2008-04-15,26.322027134876297
2008-05-15,23.978750997605747
2008-06-15,19.43858739026337
2008-07-15,20.883499600957702
2008-08-15,22.87835195530726
2008-09-15,24.735295291300883
2008-10-15,26.159197924980045
2008-11-15,26.038268156424586
2008-12-15,25.73731045490822
2009-01-15,26.3933160415004
2009-02-15,26.779928172386274
2009-03-15,27.256903431763767
2009-04-15,27.07601755786113
2009-05-15,23.93992418196329
2009-06-15,21.324581005586595
2009-07-15,22.94128092577813
2009-08-15,22.84824421388667
2009-09-15,24.889345570630486
2009-10-15,26.390422984836395
2009-11-15,26.552553870710295
2009-12-15,25.9920790103751
2010-01-15,26.465901835594575
2010-02-15,26.23683160415004
2010-03-15,26.68970470869912
2010-04-15,26.434038308060654
2010-05-15,24.521169193934554
2010-06-15,21.843675179569033
2010-07-15,22.239964086193137
2010-08-15,23.36983240223464
2010-09-15,25.34590981644054
2010-10-15,25.92757382282522
2010-11-15,26.126316839584998
2010-12-15,26.408419792498005
2011-01-15,25.991280925778135
2011-02-15,26.31007581803671
2011-03-15,26.605387071029533
2011-04-15,26.05434956105347
2011-05-15,23.12685554668795
2011-06-15,18.92262569832402
2011-07-15,18.723802873104553
2011-08-15,20.547585794094175
2011-09-15,24.04996009577015
2011-10-15,24.833240223463687
2011-11-15,25.95921787709497
2011-12-15,26.18082601755786
2012-01-15,26.561113328012766
2012-02-15,26.468894652833203
2012-03-15,26.811432561851554
2012-04-15,26.043495610534716
2012-05-15,23.553571428571427
2012-06-15,20.015442936951317
2012-07-15,17.61187150837989
2012-08-15,20.656943335993613
2012-09-15,24.47924980047885
2012-10-15,25.920231444533123
2012-11-15,25.676795690343173
2012-12-15,26.34860335195531
2013-01-15,25.986193136472465
2013-02-15,26.331943335993618
2013-03-15,26.493036711891456
2013-04-15,25.997166799680766
2013-05-15,22.680287310454908
2013-06-15,19.8170790103751
2013-07-15,20.758758978451716
2013-08-15,22.87647645650439
2013-09-15,24.417956903431765
2013-10-15,25.507142857142856
2013-11-15,26.294413407821224
2013-12-15,26.43268156424581
2014-01-15,26.311891460494813
2014-02-15,27.051935355147645
2014-03-15,26.82011173184358
2014-04-15,26.286811652035116
2014-05-15,22.402513966480445
2014-06-15,19.489525139664803
2014-07-15,20.952932960893857
2014-08-15,22.61899441340782
2014-09-15,24.651995211492416
2014-10-15,25.706664006384678
2014-11-15,24.90606544293695
2014-12-15,25.260335195530725
2015-01-15,25.190363128491622
2015-02-15,25.188886671987234
2015-03-15,25.240303272146846
2015-04-15,24.192517956903433
2015-05-15,22.460674381484438
2015-06-15,21.10885873902634
2015-07-15,23.39736632083001
2015-08-15,24.546109337589787
2015-09-15,25.565143655227455
2015-10-15,25.68964485235435
2015-11-15,26.111233040702317
2015-12-15,26.842697525937744
2016-01-15,26.394553072625698
2016-02-15,25.82094972067039
2016-03-15,25.879748603351953
2016-04-15,24.73635275339186
2016-05-15,23.474461292897047
2016-06-15,21.51588188347965
2016-07-15,21.53555466879489
2016-08-15,24.28517557861133
2016-09-15,25.321388667198725
2016-10-15,26.100877893056666
2016-11-15,25.015901835594573
2016-12-15,25.2151835594573
2017-01-15,25.74551077414206
2017-02-15,25.746847565841982
2017-03-15,26.127075019952116
2017-04-15,25.287649640861932
2017-05-15,22.879788507581804
2017-06-15,20.27346368715084
2017-07-15,21.61059457302474
2017-08-15,23.700159616919393
2017-09-15,25.276955307262572
2017-10-15,26.078351955307266
2017-11-15,26.28082601755786
2017-12-15,25.5890263367917
2018-01-15,26.53940542697526
2018-02-15,26.02661612130886
2018-03-15,26.39353551476457
2018-04-15,26.176815642458102
2018-05-15,21.464146049481247
2018-06-15,20.052713487629692
2018-07-15,22.103770949720673
2018-08-15,23.45865921787709
2018-09-15,25.144692737430166
2018-10-15,26.238786911412607
2018-11-15,25.991979249800483
2018-12-15,26.607422186751794
