Date,yvelocMean10m
1995-01-15,-0.37869114126097364
1995-02-15,-0.8771149241819631
1995-03-15,-0.19243814844373502
1995-04-15,-1.372486033519553
1995-05-15,-2.9084596967278533
1995-06-15,-2.610295291300878
1995-07-15,-2.9267757382282524
1995-08-15,-3.2704908220271345
1995-09-15,-3.1137270550678373
1995-10-15,-2.0938347964884274
1995-11-15,-1.2775937749401436
1995-12-15,-0.47318435754189936
1996-01-15,-0.6546288906624103
1996-02-15,-0.8391859537110934
1996-03-15,-1.9455307262569832
1996-04-15,0.1337390263367919
1996-05-15,-2.9000997605746206
1996-06-15,-2.4663208300079806
1996-07-15,-4.539126097366321
1996-08-15,-3.3676376695929773
1996-09-15,-3.2321229050279334
1996-10-15,-1.9217677573822824
1996-11-15,-2.0958499600957703
1996-12-15,-1.0445331205107742
1997-01-15,-0.657781324820431
1997-02-15,-1.3311851556264964
1997-03-15,0.42795291300877886
1997-04-15,-1.926197126895451
1997-05-15,-1.3462689545091777
1997-06-15,-1.6482841181165204
1997-07-15,-3.1785714285714284
1997-08-15,-2.8981444533120513
1997-09-15,-2.210714285714286
1997-10-15,-0.7994612928970471
1997-11-15,-0.3836592178770949
1997-12-15,-0.4173184357541902
1998-01-15,1.035454908220271
1998-02-15,0.559976057462091
1998-03-15,-1.8436352753391858
1998-04-15,-2.397246608140463
1998-05-15,-0.8272745411013566
1998-06-15,-2.3557861133280134
1998-07-15,-3.0593375897845174
1998-08-15,-3.7004588986432556
1998-09-15,-4.262829209896248
1998-10-15,-1.525758180367119
1998-11-15,1.1278132482043097
1998-12-15,-0.28733040702314433
1999-01-15,-0.6558858739026338
1999-02-15,1.8149441340782122
1999-03-15,0.13709098164405417
1999-04-15,-3.1843974461292897
1999-05-15,-3.250099760574621
1999-06-15,-1.8901237031125298
1999-07-15,-3.707601755786113
1999-08-15,-3.545590582601756
1999-09-15,-4.507202713487629
1999-10-15,-2.447905027932961
1999-11-15,-0.18675179569034317
1999-12-15,-1.4664405426975262
2000-01-15,-1.4871308858739027
2000-02-15,-0.6049880287310456
2000-03-15,-1.073144453312051
2000-04-15,-1.4031125299281726
2000-05-15,-1.3929569034317637
2000-06-15,-2.58096568236233
2000-07-15,-1.8705307262569832
2000-08-15,-3.9236233040702317
2000-09-15,-2.7955307262569837
2000-10-15,-2.2753192338387866
2000-11-15,-1.768395849960096
2000-12-15,-2.1950119712689546
2001-01-15,-1.0665403032721468
2001-02-15,-2.00500798084597
2001-03-15,-1.083100558659218
2001-04-15,-1.4928371907422187
2001-05-15,-2.5988028731045487
2001-06-15,-1.6932362330407023
2001-07-15,-3.3060654429369514
2001-08-15,-2.0459896249002396
2001-09-15,-3.014604948124501
2001-10-15,-2.8273942537909016
2001-11-15,-0.6084796488427773
2001-12-15,-0.7749401436552277
2002-01-15,-0.7314844373503592
2002-02-15,-0.8171588188347966
2002-03-15,-1.672725458898643
2002-04-15,-2.382581803671189
2002-05-15,-1.5421787709497206
2002-06-15,-2.051596169193935
2002-07-15,-3.9011572226656024
2002-08-15,-3.463188347964884
2002-09-15,-4.002873104549082
2002-10-15,-2.9589784517158817
2002-11-15,-1.0247206703910616
2002-12-15,0.6131883479648843
2003-01-15,-0.4654030327214684
2003-02-15,-1.8831803671189147
2003-03-15,0.15271348762968867
2003-04-15,-0.8732841181165203
2003-05-15,-1.51512370311253
2003-06-15,-2.758000798084597
2003-07-15,-3.1419992019154033
2003-08-15,-3.3208898643256193
2003-09-15,-3.398623304070231
2003-10-15,-1.288028731045491
2003-11-15,-1.6109138068635274
2003-12-15,-0.05624501197126888
2004-01-15,-1.4252793296089385
2004-02-15,-0.5926975259377495
2004-03-15,-1.19914205905826
2004-04-15,-2.6623304070231444
2004-05-15,-1.5775538707102954
2004-06-15,-2.3218475658419795
2004-07-15,-3.8633479648842775
2004-08-15,-1.826556264964086
2004-09-15,-3.2725658419792496
2004-10-15,-1.6474261771747805
2004-11-15,-1.863727055067837
2004-12-15,-1.1535315243415802
2005-01-15,-1.3324820430965683
2005-02-15,-2.3071029529130085
2005-03-15,-0.1872106943335994
2005-04-15,-0.6061252992817238
2005-05-15,-0.5161811652035116
2005-06-15,-1.6154429369513168
2005-07-15,-3.3864724660814054
2005-08-15,-3.2117118914604945
2005-09-15,-3.996907422186752
2005-10-15,-0.5993216280925778
2005-11-15,-1.4117318435754191
2005-12-15,0.03192338387869132
2006-01-15,0.663667198723065
2006-02-15,-2.036412609736632
2006-03-15,0.1029130087789306
2006-04-15,-1.6842178770949718
2006-05-15,-1.6377693535514768
2006-06-15,-3.629648842777335
2006-07-15,-2.731524341580208
2006-08-15,-4.201496408619314
2006-09-15,-3.4830207501995205
2006-10-15,-3.796209098164405
2006-11-15,0.09403431763766945
2006-12-15,0.04345570630486835
2007-01-15,-0.8405027932960895
2007-02-15,-0.4218874700718276
2007-03-15,-1.2598563447725457
2007-04-15,-0.70768156424581
2007-05-15,-2.9276935355147646
2007-06-15,-1.7923982442138866
2007-07-15,-3.0311252992817237
2007-08-15,-3.565083798882682
2007-09-15,-3.5859537110933757
2007-10-15,-1.368535514764565
2007-11-15,-1.5849561053471668
2007-12-15,-0.21105347166799665
2008-01-15,-0.21430566640063817
2008-02-15,-1.8001197126895452
2008-03-15,-0.8888866719872307
2008-04-15,-2.883758978451716
2008-05-15,-2.728850758180367
2008-06-15,-2.4349162011173187
2008-07-15,-2.4741021548284117
2008-08-15,-2.6767557861133278
2008-09-15,-4.235554668794892
2008-10-15,-2.900039904229848
2008-11-15,-0.9083000798084596
2008-12-15,-1.4456903431763766
2009-01-15,-2.238228252194733
2009-02-15,-2.4588188347964883
2009-03-15,-1.168096568236233
2009-04-15,-2.819173982442139
2009-05-15,-1.627494014365523
2009-06-15,-2.0438946528332003
2009-07-15,-2.7028332003192337
2009-08-15,-2.44146049481245
2009-09-15,-3.3377094972067045
2009-10-15,-2.113627294493216
2009-11-15,0.5096568236233043
2009-12-15,-2.0793096568236233
2010-01-15,0.7105347166799679
2010-02-15,-0.2210893854748604
2010-03-15,-0.37609736632083
2010-04-15,-1.345391061452514
2010-05-15,-1.0710095770151637
2010-06-15,-1.6328810853950522
2010-07-15,-4.608619313647247
2010-08-15,-3.550299281723863
2010-09-15,-1.811053471667997
2010-10-15,-1.283978451715882
2010-11-15,-0.6704908220271348
2010-12-15,0.5294293695131682
2011-01-15,-1.3777733439744613
2011-02-15,-0.9933359936153231
2011-03-15,0.38497605746209096
2011-04-15,-1.5166001596169194
2011-05-15,-1.708140462889066
2011-06-15,-3.0608938547486035
2011-07-15,-2.895111731843575
2011-08-15,-3.30061851556265
2011-09-15,-1.5818834796488426
2011-10-15,-2.6344373503591374
2011-11-15,-1.0819632881085393
2011-12-15,-2.4149840383080607
2012-01-15,-0.43922585794094166
2012-02-15,-1.2859138068635276
2012-03-15,0.07803272146847555
2012-04-15,-0.8928172386272946
2012-05-15,-1.9554269752593776
2012-06-15,-1.6720071827613727
2012-07-15,-2.5953910614525144
2012-08-15,-3.5942138866719873
2012-09-15,-4.394932162809258
2012-10-15,-2.269413407821229
2012-11-15,-0.19584996009577021
2012-12-15,-0.17932960893854752
2013-01-15,-1.5496209098164406
2013-02-15,-0.6574820430965683
2013-03-15,-2.5945730247406225
2013-04-15,-2.3418994413407823
2013-05-15,-1.110175578611333
2013-06-15,-2.597785315243416
2013-07-15,-4.047406225059856
2013-08-15,-1.8098762968874702
2013-09-15,-2.470171588188348
2013-10-15,-3.7374102154828406
2013-11-15,-3.130227454110136
2013-12-15,-1.922166799680766
2014-01-15,-2.290682362330407
2014-02-15,-0.7631284916201118
2014-03-15,-0.902414205905826
2014-04-15,-0.6939944134078211
2014-05-15,-0.8513766959297686
2014-06-15,-1.9429768555466882
2014-07-15,-3.4854549082202717
2014-08-15,-3.475638467677574
2014-09-15,-2.533419792498005
2014-10-15,-0.1352952913008776
2014-11-15,-1.6222865123703112
2014-12-15,-0.4222067039106146
2015-01-15,-1.1446528332003192
2015-02-15,-1.4959696727853151
2015-03-15,-0.05089784517158844
2015-04-15,-1.667118914604948
2015-05-15,-2.460215482841181
2015-06-15,-3.92414205905826
2015-07-15,-3.1594772545889866
2015-08-15,-3.4776336791699918
2015-09-15,-2.624680766161213
2015-10-15,-2.4694732641660018
2015-11-15,-1.97915003990423
2015-12-15,0.9862529928172387
2016-01-15,0.14363527533918588
2016-02-15,-0.3432162809257781
2016-03-15,0.4654628890662408
2016-04-15,-1.3986632083000796
2016-05-15,-2.1426177174780525
2016-06-15,-2.964325618515563
2016-07-15,-3.746987230646449
2016-08-15,-3.694094173982442
2016-09-15,-3.1557861133280127
2016-10-15,0.5518555466879489
2016-11-15,1.1519353551476457
2016-12-15,-0.921887470071828
2017-01-15,-0.9838387869114126
2017-02-15,-1.6566440542697523
2017-03-15,0.639106145251397
2017-04-15,-0.3770949720670393
2017-05-15,-2.038248204309657
2017-06-15,-2.458180367118914
2017-07-15,-3.1577813248204314
2017-08-15,-4.006264964086193
2017-09-15,-3.309497206703911
2017-10-15,-2.915901835594573
2017-11-15,0.6733040702314446
2017-12-15,-2.689126097366321
2018-01-15,0.8865323224261774
2018-02-15,-1.9596169193934558
2018-03-15,-1.3395251396648045
2018-04-15,-1.6642059058260175
2018-05-15,-2.167118914604948
2018-06-15,-1.9079608938547483
2018-07-15,-3.8830207501995213
2018-08-15,-3.6466480446927374
2018-09-15,-2.786492418196329
2018-10-15,-2.1369712689545093
2018-11-15,-0.9144652833200317
2018-12-15,0.08397845171588199
