Date,yvelocMean4m
1979-01-15,-0.44415403032721473
1979-02-15,0.0906424581005587
1979-03-15,-0.7813447725458897
1979-04-15,-0.40426975259377507
1979-05-15,-0.2806664006384678
1979-06-15,-0.8841181165203513
1979-07-15,-2.379369513168396
1979-08-15,-3.5301875498802873
1979-09-15,-1.4856145251396646
1979-10-15,-2.204708699122107
1979-11-15,1.275997605746209
1979-12-15,0.5917398244213885
1980-01-15,-0.1687350359138068
1980-02-15,0.42623703112529915
1980-03-15,-0.8506185155626499
1980-04-15,-0.36883479648842804
1980-05-15,-0.41757781324820425
1980-06-15,-1.137150837988827
1980-07-15,-2.8583399840383077
1980-08-15,-3.076536312849162
1980-09-15,-1.6145450917797288
1980-10-15,-1.8982242617717477
1980-11-15,1.618874700718276
1980-12-15,0.4483240223463687
1981-01-15,-0.7681763766959296
1981-02-15,0.9966679968076616
1981-03-15,-1.0634477254588988
1981-04-15,-0.09227853152434176
1981-05-15,-0.39604948124501216
1981-06-15,0.8308858739026332
1981-07-15,-3.1868116520351157
1981-08-15,-2.9880486831604154
1981-09-15,-0.9922984836392661
1981-10-15,-0.923004788507582
1981-11-15,1.133579409417398
1981-12-15,-0.20139664804469284
1982-01-15,-0.2155227454110137
1982-02-15,2.4885474860335193
1982-03-15,-1.3335993615323225
1982-04-15,-1.5143655227454111
1982-05-15,-3.0086991221069432
1982-06-15,-1.711492418196329
1982-07-15,-1.1995211492418196
1982-08-15,-2.503232242617717
1982-09-15,-2.8463288108539513
1982-10-15,0.7027533918595369
1982-11-15,-0.6377294493216279
1982-12-15,0.9539704708699124
1983-01-15,1.3477254588986427
1983-02-15,2.2493615323224265
1983-03-15,0.658998403830806
1983-04-15,-2.1125897845171586
1983-05-15,-1.0920590582601755
1983-06-15,0.6943335993615323
1983-07-15,-0.31532322426177206
1983-08-15,-3.1001197126895454
1983-09-15,-3.9550079808459695
1983-10-15,-1.0328611332801276
1983-11-15,2.7730845969672786
1983-12-15,0.7038308060654432
1984-01-15,-0.09467278531524341
1984-02-15,1.811472466081405
1984-03-15,0.3815442936951317
1984-04-15,-0.38252194732641637
1984-05-15,0.4905027932960895
1984-06-15,-1.2502793296089387
1984-07-15,-3.737869114126097
1984-08-15,-3.193635275339186
1984-09-15,-3.0494213886671986
1984-10-15,-0.9808459696727855
1984-11-15,1.0906025538707105
1984-12-15,-2.0423782920989626
1985-01-15,-2.0455107741420586
1985-02-15,-0.14229848363926573
1985-03-15,-0.3979848363926576
1985-04-15,-1.236272944932163
1985-05-15,-1.5189545091779728
1985-06-15,-3.3232641660015965
1985-07-15,-4.377733439744613
1985-08-15,-3.5681165203511576
1985-09-15,-3.7237031125299276
1985-10-15,0.293455706304868
1985-11-15,-1.361412609736632
1985-12-15,-2.0061053471667996
1986-01-15,1.7309457302474063
1986-02-15,-0.1452513966480447
1986-03-15,1.6303272146847567
1986-04-15,-0.3484437350359139
1986-05-15,-0.556703910614525
1986-06-15,-2.2207302474062254
1986-07-15,-1.6147645650438949
1986-08-15,-5.733300079808459
1986-09-15,-2.499361532322426
1986-10-15,-2.560195530726257
1986-11-15,0.07521947326416564
1986-12-15,0.7603152434158023
1987-01-15,1.5617118914604946
1987-02-15,-0.2746009577015162
1987-03-15,0.24944134078212288
1987-04-15,-0.23108539505187584
1987-05-15,-0.2665802075019953
1987-06-15,-2.493216280925778
1987-07-15,-1.8699920191540307
1987-08-15,-5.256883479648843
1987-09-15,-3.241041500399042
1987-10-15,-4.271907422186751
1987-11-15,0.4885474860335193
1987-12-15,0.34068236233040683
1988-01-15,0.8253391859537111
1988-02-15,-0.6217478052673583
1988-03-15,0.2385674381484437
1988-04-15,-0.7599960095770152
1988-05-15,1.9789106145251396
1988-06-15,-1.1152434158020752
1988-07-15,-3.638966480446928
1988-08-15,-3.5306264964086194
1988-09-15,-3.3572825219473263
1988-10-15,-3.578072625698324
1988-11-15,1.9785913806863529
1988-12-15,-0.936492418196329
1989-01-15,-0.5575219473264165
1989-02-15,-1.2312849162011175
1989-03-15,0.98182362330407
1989-04-15,-1.3517557861133283
1989-05-15,-0.3166799680766159
1989-06-15,-2.9281524341580205
1989-07-15,-0.7679369513168399
1989-08-15,-2.7142258579409417
1989-09-15,-5.527773343974461
1989-10-15,-0.579289704708699
1989-11-15,-1.2913607342378288
1989-12-15,-0.8440941739824422
1990-01-15,-0.6926177174780528
1990-02-15,-0.5073024740622507
1990-03-15,-1.3186352753391863
1990-04-15,-1.1206504389465284
1990-05-15,-0.09960095770151686
1990-06-15,0.26165203511572255
1990-07-15,-4.9113128491620115
1990-08-15,-2.0116919393455706
1990-09-15,-4.274880287310454
1990-10-15,0.07533918595371117
