Date,xvelocVertMean
1994-08-15,-0.010474860335195544
1994-09-15,-0.00913806863527535
1994-10-15,-0.013667198723064645
1994-11-15,-0.0189345570630487
1994-12-15,-0.02693535514764565
1995-01-15,-0.028032721468475658
1995-02-15,-0.026256983240223467
1995-03-15,-0.024321628092577815
1995-04-15,-0.01735833998403832
1995-05-15,-0.008320031923383884
1995-06-15,-0.013407821229050295
1995-07-15,-0.008699122106943336
1995-08-15,-0.010774142059058248
1995-09-15,-0.010375099760574618
1995-10-15,-0.013148443735035919
1995-11-15,-0.015103750997605752
1995-12-15,-0.01833599361532322
1996-01-15,-0.018435754189944125
1996-02-15,-0.016380686352753398
1996-03-15,-0.011472466081404627
1996-04-15,-0.018256185155626492
1996-05-15,-0.012230646448523537
1996-06-15,-0.010734237829209892
1996-07-15,-0.007920989624900232
1996-08-15,-0.009397446129289697
1996-09-15,-0.010474860335195539
1996-10-15,-0.012031125299281712
1996-11-15,-0.010574620909816429
1996-12-15,-0.015562649640861929
1997-01-15,-0.02104948124501197
1997-02-15,-0.01917398244213886
1997-03-15,-0.019612928970470872
1997-04-15,-0.014924181963288105
1997-05-15,-0.018854748603351942
1997-06-15,-0.02170790103750998
1997-07-15,-0.013068635275339177
1997-08-15,-0.01101356743814845
1997-09-15,-0.014764565043894659
1997-10-15,-0.018715083798882683
1997-11-15,-0.02096967278531524
1997-12-15,-0.028511572226656026
1998-01-15,-0.02980845969672786
1998-02-15,-0.033180367118914596
1998-03-15,-0.020730247406225054
1998-04-15,-0.013926576217079004
1998-05-15,-0.017697525937749387
1998-06-15,-0.012210694333599382
1998-07-15,-0.008798882681564254
1998-08-15,-0.008539505187549893
1998-09-15,-0.007721468475658406
1998-10-15,-0.012769353551476462
1998-11-15,-0.01713886671987232
1998-12-15,-0.025718276137270547
1999-01-15,-0.01875498802873105
1999-02-15,-0.027015163607342373
1999-03-15,-0.02172785315243415
1999-04-15,-0.013108539505187538
1999-05-15,-0.009636871508379889
1999-06-15,-0.013288108539505189
1999-07-15,-0.011971268954509175
1999-08-15,-0.012150837988826818
1999-09-15,-0.007382282521947315
1999-10-15,-0.0091779728651237
1999-11-15,-0.018056664006384678
1999-12-15,-0.01883479648842778
2000-01-15,-0.016939345570630492
2000-02-15,-0.018774940143655213
2000-03-15,-0.018395849960095766
2000-04-15,-0.01181165203511572
2000-05-15,-0.01847565841979251
2000-06-15,-0.012589784517158809
2000-07-15,-0.012150837988826822
2000-08-15,-0.007202713487629688
2000-09-15,-0.008519553072625705
2000-10-15,-0.011233040702314448
2000-11-15,-0.014804469273743008
2000-12-15,-0.015343176376695931
2001-01-15,-0.020071827613727056
2001-02-15,-0.018136472466081417
2001-03-15,-0.017697525937749398
2001-04-15,-0.015383080606544305
2001-05-15,-0.01620111731843575
2001-06-15,-0.015103750997605747
2001-07-15,-0.009976057462090985
2001-08-15,-0.011332801276935364
2001-09-15,-0.007083000798084611
2001-10-15,-0.013407821229050283
2001-11-15,-0.020091779728651223
2001-12-15,-0.021408619313647247
2002-01-15,-0.021229050279329614
2002-02-15,-0.021249002394253792
2002-03-15,-0.01590183559457303
2002-04-15,-0.013088587390263376
2002-05-15,-0.013407821229050288
2002-06-15,-0.017398244213886683
2002-07-15,-0.011272944932162809
2002-08-15,-0.010893854748603351
2002-09-15,-0.011552274541101366
2002-10-15,-0.013108539505187545
2002-11-15,-0.022286512370311262
2002-12-15,-0.024261771747805264
2003-01-15,-0.029309656823623298
2003-02-15,-0.02444134078212292
2003-03-15,-0.020770151636073427
2003-04-15,-0.0220271348762969
2003-05-15,-0.016320830007980847
2003-06-15,-0.01404628890662411
2003-07-15,-0.010654429369513161
2003-08-15,-0.012410215482841179
2003-09-15,-0.013667198723064641
2003-10-15,-0.018355945730247406
2003-11-15,-0.015981644054269745
2003-12-15,-0.02547885075818038
2004-01-15,-0.0264365522745411
2004-02-15,-0.022845171588188353
2004-03-15,-0.018754988028731035
2004-04-15,-0.01795690343176377
2004-05-15,-0.018735035913806854
2004-06-15,-0.015542697525937744
2004-07-15,-0.011851556264964086
2004-08-15,-0.012330407023144453
2004-09-15,-0.01590183559457302
2004-10-15,-0.013347964884277735
2004-11-15,-0.019852354349561053
2004-12-15,-0.018615323224261755
2005-01-15,-0.02316440542697526
2005-02-15,-0.02198723064644852
2005-03-15,-0.0212290502793296
2005-04-15,-0.025877893056664002
2005-05-15,-0.022725458898643247
2005-06-15,-0.016380686352753384
2005-07-15,-0.011771747805267366
2005-08-15,-0.007920989624900239
2005-09-15,-0.009636871508379883
2005-10-15,-0.015383080606544293
2005-11-15,-0.020630486831604154
2005-12-15,-0.01999201915403032
2006-01-15,-0.02940941739824422
2006-02-15,-0.020770151636073427
2006-03-15,-0.019553072625698324
2006-04-15,-0.019732641660015964
2006-05-15,-0.013208300079808461
2006-06-15,-0.01622106943335993
2006-07-15,-0.009676775738228258
2006-08-15,-0.010734237829209906
2006-09-15,-0.010953711093375904
2006-10-15,-0.011791699920191528
2006-11-15,-0.02236632083000797
2006-12-15,-0.025079808459696724
2007-01-15,-0.027055067837190742
2007-02-15,-0.02298483639265761
2007-03-15,-0.02118914604948124
2007-04-15,-0.01839584996009577
2007-05-15,-0.014325618515562657
2007-06-15,-0.01677972865123703
2007-07-15,-0.012330407023144453
2007-08-15,-0.010135674381484437
2007-09-15,-0.008359936153232229
2007-10-15,-0.01512370311252992
2007-11-15,-0.014584996009577019
2007-12-15,-0.01997206703910615
2008-01-15,-0.024900239425379108
2008-02-15,-0.020989624900239423
2008-03-15,-0.01660015961691939
2008-04-15,-0.013846767757382278
2008-05-15,-0.017298483639265772
2008-06-15,-0.01861532322426179
2008-07-15,-0.013886671987230629
2008-08-15,-0.012110933758978443
2008-09-15,-0.009836392657621715
2008-10-15,-0.011572226656025548
2008-11-15,-0.017298483639265755
2008-12-15,-0.01666001596169195
2009-01-15,-0.020969672785315252
2009-02-15,-0.019413407821229054
2009-03-15,-0.020411013567438147
2009-04-15,-0.01683958499600957
2009-05-15,-0.01917398244213887
2009-06-15,-0.018056664006384678
2009-07-15,-0.008060654429369509
2009-08-15,-0.010594573024740624
2009-09-15,-0.009397446129289697
2009-10-15,-0.012829209896249014
2009-11-15,-0.022306464485235437
2009-12-15,-0.021388667198723052
2010-01-15,-0.0278731045490822
2010-02-15,-0.024261771747805267
2010-03-15,-0.02170790103750998
2010-04-15,-0.018774940143655227
2010-05-15,-0.014924181963288116
2010-06-15,-0.014784517158818825
2010-07-15,-0.004549082202713487
2010-08-15,-0.008300079808459699
2010-09-15,-0.009357541899441352
2010-10-15,-0.012649640861931368
2010-11-15,-0.01767757382282522
2010-12-15,-0.025418994413407822
2011-01-15,-0.02298483639265763
2011-02-15,-0.019333599361532318
2011-03-15,-0.021348762968874706
2011-04-15,-0.015742218675179567
2011-05-15,-0.015403032721468474
2011-06-15,-0.015383080606544279
2011-07-15,-0.01468475658419793
2011-08-15,-0.010754189944134076
2011-09-15,-0.00965682362330406
2011-10-15,-0.012170790103751
2011-11-15,-0.011811652035115716
2011-12-15,-0.014804469273743003
2012-01-15,-0.023343974461292893
2012-02-15,-0.023703112529928162
2012-03-15,-0.020590582601755777
2012-04-15,-0.020969672785315245
2012-05-15,-0.015223463687150824
2012-06-15,-0.018296089385474848
2012-07-15,-0.01596169193934558
2012-08-15,-0.010175578611332798
2012-09-15,-0.009956105347166807
2012-10-15,-0.01492418196328811
2012-11-15,-0.019712689545091772
2012-12-15,-0.022426177174780525
2013-01-15,-0.019772545889864317
2013-02-15,-0.018874700718276138
2013-03-15,-0.015841979249800464
2013-04-15,-0.01542298483639266
2013-05-15,-0.016001596169193926
2013-06-15,-0.014385474860335194
2013-07-15,-0.008778930566640059
2013-08-15,-0.009776536312849167
2013-09-15,-0.012051077414205897
2013-10-15,-0.011372705506783728
2013-11-15,-0.013427773343974473
2013-12-15,-0.019712689545091786
2014-01-15,-0.022765363128491627
2014-02-15,-0.023244213886671992
2014-03-15,-0.020131683958499597
2014-04-15,-0.020790103750997605
2014-05-15,-0.02539904229848364
2014-06-15,-0.015143655227454091
2014-07-15,-0.01143256185155628
2014-08-15,-0.011292897047086995
2014-09-15,-0.014265762170790099
2014-10-15,-0.01927374301675977
2014-11-15,-0.02166799680766161
2014-12-15,-0.022865123703112535
2015-01-15,-0.02156823623304069
2015-02-15,-0.02298483639265762
2015-03-15,-0.01811652035115722
2015-04-15,-0.016500399042298483
2015-05-15,-0.014525139664804477
2015-06-15,-0.010734237829209894
2015-07-15,-0.011472466081404632
2015-08-15,-0.010275339185953703
2015-09-15,-0.017617717478052686
2015-10-15,-0.018695131683958498
2015-11-15,-0.019333599361532325
2015-12-15,-0.0304269752593775
2016-01-15,-0.0283120510774142
2016-02-15,-0.029708699122106937
2016-03-15,-0.02723463687150837
2016-04-15,-0.012250598563447727
2016-05-15,-0.0075019952114924226
2016-06-15,-0.009477254588986427
2016-07-15,-0.00963687150837989
2016-08-15,-0.00405027932960894
2016-09-15,-0.013447725458898644
2016-10-15,-0.02067039106145251
2016-11-15,-0.028132482043096558
2016-12-15,-0.017936951316839575
2017-01-15,-0.02204708699122108
2017-02-15,-0.023343974461292907
2017-03-15,-0.021408619313647244
2017-04-15,-0.022086991221069437
2017-05-15,-0.013248204309656814
2017-06-15,-0.011811652035115732
2017-07-15,-0.007063048683160413
2017-08-15,-0.008000798084596958
2017-09-15,-0.009297685554668809
2017-10-15,-0.012909018355945734
2017-11-15,-0.022685554668794884
2017-12-15,-0.018854748603351942
2018-01-15,-0.024381484437350356
2018-02-15,-0.0189146049481245
2018-03-15,-0.015762170790103752
2018-04-15,-0.015363128491620118
2018-05-15,-0.018375897845171588
2018-06-15,-0.010035913806863524
2018-07-15,-0.004549082202713504
2018-08-15,-0.009916201117318437
2018-09-15,-0.01408619313647247
2018-10-15,-0.015143655227454112
2018-11-15,-0.022885075818036706
2018-12-15,-0.027913008778930555
