Date,MixedLyrZ
1979-01-15,13.029648842777336
1979-02-15,11.746308858739026
1979-03-15,11.850179569034319
1979-04-15,10.913208300079809
1979-05-15,10.295031923383878
1979-06-15,9.989465283320031
1979-07-15,9.898723064644853
1979-08-15,9.934816440542699
1979-09-15,10.0993415802075
1979-10-15,10.278431763766958
1979-11-15,11.79866320830008
1979-12-15,12.28288108539505
1980-01-15,13.486612130885872
1980-02-15,12.118675179569033
1980-03-15,11.924461292897046
1980-04-15,11.106085395051874
1980-05-15,10.271328810853952
1980-06-15,10.002374301675976
1980-07-15,9.934437350359138
1980-08-15,9.967019154030327
1980-09-15,10.118635275339185
1980-10-15,10.234237829209896
1980-11-15,11.464584996009577
1980-12-15,11.807442138866719
1981-01-15,11.49303671189146
1981-02-15,11.950000000000001
1981-03-15,10.72585794094174
1981-04-15,11.152134876296888
1981-05-15,10.283878691141261
1981-06-15,10.127553870710296
1981-07-15,9.889824421388667
1981-08-15,9.958818834796487
1981-09-15,10.222525937749403
1981-10-15,10.89986033519553
1981-11-15,11.856644054269752
1981-12-15,12.55558659217877
1982-01-15,12.660933758978453
1982-02-15,13.37102952913009
1982-03-15,11.480845969672785
1982-04-15,11.439086193136472
1982-05-15,10.282422186751795
1982-06-15,9.95572625698324
1982-07-15,9.907302474062249
1982-08-15,9.888228252194732
1982-09-15,9.974900239425379
1982-10-15,10.678371907422187
1982-11-15,11.240941739824422
1982-12-15,13.135035913806863
1983-01-15,13.1469473264166
1983-02-15,13.128830806065444
1983-03-15,11.662988826815642
1983-04-15,10.822785315243417
1983-05-15,10.190063846767757
1983-06-15,10.111472466081405
1983-07-15,9.972366320830009
1983-08-15,9.923463687150837
1983-09-15,10.115363128491621
1983-10-15,10.397905027932962
1983-11-15,13.118794892258581
1983-12-15,13.399700718276138
1984-01-15,11.845291300877895
1984-02-15,12.651536312849162
1984-03-15,11.541300877893057
1984-04-15,11.575418994413408
1984-05-15,10.491440542697525
1984-06-15,10.000159616919394
1984-07-15,9.945111731843575
1984-08-15,9.954070231444534
1984-09-15,10.052015163607342
1984-10-15,10.735774142059057
1984-11-15,11.658838786911414
1984-12-15,11.925079808459696
1985-01-15,11.161592178770949
1985-02-15,12.55452913008779
1985-03-15,12.13268156424581
1985-04-15,10.985514764565043
1985-05-15,10.270171588188346
1985-06-15,10.018156424581006
1985-07-15,9.94136073423783
1985-08-15,9.992857142857142
1985-09-15,10.089584996009577
1985-10-15,11.256624102154827
1985-11-15,11.566041500399042
1985-12-15,11.089485235434957
1986-01-15,13.513048683160413
1986-02-15,12.418974461292896
1986-03-15,12.168096568236233
1986-04-15,10.974042298483639
1986-05-15,10.473723064644853
1986-06-15,10.007581803671188
1986-07-15,9.90081803671189
1986-08-15,9.908719074221867
1986-09-15,10.10696328810854
1986-10-15,10.263946528332003
1986-11-15,11.968056664006383
1986-12-15,12.779688747007182
1987-01-15,14.143555466879489
1987-02-15,12.602374301675976
1987-03-15,11.673942537909019
1987-04-15,10.81474461292897
1987-05-15,10.346049481245013
1987-06-15,10.09660814046289
1987-07-15,9.969074221867517
1987-08-15,9.945271348762969
1987-09-15,10.077214684756584
1987-10-15,10.313467677573822
1987-11-15,11.993595371109338
1987-12-15,14.372126895450918
1988-01-15,14.194772545889867
1988-02-15,12.561193136472465
1988-03-15,12.233579409417398
1988-04-15,11.107162809257781
1988-05-15,10.463208300079808
1988-06-15,10.151875498802873
1988-07-15,9.934297685554668
1988-08-15,9.95019952114924
1988-09-15,10.093794892258579
1988-10-15,10.22915003990423
1988-11-15,12.364225857940943
1988-12-15,11.675778132482042
1989-01-15,12.382422186751795
1989-02-15,11.986771747805268
1989-03-15,11.653750997605746
1989-04-15,11.11841580207502
1989-05-15,10.210614525139665
1989-06-15,10.01083399840383
1989-07-15,10.010574620909816
1989-08-15,9.98210295291301
1989-09-15,9.968395849960096
1989-10-15,10.809676775738229
1989-11-15,10.835814046288906
1989-12-15,10.95377094972067
1990-01-15,12.095091779728653
1990-02-15,13.259457302474065
1990-03-15,11.369074221867518
1990-04-15,10.423942537909019
1990-05-15,10.23625299281724
1990-06-15,10.011372705506783
1990-07-15,9.888826815642457
1990-08-15,9.940263367916998
1990-09-15,9.961971268954509
1990-10-15,11.126975259377494
1990-11-15,11.78487629688747
1990-12-15,12.90682362330407
1991-01-15,11.593954509177973
1991-02-15,11.759417398244214
1991-03-15,11.319932162809257
1991-04-15,10.92242617717478
1991-05-15,10.173623304070231
1991-06-15,10.01330806065443
1991-07-15,9.909457302474063
1991-08-15,10.049122106943335
1991-09-15,9.962749401436552
1991-10-15,10.377972865123702
1991-11-15,11.724900239425379
1991-12-15,12.247266560255389
1992-01-15,13.35969672785315
1992-02-15,12.242996807661612
1992-03-15,10.625119712689544
1992-04-15,10.569333599361533
1992-05-15,10.086632083000797
1992-06-15,10.046249002394255
1992-07-15,10.0213687150838
1992-08-15,9.99341580207502
1992-09-15,10.24399441340782
1992-10-15,10.87767358339984
1992-11-15,11.641719872306464
1992-12-15,12.6920790103751
1993-01-15,12.661033519553072
1993-02-15,12.094393455706303
1993-03-15,11.698204309656823
1993-04-15,11.304209896249002
1993-05-15,10.339046288906625
1993-06-15,9.960953711093376
1993-07-15,10.018176376695932
1993-08-15,9.941879489225858
1993-09-15,9.985893854748603
1993-10-15,10.274481245011971
1993-11-15,11.672346368715083
1993-12-15,12.768974461292897
1994-01-15,12.052134876296888
1994-02-15,13.399860335195532
1994-03-15,11.770271348762968
1994-04-15,10.499042298483639
1994-05-15,10.092537909018356
1994-06-15,9.996508379888269
1994-07-15,9.890522745411014
1994-08-15,9.918735035913807
1994-09-15,9.985754189944135
1994-10-15,10.633858739026335
1994-11-15,13.42084996009577
1994-12-15,13.723104549082205
1995-01-15,12.26231045490822
1995-02-15,12.540482841181165
1995-03-15,12.193874700718276
1995-04-15,10.779229848363926
1995-05-15,10.084377494014365
1995-06-15,10.066001596169192
1995-07-15,9.955087789305665
1995-08-15,9.96464485235435
1995-09-15,9.975418994413408
1995-10-15,10.46302873104549
1995-11-15,11.097865123703112
1995-12-15,12.066999201915404
1996-01-15,12.027314445331205
1996-02-15,11.853411811652036
1996-03-15,10.934976057462091
1996-04-15,10.969952114924181
