timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season
1,0.00460023,0.0001800074,0.2800663,0.03001678,0.6030405,0.5163289,0.09038862,0.6454803,0.50379,0.003000942,0.03027922,0.2611217,0.043898,1.168152,0.8551469,0.4752249,3.58824,1.674077,0.3967849,0.120299,4.374518,10.28113,1978-01-02,Winter
2,0.004600653,0.0001800222,0.2803377,0.03006328,0.6096983,0.5132918,0.09130049,0.6590952,0.5131561,0.003004545,0.03069486,0.2626056,0.04921873,1.287529,0.8875858,0.486421,4.122005,1.74386,0.4083357,0.09229146,4.541102,10.66446,1978-01-05,Winter
3,0.004601894,0.0001800769,0.2808902,0.03013602,0.6184556,0.5110664,0.09249301,0.6763766,0.5263464,0.003011992,0.03130876,0.2645856,0.05437221,1.407205,0.9364588,0.4895371,4.301407,1.752876,0.4062099,0.07621444,4.747506,11.10697,1978-01-08,Winter
4,0.0046043,0.0001801886,0.2817374,0.03023214,0.6284543,0.5096704,0.0938316,0.6950946,0.5419219,0.003023678,0.03211639,0.2670642,0.05859905,1.50691,0.9876303,0.4860578,4.326673,1.733807,0.4004592,0.06747575,4.963517,11.53857,1978-01-11,Winter
5,0.004608129,0.0001803688,0.2828647,0.03034921,0.6391959,0.5090495,0.09524158,0.714155,0.5587712,0.003039632,0.03308768,0.2699887,0.06171159,1.583016,1.035008,0.4790458,4.29367,1.705904,0.3949082,0.06360747,5.170811,11.92882,1978-01-14,Winter
6,0.004613576,0.0001806257,0.2842473,0.03048517,0.6503811,0.5091235,0.09668116,0.7330309,0.5760875,0.003059705,0.03418645,0.2732913,0.06382599,1.638958,1.07648,0.4711489,4.244666,1.678362,0.3905471,0.063177,5.35833,12.26833,1978-01-17,Winter
7,0.00462079,0.000180965,0.2858586,0.03063817,0.6618214,0.5098095,0.09812627,0.7514704,0.5933121,0.003083687,0.03537871,0.276907,0.06516499,1.679815,1.111751,0.4640628,4.196293,1.65456,0.3873237,0.06526487,5.519853,12.55785,1978-01-20,Winter
8,0.00462988,0.0001813903,0.2876746,0.03080655,0.6733906,0.5110309,0.09956232,0.7693512,0.6100706,0.003111346,0.03663515,0.2807795,0.06595127,1.710042,1.14124,0.4586325,4.153932,1.635094,0.3849252,0.06917259,5.652674,12.8023,1978-01-23,Winter
9,0.004640929,0.0001819043,0.2896743,0.0309888,0.6849985,0.5127201,0.1009798,0.7866106,0.6261184,0.003142456,0.03793127,0.284862,0.06636539,1.732897,1.165575,0.4551075,4.118496,1.619483,0.3830577,0.07426809,5.756857,13.0078,1978-01-26,Winter
10,0.004653994,0.0001825083,0.2918394,0.03118346,0.6965762,0.5148185,0.1023721,0.8032145,0.6412979,0.003176793,0.03924671,0.2891153,0.06653828,1.750557,1.185399,0.4533687,4.08938,1.60698,0.3815156,0.07993812,5.834649,13.18023,1978-01-29,Winter
11,0.004669116,0.000183203,0.2941539,0.03138919,0.7080683,0.5172747,0.1037341,0.8191428,0.6555105,0.003214142,0.04056443,0.2935068,0.06655803,1.764418,1.201315,0.4530946,4.065614,1.596897,0.3801783,0.08561856,5.889845,13.32478,1978-02-01,Winter
12,0.004686318,0.000183988,0.2966033,0.03160467,0.719429,0.5200434,0.1050617,0.8343838,0.6686965,0.003254288,0.04187014,0.2980078,0.06648068,1.775374,1.213877,0.4538797,4.046264,1.588696,0.3789858,0.09085816,5.92705,13.44586,1978-02-04,Winter
13,0.004705622,0.0001848637,0.2991802,0.03183081,0.7309604,0.5230989,0.1064056,0.8497637,0.6813552,0.003297091,0.04315912,0.3026071,0.06672712,1.794915,1.229161,0.4578943,4.17241,1.627985,0.3921756,0.09532392,5.956165,13.57455,1978-02-07,Winter
14,0.004727089,0.0001858323,0.3018956,0.03206848,0.742777,0.5264617,0.1077835,0.8654534,0.6938879,0.00334264,0.0444476,0.3073339,0.06727826,1.820659,1.247265,0.4638472,4.211461,1.642869,0.395584,0.09876743,5.982425,13.7163,1978-02-10,Winter
15,0.004750769,0.0001868957,0.3047503,0.03231635,0.7546645,0.5301281,0.1091613,0.8808962,0.706039,0.003390917,0.04573517,0.3121892,0.06780225,1.843682,1.264073,0.4691913,4.215102,1.645424,0.3954287,0.1013002,6.005998,13.8519,1978-02-13,Winter
16,0.004776691,0.0001880543,0.3077355,0.0325731,0.7664902,0.5340728,0.110519,0.8958284,0.7175733,0.003441792,0.04701133,0.3171536,0.06817966,1.86178,1.278244,0.4732658,4.206003,1.642538,0.3942159,0.103176,6.027568,13.97344,1978-02-16,Winter
17,0.004804881,0.0001893084,0.310845,0.03283961,0.7785147,0.5382776,0.1118992,0.9109729,0.7288589,0.003495152,0.0482711,0.3222156,0.06878038,1.886295,1.295312,0.4787664,4.334959,1.683621,0.4070623,0.1045889,6.05276,14.10629,1978-02-19,Winter
18,0.004835396,0.0001906604,0.3140892,0.03311672,0.7908286,0.5427656,0.1133151,0.926446,0.7402058,0.00355109,0.04953042,0.3274026,0.06958223,1.915216,1.315128,0.4849881,4.374256,1.698871,0.4101978,0.1055875,6.08267,14.25313,1978-02-22,Winter
19,0.004868284,0.0001921119,0.3174675,0.03340308,0.803201,0.5475327,0.1147297,0.9416594,0.7512882,0.00360958,0.05078745,0.3327118,0.07027136,1.940168,1.333466,0.4899184,4.377639,1.701427,0.4099338,0.1063825,6.113945,14.3936,1978-02-25,Winter
20,0.004903569,0.0001936631,0.3209698,0.03369734,0.8154905,0.5525523,0.1161218,0.9563389,0.7618309,0.003670475,0.05203032,0.3381203,0.0707535,1.959495,1.349002,0.4933222,4.36831,1.698534,0.4087284,0.1071678,6.144635,14.51947,1978-02-28,Winter
21,0.004941239,0.0001953121,0.3245757,0.03399593,0.8272498,0.5577737,0.1174229,0.9694907,0.7710835,0.003733485,0.05323743,0.3435842,0.07063411,1.962515,1.355731,0.4928505,4.213345,1.647632,0.3931774,0.1080878,6.168049,14.60034,1978-03-03,Spring
22,0.004981217,0.0001970533,0.3282452,0.03429538,0.8382685,0.563099,0.1186047,0.9808978,0.7785061,0.003798043,0.05436808,0.349019,0.07000655,1.953788,1.354589,0.4900256,4.150039,1.62262,0.3877879,0.1092803,6.182281,14.63484,1978-03-06,Spring
