timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season
1,0.00460025,0.0001800117,0.2801343,0.03009431,0.6049412,0.5164585,0.09077462,0.648976,0.5091763,0.00300161,0.03033324,0.2588713,0.05005541,1.228781,0.9094839,0.4939169,4.311464,2.10929,0.4746429,0.1349311,8.140779,10.45062,1978-01-02,Fall
2,0.004601026,0.0001800564,0.2807662,0.03024607,0.6158991,0.5141484,0.09250422,0.6705128,0.539139,0.0030091,0.03101052,0.2584643,0.06214189,1.437815,1.016881,0.5367634,5.030549,2.363041,0.5034463,0.1193065,8.425986,11.19691,1978-01-05,Fall
3,0.004603338,0.0001801865,0.2820089,0.0304537,0.6302389,0.513382,0.09472975,0.6973546,0.581436,0.003024537,0.0321081,0.2589135,0.07039513,1.622256,1.132251,0.5679359,5.18723,2.428241,0.4978182,0.1157209,8.745761,12.0532,1978-01-08,Fall
4,0.004607805,0.000180432,0.2838287,0.03071327,0.6464533,0.5141141,0.09719192,0.726002,0.6289522,0.003048183,0.03357273,0.2601313,0.07468896,1.754263,1.230626,0.5860028,5.130909,2.409407,0.4835494,0.1199286,9.056801,12.86968,1978-01-11,Fall
5,0.004614861,0.0001808117,0.2861581,0.03101959,0.6636547,0.5161789,0.09974729,0.7547918,0.676564,0.00307968,0.03531704,0.2619793,0.07639727,1.839186,1.305295,0.5953188,5.013076,2.360961,0.4694535,0.1287802,9.345377,13.57852,1978-01-14,Fall
6,0.00462481,0.0001813376,0.2889293,0.03136685,0.6813005,0.5193814,0.1023161,0.7829365,0.7210668,0.003118461,0.0372548,0.2643255,0.0767217,1.89066,1.357908,0.6001702,4.891822,2.307459,0.4577016,0.1397364,9.609102,14.15987,1978-01-17,Fall
7,0.004637861,0.0001820167,0.2920808,0.03174908,0.6990461,0.5235311,0.1048528,0.8100608,0.7607595,0.00316388,0.03931117,0.2670588,0.0764023,1.920783,1.392895,0.6032454,4.785645,2.25843,0.4483378,0.1508845,9.84904,14.6192,1978-01-20,Fall
8,0.00465415,0.0001828527,0.2955569,0.03216048,0.7166647,0.5284548,0.1073302,0.8359864,0.7949727,0.003215275,0.04142412,0.2700879,0.07582891,1.937974,1.414879,0.6058194,4.697886,2.216642,0.4409121,0.1610239,10.06687,14.97304,1978-01-23,Fall
9,0.004673759,0.0001838466,0.2993074,0.03259566,0.7340034,0.534,0.1097316,0.8606325,0.8236792,0.003271989,0.04354349,0.2733386,0.07518733,1.947501,1.427739,0.6083168,4.626832,2.182123,0.4349717,0.169599,10.26417,15.24076,1978-01-26,Fall
10,0.004696722,0.0001849972,0.3032874,0.03304974,0.7509575,0.5400356,0.1120463,0.8839705,0.8472149,0.003333388,0.04562954,0.2767506,0.07455867,1.9525,1.434434,0.6107726,4.569566,2.153967,0.4301649,0.176508,10.44236,15.44057,1978-01-29,Fall
11,0.004723038,0.000186302,0.3074568,0.03351841,0.7674559,0.5464503,0.1142678,0.9060011,0.866097,0.003398871,0.04765159,0.2802745,0.07397434,1.9548,1.437104,0.6130992,4.52328,2.131076,0.4262348,0.1818989,10.60278,15.58794,1978-02-01,Fall
12,0.004752678,0.0001877571,0.3117802,0.03399791,0.7834504,0.5531498,0.1163923,0.9267434,0.8809114,0.00346787,0.04958669,0.2838704,0.07344368,1.955475,1.437242,0.6152085,4.485631,2.112435,0.4229941,0.1860175,10.74675,15.69535,1978-02-04,Fall
13,0.00478362,0.0001892459,0.3160943,0.03451712,0.7612677,0.5483916,0.1152331,0.9268137,0.8861842,0.003519541,0.05199854,0.2856198,0.06316335,1.855615,1.343617,0.5273088,2.12067,1.377825,0.2542766,0.1297986,10.70766,15.74767,1978-02-07,Fall
