Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
Suchy,12.527113451572609,10.785714285714286,156.92857142857142,-2.5,0.761264268298772,0.8458764325647652,18.926954108802995,14.181764663806542
Allen,11.712364713391024,8.512820512820513,137.17948717948718,-0.20512820512820512,0.5519143807282807,0.7285314365890789,11.695905879096149,12.936805894252343
