Label,Type,Count,Total,Proportion
Suchy,Categorical Agreement,12,14,0.8571428571428571
Allen,Categorical Agreement,21,39,0.5384615384615384
Suchy,Timing Window Overlap,4,14,0.2857142857142857
Allen,Timing Window Overlap,16,39,0.41025641025641024
