obs_std,mod_std,R,RMSE,Bias,WSS,Group
5.108934392884897,1.158504663986361,0.35244682628785423,5.672006762602488,-2.9833518454520744,0.44865697595052056,TOT
0.8436774849365698,0.22515673426409477,0.25014032279238274,0.9339802100089318,-0.45262006594615034,0.43461888391793746,ZC5-CSM
1.1132657946742315,0.3254858396494172,0.41387769479107755,1.0804676806535822,-0.3493532266880761,0.42285869010541244,ZC2-AMP
0.5678427399417115,0.03777527256992268,-0.00906375264294031,0.7336222498502537,-0.46253693307118127,0.4173404584473014,ZS3-CHA
0.1098660254456917,0.0353412249527001,0.24442319490201267,0.11338091185351369,-0.03786526333640408,0.3909949753185046,ZS2-CTH
1.6743071422481612,0.25025894368594015,0.14255462660818363,1.7914069135702095,-0.6801974042373361,0.34041859113740136,ZC4-CLG
0.3104725583504366,0.06114444942439181,0.02590867620328302,0.32865995546535637,-0.0941764134456024,0.27649555294162453,ZC3-DEC
0.25936793058084817,0.013474186533551313,0.22107066513617574,0.268004679218252,-0.07693122937564091,0.24303717760492483,ZS4-LAR
3.262942855564232,0.3102299838447682,0.143228828473416,3.338774261642303,-0.8332738160960929,0.2030784030841608,ZC1-EUP
0.3219216388510825,0.010275022268678616,-0.11367588903731488,0.3369122822308875,-0.09496707310639806,0.16758140677407818,ZF1-ICT
