Label,Type,Count,Total,Proportion
Suchy,Categorical Agreement,12,14,0.8571428571428571
Allen,Categorical Agreement,23,39,0.5897435897435898
Suchy,Timing Window Overlap,3,14,0.21428571428571427
Allen,Timing Window Overlap,23,39,0.5897435897435898
