Cruise,Date.Time,DayOfYear,Station,Lat,Lon,Depth.Bottom,SampleNum,Pressure,Temperature,Salinity,DO2,MLD_bvfnoSmooth,bvf_noSmooth,Chlorophyll,Nitrate_plus_Nitrite,Silicate,Diatoms1,Diatoms2,Prasinophytes,Cryptophytes,Dinoflagellates,Haptophytes,Dictyochophytes,Raphidophytes,Cyanobacteria,TchlA,total diatoms,chlidea,Me-chlide a,sum,ratio,Total cells/ml,Total autrophs/ml,centric diatoms,pennate diatoms,prasinophytes,cryptophytes,auto dinoflagellates,prymnesiophytes,dictyochophytes,raphidophytes,chlorophytes,euglenophytes,UID autotroph,unidentified dinoflagellates,unidentified flagellates,Dominant Species,sdomain,ecospace_closest_lat,ecospace_closest_lon,closest_ecospace_time,PP1-DIA,PP2-NAN,PP3-PIC,PZ1-CIL,PZ2-DIN,ssc-DIA,ssc-FLA,ssc-CIL
2015-018,2015-06-26 06:58:00,177,65,48.263,-123.163,124.0,97,2.5,12.0,30.07,6.82,92.0,0.000598884,13.24,9.5,26.6,12.8,0.0,0.22,0.47,0.53,0.33,0.0,0.14,0.0,14.49,12.8,0.833,1.823,2.656,0.183,,,,,,,,,,,,,,,,,,-999.0,-999.0,2015-06-25 00:00:00,0.0,0.0,0.0,0.0,0.0,1.2389112710952759,1.167078971862793,0.4339587092399597
2015-018,2015-06-26 08:40:00,177,63,48.243,-122.975,153.0,101,2.1,11.88,30.15,5.9,43.0,0.00077473,6.89,14.02,31.08,5.71,0.0,0.06,0.32,0.24,0.16,0.11,0.16,0.0,6.76,5.71,0.381,1.181,1.562,0.231,2129,2042.0,1823.0,97.0,0.0,92.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,29.0,58.0,Chaetoceros spp.,,-999.0,-999.0,2015-06-25 00:00:00,0.0,0.0,0.0,0.0,0.0,1.2389112710952759,1.167078971862793,0.4339587092399597
2015-018,2015-06-26 10:14:00,177,62,48.38,-123.043,146.0,112,2.5,11.47,29.92,5.86,85.0,0.000852428,11.09,,,11.47,0.0,0.15,0.28,0.19,0.41,0.0,0.05,0.0,12.55,11.47,0.406,0.759,1.165,0.093,,,,,,,,,,,,,,,,,,-999.0,-999.0,2015-06-25 00:00:00,0.0,0.0,0.0,0.0,0.0,1.2389112710952759,1.167078971862793,0.4339587092399597
2015-018,2015-06-26 16:59:00,178,56,48.773,-123.025,214.0,126,2.0,11.89,29.05,5.24,137.0,0.000466102,4.51,15.88,31.37,3.83,0.0,0.1,0.33,0.11,0.15,0.0,0.01,0.01,4.55,3.83,0.258,0.315,0.573,0.126,,,,,,,,,,,,,,,,,SGI,48.77114868164063,-123.0221481323242,2015-06-28 00:00:00,1.7752445936203,2.05139327049255,0.72241485118866,1.82068872451782,1.59538793563843,1.2389112710952759,1.167078971862793,0.4339587092399597
2015-018,2015-06-26 23:14:00,178,46,48.857,-123.18,176.0,138,1.9,18.51,13.95,7.16,8.0,0.009071635,4.25,1.85,40.34,2.59,0.0,0.31,0.62,0.13,0.07,0.0,0.09,0.01,3.83,2.59,0.135,0.235,0.37,0.097,,,,,,,,,,,,,,,,,SGI,48.85482025146485,-123.17511749267578,2015-06-28 00:00:00,1.52507102489471,1.75388383865356,0.650637447834015,1.99028146266937,1.22752583026886,1.2389112710952759,1.167078971862793,0.4339587092399597
2015-018,2015-06-27 03:12:00,178,42,49.03,-123.437,318.0,154,1.8,19.36,15.54,7.05,7.0,0.010840681,1.21,0.11,30.61,0.64,0.0,0.07,0.36,0.0,0.05,0.0,0.0,0.0,1.13,0.64,0.0,0.0,0.0,0.0,765,588.0,407.0,6.0,3.0,130.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,11.0,166.0,Chaetoceros socialis,SGS,49.02141189575195,-123.43959808349608,2015-06-28 00:00:00,1.65531051158905,1.75224590301514,0.620946109294891,1.84289157390594,1.24921047687531,0.1019434928894043,0.9079887270927429,0.33090609312057495
2015-018,2015-06-27 07:27:00,178,39,49.157,-123.55,385.0,171,1.2,18.96,17.63,7.11,9.0,0.006146018,2.14,0.04,29.58,1.3,0.0,0.15,0.59,0.0,0.07,0.0,0.08,0.02,2.21,1.3,0.05,0.079,0.129,0.058,,,,,,,,,,,,,,,,,SGS,49.151042938232415,-123.5501708984375,2015-06-28 00:00:00,1.80327498912811,1.76144158840179,0.568496346473694,1.58803606033325,1.236168384552,0.1019434928894043,0.9079887270927429,0.33090609312057495
2015-018,2015-06-27 12:11:00,179,27,49.318,-123.8,345.0,187,1.5,18.48,23.35,6.31,7.0,0.004789874,1.07,0.01,18.44,0.0,0.03,0.21,0.48,0.02,0.23,0.04,0.08,0.08,1.16,0.03,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,SGS,49.32265853881836,-123.79879760742188,2015-06-28 00:00:00,1.66398453712463,1.78362345695496,0.598754405975342,1.74490296840668,1.28145933151245,0.1019434928894043,0.9079887270927429,0.33090609312057495
2015-018,2015-06-27 17:16:00,179,2,49.401,-124.155,278.0,202,2.1,18.68,24.02,6.43,8.0,0.00385738,0.7,0.07,15.9,0.0,0.0,0.11,0.27,0.0,0.28,0.01,0.05,0.1,0.81,0.0,0.007,0.0,0.007,0.009,,,,,,,,,,,,,,,,,SGS,49.407962799072266,-124.15697479248045,2015-06-28 00:00:00,1.75872421264648,1.7584639787674,0.585858702659607,1.63532781600952,1.24941277503967,0.1019434928894043,0.9079887270927429,0.33090609312057495
2015-018,2015-06-27 20:48:00,179,3,49.443,-124.337,324.0,218,1.7,17.17,26.3,6.98,9.0,0.002238899,0.72,0.07,16.28,0.0,0.0,0.13,0.21,0.0,0.35,0.0,0.0,0.09,0.78,0.0,0.014,0.0,0.014,0.018,,,,,,,,,,,,,,,,,SGS,49.45061111450195,-124.3359603881836,2015-06-28 00:00:00,1.64365124702454,1.80735325813293,0.632959961891174,1.81687843799591,1.23045361042023,0.1019434928894043,0.9079887270927429,0.33090609312057495
2015-018,2015-06-28 01:29:00,179,6,49.51,-124.463,194.0,249,1.4,20.32,25.06,6.06,8.0,0.003648189,0.52,0.06,14.54,0.0,0.0,0.02,0.09,0.0,0.35,0.0,0.0,0.07,0.53,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,SGN,49.510208129882805,-124.46824645996092,2015-06-28 00:00:00,1.53988087177277,1.87996196746826,0.693964660167694,1.9839688539505,1.29905867576599,0.1068856492638588,0.6995382308959961,0.3260667026042938
2015-018,2015-06-28 04:16:00,179,9,49.592,-124.638,171.0,261,1.8,18.5,25.22,6.57,10.0,0.002544264,0.65,0.04,13.32,0.0,0.0,0.1,0.15,0.0,0.25,0.0,0.0,0.07,0.57,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,SGN,49.58761596679688,-124.63603973388672,2015-06-28 00:00:00,1.40744662284851,1.90290427207947,0.736471772193909,2.17834711074829,1.35545635223389,0.1068856492638588,0.6995382308959961,0.3260667026042938
2015-018,2015-06-28 06:50:00,179,12,49.726,-124.68,358.0,277,1.1,18.1,25.28,6.6,6.0,0.002775096,0.84,,,0.0,0.0,0.17,0.29,0.0,0.33,0.0,0.0,0.06,0.85,0.0,0.0,0.0,0.0,0.0,1513,514.0,0.0,15.0,5.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,975.0,Teleaulax spp.,SGN,49.727420806884766,-124.67367553710936,2015-06-28 00:00:00,1.46565210819244,1.82829034328461,0.755500853061676,1.98364329338074,1.22330486774445,0.1068856492638588,0.6995382308959961,0.3260667026042938
2015-018,2015-06-28 09:49:00,179,14,49.884,-124.993,318.0,292,2.3,17.8,26.34,6.47,6.0,0.002554574,1.28,0.2,14.42,0.0,0.0,0.17,0.27,0.0,0.8,0.0,0.0,0.04,1.28,0.0,0.0,0.0,0.0,0.0,3472,558.0,0.0,0.0,10.0,509.0,5.0,5.0,19.0,0.0,10.0,0.0,0.0,39.0,2876.0,sm flagellates,SGN,49.887741088867195,-124.9930953979492,2015-06-28 00:00:00,1.61484313011169,1.82739818096161,0.630500197410583,1.83511817455292,1.29033231735229,0.1068856492638588,0.6995382308959961,0.3260667026042938
2015-018,2015-06-28 11:58:00,179,16,49.962,-125.147,159.0,303,2.3,17.98,25.65,6.61,8.0,0.00362563,1.0,0.56,9.21,0.0,0.0,0.07,0.2,0.0,0.72,0.0,0.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,2638,529.0,0.0,0.0,5.0,335.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,10.0,2100.0,sm flagellates,SGN,49.97072219848633,-125.1448974609375,2015-06-28 00:00:00,1.6595983505249,1.77607226371765,0.606794655323029,1.8403400182724,1.26964938640594,0.1068856492638588,0.6995382308959961,0.3260667026042938
2015-021,2015-09-13 15:50:00,257,14,49.883,-124.993,312.0,327,2.4,13.89,27.97,5.69,27.0,0.001036106,3.02,9.54,32.2,0.42,0.03,0.31,1.06,0.04,0.81,0.04,0.02,0.09,2.82,0.45,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,SGN,49.887741088867195,-124.9930953979492,2015-09-14 00:00:00,1.58242344856262,1.7187283039093,0.577184319496155,1.93052124977112,1.25837683677673,0.008436249569058418,0.9471628069877625,0.17072157561779022
2015-021,2015-09-13 18:21:00,257,11,49.706,-124.722,296.0,328,2.9,14.99,28.19,6.26,14.0,0.001072693,3.9,4.25,32.52,0.0,0.0,0.68,1.82,0.09,1.18,0.04,0.0,0.39,4.21,0.0,0.011,0.0,0.011,0.003,,,,,,,,,,,,,,,,,SGN,49.710548400878906,-124.72035217285156,2015-09-14 00:00:00,1.58834540843964,1.79608237743378,0.591922104358673,1.96299111843109,1.27239954471588,0.008436249569058418,0.9471628069877625,0.17072157561779022
2015-021,2015-09-13 20:46:00,257,CPF2,49.465,-124.501,325.0,329,2.7,15.18,28.16,6.5,20.0,0.001031442,4.29,3.94,31.95,0.01,0.39,1.02,1.78,0.01,0.64,0.1,0.25,0.25,4.44,0.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,SGN,49.4697494506836,-124.4948959350586,2015-09-14 00:00:00,1.4996098279953,1.77674949169159,0.630405783653259,2.13106608390808,1.30909633636475,0.008436249569058418,0.9471628069877625,0.17072157561779022
2015-021,2015-09-13 23:29:00,257,CPF1,49.364,-124.084,240.0,330,3.2,15.39,27.63,6.15,23.0,0.001041256,3.9,4.85,32.18,0.17,0.27,1.12,1.47,0.02,0.25,0.11,0.26,0.33,3.99,0.44,0.04,0.011,0.051,0.013,,,,,,,,,,,,,,,,,SGS,49.36053085327149,-124.07574462890624,2015-09-14 00:00:00,1.71188342571259,1.71050620079041,0.557721197605133,1.75285255908966,1.26884150505066,0.008436249569058418,0.9471628069877625,0.17072157561779022
2015-021,2015-09-14 02:35:00,257,22,49.669,-124.271,350.0,331,2.5,14.27,28.12,5.73,15.0,0.001245733,2.97,9.5,35.46,0.42,0.12,0.93,0.94,0.0,0.49,0.07,0.09,0.2,3.25,0.54,0.063,0.0,0.063,0.019,,,,,,,,,,,,,,,,,SGS,49.67061996459961,-124.27959442138672,2015-09-14 00:00:00,1.69833242893219,1.72226667404175,0.574705064296722,1.64710056781769,1.11459100246429,0.08478984236717224,0.4973994493484497,0.16145752370357513
2015-021,2015-09-14 05:01:00,257,24,49.504,-124.098,425.0,332,3.0,13.99,28.19,5.51,26.0,0.000704344,2.48,10.98,36.92,0.35,0.15,0.85,0.86,0.0,0.36,0.06,0.08,0.17,2.89,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,SGS,49.50614547729492,-124.09828948974608,2015-09-14 00:00:00,1.70687818527222,1.71224117279053,0.556916177272797,1.63347959518433,1.15575289726257,0.08478984236717224,0.4973994493484497,0.16145752370357513
2015-021,2015-09-14 06:57:00,257,28,49.401,-123.754,138.0,333,2.6,12.16,29.01,4.51,12.0,0.000631737,0.74,22.6,47.32,0.14,0.06,0.14,0.24,0.01,0.0,0.0,0.06,0.06,0.7,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,SGS,49.39785385131836,-123.76123046875,2015-09-14 00:00:00,1.59119915962219,1.66600668430328,0.636253178119659,1.70638716220856,1.07220995426178,0.08478984236717224,0.4973994493484497,0.16145752370357513
2015-021,2015-09-14 08:57:00,257,GEO1,49.25,-123.748,400.0,348,2.8,15.37,27.75,6.37,17.0,0.001473384,3.63,3.55,33.32,0.12,0.36,0.99,1.3,0.0,0.48,0.13,0.05,0.23,3.67,0.49,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,SGS,49.2464714050293,-123.75408935546876,2015-09-14 00:00:00,1.69087696075439,1.74745559692383,0.559431314468384,1.79765737056732,1.26724123954773,0.08478984236717224,0.4973994493484497,0.16145752370357513
2015-021,2015-09-14 11:40:00,257,38,49.199,-123.436,298.0,355,2.7,13.29,28.38,5.24,17.0,0.000734671,1.86,15.69,40.6,0.34,0.2,0.31,0.61,0.04,0.17,0.01,0.05,0.07,1.81,0.55,0.009,0.013,0.022,0.012,,,,,,,,,,,,,,,,,SGS,49.190711975097656,-123.44116973876952,2015-09-14 00:00:00,1.59854209423065,1.72398614883423,0.574882090091705,1.92174863815308,1.26132547855377,0.08478984236717224,0.4973994493484497,0.16145752370357513
2015-021,2015-09-14 13:40:00,258,41,49.054,-123.373,246.0,356,2.8,13.41,24.05,5.8,4.0,0.001852299,2.74,14.07,43.65,1.74,0.0,0.23,0.52,0.01,0.13,0.01,0.1,0.02,2.76,1.74,0.024,0.173,0.197,0.071,,,,,,,,,,,,,,,,,SGS,49.061614990234375,-123.37172698974608,2015-09-14 00:00:00,1.65836620330811,1.67507255077362,0.547953903675079,1.90437662601471,1.23823750019073,0.08478984236717224,0.4973994493484497,0.16145752370357513
2015-019,2015-09-30 00:43:00,273,SI,48.653,-123.511,181.0,9,1.9,14.47,29.49,7.44,7.0,0.000548209,6.51,4.56,26.54,0.0,0.0,0.2,2.45,0.53,1.77,0.0,0.0,0.01,4.96,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,SGS,48.65264129638672,-123.51510620117188,2015-09-29 00:00:00,1.52532458305359,1.70569062232971,0.623393714427948,2.01882004737854,1.21778106689453,0.12920883297920227,0.11577644944190979,0.15231259167194366
2015-019,2015-09-30 04:19:00,273,59,48.628,-123.242,228.0,23,2.9,11.24,30.05,4.11,20.0,0.000391234,1.41,22.01,42.43,0.8,0.12,0.07,0.26,0.02,0.08,0.01,0.06,0.02,1.44,0.92,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,SGI,48.62664794921875,-123.2475814819336,2015-09-29 00:00:00,3.17449188232422,2.12802243232727,0.332761943340302,0.000171935302205384,0.752371549606323,0.12920883297920227,0.11577644944190979,0.15231259167194366
2015-019,2015-09-30 15:22:00,274,102,48.5,-124.735,254.0,38,2.2,11.14,31.46,5.47,11.0,0.000346933,8.76,17.82,31.1,4.14,1.29,0.12,0.46,0.06,0.34,0.0,0.1,0.0,6.5,5.43,0.255,0.902,1.157,0.178,1234,811.0,291.0,124.0,74.0,268.0,23.0,0.0,27.0,4.0,0.0,0.0,0.0,35.0,388.0,Dactyliosolen fragilissimus/Asterionelliopsis glacialis,,-999.0,-999.0,2015-10-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.12920883297920227,0.11577644944190979,0.15231259167194366
2015-019,2015-09-30 18:31:00,274,75,48.471,-124.547,220.0,52,2.5,11.21,31.57,5.41,50.0,0.000394687,4.94,19.18,34.14,1.84,0.91,0.34,0.74,0.11,0.37,0.03,0.22,0.01,4.57,2.76,0.074,0.124,0.198,0.043,,,,,,,,,,,,,,,,,,-999.0,-999.0,2015-10-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.12920883297920227,0.11577644944190979,0.15231259167194366
2015-019,2015-09-30 22:45:00,274,72,48.309,-124.067,186.0,65,2.8,10.81,31.95,4.54,51.0,0.00031787,2.34,23.21,38.97,0.8,0.16,0.14,0.27,0.06,0.17,0.01,0.08,0.0,1.68,0.95,0.018,0.054,0.072,0.043,607,377.0,67.0,14.0,67.0,184.0,35.0,0.0,8.0,0.0,0.0,3.0,0.0,8.0,223.0,Telaulax spp./Chaetoceros spp.,,-999.0,-999.0,2015-10-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.12920883297920227,0.11577644944190979,0.15231259167194366
2015-019,2015-10-01 02:25:00,274,69,48.263,-123.719,179.0,77,2.5,9.89,32.27,3.63,70.0,0.00022133,1.25,25.39,41.11,0.68,0.17,0.09,0.17,0.0,0.09,0.02,0.05,0.0,1.27,0.85,0.0,0.021,0.021,0.017,,,,,,,,,,,,,,,,,,-999.0,-999.0,2015-10-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.03499965742230415,0.14063024520874023,0.11706531792879105
2015-019,2015-10-01 06:30:00,274,ADCP,48.234,-123.302,117.0,87,2.2,10.88,31.48,4.15,86.0,0.000315463,1.83,22.33,39.38,0.72,0.23,0.06,0.22,0.03,0.1,0.0,0.05,0.0,1.41,0.95,0.022,0.038,0.06,0.043,495,311.0,52.0,12.0,30.0,190.0,20.0,0.0,6.0,0.0,0.0,2.0,0.0,33.0,150.0,Telaulax spp./Chaetoceros spp.,,-999.0,-999.0,2015-10-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.03499965742230415,0.14063024520874023,0.11706531792879105
2015-019,2015-10-01 09:54:00,274,65,48.265,-123.164,125.0,97,2.8,11.12,31.36,4.24,119.0,0.000229215,1.48,22.1,39.45,0.71,0.14,0.04,0.18,0.02,0.09,0.01,0.03,0.01,1.22,0.85,0.026,0.031,0.057,0.047,305,154.0,24.0,6.0,14.0,91.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,23.0,128.0,mix,,-999.0,-999.0,2015-10-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.03499965742230415,0.14063024520874023,0.11706531792879105
2015-019,2015-10-01 11:37:00,274,63,48.231,-122.975,129.0,108,2.8,11.05,31.51,4.08,89.0,0.000323335,1.32,22.5,39.39,0.61,0.11,0.03,0.11,0.01,0.05,0.02,0.03,0.0,0.97,0.72,0.006,0.024,0.03,0.031,260,153.0,55.0,10.0,5.0,77.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,21.0,86.0,mix,,-999.0,-999.0,2015-10-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.03499965742230415,0.14063024520874023,0.11706531792879105
2015-019,2015-10-01 13:33:00,275,62,48.38,-123.044,149.0,119,2.7,10.62,31.23,3.83,81.0,0.000156656,1.27,23.81,41.42,0.64,0.1,0.03,0.15,0.01,0.02,0.04,0.0,0.0,1.0,0.74,0.0,0.009,0.009,0.009,,,,,,,,,,,,,,,,,,-999.0,-999.0,2015-10-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.03499965742230415,0.14063024520874023,0.11706531792879105
2015-019,2015-10-01 21:19:00,275,56,48.773,-123.027,210.0,133,2.3,11.78,28.94,4.53,6.0,0.000958437,2.06,20.05,41.16,1.14,0.0,0.17,0.31,0.01,0.04,0.03,0.06,0.07,1.83,1.14,0.0,0.005,0.005,0.003,571,273.0,2.0,6.0,24.0,187.0,24.0,17.0,14.0,0.0,0.0,0.0,0.0,38.0,260.0,Cryptophytes/sm flagellates,SGI,48.77114868164063,-123.0221481323242,2015-10-02 00:00:00,2.45746660232544,2.37449264526367,0.650755524635315,0.685187160968781,1.26597058773041,0.03499965742230415,0.14063024520874023,0.11706531792879105
2015-019,2015-10-02 03:38:00,275,46,48.855,-123.179,182.0,145,2.5,13.73,26.03,6.7,7.0,0.002500764,3.77,8.31,31.6,1.4,0.0,0.56,0.71,0.0,0.31,0.09,0.19,0.22,3.48,1.4,0.0,0.033,0.033,0.009,,,,,,,,,,,,,,,,,SGI,48.85482025146485,-123.17511749267578,2015-10-02 00:00:00,1.82677900791168,1.63229775428772,0.485390841960907,1.63289546966553,1.13661444187164,0.06598597019910812,0.23163378238677979,0.152670755982399
2015-019,2015-10-02 07:38:00,275,42,49.03,-123.437,320.0,161,2.4,14.06,24.34,6.79,5.0,0.002359268,2.9,7.23,37.76,0.76,0.0,0.64,0.47,0.0,0.26,0.05,0.22,0.14,2.55,0.76,0.009,0.063,0.072,0.028,240,89.0,8.0,3.0,2.0,70.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,145.0,mix,SGS,49.02141189575195,-123.43959808349608,2015-10-02 00:00:00,2.03250074386597,1.51949572563171,0.443150669336319,1.40874099731445,1.02704155445099,0.06598597019910812,0.23163378238677979,0.152670755982399
2015-019,2015-10-02 13:31:00,276,39,49.163,-123.552,379.0,178,2.6,13.64,26.31,6.54,27.0,0.000579642,1.96,8.53,35.35,0.25,0.0,0.52,0.56,0.0,0.22,0.04,0.17,0.18,1.94,0.25,0.0,0.019,0.019,0.01,,,,,,,,,,,,,,,,,SGS,49.16281509399414,-123.56021881103516,2015-10-02 00:00:00,1.9453512430191,1.55757737159729,0.462787181138992,1.46805322170258,1.05044436454773,0.06598597019910812,0.23163378238677979,0.152670755982399
2015-019,2015-10-02 17:25:00,276,27,49.318,-123.799,349.0,193,5.1,13.65,28.21,7.58,6.0,0.001491412,9.83,6.21,27.71,7.03,0.0,0.07,0.23,0.0,0.26,0.02,0.05,0.12,7.79,7.03,0.607,1.187,1.794,0.23,2973,2638.0,2333.0,175.0,15.0,112.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,325.0,Skeletonema costatum,SGS,49.32265853881836,-123.79879760742188,2015-10-02 00:00:00,1.86609852313995,1.5945360660553,0.48362985253334,1.54610550403595,1.07792854309082,0.06598597019910812,0.23163378238677979,0.152670755982399
2015-019,2015-10-03 05:02:00,276,16,49.965,-125.14,146.0,205,2.3,10.65,29.72,3.85,61.0,0.000133592,1.37,24.53,52.75,0.74,0.03,0.11,0.24,0.02,0.03,0.04,0.05,0.03,1.3,0.77,0.017,0.042,0.059,0.045,,,,,,,,,,,,,,,,,SGN,49.97072219848633,-125.1448974609375,2015-10-02 00:00:00,1.77778506278992,1.66563856601715,0.500623106956482,1.65991020202637,1.12193882465363,0.11441773921251297,0.20588892698287964,0.1672622263431549
2015-019,2015-10-03 07:19:00,276,14,49.886,-124.997,315.0,220,2.6,12.09,28.39,5.38,33.0,0.000560226,2.35,16.83,43.79,0.8,0.01,0.31,0.43,0.0,0.34,0.07,0.1,0.08,2.14,0.81,0.022,0.051,0.073,0.034,,,,,,,,,,,,,,,,,SGN,49.887741088867195,-124.9930953979492,2015-10-02 00:00:00,1.63875806331635,1.73375582695007,0.524989128112793,1.87435781955719,1.19546139240265,0.11441773921251297,0.20588892698287964,0.1672622263431549
2015-019,2015-10-03 11:31:00,276,12,49.727,-124.681,354.0,236,2.9,12.66,28.43,5.8,9.0,0.000732897,2.57,13.05,41.83,0.75,0.0,0.64,0.57,0.0,0.27,0.06,0.11,0.17,2.57,0.75,0.0,0.0,0.0,0.0,909,580.0,15.0,0.0,17.0,533.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,317.0,Telaulax spp.,SGN,49.727420806884766,-124.67367553710936,2015-10-02 00:00:00,1.66682207584381,1.76915049552917,0.543107271194458,1.78592967987061,1.168781042099,0.11441773921251297,0.20588892698287964,0.1672622263431549
2015-019,2015-10-03 13:44:00,277,9,49.592,-124.638,169.0,248,2.4,13.24,28.7,6.27,21.0,0.000460883,2.26,11.19,39.71,0.55,0.17,0.5,0.45,0.0,0.24,0.05,0.09,0.19,2.25,0.72,0.0,0.014,0.014,0.006,,,,,,,,,,,,,,,,,SGN,49.58761596679688,-124.63603973388672,2015-10-05 00:00:00,1.64607763290405,1.71493446826935,0.537717163562775,1.87091481685638,1.22435975074768,0.11441773921251297,0.20588892698287964,0.1672622263431549
2015-019,2015-10-03 15:53:00,277,6,49.51,-124.463,195.0,261,2.6,13.17,28.78,6.19,18.0,0.000434293,2.66,12.27,40.55,0.21,0.27,0.45,0.83,0.0,0.4,0.11,0.09,0.16,2.53,0.48,0.025,0.034,0.059,0.023,,,,,,,,,,,,,,,,,SGN,49.510208129882805,-124.46824645996092,2015-10-05 00:00:00,1.67943906784058,1.68468368053436,0.527098655700684,1.76786482334137,1.21161091327667,0.11441773921251297,0.20588892698287964,0.1672622263431549
2015-019,2015-10-03 18:08:00,277,BS11,49.483,-124.766,63.0,269,2.5,13.33,28.01,8.88,4.0,0.00131196,12.03,2.67,15.94,9.76,0.0,0.03,0.41,0.0,0.0,0.0,0.02,0.04,10.27,9.76,0.436,1.04,1.476,0.144,,,,,,,,,,,,,,,,,SGN,49.4783592224121,-124.76728057861328,2015-10-05 00:00:00,1.62825298309326,1.74340558052063,0.53524774312973,1.91474783420563,1.27849113941193,0.11441773921251297,0.20588892698287964,0.1672622263431549
2015-019,2015-10-03 22:12:00,277,3,49.443,-124.336,321.0,285,2.2,13.34,28.64,6.1,10.0,0.000516603,2.27,13.19,39.38,0.49,0.13,0.28,0.72,0.01,0.35,0.05,0.13,0.22,2.37,0.62,0.012,0.0,0.012,0.005,,,,,,,,,,,,,,,,,SGS,49.45061111450195,-124.3359603881836,2015-10-05 00:00:00,1.74488234519958,1.65236878395081,0.513956248760223,1.69211637973785,1.16959857940674,0.11441773921251297,0.20588892698287964,0.1672622263431549
2015-019,2015-10-04 00:30:00,277,2,49.402,-124.156,279.0,300,2.5,13.71,26.74,6.95,4.0,0.00096939,3.26,5.04,21.94,1.5,0.0,0.62,0.5,0.0,0.3,0.04,0.27,0.24,3.46,1.5,0.02,0.018,0.038,0.011,1327,613.0,4.0,4.0,27.0,539.0,0.0,0.0,35.0,0.0,0.0,4.0,0.0,8.0,706.0,mix,SGS,49.407962799072266,-124.15697479248045,2015-10-05 00:00:00,1.80109941959381,1.6257860660553,0.497757852077484,1.6319807767868,1.14681386947632,0.14332841336727142,0.23680917918682098,0.18614758551120758
2016-005,2016-04-22 02:32:00,113,59,48.629,-123.243,230.0,23,1.7,9.93,29.29,6.28,63.0,0.000324392,5.75,15.93,25.87,4.74,0.29,0.06,0.22,0.05,0.0,0.0,0.0,0.01,5.39,5.04,0.179,0.4,0.579,0.107,2813,2730.0,2658.0,63.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,68.0,Skeletonema costatum,SGI,48.62664794921875,-123.2475814819336,2016-04-22 00:00:00,2.02097225189209,0.862696051597595,0.100029155611992,1.11731446850172e-06,0.0118759898468852,1.5320528745651245,0.09210851043462753,0.19411930441856384
2016-005,2016-04-22 14:42:00,114,102,48.501,-124.736,254.0,37,2.2,10.8,30.76,6.59,63.0,0.000494564,8.69,12.74,24.64,4.77,0.9,0.48,1.23,0.15,0.29,0.04,0.07,0.0,7.94,5.68,0.228,0.489,0.717,0.09,2522,2178.0,1537.0,97.0,5.0,213.0,34.0,0.0,155.0,0.0,136.0,0.0,0.0,24.0,320.0,Chaetoceros spp.,,-999.0,-999.0,2016-04-22 00:00:00,0.0,0.0,0.0,0.0,0.0,1.5320528745651245,0.09210851043462753,0.19411930441856384
2016-005,2016-04-22 17:20:00,114,75,48.472,-124.549,222.0,51,2.1,10.42,30.57,7.16,18.0,0.000299993,19.18,11.11,21.51,15.24,0.0,0.51,0.96,0.1,0.28,0.0,0.0,0.0,17.09,15.24,0.186,0.702,0.888,0.052,,,,,,,,,,,,,,,,,,-999.0,-999.0,2016-04-22 00:00:00,0.0,0.0,0.0,0.0,0.0,1.5320528745651245,0.09210851043462753,0.19411930441856384
