timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season,year,month,day_of_year,biweekly,multiplier,model_N_bound_gN_m2,model_N_free_gN_m2,model_N_total_init_used_gN_m2,model_N_bound_init_used_gN_m2,model_N_free_init_used_gN_m2,model_N_free_used_gN_m2
786,0.01870221,0.0005824249,0.7680178,0.1345763,1.359466,1.400721,0.2886341,2.150987,1.720389,0.0128693,0.08032005,0.7398798,0.03624576,2.208509,1.14313,1.815843e-20,3.357384,0.9797416,0.328458,0.5049325,10.17534,12.97021,1984-07-15,Fall,1984,7,197,15,0.8,3.9410187687024005,1.8850565112975999,5.82607528,4.2381256773263996,1.5879496026736009,1.50804520903808
787,0.01892623,0.0005918385,0.7698809,0.134211,1.341719,1.415414,0.2853531,2.093527,1.650069,0.0128701,0.07557426,0.7366897,0.03253026,2.065593,1.082939,2.434905e-20,3.695771,1.100752,0.3736365,0.5412665,10.20882,11.97014,1984-07-18,Fall,1984,7,200,15,0.8,3.905117132376,1.9209581476240003,5.82607528,4.2381256773263996,1.5879496026736009,1.5367665180992003
788,0.01914255,0.0006009075,0.7706854,0.1337518,1.319382,1.424196,0.2806633,2.023299,1.570123,0.012845,0.07096852,0.7315887,0.02785898,1.861359,0.9926935,3.26707e-20,2.870293,0.8941922,0.2918581,0.5488309,10.17594,11.03305,1984-07-21,Fall,1984,7,203,15,0.7,3.560915906919999,2.2651593730800013,5.82607528,4.2381256773263996,1.5879496026736009,1.5856115611560009
789,0.01934884,0.000609523,0.770369,0.1332074,1.299354,1.427757,0.2767848,1.970718,1.495807,0.01279383,0.06630114,0.7247058,0.02537243,1.802276,0.9686123,4.74642e-20,4.362499,1.239939,0.4194785,0.5475731,10.24489,10.51679,1984-07-24,Fall,1984,7,206,15,0.8,3.8273524726879997,1.9987228073120007,5.82607528,4.2381256773263996,1.5879496026736009,1.5989782458496007
790,0.01954551,0.0006177335,0.7694132,0.1326713,1.288314,1.429052,0.2756326,1.954467,1.448594,0.01272512,0.06203789,0.7175532,0.02702195,1.970363,1.050215,7.718928e-20,5.721303,1.643938,0.5597066,0.5359253,10.46063,10.5561,1984-07-27,Fall,1984,7,209,15,0.9,4.191887967015999,1.6341873129840012,5.82607528,4.2381256773263996,1.5879496026736009,1.470768581685601
791,0.01973405,0.0006256305,0.7682991,0.1321437,1.282401,1.430566,0.2759259,1.953701,1.424748,0.01264791,0.0584215,0.711344,0.03109403,2.206762,1.172118,1.2767159999999998e-19,5.557829,1.732521,0.5828551,0.5158019,10.66782,10.81265,1984-07-30,Fall,1984,7,212,16,0.9,4.253924332407999,1.572150947592001,5.82607528,4.2381256773263996,1.5879496026736009,1.4149358528328009
792,0.01991544,0.0006332656,0.7672614,0.1316287,1.28021,1.433153,0.2772493,1.962097,1.420432,0.01256727,0.0554336,0.7063991,0.03726345,2.465126,1.314101,2.093458e-19,5.853664,1.939583,0.6593117,0.494207,10.83649,11.18847,1984-08-02,Summer,1984,8,215,16,1.0,4.4493144757056,1.3767608042944008,5.82607528,4.2381256773263996,1.5879496026736009,1.3767608042944008
793,0.02009107,0.0006407051,0.7665406,0.1311317,1.280169,1.437632,0.2791104,1.972353,1.431793,0.01248812,0.05304951,0.7030547,0.04475885,2.678157,1.443646,3.32063e-19,5.387654,1.939084,0.6611031,0.4755307,10.93293,11.55251,1984-08-05,Summer,1984,8,218,16,1.0,4.4550414920976,1.3710337879024008,5.82607528,4.2381256773263996,1.5879496026736009,1.3710337879024008
794,0.02026168,0.0006479747,0.7661453,0.130739,1.279495,1.442675,0.2803943,1.970791,1.444341,0.01241186,0.0513696,0.700583,0.05012123,2.717921,1.495982,4.787304999999999e-19,4.670188,1.646619,0.5536315,0.4558884,10.9097,11.70431,1984-08-08,Summer,1984,8,221,16,0.9,4.2847779286672,1.5412973513328003,5.82607528,4.2381256773263996,1.5879496026736009,1.3871676161995203
795,0.02042689,0.0006550365,0.7657938,0.1303349,1.27306,1.447282,0.2797488,1.945821,1.442075,0.01233521,0.04985961,0.6981058,0.04958524,2.529177,1.442452,6.106339e-19,3.643864,1.273636,0.4215538,0.4443399,10.75129,11.48522,1984-08-11,Summer,1984,8,224,16,0.8,3.949104053623999,1.8769712263760012,5.82607528,4.2381256773263996,1.5879496026736009,1.501576981100801
796,0.02058472,0.0006617733,0.7649719,0.1298151,1.256915,1.449419,0.2762161,1.890316,1.41127,0.01225057,0.04805375,0.6944164,0.04264313,2.15911,1.290791,7.074116999999999e-19,2.527436,0.9107124,0.2943847,0.4439799,10.48104,10.87163,1984-08-14,Summer,1984,8,227,17,0.7,3.5108288500208,2.3152464299792004,5.82607528,4.2381256773263996,1.5879496026736009,1.6206725009854401
797,0.02073227,0.0006680341,0.7632305,0.1291497,1.235054,1.447476,0.2712355,1.825604,1.359255,0.01215055,0.04571171,0.6887484,0.03501081,1.847857,1.151597,8.390923e-19,2.662125,0.9224187,0.3062861,0.455391,10.25685,10.23842,1984-08-17,Summer,1984,8,230,17,0.7,3.3883168242415995,2.437758455758401,5.82607528,4.2381256773263996,1.5879496026736009,1.7064309190308806
798,0.02086781,0.0006737451,0.7605714,0.1283988,1.212236,1.44159,0.2661407,1.765898,1.300969,0.01203456,0.04311985,0.6814561,0.02941948,1.655029,1.059069,1.073191e-18,3.009868,1.027706,0.345479,0.4699503,10.12799,9.755604,1984-08-20,Summer,1984,8,233,17,0.7,3.3634561871375994,2.462619092862401,5.82607528,4.2381256773263996,1.5879496026736009,1.7238333650036806
799,0.02099082,0.0006788987,0.7571972,0.1276598,1.194988,1.432796,0.2627703,1.731068,1.25393,0.0119057,0.04058103,0.6732334,0.02778904,1.657818,1.058692,1.557375e-18,4.4797,1.434871,0.4918663,0.4802102,10.16398,9.650491,1984-08-23,Summer,1984,8,236,17,0.8,3.6919536112111997,2.1341216687888007,5.82607528,4.2381256773263996,1.5879496026736009,1.7072973350310408
800,0.0211029,0.0006836005,0.7536065,0.1270478,1.188856,1.423468,0.262537,1.733665,1.233953,0.01177231,0.03850086,0.6653796,0.03129528,1.893691,1.173973,2.546184e-18,5.980417,1.817458,0.6190009,0.4774029,10.36753,10.03904,1984-08-26,Summer,1984,8,239,18,0.9,4.126603474487999,1.699471805512001,5.82607528,4.2381256773263996,1.5879496026736009,1.529524624960801
801,0.02120703,0.000688014,0.7503555,0.1266759,1.193975,1.415382,0.2649741,1.763176,1.242292,0.01164422,0.03728431,0.658982,0.0392946,2.256197,1.356789,4.179928e-18,6.48608,1.813653,0.6019404,0.4545343,10.61725,10.74374,1984-08-29,Summer,1984,8,242,18,0.9,4.3592036898240005,1.4668715901759999,5.82607528,4.2381256773263996,1.5879496026736009,1.3201844311584
802,0.02130605,0.0006922767,0.7477959,0.126473,1.205133,1.410326,0.2685945,1.80124,1.270875,0.01152811,0.03680621,0.6545727,0.04914337,2.569521,1.53798,6.234253e-18,6.299662,1.650157,0.5409644,0.4274034,10.79179,11.45035,1984-09-01,Fall,1984,9,245,18,0.9,4.4324351093392,1.3936401706608006,5.82607528,4.2381256773263996,1.5879496026736009,1.2542761535947207
803,0.02140206,0.0006964761,0.7460291,0.1264091,1.21872,1.408202,0.2724391,1.836304,1.309662,0.01142646,0.0369398,0.6519399,0.05842016,2.749326,1.667423,8.363799e-18,5.866718,1.48739,0.4826772,0.4036078,10.86091,11.99604,1984-09-04,Fall,1984,9,248,18,0.9,4.422331659473601,1.4037436205263996,5.82607528,4.2381256773263996,1.5879496026736009,1.2633692584737597
804,0.02149606,0.0007006382,0.7448998,0.1264322,1.228266,1.407601,0.274637,1.847315,1.34012,0.01133767,0.03749844,0.6502756,0.06179111,2.659659,1.659357,9.819523e-18,4.621524,1.105964,0.3555701,0.3842894,10.75833,12.10376,1984-09-07,Fall,1984,9,251,18,0.8,4.1100803872032,1.7159948927968003,5.82607528,4.2381256773263996,1.5879496026736009,1.3727959142374404
805,0.02158734,0.0007047008,0.7439486,0.1264692,1.234437,1.407086,0.2757883,1.848003,1.357509,0.01125529,0.03798064,0.6484728,0.06133127,2.51023,1.613738,1.0981030000000001e-17,4.584558,1.004418,0.3292884,0.3761745,10.63179,12.05152,1984-09-10,Fall,1984,9,254,19,0.8,4.0455708871808,1.7805043928192008,5.82607528,4.2381256773263996,1.5879496026736009,1.4244035142553608
806,0.02167575,0.0007086502,0.7430604,0.1265559,1.24055,1.405993,0.2768589,1.849205,1.368473,0.01117746,0.03844596,0.6463793,0.06046088,2.405367,1.579084,1.231626e-17,4.781919,0.9802268,0.3258052,0.3718543,10.5481,12.0277,1984-09-13,Fall,1984,9,257,19,0.8,4.0510878880352,1.7749873919648005,5.82607528,4.2381256773263996,1.5879496026736009,1.4199899135718406
807,0.02176119,0.0007124783,0.742178,0.1266228,1.243644,1.404884,0.2771519,1.842107,1.370663,0.0111031,0.03878509,0.6440772,0.05806965,2.278353,1.521159,1.2365670000000001e-17,4.254282,0.9576909,0.2952628,0.373745,10.4504,11.89172,1984-09-16,Fall,1984,9,260,19,0.8,3.9057767710607996,1.9202985089392008,5.82607528,4.2381256773263996,1.5879496026736009,1.5362388071513609
808,0.02184307,0.0007161529,0.7411807,0.1266887,1.247114,1.403273,0.2776832,1.840231,1.370029,0.01103001,0.03895544,0.6413842,0.05677886,2.230098,1.49913,1.4249750000000002e-17,4.955598,1.020072,0.3319384,0.3792673,10.42008,11.85062,1984-09-19,Fall,1984,9,263,19,0.8,4.0315133417904,1.7945619382096005,5.82607528,4.2381256773263996,1.5879496026736009,1.4356495505676805
809,0.02192199,0.0007197084,0.7402313,0.1268665,1.254215,1.40043,0.278918,1.846329,1.37264,0.01096055,0.03938641,0.6386202,0.05751538,2.247319,1.50415,1.677167e-17,5.200705,1.011332,0.3336892,0.3743938,10.44227,11.94563,1984-09-22,Fall,1984,9,266,19,0.8,4.0852144747584,1.7408608052416001,5.82607528,4.2381256773263996,1.5879496026736009,1.3926886441932802
810,0.02199917,0.0007232064,0.7395455,0.1272117,1.270394,1.397544,0.2825292,1.878677,1.391287,0.0108983,0.04014898,0.6362941,0.06349967,2.442173,1.602443,2.0619560000000002e-17,6.763839,1.209091,0.4100302,0.3626017,10.59698,12.41656,1984-09-25,Fall,1984,9,269,20,0.9,4.5037228318463995,1.3223524481536009,5.82607528,4.2381256773263996,1.5879496026736009,1.1901172033382408
811,0.02207743,0.0007267947,0.7395956,0.1277092,1.293175,1.396741,0.2877294,1.923886,1.427462,0.01085074,0.04151013,0.6353741,0.07258074,2.679101,1.725967,2.49362e-17,6.64104,1.172533,0.3969665,0.345539,10.75773,13.01029,1984-09-28,Fall,1984,9,272,20,0.9,4.5962596757072,1.2298156042928001,5.82607528,4.2381256773263996,1.5879496026736009,1.1068340438635202
812,0.02215907,0.0007305776,0.7405859,0.1283718,1.323687,1.398891,0.2950135,1.987456,1.483864,0.01082158,0.04345698,0.6360306,0.0855718,2.994192,1.898268,2.980426e-17,7.645976,1.294727,0.4462578,0.3295976,10.95795,13.79045,1984-10-01,Fall,1984,10,275,20,1.0,4.9720873445376,0.8539879354624,5.82607528,4.2381256773263996,1.5879496026736009,0.8539879354624
813,0.02224696,0.0007346905,0.7427927,0.1291508,1.354326,1.405273,0.3022427,2.042096,1.549477,0.0108155,0.04605145,0.6386523,0.09605001,3.148017,1.989727,2.9880380000000004e-17,6.341474,1.202265,0.3819673,0.3182391,11.03333,14.30956,1984-10-04,Fall,1984,10,278,20,1.0,4.824670537847999,1.0014047421520011,5.82607528,4.2381256773263996,1.5879496026736009,1.0014047421520011
814,0.02234065,0.0007390709,0.7456726,0.1298802,1.371622,1.41132,0.3053788,2.045772,1.585529,0.01082553,0.04902025,0.641559,0.09290994,2.877882,1.840528,1.599358e-17,3.555829,0.7448475,0.2225365,0.3013777,10.83424,14.07952,1984-10-07,Fall,1984,10,281,21,1.0,4.145746674398399,1.6803286056016011,5.82607528,4.2381256773263996,1.5879496026736009,1.6803286056016011
815,0.02243628,0.0007434814,0.7482237,0.1304673,1.374956,1.413373,0.3046153,2.012783,1.580472,0.01083734,0.05151086,0.6427674,0.08118112,2.46672,1.597834,8.921173000000001e-18,3.032773,0.6177317,0.1840047,0.2848131,10.53867,13.49036,1984-10-10,Fall,1984,10,284,21,1.0,3.8585760175264,1.9674992624736003,5.82607528,4.2381256773263996,1.5879496026736009,1.9674992624736003
816,0.02253127,0.0007477925,0.7502241,0.1310274,1.379537,1.411785,0.3048429,1.997643,1.568171,0.01084654,0.053468,0.6424312,0.07610463,2.341532,1.486463,7.485482e-18,5.266178,0.9593184,0.3032906,0.2706909,10.45405,13.35052,1984-10-13,Fall,1984,10,287,21,1.0,4.27445896092,1.5516163190800007,5.82607528,4.2381256773263996,1.5879496026736009,1.5516163190800007
817,0.02262702,0.0007521085,0.7523173,0.1317008,1.395027,1.410143,0.3088226,2.023007,1.57858,0.01086143,0.05547454,0.6421732,0.08199887,2.558515,1.540734,8.465492e-18,7.003585,1.235805,0.4070969,0.2568469,10.61543,13.84284,1984-10-16,Fall,1984,10,290,21,1.0,4.738226709656,1.0878485703440006,5.82607528,4.2381256773263996,1.5879496026736009,1.0878485703440006
818,0.02272609,0.0007565794,0.7551181,0.1324905,1.414101,1.409016,0.3144509,2.059973,1.607372,0.01089117,0.05826976,0.6430799,0.09224924,2.835454,1.621243,9.54585e-18,6.724674,1.236881,0.3992696,0.2336341,10.78898,14.48544,1984-10-19,Fall,1984,10,293,21,1.0,4.8105911893344,1.0154840906656002,5.82607528,4.2381256773263996,1.5879496026736009,1.0154840906656002
819,0.02282942,0.0007612419,0.7586659,0.1333286,1.430483,1.408917,0.3195707,2.087024,1.639646,0.01093726,0.06158018,0.6450233,0.09896164,2.974625,1.643913,9.424560000000001e-18,5.99296,1.133378,0.3603787,0.2089279,10.8532,14.93645,1984-10-22,Fall,1984,10,296,22,1.0,4.7295678081744,1.0965074718256007,5.82607528,4.2381256773263996,1.5879496026736009,1.0965074718256007
820,0.0229363,0.0007660347,0.7625744,0.1341042,1.436631,1.408512,0.3216228,2.082093,1.653843,0.01099475,0.06490587,0.6471498,0.09510056,2.815817,1.539549,5.780968e-18,3.942134,0.7907481,0.2433316,0.1863138,10.71842,14.888,1984-10-25,Fall,1984,10,299,22,1.0,4.2381663897871995,1.587908890212801,5.82607528,4.2381256773263996,1.5879496026736009,1.587908890212801
821,0.0230439,0.0007707882,0.7661793,0.1347951,1.434249,1.405156,0.3216173,2.061189,1.648148,0.01105377,0.06765269,0.6482697,0.0870541,2.613373,1.407551,3.847578e-18,4.23994,0.8165384,0.2622396,0.1653994,10.55194,14.70318,1984-10-28,Fall,1984,10,302,22,1.1,4.2173253284832,1.6087499515168,5.82607528,4.2381256773263996,1.5879496026736009,1.7696249466684801
822,0.02315047,0.0007754226,0.7694345,0.1354715,1.427963,1.398327,0.3215545,2.045385,1.639642,0.01111247,0.0700283,0.6485487,0.08174241,2.544909,1.321969,2.902526e-18,4.769656,0.9181459,0.306138,0.1428521,10.47097,14.71327,1984-10-31,Fall,1984,10,305,22,1.1,4.2994466279776,1.5266286520224002,5.82607528,4.2381256773263996,1.5879496026736009,1.6792915172246403
823,0.02325425,0.0007798543,0.7723454,0.1360741,1.411889,1.387522,0.3189157,2.01394,1.621023,0.01117014,0.07221226,0.6481866,0.07349916,2.386979,1.200995,1.68463e-18,3.119446,0.6624573,0.2134855,0.1171955,10.31597,14.55437,1984-11-03,Fall,1984,11,308,22,1.1,3.8684869785168,1.9575883014832005,5.82607528,4.2381256773263996,1.5879496026736009,2.153347131631521
824,0.02335252,0.0007839289,0.7745382,0.1365206,1.392105,1.375592,0.3144654,1.969943,1.585795,0.01122043,0.07356378,0.6467853,0.06358379,2.179998,1.068696,1.0849990000000001e-18,3.249293,0.6791234,0.2275522,0.09991208,10.12955,14.27075,1984-11-06,Fall,1984,11,311,23,1.1,3.7925694586864,2.0335058213136006,5.82607528,4.2381256773263996,1.5879496026736009,2.236856403444961
825,0.02344394,0.0007875892,0.7759869,0.1368715,1.37137,1.361892,0.3098459,1.929617,1.546943,0.01126139,0.07428298,0.6444868,0.05628159,2.0673,0.9722174,7.570811999999999e-19,3.669592,0.7644392,0.2629038,0.08660134,10.01607,14.11708,1984-11-09,Fall,1984,11,314,23,1.1,3.8158334819391997,2.0102417980608007,5.82607528,4.2381256773263996,1.5879496026736009,2.211265977866881
826,0.02352735,0.0007907901,0.7767422,0.1371084,1.347037,1.346071,0.3038707,1.882806,1.502327,0.01129264,0.0745936,0.6414285,0.04888434,1.930994,0.8737667,4.601984999999999e-19,2.707899,0.6117242,0.2017038,0.07433208,9.88286,13.89563,1984-11-12,Fall,1984,11,317,23,1.1,3.5241483768176,2.3019269031824003,5.82607528,4.2381256773263996,1.5879496026736009,2.5321195935006404
827,0.0236009,0.0007934366,0.7766734,0.1372189,1.319814,1.327972,0.2967166,1.831705,1.452257,0.01131139,0.07441344,0.6375219,0.04193233,1.798854,0.7817506,3.132617e-19,2.973364,0.6677835,0.2295587,0.06364762,9.754286,13.65331,1984-11-15,Fall,1984,11,320,23,1.1,3.4983841141216,2.3276911658784005,5.82607528,4.2381256773263996,1.5879496026736009,2.5604602824662406
828,0.02366334,0.0007954771,0.7757862,0.1371901,1.29085,1.308363,0.2885608,1.775528,1.396983,0.01131678,0.07378394,0.6329122,0.03522835,1.647904,0.6914382,1.913401e-19,2.134527,0.5240918,0.1705852,0.05501792,9.611738,13.35483,1984-11-18,Fall,1984,11,323,24,1.1,3.2183545540495997,2.6077207259504007,5.82607528,4.2381256773263996,1.5879496026736009,2.868492798545441
829,0.02371352,0.0007968633,0.774027,0.1370384,1.262299,1.287843,0.2804796,1.722114,1.340248,0.01130715,0.07264677,0.6275399,0.02996171,1.547122,0.6206024,1.397203e-19,3.035996,0.6939829,0.2437071,0.04880113,9.519414,13.13445,1984-11-21,Fall,1984,11,326,24,1.1,3.3412113540207997,2.4848639259792007,5.82607528,4.2381256773263996,1.5879496026736009,2.733350318577121
830,0.02375118,0.00079761,0.7715452,0.1368052,1.234224,1.266275,0.2726519,1.673851,1.287244,0.01128408,0.07130523,0.6216994,0.02618842,1.499462,0.5681579,9.650775e-20,2.797537,0.673941,0.2304246,0.04312383,9.473857,13.00455,1984-11-24,Fall,1984,11,329,24,1.1,3.2353257648000002,2.5907495152,5.82607528,4.2381256773263996,1.5879496026736009,2.8498244667200003
831,0.02377564,0.0007976936,0.7683668,0.1364641,1.204646,1.243264,0.2639071,1.621544,1.23352,0.01124775,0.06984368,0.6154624,0.02245138,1.420408,0.5128984,6.416921e-20,2.270878,0.5883942,0.1936796,0.03751323,9.397448,12.8012,1984-11-27,Fall,1984,11,332,24,1.1,3.0501589073536004,2.7759163726464,5.82607528,4.2381256773263996,1.5879496026736009,3.0535080099110403
832,0.02378599,0.0007970725,0.764464,0.1360177,1.174208,1.218915,0.2544848,1.567178,1.179412,0.01119755,0.0682178,0.6087793,0.01896918,1.330889,0.4595427,4.467099e-20,2.206315,0.5870226,0.1968402,0.03229889,9.311439,12.56651,1984-11-30,Fall,1984,11,335,24,1.1,2.9633786217199996,2.862696658280001,5.82607528,4.2381256773263996,1.5879496026736009,3.148966324108001
833,0.02378156,0.0007957236,0.7598938,0.1355295,1.14355,1.192567,0.2448536,1.518826,1.131368,0.01113109,0.066603,0.6017542,0.01658106,1.307457,0.4208724,3.659959e-20,2.859009,0.7671931,0.2829455,0.02670075,9.285132,12.45129,1984-12-03,Winter,1984,12,338,25,1.1,3.0735988619136,2.7524764180864003,5.82607528,4.2381256773263996,1.5879496026736009,3.0277240598950406
834,0.02376204,0.0007936414,0.7547801,0.1350019,1.112918,1.164741,0.2347008,1.47283,1.0883,0.01104335,0.06512315,0.5946042,0.01478063,1.308539,0.3880495,2.770923e-20,2.426524,0.7243053,0.2624304,0.02103972,9.272545,12.37308,1984-12-06,Winter,1984,12,341,25,1.1,2.9436665447264003,2.8824087352736,5.82607528,4.2381256773263996,1.5879496026736009,3.1706496088009604
835,0.02372742,0.0007908367,0.7491354,0.1343567,1.083549,1.137926,0.2250146,1.424595,1.043818,0.01095102,0.06346621,0.58733,0.01293103,1.264533,0.3531019,1.9940149999999998e-20,2.054441,0.6504913,0.2266927,0.01700502,9.218966,12.21428,1984-12-09,Winter,1984,12,344,25,1.1,2.8022382800592003,3.0238369999408,5.82607528,4.2381256773263996,1.5879496026736009,3.3262206999348805
836,0.02367793,0.0007873382,0.7429508,0.133617,1.054894,1.111271,0.2153844,1.375192,0.9988522,0.01084825,0.0616874,0.5798584,0.01113309,1.196393,0.3185144,1.4383569999999998e-20,1.8643,0.6066167,0.208051,0.01388859,9.145731,12.00976,1984-12-12,Winter,1984,12,347,25,1.1,2.6935966796832,3.1324786003168006,5.82607528,4.2381256773263996,1.5879496026736009,3.4457264603484807
837,0.02361368,0.0007831666,0.7362356,0.1327886,1.026997,1.084766,0.2058902,1.325482,0.9537138,0.01073513,0.05978505,0.5721802,0.009465329,1.11601,0.285736,1.021471e-20,1.663741,0.557309,0.1870351,0.01150581,9.064569,11.78039,1984-12-15,Winter,1984,12,350,25,1.2,2.5782512891455998,3.2478239908544007,5.82607528,4.2381256773263996,1.5879496026736009,3.8973887890252805
838,0.02353455,0.0007783215,0.7290204,0.1319444,0.999498,1.05648,0.1957259,1.278295,0.9123931,0.01059744,0.05801872,0.5643103,0.008153625,1.067206,0.2579438,1e-20,1.970327,0.6720388,0.2528362,0.009057701,9.012594,11.60184,1984-12-18,Winter,1984,12,353,26,1.2,2.60700482932,3.2190704506800003,5.82607528,4.2381256773263996,1.5879496026736009,3.862884540816
839,0.02344054,0.000772805,0.7213636,0.1310507,0.97291,1.027767,0.185391,1.231185,0.8723943,0.01044448,0.05629543,0.5563195,0.006974334,1.010997,0.2313484,1e-20,1.359396,0.5354964,0.1837988,0.006976388,8.949847,11.40172,1984-12-21,Winter,1984,12,356,26,1.1,2.404001015152,3.4220742648480003,5.82607528,4.2381256773263996,1.5879496026736009,3.7642816913328008
840,0.02333182,0.0007666344,0.713265,0.1300822,0.9472371,0.9992569,0.1752529,1.183504,0.832351,0.01028195,0.05450709,0.5482188,0.005877602,0.9376323,0.2055084,1e-20,1.352327,0.5559999,0.2037743,0.00539954,8.870158,11.16402,1984-12-24,Winter,1984,12,359,26,1.0,2.3451665008064,3.4809087791936,5.82607528,4.2381256773263996,1.5879496026736009,3.4809087791936
841,0.02320865,0.0007598305,0.7047598,0.1291051,0.9231251,0.9698038,0.164893,1.137685,0.7947633,0.01009814,0.05282411,0.5399424,0.004996271,0.8864169,0.1828587,1e-20,1.378512,0.6250923,0.2545547,0.004018369,8.811946,10.96395,1985-01-02,Fall,1985,1,2,1,1.1,2.3140619748080002,3.512013305192,5.82607528,4.2381256773263996,1.5879496026736009,3.8632146357112007
842,0.02307144,0.0007524256,0.6958942,0.1280623,0.8997825,0.9412559,0.1552508,1.093666,0.7584922,0.009912654,0.05106527,0.5316691,0.004281445,0.8432267,0.1632079,1e-20,1.310428,0.638814,0.2603343,0.003047639,8.764697,10.78289,1985-01-05,Fall,1985,1,5,1,1.1,2.2529521001536,3.5731231798464003,5.82607528,4.2381256773263996,1.5879496026736009,3.9304354978310405
843,0.02292082,0.0007444731,0.6867095,0.1269615,0.8771856,0.9138317,0.1464526,1.052398,0.7239717,0.009728214,0.04923415,0.5234171,0.003727197,0.8158538,0.1470122,1e-20,1.564,0.7447463,0.3118807,0.002370113,8.740522,10.64255,1985-01-08,Fall,1985,1,8,1,1.1,2.2802521374096,3.5458231425904003,5.82607528,4.2381256773263996,1.5879496026736009,3.9004054568494406
844,0.02275747,0.0007360248,0.6772627,0.1258347,0.8555093,0.8870825,0.1382602,1.014446,0.692233,0.009540313,0.04743512,0.5152186,0.003326082,0.8128268,0.1341115,1e-20,1.723087,0.8256572,0.3436879,0.001847012,8.746652,10.55937,1985-01-11,Fall,1985,1,11,1,1.2,2.2933871582368,3.5326881217632002,5.82607528,4.2381256773263996,1.5879496026736009,4.2392257461158405
845,0.02258201,0.0007271245,0.6675988,0.1246726,0.8346446,0.861023,0.1305126,0.9776877,0.6620368,0.009349741,0.04568977,0.5071042,0.002973206,0.8030816,0.1222584,1e-20,1.425519,0.7420047,0.2844415,0.001437565,8.742211,10.46122,1985-01-14,Fall,1985,1,14,1,1.2,2.1799461053040003,3.646129174696,5.82607528,4.2381256773263996,1.5879496026736009,4.3753550096352
846,0.02239508,0.0007178159,0.6577341,0.1234506,0.8143405,0.8362125,0.1234582,0.9419103,0.6325584,0.009162865,0.04391216,0.4990864,0.002648425,0.7782322,0.1112924,1e-20,1.434184,0.7318944,0.2716151,0.001152352,8.722695,10.33587,1985-01-17,Fall,1985,1,17,2,1.2,2.1378394724304,3.6882358075696002,5.82607528,4.2381256773263996,1.5879496026736009,4.42588296908352
847,0.02219734,0.0007081443,0.6476977,0.1222047,0.7948265,0.8122067,0.1169429,0.908639,0.604898,0.008975731,0.04215872,0.4911351,0.002389176,0.7634103,0.1022027,1e-20,1.649569,0.7870544,0.2937899,0.0009364422,8.720057,10.24024,1985-01-20,Fall,1985,1,20,2,1.2,2.1550786718159998,3.6709966081840006,5.82607528,4.2381256773263996,1.5879496026736009,4.405195929820801
848,0.0219895,0.0006981532,0.6375422,0.1209622,0.7762306,0.7890169,0.1111154,0.8802124,0.5807019,0.008789018,0.04046678,0.4833168,0.002254768,0.7906694,0.09639338,1e-20,2.347851,0.9964878,0.3897389,0.0007655012,8.774271,10.24944,1985-01-23,Fall,1985,1,23,2,1.1,2.3146964576704,3.5113788223296005,5.82607528,4.2381256773263996,1.5879496026736009,3.862516704562561
849,0.0217723,0.0006878866,0.6273457,0.1197579,0.7585743,0.766334,0.105764,0.8570006,0.5609013,0.008600056,0.03894145,0.4757003,0.002252091,0.8756477,0.09361257,1.1128e-20,2.808218,1.1668,0.4603274,0.0006106776,8.888645,10.3817,1985-01-26,Fall,1985,1,26,2,1.0,2.4425162886912,3.3835589913088002,5.82607528,4.2381256773263996,1.5879496026736009,3.3835589913088002
850,0.02154646,0.0006773813,0.6171728,0.1185857,0.7416969,0.7442172,0.1007534,0.8370013,0.5447866,0.008410264,0.03762373,0.4683695,0.002343283,1.002172,0.0924836,1.2736209999999999e-20,2.980818,1.256411,0.4911599,0.0004684103,9.022839,10.57856,1985-01-29,Fall,1985,1,29,3,1.0,2.5122379474336,3.3138373325664006,5.82607528,4.2381256773263996,1.5879496026736009,3.3138373325664006
851,0.02131265,0.0006666668,0.6070611,0.1174419,0.7254529,0.7225295,0.09582619,0.8179305,0.5311289,0.008219167,0.03653656,0.4613021,0.002468349,1.140994,0.0914328,1.411742e-20,2.828703,1.240743,0.4785082,0.0003407804,9.135136,10.77146,1985-02-01,Fall,1985,2,32,3,1.0,2.5014354943232,3.3246397856768004,5.82607528,4.2381256773263996,1.5879496026736009,3.3246397856768004
852,0.02107149,0.0006557676,0.5970215,0.1163032,0.7098073,0.7013999,0.09102952,0.7985519,0.5188229,0.008028802,0.03563618,0.4545126,0.002583417,1.255342,0.08955786,1.438392e-20,2.519384,1.147543,0.4345892,0.0002372634,9.197744,10.9045,1985-02-04,Fall,1985,2,35,3,1.0,2.4356806928,3.3903945872000003,5.82607528,4.2381256773263996,1.5879496026736009,3.3903945872000003
853,0.02082362,0.0006447132,0.58705,0.1151419,0.6946756,0.6812742,0.08661228,0.7790059,0.5072242,0.007845016,0.0348237,0.4479842,0.002673248,1.317234,0.08684067,1.253569e-20,2.185076,1.002381,0.3656529,0.0001644322,9.204103,10.95098,1985-02-07,Fall,1985,2,38,3,1.1,2.3370390539744,3.4890362260256005,5.82607528,4.2381256773263996,1.5879496026736009,3.8379398486281606
