timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season
1,0.004600361,0.0001800185,0.2800511,0.03002616,0.6045192,0.5201844,0.09053613,0.6514977,0.505284,0.00300073,0.03005257,0.2600957,0.04164915,1.167157,0.9353697,0.4195313,4.261951,1.425721,0.3116848,0.1841465,4.34211,10.34519,1978-01-02,Winter
2,0.004601329,0.0001800743,0.2803091,0.03009768,0.6150249,0.5211989,0.09176717,0.6765006,0.5186936,0.003004198,0.03033408,0.26064,0.04454464,1.285027,1.061031,0.3916331,5.027752,1.364522,0.2923584,0.1947968,4.430261,10.85489,1978-01-05,Winter
3,0.004603677,0.0001802075,0.2808712,0.03020905,0.6287917,0.5233629,0.09335817,0.7070694,0.5372285,0.003011981,0.03089496,0.2617766,0.04721062,1.395907,1.191608,0.3705716,5.273592,1.312282,0.281361,0.2040788,4.535554,11.43412,1978-01-08,Winter
4,0.004607843,0.0001804393,0.2817626,0.03035636,0.6443626,0.5267075,0.09513678,0.7394705,0.5586644,0.003024674,0.03170349,0.2634902,0.04923439,1.483175,1.304731,0.3547084,5.311318,1.269996,0.2746551,0.2131314,4.644697,11.99279,1978-01-11,Winter
5,0.004614143,0.0001807844,0.2829792,0.03053654,0.6609293,0.5311445,0.09701237,0.7719721,0.5814106,0.003042425,0.03270452,0.2657101,0.0506334,1.547475,1.394773,0.3433564,5.277226,1.237284,0.2703396,0.2222347,4.750564,12.49495,1978-01-14,Winter
6,0.004622812,0.0001812527,0.284505,0.03074692,0.6780198,0.5365447,0.09893481,0.8037739,0.6043724,0.00306516,0.03384331,0.2683551,0.05155066,1.594344,1.463399,0.3358732,5.22555,1.21254,0.2673825,0.231194,4.849185,12.93111,1978-01-17,Winter
7,0.004634031,0.0001818512,0.2863196,0.030985,0.6953396,0.5427724,0.1008741,0.8345004,0.6268209,0.003092696,0.03507307,0.2713501,0.05213119,1.62917,1.514544,0.3315323,5.175373,1.193864,0.2651978,0.2396765,4.938586,13.30341,1978-01-20,Winter
8,0.004647931,0.0001825843,0.2884018,0.03124838,0.7126923,0.5496993,0.1028104,0.863971,0.6482857,0.003124789,0.03635598,0.2746303,0.05248624,1.655879,1.552233,0.3295902,5.131994,1.179601,0.2634582,0.2474037,5.018116,13.61842,1978-01-23,Winter
9,0.004664608,0.0001834549,0.2907302,0.03153473,0.729939,0.5572085,0.1047299,0.8920985,0.6684755,0.003161164,0.03766199,0.2781403,0.05269189,1.677013,1.57985,0.3293642,5.095866,1.168491,0.2619891,0.2542196,5.087949,13.88375,1978-01-26,Winter
10,0.004684127,0.0001844641,0.293284,0.03184178,0.746977,0.5651953,0.1066219,0.9188444,0.6872219,0.00320153,0.03896745,0.2818329,0.05279754,1.694146,1.600022,0.3302795,5.066034,1.159644,0.2607031,0.260088,5.148717,14.10674,1978-01-29,Winter
11,0.004706528,0.0001856119,0.296043,0.03216737,0.7637285,0.5735662,0.108478,0.9441981,0.7044421,0.003245584,0.04025379,0.2856674,0.05283479,1.708251,1.614714,0.3318855,5.041337,1.152456,0.2595588,0.265057,5.201266,14.29393,1978-02-01,Winter
12,0.004731827,0.0001868974,0.2989877,0.03250939,0.7801333,0.5822381,0.1102918,0.9681675,0.7201125,0.00329302,0.04150655,0.2896085,0.05282412,1.719959,1.625375,0.3338499,5.020763,1.146518,0.2585365,0.2692216,5.246502,14.45095,1978-02-04,Winter
13,0.004760024,0.0001883186,0.3020993,0.03286586,0.7961451,0.5911369,0.1120581,0.9907737,0.7342516,0.003343532,0.0427147,0.2936251,0.05277925,1.729704,1.633064,0.3359418,5.003504,1.141554,0.257626,0.2726938,5.285307,14.58262,1978-02-07,Winter
14,0.0047911,0.0001898729,0.3053598,0.03323489,0.8117284,0.6001971,0.1137725,1.012047,0.7469072,0.003396816,0.04386997,0.2976902,0.05270975,1.737812,1.638557,0.3380106,4.988933,1.137369,0.2568194,0.2755835,5.318501,14.693,1978-02-10,Winter
15,0.004825022,0.0001915568,0.3087522,0.03361468,0.8268566,0.6093603,0.1154321,1.032026,0.7581471,0.003452571,0.04496649,0.3017798,0.05262262,1.744544,1.642424,0.3399656,4.976563,1.133822,0.256109,0.2779897,5.346825,14.78551,1978-02-13,Winter
16,0.004861745,0.0001933667,0.3122602,0.03400356,0.8415104,0.618575,0.1170344,1.050753,0.7680528,0.003510506,0.04600034,0.305873,0.05252314,1.750113,1.645085,0.341758,4.966008,1.130804,0.2554866,0.2799967,5.370942,14.86301,1978-02-16,Winter
17,0.004901214,0.0001952982,0.3158687,0.03439995,0.8556766,0.6277957,0.1185777,1.068276,0.7767136,0.003570337,0.04696925,0.3099516,0.05241537,1.754701,1.646848,0.3433672,4.956962,1.128231,0.2549436,0.2816741,5.391437,14.92794,1978-02-19,Winter
18,0.004943362,0.0001973465,0.3195631,0.03480241,0.8693472,0.6369826,0.1200608,1.084644,0.7842232,0.003631791,0.0478723,0.3139996,0.05230249,1.758464,1.647947,0.3447903,4.949179,1.126032,0.2544711,0.2830791,5.408822,14.98231,1978-02-22,Winter
19,0.004988116,0.0001995066,0.3233301,0.03520957,0.8825185,0.6461006,0.1214832,1.09991,0.7906766,0.003694605,0.04870967,0.3180032,0.05218698,1.761536,1.648552,0.3460352,4.942455,1.124151,0.2540608,0.2842581,5.423545,15.02783,1978-02-25,Winter
20,0.005035395,0.0002017733,0.327157,0.03562019,0.8951901,0.6551197,0.1228448,1.114124,0.7961674,0.00375853,0.04948242,0.3219505,0.05207076,1.764029,1.648794,0.3471156,4.936625,1.122539,0.2537047,0.2852489,5.435997,15.06594,1978-02-28,Winter
21,0.005085113,0.000204141,0.3310322,0.03603311,0.9073651,0.6640136,0.1241457,1.127341,0.8007867,0.00382333,0.05019232,0.3258314,0.05195532,1.76604,1.648771,0.3480475,4.931551,1.121155,0.2533956,0.2860826,5.446515,15.09783,1978-03-03,Spring
22,0.005137175,0.000206604,0.3349448,0.03644729,0.9190487,0.6727598,0.1253865,1.139612,0.8046215,0.00388878,0.05084164,0.3296374,0.05184179,1.76765,1.648557,0.3488478,4.927117,1.119964,0.253127,0.2867846,5.455389,15.12451,1978-03-06,Spring
23,0.005191487,0.0002091565,0.3388847,0.03686175,0.9302483,0.6813396,0.126568,1.150989,0.8077541,0.003954671,0.05143309,0.3333614,0.051731,1.76893,1.648208,0.3495329,4.92323,1.118938,0.2528933,0.2873762,5.462869,15.14682,1978-03-09,Spring
24,0.005247947,0.0002117924,0.3428427,0.03727563,0.940973,0.6897368,0.1276912,1.161522,0.8102615,0.004020807,0.05196961,0.3369974,0.05162357,1.769937,1.647766,0.350118,4.919808,1.118051,0.2526895,0.2878749,5.469169,15.16548,1978-03-12,Spring
