year,group,obs_anom,model_anom,Pass,Season,ObsSummary
2004,ZC2-AMP,-0.128641925344879,0.7379054003792013,ZC,All,log_of_mean
2004,ZC3-DEC,-1.4174841834590142,0.5615343003537907,ZC,All,log_of_mean
2004,ZC4-CLG,-0.018713732203563205,0.2812102884788024,ZC,All,log_of_mean
2004,ZC5-CSM,-0.02151379306074319,0.253818408566449,ZC,All,log_of_mean
2005,Total,-1.441501368112479,0.8778859314483961,ZC,All,log_of_mean
2005,ZC1-EUP,-2.15326178327422,0.2782428991458257,ZC,All,log_of_mean
2005,ZC2-AMP,-0.6180958798105083,0.6088746034737695,ZC,All,log_of_mean
2005,ZC3-DEC,-1.54787503488423,0.38768805940043066,ZC,All,log_of_mean
2005,ZC4-CLG,-0.6362758083307128,0.5308328070226866,ZC,All,log_of_mean
2005,ZC5-CSM,-0.4099091588494649,0.4470543523993435,ZC,All,log_of_mean
2006,Total,-0.8988426007001339,0.33757213061957303,ZC,All,log_of_mean
2006,ZC1-EUP,-0.46415105833612996,-0.16790621644648565,ZC,All,log_of_mean
2006,ZC2-AMP,-0.10943998163539603,0.40963455310408453,ZC,All,log_of_mean
2006,ZC3-DEC,0.17889841256423777,0.43710174610804375,ZC,All,log_of_mean
2006,ZC4-CLG,-0.6301322681293877,0.3797178786848344,ZC,All,log_of_mean
2006,ZC5-CSM,-0.3058366065460084,0.5580499094630519,ZC,All,log_of_mean
2007,Total,-0.7304330610824383,1.8986693741952876,ZC,All,log_of_mean
2007,ZC1-EUP,-1.069797774753898,1.2531164454699522,ZC,All,log_of_mean
2007,ZC2-AMP,0.22167158452523403,1.268542723042109,ZC,All,log_of_mean
2007,ZC3-DEC,-1.1605758943094309,1.319955731701534,ZC,All,log_of_mean
2007,ZC4-CLG,-0.15495948872141435,1.6040376361722983,ZC,All,log_of_mean
2007,ZC5-CSM,-0.14286282528751337,1.6623814645711812,ZC,All,log_of_mean
2008,Total,-0.20999868247726136,-0.5939509197423191,ZC,All,log_of_mean
2008,ZC1-EUP,-0.21192657059469383,-0.42790177554297437,ZC,All,log_of_mean
2008,ZC2-AMP,-0.8374190162043875,-0.4626324734906594,ZC,All,log_of_mean
2008,ZC3-DEC,-0.3130846208769206,-0.747585547863313,ZC,All,log_of_mean
2008,ZC4-CLG,-0.8945269941426435,-0.2316203943877092,ZC,All,log_of_mean
2008,ZC5-CSM,-0.3734036040070038,-0.6436671623812011,ZC,All,log_of_mean
2009,Total,-0.6123865527937755,-1.2577675698966098,ZC,All,log_of_mean
2009,ZC1-EUP,0.20854691465704503,-1.377385102965959,ZC,All,log_of_mean
2009,ZC2-AMP,-1.2892857909560116,-1.3204304128570716,ZC,All,log_of_mean
2009,ZC3-DEC,0.2863457693568719,-1.2912843392727795,ZC,All,log_of_mean
2009,ZC4-CLG,-1.1189423173193953,-0.7367863130675698,ZC,All,log_of_mean
2009,ZC5-CSM,-0.5700375174687933,-0.7092591477217611,ZC,All,log_of_mean
2010,Total,-0.42773948673611595,-0.0949157611395099,ZC,All,log_of_mean
2010,ZC1-EUP,0.550953910295813,-0.5234823566301429,ZC,All,log_of_mean
2010,ZC2-AMP,-0.7777780717342196,-0.02713590023817943,ZC,All,log_of_mean
2010,ZC3-DEC,-0.08699682018626875,0.18302053250727046,ZC,All,log_of_mean
2010,ZC4-CLG,-0.6061554866293358,0.29593461651939296,ZC,All,log_of_mean
2010,ZC5-CSM,-0.5040146434048802,0.1115519888375095,ZC,All,log_of_mean
2011,Total,1.4419911543432276,-0.012504866549738739,ZC,All,log_of_mean
2011,ZC1-EUP,1.0985302324986128,0.3844125875650977,ZC,All,log_of_mean
2011,ZC2-AMP,-0.13850814877172132,-0.43773474859082734,ZC,All,log_of_mean
2011,ZC3-DEC,0.0008893794371169772,-0.8171737625539457,ZC,All,log_of_mean
2011,ZC4-CLG,0.5900609921923251,-0.047476738603758846,ZC,All,log_of_mean
2011,ZC5-CSM,0.29614863429824245,-0.10021905203597743,ZC,All,log_of_mean
2012,Total,0.845780910845011,0.20611711287566337,ZC,All,log_of_mean
2012,ZC1-EUP,0.15121304306215336,1.2034752239521331,ZC,All,log_of_mean
2012,ZC2-AMP,0.7599688186339754,-0.11595551667131136,ZC,All,log_of_mean
2012,ZC3-DEC,-0.22945831244321638,0.3005000936363877,ZC,All,log_of_mean
2012,ZC4-CLG,1.4100533197165286,0.9757139811544692,ZC,All,log_of_mean
2012,ZC5-CSM,0.3732705784850079,1.0652731275329277,ZC,All,log_of_mean
2013,Total,0.2982991815675106,-0.6559615597063331,ZC,All,log_of_mean
2013,ZC1-EUP,-0.21022436495343677,-0.7353855054894568,ZC,All,log_of_mean
2013,ZC2-AMP,0.002754868525717477,-0.42865032461370073,ZC,All,log_of_mean
2013,ZC3-DEC,-0.7876883089630669,-0.6009198716713411,ZC,All,log_of_mean
2013,ZC4-CLG,0.7016647384645273,-1.0563399579293347,ZC,All,log_of_mean
2013,ZC5-CSM,0.12799482182476607,-1.0528758750979315,ZC,All,log_of_mean
2014,Total,-0.2551886834251076,-0.23811157726356977,ZC,All,log_of_mean
2014,ZC1-EUP,-0.5853957428443061,-0.4381504717916913,ZC,All,log_of_mean
2014,ZC2-AMP,0.2937083533862036,-0.15784354169377038,ZC,All,log_of_mean
2014,ZC3-DEC,-0.16677801881530163,-0.3487290922755555,ZC,All,log_of_mean
2014,ZC4-CLG,-0.31706639692187494,-0.31983631305248766,ZC,All,log_of_mean
2014,ZC5-CSM,0.07773798132615406,-0.25501139717961435,ZC,All,log_of_mean
2015,Total,0.6401669428447171,0.10164913196849572,ZC,All,log_of_mean
2015,ZC1-EUP,0.45243926325139233,0.03352714057461001,ZC,All,log_of_mean
2015,ZC2-AMP,0.8977248173603816,0.4860479049820636,ZC,All,log_of_mean
2015,ZC3-DEC,0.29981014261647737,0.6559412119194024,ZC,All,log_of_mean
2015,ZC4-CLG,0.5112946615757445,-0.1641323406201875,ZC,All,log_of_mean
2015,ZC5-CSM,0.7626306328785981,-0.10075036204029403,ZC,All,log_of_mean
2016,Total,0.5846363965954751,0.7866919527879326,ZC,All,log_of_mean
2016,ZC1-EUP,-0.0023102340900873625,0.54230215194238,ZC,All,log_of_mean
2016,ZC2-AMP,0.676326971951555,0.9458724318234866,ZC,All,log_of_mean
2016,ZC3-DEC,1.054720156792958,0.9055515660311604,ZC,All,log_of_mean
2016,ZC4-CLG,0.654735465244885,0.5751161678593445,ZC,All,log_of_mean
2016,ZC5-CSM,0.5034500100075039,0.5929692689717657,ZC,All,log_of_mean
2017,Total,0.07771456652031858,-0.30481534131777593,ZC,All,log_of_mean
2017,ZC1-EUP,-0.2097126712519031,-0.1118211100854956,ZC,All,log_of_mean
2017,ZC2-AMP,0.31164384088105773,-0.5754222635890064,ZC,All,log_of_mean
2017,ZC3-DEC,0.7467550649175547,-0.5670869611821452,ZC,All,log_of_mean
2017,ZC4-CLG,0.3454006785608009,-0.37805206937889346,ZC,All,log_of_mean
2017,ZC5-CSM,0.14691600339883906,-0.15060857328217295,ZC,All,log_of_mean
2018,Total,0.5711814906426314,0.5470185751058565,ZC,All,log_of_mean
2018,ZC1-EUP,-0.04502665047295085,0.5564207257251057,ZC,All,log_of_mean
2018,ZC2-AMP,0.856608884851003,0.498297687554786,ZC,All,log_of_mean
2018,ZC3-DEC,0.5700864662493403,0.31409481798701744,ZC,All,log_of_mean
2018,ZC4-CLG,0.4780191943824554,0.36591559599179235,ZC,All,log_of_mean
2018,ZC5-CSM,0.9173101283321139,0.2978089033167476,ZC,All,log_of_mean
2000,Total,1.5126604233800385,0.40494740872155244,ZC,All,mean_of_logs
2000,ZC1-EUP,1.5305743309331699,0.7315993269028069,ZC,All,mean_of_logs
2000,ZC2-AMP,1.4228168300822035,1.6810722737063535,ZC,All,mean_of_logs
2000,ZC3-DEC,0.5292259489065809,0.8156497821941718,ZC,All,mean_of_logs
2000,ZC4-CLG,1.5907716599082962,-0.612108985056681,ZC,All,mean_of_logs
2000,ZC5-CSM,0.965801160726087,-0.675713826120308,ZC,All,mean_of_logs
2001,Total,0.18781688889210427,-0.8794020819852005,ZC,All,mean_of_logs
2001,ZC1-EUP,0.41997497445282483,-1.1866359662133292,ZC,All,mean_of_logs
2001,ZC2-AMP,-0.04758208719056048,0.18982628781584548,ZC,All,mean_of_logs
2001,ZC3-DEC,0.11986463302678671,-0.48018716466523137,ZC,All,mean_of_logs
2001,ZC4-CLG,0.4190016206891283,-1.7448073495477128,ZC,All,mean_of_logs
2001,ZC5-CSM,0.1333661398740917,-1.48659800676521,ZC,All,mean_of_logs
2002,Total,0.4784543547973099,-1.099335429250317,ZC,All,mean_of_logs
2002,ZC1-EUP,0.9673069645826281,-0.8257177840178023,ZC,All,mean_of_logs
2002,ZC2-AMP,0.23633357929324275,-1.0735457195022469,ZC,All,mean_of_logs
2002,ZC3-DEC,0.5163248336068227,-1.551913212465804,ZC,All,mean_of_logs
2002,ZC4-CLG,0.5805632177844161,-1.3384956520068545,ZC,All,mean_of_logs
2002,ZC5-CSM,-0.8202535869842992,-1.1058074157443016,ZC,All,mean_of_logs
2003,Total,0.06618863016678529,0.5034650948707254,ZC,All,mean_of_logs
2003,ZC1-EUP,-0.5800961023208271,0.22893685346240875,ZC,All,mean_of_logs
2003,ZC2-AMP,0.961593704993585,1.1031028629246182,ZC,All,mean_of_logs
2003,ZC3-DEC,-2.9380861977953505,0.9231297670185409,ZC,All,mean_of_logs
2003,ZC4-CLG,-0.08281259290394827,-0.3588483158677738,ZC,All,mean_of_logs
2003,ZC5-CSM,0.6789526514930367,-0.0702649315428751,ZC,All,mean_of_logs
2004,Total,-0.2788217867314691,0.7482074640779282,ZC,All,mean_of_logs
2004,ZC1-EUP,-1.363805675538985,0.5673954334311277,ZC,All,mean_of_logs
2004,ZC2-AMP,0.04861136024569826,0.7379054003792013,ZC,All,mean_of_logs
2004,ZC3-DEC,-0.8302820404779014,0.5615343003537907,ZC,All,mean_of_logs
2004,ZC4-CLG,0.2510183748178481,0.2812102884788024,ZC,All,mean_of_logs
2004,ZC5-CSM,0.1483824509485724,0.253818408566449,ZC,All,mean_of_logs
2005,Total,-0.7849585685075566,0.8778859314483961,ZC,All,mean_of_logs
2005,ZC1-EUP,-1.4275288845128284,0.2782428991458257,ZC,All,mean_of_logs
2005,ZC2-AMP,-0.09704930857814152,0.6088746034737695,ZC,All,mean_of_logs
2005,ZC3-DEC,-0.7117786785741298,0.38768805940043066,ZC,All,mean_of_logs
2005,ZC4-CLG,-0.23470091183323877,0.5308328070226866,ZC,All,mean_of_logs
2005,ZC5-CSM,-0.0768375112021188,0.4470543523993435,ZC,All,mean_of_logs
2006,Total,-0.8267928642171583,0.33757213061957303,ZC,All,mean_of_logs
2006,ZC1-EUP,-0.48940219541585706,-0.16790621644648565,ZC,All,mean_of_logs
2006,ZC2-AMP,-0.7102538095703747,0.40963455310408453,ZC,All,mean_of_logs
2006,ZC3-DEC,0.572034221309845,0.43710174610804375,ZC,All,mean_of_logs
2006,ZC4-CLG,-0.48378307688502464,0.3797178786848344,ZC,All,mean_of_logs
2006,ZC5-CSM,-0.6828761344121621,0.5580499094630519,ZC,All,mean_of_logs
2007,Total,-0.12385837444452091,1.8986693741952876,ZC,All,mean_of_logs
2007,ZC1-EUP,-0.5219688329528062,1.2531164454699522,ZC,All,mean_of_logs
2007,ZC2-AMP,0.6478912194427615,1.268542723042109,ZC,All,mean_of_logs
2007,ZC3-DEC,-0.1507176073845628,1.319955731701534,ZC,All,mean_of_logs
2007,ZC4-CLG,0.26220077043733403,1.6040376361722983,ZC,All,mean_of_logs
2007,ZC5-CSM,0.46132961722379173,1.6623814645711812,ZC,All,mean_of_logs
2008,Total,-0.3039706888079099,-0.5939509197423191,ZC,All,mean_of_logs
2008,ZC1-EUP,0.16443770358105864,-0.42790177554297437,ZC,All,mean_of_logs
2008,ZC2-AMP,-0.7525834705246839,-0.4626324734906594,ZC,All,mean_of_logs
2008,ZC3-DEC,-0.19831433606732402,-0.747585547863313,ZC,All,mean_of_logs
2008,ZC4-CLG,-1.2157394074024999,-0.2316203943877092,ZC,All,mean_of_logs
2008,ZC5-CSM,-0.2191319536786367,-0.6436671623812011,ZC,All,mean_of_logs
2009,Total,-0.9145764396220497,-1.2577675698966098,ZC,All,mean_of_logs
2009,ZC1-EUP,0.2644221702719437,-1.377385102965959,ZC,All,mean_of_logs
2009,ZC2-AMP,-1.1006270784587369,-1.3204304128570716,ZC,All,mean_of_logs
2009,ZC3-DEC,-0.31299731967107725,-1.2912843392727795,ZC,All,mean_of_logs
2009,ZC4-CLG,-1.1947667735487724,-0.7367863130675698,ZC,All,mean_of_logs
2009,ZC5-CSM,-0.6149556989076851,-0.7092591477217611,ZC,All,mean_of_logs
2010,Total,-0.7844699423976595,-0.0949157611395099,ZC,All,mean_of_logs
2010,ZC1-EUP,0.4088330621056884,-0.5234823566301429,ZC,All,mean_of_logs
2010,ZC2-AMP,-1.119480551179265,-0.02713590023817943,ZC,All,mean_of_logs
2010,ZC3-DEC,-0.44074236559492563,0.18302053250727046,ZC,All,mean_of_logs
2010,ZC4-CLG,-0.8064151044587186,0.29593461651939296,ZC,All,mean_of_logs
2010,ZC5-CSM,-0.6585275241757957,0.1115519888375095,ZC,All,mean_of_logs
2011,Total,1.2054696057247296,-0.012504866549738739,ZC,All,mean_of_logs
2011,ZC1-EUP,1.9248710674454648,0.3844125875650977,ZC,All,mean_of_logs
2011,ZC2-AMP,0.14572062459536195,-0.43773474859082734,ZC,All,mean_of_logs
2011,ZC3-DEC,0.10736620536257813,-0.8171737625539457,ZC,All,mean_of_logs
2011,ZC4-CLG,0.7012547066212065,-0.047476738603758846,ZC,All,mean_of_logs
2011,ZC5-CSM,0.3682816000506115,-0.10021905203597743,ZC,All,mean_of_logs
2012,Total,0.39381266272530846,0.20611711287566337,ZC,All,mean_of_logs
2012,ZC1-EUP,0.18560433959408842,1.2034752239521331,ZC,All,mean_of_logs
2012,ZC2-AMP,0.5547822813631001,-0.11595551667131136,ZC,All,mean_of_logs
2012,ZC3-DEC,-0.11008067339896839,0.3005000936363877,ZC,All,mean_of_logs
2012,ZC4-CLG,0.9118071313583408,0.9757139811544692,ZC,All,mean_of_logs
2012,ZC5-CSM,0.4519445072251358,1.0652731275329277,ZC,All,mean_of_logs
2013,Total,0.3033642717515734,-0.6559615597063331,ZC,All,mean_of_logs
2013,ZC1-EUP,0.3218205949939796,-0.7353855054894568,ZC,All,mean_of_logs
2013,ZC2-AMP,0.26300811051083567,-0.42865032461370073,ZC,All,mean_of_logs
2013,ZC3-DEC,-0.7054252575723173,-0.6009198716713411,ZC,All,mean_of_logs
2013,ZC4-CLG,0.41156787102436954,-1.0563399579293347,ZC,All,mean_of_logs
2013,ZC5-CSM,-0.047321639058692,-1.0528758750979315,ZC,All,mean_of_logs
2014,Total,-0.02591888802788726,-0.23811157726356977,ZC,All,mean_of_logs
2014,ZC1-EUP,-0.46740223527840336,-0.4381504717916913,ZC,All,mean_of_logs
2014,ZC2-AMP,0.2825088247662761,-0.15784354169377038,ZC,All,mean_of_logs
2014,ZC3-DEC,-0.49277409353113666,-0.3487290922755555,ZC,All,mean_of_logs
2014,ZC4-CLG,-0.1462192128389297,-0.31983631305248766,ZC,All,mean_of_logs
2014,ZC5-CSM,0.19196115422447171,-0.25501139717961435,ZC,All,mean_of_logs
2015,Total,0.5402300033159988,0.10164913196849572,ZC,All,mean_of_logs
2015,ZC1-EUP,0.46875627437182854,0.03352714057461001,ZC,All,mean_of_logs
2015,ZC2-AMP,0.5254761076504264,0.4860479049820636,ZC,All,mean_of_logs
2015,ZC3-DEC,0.016496293510634696,0.6559412119194024,ZC,All,mean_of_logs
2015,ZC4-CLG,0.5057208353279866,-0.1641323406201875,ZC,All,mean_of_logs
2015,ZC5-CSM,0.597144429509075,-0.10075036204029403,ZC,All,mean_of_logs
2016,Total,0.693683471723356,0.7866919527879326,ZC,All,mean_of_logs
2016,ZC1-EUP,0.04038989746838774,0.54230215194238,ZC,All,mean_of_logs
2016,ZC2-AMP,0.6338609403670553,0.9458724318234866,ZC,All,mean_of_logs
2016,ZC3-DEC,0.8752890845488134,0.9055515660311604,ZC,All,mean_of_logs
2016,ZC4-CLG,0.739975954748178,0.5751161678593445,ZC,All,mean_of_logs
2016,ZC5-CSM,0.4805301827611215,0.5929692689717657,ZC,All,mean_of_logs
2017,Total,0.18571124601250016,-0.30481534131777593,ZC,All,mean_of_logs
2017,ZC1-EUP,-0.6014326379980487,-0.1118211100854956,ZC,All,mean_of_logs
2017,ZC2-AMP,0.26022986948759486,-0.5754222635890064,ZC,All,mean_of_logs
2017,ZC3-DEC,0.730206535534673,-0.5670869611821452,ZC,All,mean_of_logs
2017,ZC4-CLG,0.4252687729059882,-0.37805206937889346,ZC,All,mean_of_logs
2017,ZC5-CSM,0.018526699098010385,-0.15060857328217295,ZC,All,mean_of_logs
2018,Total,0.6869285415986841,0.5470185751058565,ZC,All,mean_of_logs
2018,ZC1-EUP,-0.49509357577295227,0.5564207257251057,ZC,All,mean_of_logs
2018,ZC2-AMP,0.8578313954305768,0.498297687554786,ZC,All,mean_of_logs
2018,ZC3-DEC,0.4554035510361074,0.31409481798701744,ZC,All,mean_of_logs
2018,ZC4-CLG,0.6087176877975471,0.36591559599179235,ZC,All,mean_of_logs
2018,ZC5-CSM,0.9810808345819084,0.2978089033167476,ZC,All,mean_of_logs
2002,Total,1.9030332769139942,-0.03423219258550303,ZC,Winter,log_of_mean
2002,ZC1-EUP,1.4317902542427485,0.4199925788772187,ZC,Winter,log_of_mean
2002,ZC2-AMP,0.6956801160024567,-0.4432551838329728,ZC,Winter,log_of_mean
2002,ZC3-DEC,0.750550184943097,-0.41146034451268165,ZC,Winter,log_of_mean
2002,ZC4-CLG,1.030313907694615,-0.33626779081197816,ZC,Winter,log_of_mean
2002,ZC5-CSM,0.6554730670952882,-0.13455573245735875,ZC,Winter,log_of_mean
2004,Total,1.078225006997225,0.7932189762683565,ZC,Winter,log_of_mean
2004,ZC2-AMP,0.9452633223734896,1.179572574232994,ZC,Winter,log_of_mean
2004,ZC3-DEC,-1.6322191992539745,0.5464629229920075,ZC,Winter,log_of_mean
2004,ZC4-CLG,1.3401857381731577,0.6811115599439256,ZC,Winter,log_of_mean
2004,ZC5-CSM,2.5738464330767896,0.7818034967620027,ZC,Winter,log_of_mean
2005,Total,-0.8187417314812856,-0.27965000112596855,ZC,Winter,log_of_mean
2005,ZC1-EUP,-1.1883783399274848,-1.2429745261202154,ZC,Winter,log_of_mean
2005,ZC2-AMP,-0.24436097301517054,0.15582382667632497,ZC,Winter,log_of_mean
2005,ZC3-DEC,-0.9870559834260937,-1.361847914191055,ZC,Winter,log_of_mean
2005,ZC4-CLG,0.2502442443834977,-0.21729553146021288,ZC,Winter,log_of_mean
2005,ZC5-CSM,0.31035721682042217,-0.21502346456882002,ZC,Winter,log_of_mean
2007,Total,-2.061856726020334,0.9881682105569148,ZC,Winter,log_of_mean
2007,ZC1-EUP,-1.4107197634922668,0.784085857515978,ZC,Winter,log_of_mean
2007,ZC2-AMP,-0.6003802948983589,1.1390567991159155,ZC,Winter,log_of_mean
2007,ZC3-DEC,-0.1768614518356209,0.09269993863186132,ZC,Winter,log_of_mean
2007,ZC4-CLG,-0.5822399264525951,0.9158190200470501,ZC,Winter,log_of_mean
2007,ZC5-CSM,-2.7661101124105163,1.0770917332971923,ZC,Winter,log_of_mean
2008,Total,0.9223953379843793,-0.32706858182243603,ZC,Winter,log_of_mean
2008,ZC1-EUP,-2.153410999562431,0.3660652550120136,ZC,Winter,log_of_mean
2008,ZC2-AMP,0.4838313217241608,-0.19283030426546907,ZC,Winter,log_of_mean
2008,ZC3-DEC,0.4914333926159261,-1.170842672888549,ZC,Winter,log_of_mean
2008,ZC4-CLG,1.1498666703782812,-1.130104017660861,ZC,Winter,log_of_mean
2008,ZC5-CSM,2.4914145574706015,-1.4260770949414314,ZC,Winter,log_of_mean
2009,Total,-1.604326637580715,-1.9440105976096624,ZC,Winter,log_of_mean
2009,ZC1-EUP,-0.7852016020235468,-1.9968785969063527,ZC,Winter,log_of_mean
2009,ZC2-AMP,-1.4178777619624785,-2.057325655279897,ZC,Winter,log_of_mean
2009,ZC3-DEC,1.3393181326828798,-1.9991835892651204,ZC,Winter,log_of_mean
2009,ZC4-CLG,-1.3592606096738051,-1.6758341393140934,ZC,Winter,log_of_mean
2009,ZC5-CSM,-1.9968477829607616,-1.2693112878348525,ZC,Winter,log_of_mean
2010,Total,-0.41250591988525775,-0.6901830926663461,ZC,Winter,log_of_mean
2010,ZC1-EUP,0.15532431877539135,-0.7971652633575291,ZC,Winter,log_of_mean
2010,ZC2-AMP,0.30587644782388473,-0.42197607531515763,ZC,Winter,log_of_mean
2010,ZC3-DEC,-1.6198190418732097,-0.36632792049358065,ZC,Winter,log_of_mean
2010,ZC4-CLG,-0.9172019940671525,-0.5956165454074815,ZC,Winter,log_of_mean
2010,ZC5-CSM,0.454794278603354,-0.9339994814457364,ZC,Winter,log_of_mean
2011,Total,0.035823921208130056,0.6300607500165639,ZC,Winter,log_of_mean
2011,ZC1-EUP,1.1884297084979643,0.8977073906618935,ZC,Winter,log_of_mean
2011,ZC2-AMP,-1.7738847770463706,0.48669285620917296,ZC,Winter,log_of_mean
2011,ZC3-DEC,-0.9426130848826538,0.2864847104415546,ZC,Winter,log_of_mean
2011,ZC4-CLG,-1.565406720327632,0.2061722874239438,ZC,Winter,log_of_mean
2011,ZC5-CSM,-1.2680288424982074,-0.012702646389768354,ZC,Winter,log_of_mean
2015,Total,0.44071446943502873,-0.2560496247543545,ZC,Winter,log_of_mean
2015,ZC1-EUP,0.1749093210997606,-0.25723844318669253,ZC,Winter,log_of_mean
2015,ZC2-AMP,0.9588540220368966,-0.1876044849926034,ZC,Winter,log_of_mean
2015,ZC3-DEC,-0.6790392440658763,0.4734686672451641,ZC,Winter,log_of_mean
2015,ZC4-CLG,0.5373287430625716,-0.3153014409201089,ZC,Winter,log_of_mean
2015,ZC5-CSM,0.5130985906665849,-0.6412157739056544,ZC,Winter,log_of_mean
2016,Total,0.7713302150629646,1.2858116918592828,ZC,Winter,log_of_mean
2016,ZC1-EUP,0.1255219731409603,0.7805186118944255,ZC,Winter,log_of_mean
2016,ZC2-AMP,0.811297236316921,1.0756694441759096,ZC,Winter,log_of_mean
2016,ZC3-DEC,0.7672855768003567,1.1575678846150743,ZC,Winter,log_of_mean
2016,ZC4-CLG,0.9041603610786444,1.677863518689844,ZC,Winter,log_of_mean
2016,ZC5-CSM,0.6750314882595576,1.909809068342604,ZC,Winter,log_of_mean
2017,Total,-0.4065840520012321,0.04435721080772512,ZC,Winter,log_of_mean
2017,ZC1-EUP,-0.8086581937141325,0.11239937325624397,ZC,Winter,log_of_mean
2017,ZC2-AMP,-0.11911443125153691,-0.0006698856329559138,ZC,Winter,log_of_mean
2017,ZC3-DEC,0.2508817765336509,-0.1551815685171706,ZC,Winter,log_of_mean
2017,ZC4-CLG,0.5195681392755032,-0.053864660726438245,ZC,Winter,log_of_mean
2017,ZC5-CSM,-0.2792740489170529,0.12297127333865118,ZC,Winter,log_of_mean
2018,Total,0.09125645832837655,1.243895856058265,ZC,Winter,log_of_mean
2018,ZC1-EUP,-1.482115780019146,0.8406643487607913,ZC,Winter,log_of_mean
2018,ZC2-AMP,0.7835301210953967,1.3926451579921744,ZC,Winter,log_of_mean
2018,ZC3-DEC,0.13343569986175632,1.0146321604867576,ZC,Winter,log_of_mean
2018,ZC4-CLG,0.6002539285737577,1.3101443025265378,ZC,Winter,log_of_mean
2018,ZC5-CSM,0.9353960329308152,1.1740280449209481,ZC,Winter,log_of_mean
2002,Total,1.5899068199081277,-0.03423219258550303,ZC,Winter,mean_of_logs
2002,ZC1-EUP,1.6072205536815594,0.4199925788772187,ZC,Winter,mean_of_logs
2002,ZC2-AMP,0.5318118742904788,-0.4432551838329728,ZC,Winter,mean_of_logs
2002,ZC3-DEC,1.0118799730933543,-0.41146034451268165,ZC,Winter,mean_of_logs
2002,ZC4-CLG,0.9260813670237457,-0.33626779081197816,ZC,Winter,mean_of_logs
2002,ZC5-CSM,0.2541406137860027,-0.13455573245735875,ZC,Winter,mean_of_logs
2004,Total,1.418653993024828,0.7932189762683565,ZC,Winter,mean_of_logs
2004,ZC2-AMP,1.1167724541669686,1.179572574232994,ZC,Winter,mean_of_logs
2004,ZC3-DEC,-0.8283906887057496,0.5464629229920075,ZC,Winter,mean_of_logs
2004,ZC4-CLG,1.3730912114023512,0.6811115599439256,ZC,Winter,mean_of_logs
2004,ZC5-CSM,2.6498652434682386,0.7818034967620027,ZC,Winter,mean_of_logs
2005,Total,-0.47887386727456205,-0.27965000112596855,ZC,Winter,mean_of_logs
2005,ZC1-EUP,-0.14263721736899093,-1.2429745261202154,ZC,Winter,mean_of_logs
2005,ZC2-AMP,-0.16633320327934215,0.15582382667632497,ZC,Winter,mean_of_logs
2005,ZC3-DEC,-0.33974388757567314,-1.361847914191055,ZC,Winter,mean_of_logs
2005,ZC4-CLG,0.29319511908380236,-0.21729553146021288,ZC,Winter,mean_of_logs
2005,ZC5-CSM,0.39418862611832023,-0.21502346456882002,ZC,Winter,mean_of_logs
2007,Total,-1.3603337744572308,0.9881682105569148,ZC,Winter,mean_of_logs
2007,ZC1-EUP,-0.35389181394384,0.784085857515978,ZC,Winter,mean_of_logs
2007,ZC2-AMP,-0.21067195535090388,1.1390567991159155,ZC,Winter,mean_of_logs
2007,ZC3-DEC,0.5037942705288068,0.09269993863186132,ZC,Winter,mean_of_logs
2007,ZC4-CLG,-0.43621136458378035,0.9158190200470501,ZC,Winter,mean_of_logs
2007,ZC5-CSM,-1.8214386256035726,1.0770917332971923,ZC,Winter,mean_of_logs
2008,Total,1.0549790592305885,-0.32706858182243603,ZC,Winter,mean_of_logs
2008,ZC1-EUP,-1.0493826266319854,0.3660652550120136,ZC,Winter,mean_of_logs
2008,ZC2-AMP,0.5028318911685925,-0.19283030426546907,ZC,Winter,mean_of_logs
2008,ZC3-DEC,1.1737651805739757,-1.170842672888549,ZC,Winter,mean_of_logs
2008,ZC4-CLG,0.9618963431880907,-1.130104017660861,ZC,Winter,mean_of_logs
2008,ZC5-CSM,2.4498899375727494,-1.4260770949414314,ZC,Winter,mean_of_logs
2009,Total,-1.6742060931144813,-1.9440105976096624,ZC,Winter,mean_of_logs
2009,ZC1-EUP,-0.753667725600772,-1.9968785969063527,ZC,Winter,mean_of_logs
2009,ZC2-AMP,-1.9493111227820192,-2.057325655279897,ZC,Winter,mean_of_logs
2009,ZC3-DEC,1.1836131642385153,-1.9991835892651204,ZC,Winter,mean_of_logs
2009,ZC4-CLG,-1.6653299321364181,-1.6758341393140934,ZC,Winter,mean_of_logs
2009,ZC5-CSM,-1.868830756713459,-1.2693112878348525,ZC,Winter,mean_of_logs
2010,Total,-0.3084679209362218,-0.6901830926663461,ZC,Winter,mean_of_logs
2010,ZC1-EUP,0.45329077350906033,-0.7971652633575291,ZC,Winter,mean_of_logs
2010,ZC2-AMP,0.25223676060997907,-0.42197607531515763,ZC,Winter,mean_of_logs
2010,ZC3-DEC,-1.5864222215005572,-0.36632792049358065,ZC,Winter,mean_of_logs
2010,ZC4-CLG,-0.7802793861543021,-0.5956165454074815,ZC,Winter,mean_of_logs
2010,ZC5-CSM,0.34270679508305685,-0.9339994814457364,ZC,Winter,mean_of_logs
2011,Total,-0.968670804441637,0.6300607500165639,ZC,Winter,mean_of_logs
2011,ZC1-EUP,0.37367097438500363,0.8977073906618935,ZC,Winter,mean_of_logs
2011,ZC2-AMP,-1.2403870699197268,0.48669285620917296,ZC,Winter,mean_of_logs
