Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
sat,19.564910280543437,15.071428571428571,382.7857142857143,-11.928571428571429,0.5743977025198022,0.6660761972583229,18.926954108802995,11.547594501692124
C09,13.656030883356243,9.564102564102564,186.48717948717947,-2.128205128205128,0.44300510756188166,0.6526342701826087,11.695905879096149,13.667219885854037
