timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season
1,0.004600333,0.000180017,0.2800482,0.03002041,0.6035206,0.5201663,0.09045648,0.6483057,0.5045224,0.003000673,0.03004714,0.2600883,0.04196851,1.16527,0.9237282,0.4264957,3.805381,1.679231,0.3644278,0.1840857,4.334997,10.31618,1978-01-02,Winter
2,0.004601136,0.0001800642,0.280291,0.0300779,0.6119063,0.5210862,0.09153412,0.6673108,0.5163602,0.003003833,0.03030177,0.260596,0.04558444,1.286508,1.028464,0.4114,4.417118,1.762681,0.3679625,0.1935698,4.410687,10.77931,1978-01-05,Winter
3,0.004603122,0.0001801787,0.2808243,0.03017002,0.6231614,0.5230747,0.09296218,0.6911025,0.5332735,0.003010995,0.03081639,0.2616706,0.04906698,1.405842,1.139752,0.4028283,4.628445,1.788949,0.3663336,0.2006864,4.505254,11.32202,1978-01-08,Winter
4,0.004606711,0.0001803815,0.2816751,0.03029459,0.6361619,0.526183,0.09459198,0.7168071,0.5533665,0.00302277,0.03156738,0.2633087,0.05182414,1.503784,1.238933,0.3969398,4.674669,1.787047,0.3631721,0.2071467,4.60793,11.86079,1978-01-11,Winter
5,0.004612222,0.0001806875,0.2828408,0.03044958,0.6502455,0.5303451,0.09633978,0.7430282,0.5751627,0.003039343,0.03250712,0.26545,0.05380733,1.57866,1.32057,0.3927893,4.661272,1.774098,0.3600794,0.2137557,4.711785,12.35808,1978-01-14,Winter
6,0.004619906,0.0001811076,0.284307,0.03063301,0.6650004,0.5354508,0.09815623,0.7690762,0.5975817,0.003060682,0.03358631,0.2680205,0.05516123,1.634928,1.385234,0.3902242,4.631481,1.758567,0.3575219,0.2206369,4.812024,12.80063,1978-01-17,Winter
7,0.004629955,0.0001816497,0.2860552,0.0308429,0.680155,0.5413789,0.1000103,0.7945946,0.6198677,0.003086647,0.03476181,0.2709503,0.05605999,1.677762,1.435581,0.3891516,4.601065,1.743968,0.3555008,0.2275819,4.905573,13.18711,1978-01-20,Winter
8,0.004642519,0.0001823194,0.2880661,0.03107727,0.6955191,0.5480124,0.1018808,0.8193864,0.6415087,0.003117041,0.03599813,0.2741778,0.05664796,1.711258,1.47456,0.3893715,4.574689,1.731397,0.3538895,0.2343021,4.990795,13.52136,1978-01-23,Winter
9,0.004657713,0.0001831204,0.2903206,0.03133415,0.7109525,0.5552435,0.1037524,0.8433342,0.6621678,0.003151633,0.0372667,0.2776504,0.05702863,1.738225,1.504754,0.3905998,4.552982,1.720925,0.3525642,0.2405604,5.067121,13.80908,1978-01-26,Winter
10,0.004675621,0.0001840552,0.2928,0.03161159,0.7263474,0.5629743,0.1056132,0.8663647,0.6816318,0.003190173,0.03854464,0.2813228,0.05727099,1.760473,1.528226,0.3925308,4.535347,1.712279,0.3514374,0.246214,5.134691,14.05621,1978-01-29,Winter
