obs_std,mod_std,R,RMSE,Bias,WSS,Group
0.8436774849365698,0.4229086198067116,0.26808230552395274,0.8363451817341641,0.011514440937171749,0.4965870420556402,ZC5-CSM
5.108934392884897,1.3460491063254303,0.35605709091020143,5.418107596857752,-2.517926217848787,0.4436126962045849,TOT
1.1132657946742315,0.3328100837991517,0.4117690681731314,1.076038183553246,-0.3359475846208227,0.42298811140317094,ZC2-AMP
0.5678427399417115,0.03833553993902242,-0.009518755956195633,0.7297640805164664,-0.45631809420862207,0.4165738384811183,ZS3-CHA
0.1098660254456917,0.0350584757196088,0.2474182511339534,0.11327256391643076,-0.03790795081519607,0.39065321875516745,ZS2-CTH
1.6743071422481612,0.24419330901261724,0.14356623815226557,1.7943040196268132,-0.688467552059498,0.34213988698515096,ZC4-CLG
0.3104725583504366,0.060157258249562175,0.03009824786941613,0.32855502230319306,-0.09518717418892415,0.2791610961900609,ZC3-DEC
0.25936793058084817,0.012205468066887847,0.22762810355628227,0.26852582726894136,-0.07827279734998091,0.24495932857117764,ZS4-LAR
3.262942855564232,0.30599805812148195,0.14232164357427976,3.3409309003158625,-0.839995041415489,0.20382936185196388,ZC1-EUP
0.3219216388510825,0.01041723159741618,-0.1133356886176628,0.33687325974454485,-0.09477015921889183,0.16726317290215298,ZF1-ICT
