timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season
1,0.004600213,0.0001800092,0.2801056,0.03008932,0.6042481,0.5164038,0.09060234,0.6487324,0.5057868,0.003001298,0.03030328,0.2588231,0.04743927,1.191975,0.873972,0.4776677,4.063708,1.663664,0.3935188,0.1202983,8.105034,10.38325,1978-01-02,Fall
2,0.004600746,0.0001800379,0.2805764,0.0302241,0.6134766,0.5137808,0.09191405,0.6684484,0.5264825,0.003006986,0.03083829,0.2581701,0.05637295,1.346229,0.9350449,0.4877739,4.730639,1.703423,0.3977976,0.09289119,8.312914,10.98564,1978-01-05,Fall
3,0.004602418,0.0001801284,0.2815091,0.03040149,0.6254394,0.5123891,0.09358361,0.6926849,0.5557269,0.003018728,0.0316774,0.2581617,0.06292789,1.492517,1.009829,0.4857792,4.898998,1.6784,0.3887602,0.0782157,8.537555,11.68363,1978-01-08,Fall
4,0.004605711,0.0001803033,0.2828838,0.03061769,0.6388941,0.5122051,0.09541734,0.7183161,0.5885913,0.00303677,0.03279321,0.258748,0.06656396,1.605774,1.079033,0.4752584,4.867719,1.630586,0.3778826,0.07150777,8.746094,12.36259,1978-01-11,Fall
5,0.00461096,0.0001805773,0.2846484,0.03086854,0.6531386,0.5131027,0.09731175,0.7438927,0.6216504,0.003060834,0.03412639,0.2598299,0.06809178,1.68491,1.135678,0.4612211,4.774113,1.581569,0.3688428,0.0701548,8.930354,12.96864,1978-01-14,Fall
6,0.004618404,0.0001809597,0.2867494,0.03114978,0.6677611,0.5149309,0.09921222,0.7687716,0.6527981,0.003090478,0.03561487,0.2613083,0.06842338,1.737543,1.178926,0.4473861,4.673697,1.539474,0.3621031,0.07262708,9.091923,13.48116,1978-01-17,Fall
7,0.004628207,0.0001814564,0.2891395,0.03145718,0.6825051,0.5175415,0.1010891,0.7926772,0.6809172,0.003125216,0.03720376,0.2630984,0.06818794,1.77205,1.210458,0.435817,4.585104,1.505823,0.3571735,0.07787893,9.235108,13.89686,1978-01-20,Fall
8,0.004640479,0.0001820704,0.2917776,0.0317867,0.6972004,0.5207979,0.1029253,0.8154956,0.7055503,0.003164557,0.03884705,0.26513,0.06773742,1.794859,1.23262,0.4273378,4.512247,1.479637,0.3534697,0.08501036,9.364065,14.22125,1978-01-23,Fall
9,0.004655288,0.0001828029,0.2946272,0.03213454,0.7117267,0.5245773,0.1047099,0.8371835,0.7266425,0.003208014,0.04050694,0.2673448,0.06724166,1.810211,1.24764,0.4220009,4.454002,1.45935,0.3505501,0.09313236,9.481865,14.46452,1978-01-26,Fall
10,0.004672667,0.0001836537,0.2976553,0.03249724,0.7259965,0.5287715,0.1064357,0.8577313,0.7443646,0.003255114,0.0421528,0.269695,0.06677001,1.820691,1.257375,0.4194258,4.407978,1.443538,0.3481346,0.1013904,9.590405,14.63924,1978-01-29,Fall
11,0.004692621,0.000184621,0.3008326,0.0328717,0.7399448,0.5332875,0.1080976,0.8771473,0.7590012,0.003305405,0.0437602,0.2721405,0.06634294,1.827826,1.263287,0.4190229,4.371789,1.431094,0.3460641,0.1090694,9.69066,14.7588,1978-02-01,Fall
12,0.004715132,0.0001857024,0.3041327,0.0332552,0.7535245,0.5380465,0.1096925,0.8954511,0.7708839,0.003358459,0.0453102,0.2746488,0.06596046,1.832546,1.266496,0.4201469,4.343386,1.42121,0.3442566,0.1156882,9.783029,14.83609,1978-02-04,Fall
13,0.004738355,0.0001867924,0.3073487,0.03367546,0.7319686,0.5323908,0.1083132,0.8964738,0.771549,0.003394471,0.0472821,0.2755357,0.05293658,1.745906,1.159806,0.3380768,2.070535,0.9325236,0.2123968,0.07435292,9.741842,14.83642,1978-02-07,Fall
14,0.004760173,0.0001877678,0.3100453,0.0340284,0.7099928,0.5264317,0.1062681,0.8848023,0.7480277,0.003426488,0.04865387,0.2759079,0.03945696,1.548249,1.007864,0.3169428,1.203283,0.8248991,0.2175874,0.04357325,9.506153,14.47412,1978-02-10,Fall
15,0.004780196,0.0001886087,0.3121316,0.03431608,0.688359,0.5202523,0.1039871,0.8674648,0.7112967,0.003453579,0.04935937,0.2757248,0.0299142,1.370704,0.8651472,0.3031655,0.8856595,0.8164344,0.2447787,0.02668964,9.229589,14.01984,1978-02-13,Fall
16,0.004798072,0.0001892997,0.3136055,0.03454109,0.6667017,0.5133733,0.1013878,0.8465501,0.6664138,0.003472916,0.04950824,0.2749353,0.02223663,1.210496,0.7375283,0.2376418,0.5586323,0.6498569,0.1844078,0.02037866,8.969046,13.5276,1978-02-16,Fall
17,0.004813467,0.0001898271,0.3144462,0.0346977,0.6455821,0.5062152,0.09868172,0.8233006,0.6162005,0.003485653,0.04912509,0.2736207,0.0162618,1.067424,0.6270497,0.1958325,0.4564905,0.6129068,0.1794146,0.01614096,8.708717,13.00049,1978-02-19,Fall
18,0.004826169,0.0001901871,0.314692,0.03479305,0.6254113,0.4989682,0.0960867,0.8000593,0.5667175,0.003493046,0.04830525,0.271859,0.0127952,0.9768225,0.5413187,0.2051029,0.665216,0.8126488,0.270132,0.01177185,8.473647,12.53217,1978-02-22,Fall
19,0.00483605,0.000190381,0.3144255,0.03483466,0.6059773,0.4915025,0.09354243,0.7769274,0.5199949,0.003494286,0.04720326,0.2697405,0.01047353,0.9091836,0.4719919,0.1732563,0.5438001,0.7313969,0.2222802,0.01030287,8.28466,12.11948,1978-02-25,Fall
20,0.004843014,0.0001904102,0.3136773,0.03482039,0.5876543,0.4841566,0.0910955,0.7533835,0.4748042,0.003491443,0.04584469,0.2673051,0.008569587,0.8414242,0.4129712,0.1485295,0.5451418,0.7167485,0.208796,0.009622714,8.104107,11.70776,1978-02-28,Fall
21,0.004847005,0.0001902785,0.3124865,0.03475909,0.5702714,0.4767762,0.08875898,0.730528,0.4331721,0.00348344,0.04430671,0.2645874,0.007327954,0.7923309,0.3659659,0.1419723,0.6818326,0.8013319,0.2328721,0.008935984,7.945035,11.33734,1978-03-03,Spring
22,0.004848,0.0001899916,0.3109234,0.03466613,0.5538685,0.4692406,0.08663831,0.7104132,0.3982568,0.003469941,0.04269309,0.2616546,0.007106947,0.7872299,0.3341277,0.1688708,1.121436,1.048393,0.3374528,0.007595373,7.831552,11.07666,1978-03-06,Spring
