Year,Bloom Date,Day of Year,Bloom Early Late
2003,2003-04-26,116,late
2004,2004-04-22,113,late
2005,2005-04-23,113,late
2006,2006-05-08,128,late
2007,2007-05-05,125,late
2008,2008-05-07,128,late
2009,2009-04-29,119,late
2010,2010-05-02,122,late
2011,2011-04-29,119,late
2012,2012-05-01,122,late
2013,2013-04-26,116,late
2014,2014-05-02,122,late
2015,2015-04-26,116,late
2016,2016-04-28,119,late
