R,obs_std,model_std,centered_RMSE,RMSE,Bias,MAE,WSS,N,Group,Model,Season
0.5616752077185198,1.1740637487914365,0.9744153475774167,1.0211606975277612,1.0221661853126154,-0.04532703631564972,0.8627670314765497,0.729008324834241,34,Diatoms,Ecospace,All
-0.8362195443351107,0.35880928586630034,0.8285000127331544,1.1455689384107204,1.1772274787246686,0.27117585440627834,1.0062941695439522,0.03482618685442129,8,Diatoms,Ecospace,Winter
-0.0007865611029660016,0.5431120641850983,0.4993194777180954,0.7380496355195633,0.8728148072945762,-0.4659274872145963,0.7030612915321156,0.3945982030686508,9,Diatoms,Ecospace,Spring
0.05212755255834647,1.1331782539558763,0.470985932154412,1.2042751369293372,1.2328244345854649,-0.26377543684884275,1.1307403861948002,0.2942085369931561,9,Diatoms,Ecospace,Summer
0.8003964992349585,0.6298102103190313,0.970681302949188,0.6002052185461866,0.6984029899594336,0.35710003082357916,0.5974388267886034,0.8133885492151668,8,Diatoms,Ecospace,Fall
0.673710678003898,1.1740637487914365,1.0388602299769145,0.9023427405561351,0.9025885941352246,-0.021065346630067597,0.7418635290002049,0.816513041254538,34,Diatoms,SSC,All
-0.8362195443351107,0.35880928586630034,0.8285000127331544,1.1455689384107204,1.1772274787246686,0.27117585440627834,1.0062941695439522,0.03482618685442129,8,Diatoms,Ecospace,Winter
-0.0007865611029660016,0.5431120641850983,0.4993194777180954,0.7380496355195633,0.8728148072945762,-0.4659274872145963,0.7030612915321156,0.3945982030686508,9,Diatoms,Ecospace,Spring
0.05212755255834647,1.1331782539558763,0.470985932154412,1.2042751369293372,1.2328244345854649,-0.26377543684884275,1.1307403861948002,0.2942085369931561,9,Diatoms,Ecospace,Summer
0.8003964992349585,0.6298102103190313,0.970681302949188,0.6002052185461866,0.6984029899594336,0.35710003082357916,0.5974388267886034,0.8133885492151668,8,Diatoms,Ecospace,Fall
0.23645224521883562,2.4559817713410426,0.9006177212408613,2.4076837343293853,2.443563411079653,0.41720639905559287,1.8304181382746294,0.4229339549369523,35,Nanophytoplankton,Ecospace,All
-0.5024262301622043,1.84014478662889,0.6126711720723641,2.2123230201754183,2.2137460246479352,0.07936193071273945,2.0015145015405738,0.15228834849012574,8,Nanophytoplankton,Ecospace,Winter
0.4053451810837717,2.655457822482271,0.1381887236023905,2.6025114858541514,3.0151833792588185,1.5225848996216422,2.1635366750798934,0.42188531037979626,9,Nanophytoplankton,Ecospace,Spring
-0.27344157719968126,2.3280303127544864,0.15061408251219466,2.3736397470418567,2.381266450088036,-0.19043176619972757,1.6840750299095515,0.06117027724749724,9,Nanophytoplankton,Ecospace,Summer
0.44456295291577425,2.21744393492225,0.6555177959713226,2.0135418845087703,2.0255001273714313,0.2197722578274003,1.491557053598047,0.4517275490883368,9,Nanophytoplankton,Ecospace,Fall
0.5352161224760261,2.4559817713410426,1.090817242202364,2.086626835332873,2.114293029381237,0.3409156261581578,1.6739488424386797,0.5854547182269413,35,Nanophytoplankton,SSC,All
-0.5024262301622043,1.84014478662889,0.6126711720723641,2.2123230201754183,2.2137460246479352,0.07936193071273945,2.0015145015405738,0.15228834849012574,8,Nanophytoplankton,Ecospace,Winter
0.4053451810837717,2.655457822482271,0.1381887236023905,2.6025114858541514,3.0151833792588185,1.5225848996216422,2.1635366750798934,0.42188531037979626,9,Nanophytoplankton,Ecospace,Spring
-0.27344157719968126,2.3280303127544864,0.15061408251219466,2.3736397470418567,2.381266450088036,-0.19043176619972757,1.6840750299095515,0.06117027724749724,9,Nanophytoplankton,Ecospace,Summer
0.44456295291577425,2.21744393492225,0.6555177959713226,2.0135418845087703,2.0255001273714313,0.2197722578274003,1.491557053598047,0.4517275490883368,9,Nanophytoplankton,Ecospace,Fall
0.43722315002885503,1.3704148585313767,0.9329391458166921,1.2768793161977026,1.2800809896066507,0.09047956575287798,1.0291981120629579,0.6536624872675897,31,Picoplankton,Ecospace,All
0.1926393838292993,0.7001455698684232,0.6960471892842072,0.8870884559054506,0.9426037835131365,-0.3187098431058623,0.8157846663720155,0.5006639132696898,6,Picoplankton,Ecospace,Winter
0.13913081213299514,1.4511913816579423,0.2590372028484514,1.4382123140062235,1.6338068045978782,0.7751580578122069,1.3236662648929969,0.4563918419196704,9,Picoplankton,Ecospace,Spring
-0.4639430625873025,1.1769358971169437,0.18073343343597156,1.2709110445171168,1.2709484352252938,0.00974894486771874,0.9785757400559583,0.07115574277787928,8,Picoplankton,Ecospace,Summer
0.7970200487055853,1.44781943413739,0.6902949807175246,0.9897316573460551,1.0319529246528745,-0.2921610602846527,0.9086038964043697,0.7532497605344992,8,Picoplankton,Ecospace,Fall
0.5545327079286076,1.1942271142352863,0.9162569240484815,1.0257411241053733,1.0273442446623213,0.05737023060648091,0.7704266048291444,0.7346734203456879,35,Dinoflagellates,Ecospace,All
0.1965953182983428,0.6688323815462693,0.5600724808645682,0.783409755349819,0.7942399067773314,-0.1307141336673298,0.7085258935756922,0.5130007229540601,8,Dinoflagellates,Ecospace,Winter
0.687882242644743,0.5969612820133484,0.7032350252170128,0.5228295380242023,0.6734784996299433,-0.42452628143991133,0.5464795390725714,0.7303111507530886,9,Dinoflagellates,Ecospace,Spring
0.17340736300226392,0.7320218821964788,0.25294828522478263,0.7318615853561009,0.8086001017484143,-0.34382080278482374,0.6883225023990357,0.4189627612261698,9,Dinoflagellates,Ecospace,Summer
0.11570874815497745,1.042714260128136,0.49047429789874086,1.099757008388918,1.5608780981010664,1.1076438776208986,1.1315006274633395,0.4958810730152122,9,Dinoflagellates,Ecospace,Fall
