series,support,n,bias,obs_std,model_std,MAE,RMSE,r,WSS
matched_cast,raw_matched,1551,1.0971880822976625,1.616558025008358,0.8805549813337732,1.638093509628587,1.9394554569673235,0.2913029677246515,0.5152632261770795
