date,year,month,season,ZC2-AMP,Total
1980-01-29,1980,1,Winter,0.6423841724477771,1.7064975497591044
1980-02-01,1980,2,Winter,0.6211118800848505,1.6511580598981783
1980-02-04,1980,2,Winter,0.6018001869080967,1.6011498113054645
1980-02-07,1980,2,Winter,0.5833483186379564,1.554210061735158
1980-02-10,1980,2,Winter,0.5659250414241128,1.509643354830679
1980-02-13,1980,2,Winter,0.5503416352091699,1.470675314730419
1980-02-16,1980,2,Winter,0.5350677249059171,1.4356175247251506
1980-02-19,1980,2,Winter,0.5197104533674831,1.4008214109938368
1980-02-22,1980,2,Winter,0.5054332178837437,1.3684068446944844
1980-02-25,1980,2,Winter,0.49200742310399637,1.3396962644745045
1980-02-28,1980,2,Winter,0.4795409267539677,1.3132381277482392
1980-03-02,1980,3,Spring,0.46822174563596564,1.2885579272501548
1980-03-05,1980,3,Spring,0.457436216035507,1.2655262788906958
1980-03-08,1980,3,Spring,0.44742707651502306,1.2479592541770552
1980-03-11,1980,3,Spring,0.4378048227432287,1.2368787171762154
1980-03-14,1980,3,Spring,0.4293240072977427,1.2325243674747748
1980-03-17,1980,3,Spring,0.42154316816089693,1.2332130666575918
1980-03-20,1980,3,Spring,0.41466030544564036,1.2364899676584709
1980-03-23,1980,3,Spring,0.40839630320899073,1.2422609700887555
1980-03-26,1980,3,Spring,0.4030336763467617,1.253129533048149
1980-03-29,1980,3,Spring,0.39839564818087714,1.2677108439245317
1980-04-01,1980,4,Spring,0.394843360598121,1.2882056018441823
1980-04-04,1980,4,Spring,0.392499571789468,1.318945829172067
1980-04-07,1980,4,Spring,0.39181000110042596,1.3631347109512073
1980-04-10,1980,4,Spring,0.3918879329547159,1.4165162536827365
1980-04-13,1980,4,Spring,0.3933000671128456,1.4823781771015272
1980-04-16,1980,4,Spring,0.3968302740014972,1.5628495901232666
1980-04-19,1980,4,Spring,0.4022855167554404,1.6562809326937253
1980-04-22,1980,4,Spring,0.4089777566490294,1.744024183536557
1980-04-25,1980,4,Spring,0.4190812977958801,1.8455554798181169
1980-04-28,1980,4,Spring,0.43059906342439125,1.9590140152309177
1980-05-01,1980,5,Spring,0.4440269287107546,2.086204339425838
1980-05-04,1980,5,Spring,0.4597039641654017,2.2270129131082443
1980-05-07,1980,5,Spring,0.4793636445793462,2.383999392586004
1980-05-10,1980,5,Spring,0.5018953097235063,2.5489912784418176
1980-05-13,1980,5,Spring,0.5285187452739583,2.7218074897589837
1980-05-16,1980,5,Spring,0.5579970946008134,2.8878050204847545
1980-05-19,1980,5,Spring,0.590009743439991,3.042688001513247
1980-05-22,1980,5,Spring,0.622655923152399,3.180436570310665
1980-05-25,1980,5,Spring,0.6563581249689092,3.295248557804568
1980-05-28,1980,5,Spring,0.6927939136065588,3.4014868552012283
1980-05-31,1980,5,Spring,0.7308304967666509,3.489035362602907
1980-06-03,1980,6,Summer,0.7675453336662721,3.564485767808782
1980-06-06,1980,6,Summer,0.8048361026000724,3.631207654801663
1980-06-09,1980,6,Summer,0.8405932670183036,3.6904106268348906
1980-06-12,1980,6,Summer,0.8767984115902249,3.7386361115686313
1980-06-15,1980,6,Summer,0.9131218667169252,3.7853992579356177
1980-06-18,1980,6,Summer,0.9467601100218235,3.8247366638039915
1980-06-21,1980,6,Summer,0.9798227480362608,3.860098981913175
1980-06-24,1980,6,Summer,1.011380005626173,3.8892228750323015
1980-06-27,1980,6,Summer,1.040324464448833,3.902339109258911
1980-06-30,1980,6,Summer,1.0685010519747782,3.900716802251475
1980-07-03,1980,7,Summer,1.0947445389941417,3.890941058677123
1980-07-06,1980,7,Summer,1.1171058018817448,3.868180370821935
1980-07-09,1980,7,Summer,1.1358589175743428,3.834451194665635
1980-07-12,1980,7,Summer,1.1527266871095845,3.8015412643798183
1980-07-15,1980,7,Summer,1.166117699004886,3.7614715793738407
1980-07-18,1980,7,Summer,1.1767391333456083,3.7136875175071404
1980-07-21,1980,7,Summer,1.1852243622444696,3.6656920796918673
1980-07-24,1980,7,Summer,1.1915747953577698,3.6208403470805095
1980-07-27,1980,7,Summer,1.1958695403022979,3.576919791721954
1980-07-30,1980,7,Summer,1.1972491037064343,3.5279013281805454
1980-08-02,1980,8,Summer,1.1976381551388329,3.4825063029274785
1980-08-05,1980,8,Summer,1.1965658484266692,3.4389037807112133
1980-08-08,1980,8,Summer,1.194548661031286,3.399798130436096
1980-08-11,1980,8,Summer,1.191080104425563,3.3639075836925034
1980-08-14,1980,8,Summer,1.1879425699752444,3.3332677261480717
1980-08-17,1980,8,Summer,1.1844554969606376,3.305478308117569
1980-08-20,1980,8,Summer,1.1798387733180606,3.2775620525486717
1980-08-23,1980,8,Summer,1.1741621412726104,3.2561528770627204
1980-08-26,1980,8,Summer,1.1682371437936607,3.2466153785652856
1980-08-29,1980,8,Summer,1.1621900144025212,3.25035642131585
1980-09-01,1980,9,Fall,1.1574573533310761,3.2653847503397087
1980-09-04,1980,9,Fall,1.1540699959862728,3.284914093247767
1980-09-07,1980,9,Fall,1.1519882690924177,3.308363127872849
1980-09-10,1980,9,Fall,1.1493771624064497,3.328308070660338
1980-09-13,1980,9,Fall,1.1475080920186433,3.356163582982118
1980-09-16,1980,9,Fall,1.1469936736679454,3.3931762434360246
1980-09-19,1980,9,Fall,1.1481075027305745,3.441272226030453
1980-09-22,1980,9,Fall,1.149501908068089,3.4889799158423136
1980-09-25,1980,9,Fall,1.1522568773301738,3.532941884130611
1980-09-28,1980,9,Fall,1.1560657763862723,3.577364583207271
1980-10-01,1980,10,Fall,1.1599188547588224,3.6023740772001465
1980-10-04,1980,10,Fall,1.1637483546306648,3.6206320551921642
1980-10-07,1980,10,Fall,1.167524982075165,3.644723087183233
1980-10-10,1980,10,Fall,1.1695651813169188,3.6762900291741536
1980-10-13,1980,10,Fall,1.1714812268164656,3.717248829206664
1980-10-16,1980,10,Fall,1.1736946474434864,3.7465450890073786
1980-10-19,1980,10,Fall,1.1753318370087922,3.7768076707470133
1980-10-22,1980,10,Fall,1.1764101662841668,3.7992492866644914
1980-10-25,1980,10,Fall,1.176695692319002,3.8190495116373087
1980-10-28,1980,10,Fall,1.1757845123381074,3.819111335275308
1980-10-31,1980,10,Fall,1.1739557147057746,3.8036833429524517
1980-11-03,1980,11,Fall,1.1710758864526543,3.7701757163288505
1980-11-06,1980,11,Fall,1.1666799516146629,3.7188867007385307
1980-11-09,1980,11,Fall,1.1608435386296176,3.6532894710894723
1980-11-12,1980,11,Fall,1.1520857880998716,3.5767651986165294
1980-11-15,1980,11,Fall,1.1392830427937473,3.500814482567117
1980-11-18,1980,11,Fall,1.1228577183063888,3.4236213534605215
1980-11-21,1980,11,Fall,1.105526661074846,3.3431491045570714
1980-11-24,1980,11,Fall,1.0874920764978735,3.2587690338187256
1980-11-27,1980,11,Fall,1.0662719728187504,3.1668480928486296
1980-11-30,1980,11,Fall,1.0451281592181974,3.0770970873661048
1980-12-03,1980,12,Winter,1.0232978144633433,2.9876568179718443
1980-12-06,1980,12,Winter,1.0033114191398187,2.9052686500007425
1980-12-09,1980,12,Winter,0.9771332246334012,2.810086302333991
1980-12-12,1980,12,Winter,0.9520100473300672,2.7151870162721075
1980-12-15,1980,12,Winter,0.927425656703053,2.6246713540916935
1980-12-18,1980,12,Winter,0.9028062566963193,2.532997810043077
1980-12-21,1980,12,Winter,0.8783605453758562,2.4471639876547275
1980-12-26,1980,12,Winter,0.855815198812249,2.364803737589151
1981-01-02,1981,1,Winter,0.8342780156076895,2.285988081244775
1981-01-05,1981,1,Winter,0.8118943222419315,2.209174501677691
1981-01-08,1981,1,Winter,0.7902657621849061,2.137357876062975
1981-01-11,1981,1,Winter,0.7677707201999274,2.065932302723141
1981-01-14,1981,1,Winter,0.7462840038391322,1.9996655356405957
1981-01-17,1981,1,Winter,0.7256630710071521,1.9393015752452312
1981-01-20,1981,1,Winter,0.7046850553599445,1.8791512309633314
1981-01-23,1981,1,Winter,0.6850406124119626,1.8235711073593568
1981-01-26,1981,1,Winter,0.6656815253632689,1.7689443701035097
1981-01-29,1981,1,Winter,0.6481923786855392,1.7203928874122483
1981-02-01,1981,2,Winter,0.6305433682167172,1.6714943398955406
1981-02-04,1981,2,Winter,0.6145109064358751,1.6287957122789345
1981-02-07,1981,2,Winter,0.599033418560756,1.5909157045961702
1981-02-10,1981,2,Winter,0.5829214189124643,1.5554019404814208
1981-02-13,1981,2,Winter,0.5658550612325186,1.5212198532298244
1981-02-16,1981,2,Winter,0.5505984434269523,1.4894076384397448
1981-02-19,1981,2,Winter,0.5370212171627333,1.4603953538722023
1981-02-22,1981,2,Winter,0.5240780132792139,1.4340818915224698
1981-02-25,1981,2,Winter,0.5114228216170775,1.411183369291607
1981-02-28,1981,2,Winter,0.4998908954008255,1.3922363964775637
1981-03-03,1981,3,Spring,0.4895249915333014,1.379200202915366
1981-03-06,1981,3,Spring,0.48018331520422336,1.37293400872514
1981-03-09,1981,3,Spring,0.4717264865227451,1.3751886332920031
1981-03-12,1981,3,Spring,0.46412627322470285,1.3868700660406317
1981-03-15,1981,3,Spring,0.45817888647381255,1.4115866251018543
1981-03-18,1981,3,Spring,0.45340929396636104,1.444211998033016
1981-03-21,1981,3,Spring,0.44999021212519447,1.4867956718512367
1981-03-24,1981,3,Spring,0.44851709650501265,1.5428984658177805
1981-03-27,1981,3,Spring,0.4486092892775305,1.6091740291888554
1981-03-30,1981,3,Spring,0.4501648124902626,1.6833115684016688
1981-04-02,1981,4,Spring,0.4529542394801703,1.751811350221431
1981-04-05,1981,4,Spring,0.4563221333464687,1.8151803094353258
1981-04-08,1981,4,Spring,0.4605713031602116,1.877268492909888
1981-04-11,1981,4,Spring,0.46559615625591355,1.9383594884121482
1981-04-14,1981,4,Spring,0.47119992752565143,1.99698996036846
1981-04-17,1981,4,Spring,0.4778842917391136,2.058535320849958
1981-04-20,1981,4,Spring,0.4863562850000955,2.1297928156085133
1981-04-23,1981,4,Spring,0.4969397869701175,2.2130387166197782
1981-04-26,1981,4,Spring,0.5086159495125329,2.284873790567028
1981-04-29,1981,4,Spring,0.521299179761081,2.3583602813908855
1981-05-02,1981,5,Spring,0.534930268403274,2.425622508344359
1981-05-05,1981,5,Spring,0.5491740771445965,2.4933202088114284
1981-05-08,1981,5,Spring,0.5644088728763027,2.5655866364820987
1981-05-11,1981,5,Spring,0.5805398489394987,2.6443518569351947
1981-05-14,1981,5,Spring,0.5985392927965048,2.737317311626459
1981-05-17,1981,5,Spring,0.6191948234869726,2.838332795058128
1981-05-20,1981,5,Spring,0.6411044246201401,2.943670013834328
1981-05-23,1981,5,Spring,0.6670312817793516,3.060857087867305
1981-05-26,1981,5,Spring,0.6944889865876747,3.179502651599315
1981-05-29,1981,5,Spring,0.7237240503053266,3.2922299382164875
1981-06-01,1981,6,Summer,0.7563845715824999,3.402060803112387
1981-06-04,1981,6,Summer,0.7907187828147967,3.5069096000530253
1981-06-07,1981,6,Summer,0.8231985927123762,3.5810432031030928
1981-06-10,1981,6,Summer,0.8548126051084728,3.632471363851239
1981-06-13,1981,6,Summer,0.8854553346049135,3.6619255357337988
1981-06-16,1981,6,Summer,0.9165864817606894,3.6776006848253155
1981-06-19,1981,6,Summer,0.9451382560400861,3.682019734590312
