season,N,r,RMSE,MAE,WSS
Winter,12,0.2854402354568524,1.160493866045276,0.9256808453877357,0.6010749845126837
Spring,17,0.8345321523733673,0.6546408909860534,0.5552646139535454,0.9054739779431668
Summer,17,-0.1227578109188653,1.8919317311687285,1.3578560084202942,0.3423488810303942
Fall,16,-0.4904059430911823,2.0371053697185566,1.705219652257758,0.1176915165319073
All,19,0.0901475903344953,0.9639363415093464,0.782597568819876,0.4298703104146267
