obs_std,mod_std,R,RMSE,Bias,WSS,Group
0.386577627737443,0.36929690192567,0.42553713781891683,0.41991712577252016,-0.10958524703007456,0.6119717285169601,TOT
0.7319461198048824,0.39119281071789297,0.2479307178730629,0.7619495668623617,0.183769505928958,0.5146841187061693,ZS4-LAR
0.6000382373803621,0.3826857853991814,0.22704556942339746,0.6487128132309706,-0.13640086701872908,0.5028339651739722,ZS2-CTH
0.7874167198671603,0.36605786155672904,0.290548371407052,0.8606937505036306,0.3927666679135451,0.5009864843767501,ZC1-EUP
0.3630903306215132,0.5312318460563548,0.276944816390584,0.5877286907277366,-0.19549996030756345,0.4961652875507143,ZC5-CSM
0.4844071303986021,0.1505087052170897,0.31047837122884314,0.47085090553969106,-0.09833531617883225,0.4007831989173518,ZC2-AMP
0.4526495800950777,0.17459283667698203,-0.0009329213996267554,0.4936772622632261,-0.09052890095295754,0.3146910457290556,ZS3-CHA
0.5986863318412918,0.3796853862969606,-0.1155068153918967,0.7801961704478176,-0.23153287717273469,0.2969560748089135,ZC4-CLG
0.852760979358316,0.5297834540106031,-0.13486830861786686,1.1027991240026274,-0.29399466855483536,0.22250063290617417,ZF1-ICT
0.6441503642299071,0.1838082087275856,-0.1460204485047203,0.6954395938764805,0.018531076698643765,0.21839460466658422,ZC3-DEC
