year,group,obs_anom,model_anom
2003,Total,-0.09581302907934845,1.5868989471746424
2003,ZC1-EUP,-0.018376429489330937,1.5856030367160556
2003,ZC2-AMP,0.024291880694313473,1.796491120962222
2003,ZC3-DEC,-0.39147333499214315,1.6590990170478472
2003,ZC4-CLG,-0.19642213065996647,1.499584420537477
2003,ZC5-CSM,-0.02135810215659829,1.210618092253918
2004,Total,-0.14235026022358194,1.151469708829164
2004,ZC1-EUP,-0.30756213635768953,1.2325480598929344
2004,ZC2-AMP,-0.04313984068685225,1.3460718536405318
2004,ZC3-DEC,-0.06881689640184467,1.08240341427889
2004,ZC4-CLG,0.3151130687358983,1.0722249226477032
2004,ZC5-CSM,0.28821345797248676,0.8016468387049797
2005,Total,-0.30259021745883885,0.9516952384066457
2005,ZC1-EUP,-0.9893234680949732,1.013963802385311
2005,ZC2-AMP,0.1846200102114936,1.474177529807398
2005,ZC3-DEC,-0.07002838901520865,1.0005156652672715
2005,ZC4-CLG,-0.34367525899140544,0.9635552250043884
2005,ZC5-CSM,0.5436534729452364,0.3029882939749492
2006,Total,-0.5369337100548595,0.8960359387320871
2006,ZC1-EUP,-0.19774744909158024,0.7241308277675653
2006,ZC2-AMP,-1.0325904590487542,0.8306809694389098
2006,ZC3-DEC,0.7478150780610421,0.8334650216430328
2006,ZC4-CLG,-0.16790664299408725,0.9759825639161297
2006,ZC5-CSM,-0.6836596510080535,0.8546628645185701
2007,Total,-0.6434998698320841,2.043047739461619
2007,ZC1-EUP,,2.0106582382250995
2007,ZC2-AMP,0.3952938565162543,1.9610321739049499
2007,ZC3-DEC,-1.4226830939257882,1.9958715177383357
2007,ZC4-CLG,-0.10083959722033319,2.0074123399980635
2007,ZC5-CSM,-1.3232565617981435,1.6636156876758945
2008,Total,-0.6103345301198851,1.5637486171021782
2008,ZC1-EUP,0.47071825102660864,1.779459537355473
2008,ZC2-AMP,-0.6978355951257778,2.0527315786244045
2008,ZC3-DEC,-0.28658148751004997,1.6673114930223296
2008,ZC4-CLG,-1.1998892056337982,1.544602039951541
2008,ZC5-CSM,-1.1387811760747284,0.5203244514412921
2009,Total,-0.5112568352959151,-0.06690241154990978
2009,ZC1-EUP,0.23500566475831214,-0.17848161496314857
2009,ZC2-AMP,-0.7966731146178128,-0.29452277242841374
2009,ZC3-DEC,-0.3544051132251812,-0.3126343710193281
2009,ZC4-CLG,-1.274665659118357,-0.04830027627545059
2009,ZC5-CSM,-0.8869013861268198,0.275364889196686
2010,Total,-0.750440141186476,1.2221519797481144
2010,ZC1-EUP,0.05177626006538534,1.0530860171308678
2010,ZC2-AMP,-0.893236732091669,0.9280903045752149
2010,ZC3-DEC,-0.07535642933331488,1.323259032216994
2010,ZC4-CLG,-0.6843446866015249,1.2122778139639785
2010,ZC5-CSM,-0.45390459658350313,1.3333128354711605
2011,Total,1.1898755565491583,-0.03684380638897237
2011,ZC1-EUP,1.1173148781262194,-0.09122453596846868
2011,ZC2-AMP,0.4279221729345886,0.005615881872316092
2011,ZC3-DEC,0.013708518956178417,-0.2619894699428164
2011,ZC4-CLG,1.1332572831942143,0.11198743476809601
2011,ZC5-CSM,0.9393139326034474,-0.1430659623989344
2012,Total,0.19085982893693684,-0.09193457094532699
2012,ZC1-EUP,-0.12045777812447638,-0.18778301394878713
2012,ZC2-AMP,0.31445814298413055,-0.3884824779528972
2012,ZC3-DEC,-0.3488342721116015,-0.25424794196638867
2012,ZC4-CLG,0.22829092009672758,0.11476773570352362
2012,ZC5-CSM,0.19996866697405005,-0.027995535316959242
2013,Total,0.5660143699855109,-1.3034605986169159
2013,ZC1-EUP,0.21219340506276843,-1.126845140653982
2013,ZC2-AMP,0.534166063569525,-0.8307692989564844
2013,ZC3-DEC,-0.015134730219208784,-1.2788361950234233
2013,ZC4-CLG,0.846660698968953,-1.310584603030856
2013,ZC5-CSM,0.6252453641401787,-1.5173926684324073
2014,Total,0.15397908636955787,-0.8239899639073434
2014,ZC1-EUP,-0.3314404278199907,-0.7979893682656314
2014,ZC2-AMP,0.3922255891676992,-0.3917469557161489
2014,ZC3-DEC,0.22257099675807973,-0.7976496318086636
2014,ZC4-CLG,0.40070912149707977,-0.8996101096430869
2014,ZC5-CSM,0.3900173125814509,-0.8503303947837335
2015,Total,0.07767860246061639,-0.5670057966680252
2015,ZC1-EUP,0.12292761114305123,-0.7120603793837601
2015,ZC2-AMP,0.08765568522948568,-0.8905378662172786
2015,ZC3-DEC,0.16664517339091134,-0.4635391151104798
2015,ZC4-CLG,0.012888598430079336,-0.5748282759588486
2015,ZC5-CSM,0.15393586566395034,-0.03916290647108149
2016,Total,0.32044568708018384,-0.32497741874435987
2016,ZC1-EUP,-0.008734164930808683,-0.1364049456053848
2016,ZC2-AMP,0.26956666410409297,-0.06980335426797522
2016,ZC3-DEC,-0.13775343479468932,-0.2700341601709772
2016,ZC4-CLG,0.6919106151615018,-0.34360534060455517
2016,ZC5-CSM,0.2705822171814101,-0.6038026938804103
2017,Total,0.17057445645839545,-0.507238698891385
2017,ZC1-EUP,-0.36016569011021704,-0.6536068475118567
2017,ZC2-AMP,0.4861122567353087,-1.027127347890964
2017,ZC3-DEC,0.48335450842234096,-0.5970458287932148
2017,ZC4-CLG,0.13782157146253732,-0.4881758288404907
2017,ZC5-CSM,0.28626908263484685,0.07888894356753103
2018,Total,0.20997513881596142,-0.17181434398247153
2018,ZC1-EUP,-0.39918162298006926,-0.2777587420507132
2018,ZC2-AMP,0.3715077329104924,-0.4891537642308051
