R,obs_std,model_std,centered_RMSE,RMSE,Bias,MAE,WSS,N,Group,Model,Season
0.49672038473639346,1.1740637487914365,1.0371922035910228,1.1155496209989673,1.1177079092453235,-0.06942631690225938,0.8654952124635389,0.6963401478712576,34,Diatoms,Ecospace,All
-0.739998181005596,0.35880928586630034,0.6772246424033342,0.9731435051175329,1.1334798462042703,0.5811783548953096,0.9521346055042681,0.05595378333932721,8,Diatoms,Ecospace,Winter
-0.01044657570336983,0.5431120641850983,0.323620669858123,0.6351167454569226,0.642040655317699,-0.09403681577439167,0.5141763232078084,0.37628725223315374,9,Diatoms,Ecospace,Spring
0.10852260619649153,1.1331782539558763,0.8038278935977206,1.3162560662670906,1.6766880328497773,-1.0386302169284025,1.4607122253875537,0.37704269373827837,9,Diatoms,Ecospace,Summer
0.6658847101956913,0.6298102103190313,0.5572073853059674,0.4896698910352897,0.631021972279175,0.39801021006073134,0.5044704302959905,0.7204504426175542,8,Diatoms,Ecospace,Fall
0.6737106780038978,1.1740637487914365,1.0388602299769145,0.9023427405561351,0.9025885941352246,-0.021065346630067597,0.7418635290002049,0.816513041254538,34,Diatoms,SSC,All
-0.739998181005596,0.35880928586630034,0.6772246424033342,0.9731435051175329,1.1334798462042703,0.5811783548953096,0.9521346055042681,0.05595378333932721,8,Diatoms,Ecospace,Winter
-0.01044657570336983,0.5431120641850983,0.323620669858123,0.6351167454569226,0.642040655317699,-0.09403681577439167,0.5141763232078084,0.37628725223315374,9,Diatoms,Ecospace,Spring
0.10852260619649153,1.1331782539558763,0.8038278935977206,1.3162560662670906,1.6766880328497773,-1.0386302169284025,1.4607122253875537,0.37704269373827837,9,Diatoms,Ecospace,Summer
0.6658847101956913,0.6298102103190313,0.5572073853059674,0.4896698910352897,0.631021972279175,0.39801021006073134,0.5044704302959905,0.7204504426175542,8,Diatoms,Ecospace,Fall
0.22501854214705308,2.4559817713410426,0.8932005029489024,2.4171086817459235,2.4532350227775552,0.4194611991720743,1.8467058407913925,0.4182730389564632,35,Nanophytoplankton,Ecospace,All
-0.5967666422442746,1.84014478662889,0.5555767153953317,2.2169792614898336,2.2172830960799463,0.03670534410498205,2.03624604947266,0.09270902245160884,8,Nanophytoplankton,Ecospace,Winter
0.003927149625465934,2.655457822482271,0.2719713075064651,2.6682863786888635,3.0030769152464276,1.3779400423057124,2.09535517606515,0.4031012058789133,9,Nanophytoplankton,Ecospace,Spring
-0.5052224964891562,2.3280303127544864,0.10947654824932447,2.3852121571929796,2.3936023972141047,-0.20023836078014914,1.7182112380246317,0.05687142628033537,9,Nanophytoplankton,Ecospace,Summer
0.4348668208018794,2.21744393492225,0.6143035341664482,2.027236911071457,2.070471967546764,0.42090934271696323,1.558070922789936,0.46197692253476164,9,Nanophytoplankton,Ecospace,Fall
0.5352161224760261,2.4559817713410426,1.090817242202364,2.086626835332873,2.114293029381237,0.3409156261581578,1.6739488424386797,0.5854547182269413,35,Nanophytoplankton,SSC,All
-0.5967666422442746,1.84014478662889,0.5555767153953317,2.2169792614898336,2.2172830960799463,0.03670534410498205,2.03624604947266,0.09270902245160884,8,Nanophytoplankton,Ecospace,Winter
0.003927149625465934,2.655457822482271,0.2719713075064651,2.6682863786888635,3.0030769152464276,1.3779400423057124,2.09535517606515,0.4031012058789133,9,Nanophytoplankton,Ecospace,Spring
-0.5052224964891562,2.3280303127544864,0.10947654824932447,2.3852121571929796,2.3936023972141047,-0.20023836078014914,1.7182112380246317,0.05687142628033537,9,Nanophytoplankton,Ecospace,Summer
0.4348668208018794,2.21744393492225,0.6143035341664482,2.027236911071457,2.070471967546764,0.42090934271696323,1.558070922789936,0.46197692253476164,9,Nanophytoplankton,Ecospace,Fall
0.5231639900651038,1.3704148585313767,0.923196455516364,1.1859823074126343,1.1892749119348742,0.0884351890477256,0.9908225305817487,0.7005699066601092,31,Picoplankton,Ecospace,All
0.17116949549785898,0.7001455698684232,0.5209011457036941,0.7979276427396226,0.925140272915598,-0.4681837262467976,0.8356756923897514,0.4630940264460949,6,Picoplankton,Ecospace,Winter
0.7695285352883439,1.4511913816579423,0.1686536404074386,1.3257896683998833,1.4364977245764357,0.5529986147156288,1.2473202186150156,0.4721399637004834,9,Picoplankton,Ecospace,Spring
-0.4410728801425267,1.1769358971169437,0.12564903876245487,1.2375048542161204,1.247710949080356,0.1592618857308341,0.9369071605194637,0.11533379222063189,8,Picoplankton,Ecospace,Summer
0.7859940390568243,1.44781943413739,0.7485104094135417,0.9761521503082184,0.9800714157273942,-0.08756117504088194,0.8725381302506067,0.7899943264101612,8,Picoplankton,Ecospace,Fall
0.6121439767084574,1.1942271142352863,0.8996503357239747,0.9592654902063718,0.9613528895684967,0.06331743504618154,0.7050099019311576,0.7633002611802143,35,Dinoflagellates,Ecospace,All
0.308900339123874,0.6688323815462693,0.5054855812552942,0.7028393897895704,0.7205154500088791,-0.15861685238877285,0.6276697097111416,0.574476225946553,8,Dinoflagellates,Ecospace,Winter
0.6480336523662321,0.5969612820133484,0.5471202040354108,0.4820739506433026,0.5130016252821074,-0.1754291129010301,0.4355052099224146,0.7668689079831003,9,Dinoflagellates,Ecospace,Spring
0.06417301108621855,0.7320218821964788,0.2866712663866001,0.7688322862880341,0.8614039432550781,-0.3884760855142979,0.7470892137922327,0.3703112442203318,9,Dinoflagellates,Ecospace,Summer
0.0416309862187848,1.042714260128136,0.414137831620817,1.1058066598137275,1.4585819346684386,0.9511324257182765,1.001182119607729,0.48701089009407694,9,Dinoflagellates,Ecospace,Fall
