Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
Suchy,15.795568998931314,12.357142857142858,249.5,-8.928571428571429,0.7293296703929532,0.7722446589797669,18.926954108802995,12.354458833199635
Allen,15.125966805294523,10.435897435897436,228.7948717948718,-2.8974358974358974,0.37464627266276734,0.6086103184671167,11.695905879096149,14.521153718814624
