Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
sat,12.276574673510757,10.285714285714286,150.71428571428572,1.5714285714285714,0.766573324573164,0.8643562135192472,18.926954108802995,15.232383602183921
C09,13.832329280830953,10.256410256410257,191.33333333333334,2.2564102564102564,0.3370406575852161,0.607678598551062,11.695905879096149,12.00345118025172
