year,group,obs_anom,model_anom
2002,Total,0.8326421294113394,-0.6140244821068119
2002,ZC1-EUP,0.9354320591153755,-0.48300192064688396
2002,ZC2-AMP,0.3228515470259855,-0.37002604829245656
2002,ZC3-DEC,0.48331563932750393,-0.6378460664759911
2002,ZC4-CLG,0.6704868198753733,-0.6174065267994402
2002,ZC5-CSM,0.10803702509942315,-0.9417346222643357
2004,Total,0.7383298331570942,1.4169468478041587
2004,ZC1-EUP,,1.5071828939438483
2004,ZC2-AMP,0.7130894872619675,1.864472627644613
2004,ZC3-DEC,-0.6378102876347546,1.083007625196992
2004,ZC4-CLG,1.0430417967974677,1.424471967542555
2004,ZC5-CSM,1.2362372900524905,0.8493725848125159
2005,Total,-0.30667603896899526,0.7975241097771414
2005,ZC1-EUP,-0.05850658498879128,0.9403446616684681
2005,ZC2-AMP,-0.14289384920953732,1.0344695172852958
2005,ZC3-DEC,-0.3401178833345522,0.6789109252792835
2005,ZC4-CLG,0.14301539064243463,0.7896537135312024
2005,ZC5-CSM,0.1739887637349392,0.3980565561805142
2007,Total,-0.7921133273070287,0.7293713902876595
2007,ZC1-EUP,-0.17850154158135925,0.9183466809865398
2007,ZC2-AMP,-0.17247304458829876,1.2311338200091084
2007,ZC3-DEC,0.17378070727187728,0.42307090601528197
2007,ZC4-CLG,-0.46489966784438086,0.7296247024166684
2007,ZC5-CSM,-0.8693996213322659,0.035368246115954904
2008,Total,0.5380469022387128,-0.291825255096219
2008,ZC1-EUP,-0.5735480458096109,-0.006071165771199854
2008,ZC2-AMP,0.30351846833554386,0.08909171270978981
2008,ZC3-DEC,0.5819390141743079,-0.6117149403513745
2008,ZC4-CLG,0.7003363808775952,-0.35048802061514583
2008,ZC5-CSM,1.142064449693419,-0.8607038429591684
2009,Total,-0.9649689796308404,-0.4906648416654478
2009,ZC1-EUP,-0.40557869845179556,-0.33910242152896
2009,ZC2-AMP,-1.3323511472378453,-0.273139017243186
2009,ZC3-DEC,0.5879385826311686,-0.915233484829938
2009,ZC4-CLG,-1.4892937507211093,-0.50022667216831
2009,ZC5-CSM,-0.8917176349355055,-0.7279372587281521
2010,Total,-0.2128301364689538,-0.37764484059418807
2010,ZC1-EUP,0.2799871309213001,-0.6523444228160333
2010,ZC2-AMP,0.13634185687395067,-0.536972054789108
2010,ZC3-DEC,-1.0996167069363385,-0.23640525013213898
2010,ZC4-CLG,-0.7516590210170767,-0.37963539155797726
2010,ZC5-CSM,0.14974481904503695,0.11903961599148859
2011,Total,-0.5764168349793416,-0.5107110539120576
2011,ZC1-EUP,0.23476220093301864,-0.44516776939848834
2011,ZC2-AMP,-0.8594148987283505,-0.3821827909110129
2011,ZC3-DEC,-0.5887587792735555,-0.6079531704160087
2011,ZC4-CLG,-1.257819747915136,-0.4944744178702311
2011,ZC5-CSM,-0.6272873065785374,-0.6421644478199781
2015,Total,0.387401985920534,-0.18599543456897938
2015,ZC1-EUP,0.39347538492676454,-0.37993931243756945
2015,ZC2-AMP,0.6996818141195217,-0.3928615273764359
2015,ZC3-DEC,-0.5733041630371317,0.31079178408909314
2015,ZC4-CLG,0.4737011295157217,-0.12067386922879131
2015,ZC5-CSM,0.39547515613585144,0.09508746615627152
2016,Total,0.41622051040318436,0.5145624509474525
2016,ZC1-EUP,-0.09131240397566533,0.3294070928965835
2016,ZC2-AMP,0.5462229117807443,0.2732714835995168
2016,ZC3-DEC,0.4576875759062832,0.7384264732146669
2016,ZC4-CLG,0.5644194604128403,0.5938955804917139
2016,ZC5-CSM,0.292070382524589,0.7654005751374159
2017,Total,-0.08781573074862416,-0.10714957011921473
2017,ZC1-EUP,-0.23278399988986437,0.033047039611744586
2017,ZC2-AMP,-0.010692747673491633,-0.2734938715039021
2017,ZC3-DEC,-0.2416279324669426,-0.08816431374574758
2017,ZC4-CLG,0.3917441187954119,-0.2062051916770644
2017,ZC5-CSM,-0.19690400212739986,-0.007756401641448709
2018,Total,0.1258859657414372,0.6148600900359583
2018,ZC1-EUP,-0.9338781671936557,0.39339828341986016
2018,ZC2-AMP,0.3528852678944268,0.44798955409983904
2018,ZC3-DEC,-0.09075267487256156,0.8256170696930143
2018,ZC4-CLG,0.3433046144728009,0.6694002284338197
2018,ZC5-CSM,0.4918015745907545,0.8682021771247452
