Label,Type,Count,Total,Proportion
Suchy,Categorical Agreement,9,14,0.6428571428571429
Allen,Categorical Agreement,24,39,0.6153846153846154
Suchy,Timing Window Overlap,4,14,0.2857142857142857
Allen,Timing Window Overlap,19,39,0.48717948717948717
