Label,Type,Count,Total,Proportion
Suchy,Categorical Agreement,11,14,0.7857142857142857
Allen,Categorical Agreement,22,39,0.5641025641025641
Suchy,Timing Window Overlap,4,14,0.2857142857142857
Allen,Timing Window Overlap,19,39,0.48717948717948717
