year,biweekly,avg_obs,avg_model,n_cells_obs,n_cells_model
2015,2,5.4706061568,4.536069129643823,3,3
2015,4,6.510990536171052,4.437539276001182,19,19
2015,5,3.62353329,3.9015860333708936,7,7
2015,6,4.154188458257143,3.867122272054504,21,21
2015,7,4.247854959004412,3.7395101788193696,17,17
2015,8,3.638219052324375,3.418855305529955,20,20
2015,9,3.587297957099999,3.188404103210212,1,1
2015,10,2.541016656279,3.0006755653410004,25,25
2015,11,2.5802447592666664,3.0338546578212826,27,27
2015,12,2.966154004210714,3.2889860571262903,21,21
2015,13,2.8107933552750004,3.3100963094272124,24,24
2015,14,2.7664283002500003,3.3743799451471945,26,26
2015,15,3.1632748788375,3.001037118590453,4,4
2015,16,3.3069175665136368,3.496398480661918,22,22
2015,17,2.9320875189479167,3.514754445370367,18,18
2015,19,3.4687104747218744,3.1824721605753745,24,24
2015,20,4.05733526259,2.9800167085321316,20,20
2016,4,7.0310482492499995,4.595196880676295,12,12
2016,5,5.4150220852425,4.228555277879691,10,10
2016,6,4.903031667171774,4.140234675735571,31,31
2016,7,3.2167434358903844,3.9061615453428713,26,26
2016,8,2.36337990507,3.421586948629097,30,30
2016,9,2.2946394495365556,3.249065175176278,26,26
2016,10,2.113774208055,3.044342064474159,30,30
2016,11,1.5263606080090908,3.0142057271317997,33,33
2016,12,1.9653951653850001,3.123436377680395,30,30
2016,13,2.6711821873539474,3.3910553802843433,19,19
2016,14,1.9949902573921874,3.3988398338312487,16,16
2016,15,2.5559172006169355,3.40241361743376,31,31
2016,16,2.6821015131632144,3.4198382440262565,35,35
2016,17,2.5914001650882352,3.336657382422157,17,17
2016,18,3.079771018725,3.227841843331947,15,15
2016,19,2.813512061050568,3.2662219185319326,22,22
2016,20,4.3290770315625,3.4219152934087287,6,6
2016,21,4.256397315765,3.1788431970860045,5,5
2017,5,4.237947927617578,4.569003489103887,32,32
2017,6,3.5255817522824997,4.425610022862149,30,30
2017,7,2.9994692736535713,4.166523721426044,14,14
2017,8,2.3735885132812498,3.996067898784728,28,28
2017,9,1.4915252766075,3.681481761744445,35,35
2017,10,1.2838232911603449,3.4443939698428987,29,29
2017,11,1.3637691821035713,3.2415455981910926,21,21
2017,12,1.3893595564007142,3.1468484987884056,35,35
2017,13,1.594443985205769,3.2971707385096534,26,26
2017,14,1.371131701035776,3.2938393493193114,29,29
2017,15,1.4573959288674998,3.4261386488854,30,30
2017,16,1.4665653705567856,3.4198629928557263,35,35
2017,17,1.688030338609375,3.4024862724453575,32,32
2017,18,1.7086597631921052,3.336164317295476,19,19
2017,20,2.3362388001035717,3.096414997580139,21,21
2017,21,3.028205352675,3.1796656469789877,22,22
2018,5,6.124219224380357,4.357356186234474,28,28
2018,6,4.178848855822826,4.271940569761711,23,23
2018,7,3.800031216460714,4.0429093019145235,35,35
2018,8,3.308749082980147,3.8279055748088138,34,34
2018,9,2.953776917057143,3.641923903698438,28,28
2018,10,2.933173771374194,3.2162269310424225,31,31
2018,11,2.9384249431206517,3.2573695371680365,23,23
2018,12,2.83489217443125,3.295839986522823,28,28
2018,13,2.785909336248913,3.272659757065957,23,23
2018,14,3.3122735786685484,3.3196359446683887,31,31
2018,15,2.6116616187675,3.3431419829957507,30,30
2018,16,2.984500455536842,3.310940931994395,19,19
2018,17,3.0041137921992185,3.5694140507706087,32,32
2018,18,3.1572981930115387,3.34608477972612,26,26
2018,20,3.7834565380874996,3.185333026151014,24,24
2018,21,4.594585676938044,3.14797637734831,23,23
2018,24,6.287626639092857,3.8839003698133827,7,7
