N,MB,MAE,RMSE,NRMSE,r,R2,MAPE,NSE,WSS,Group
20,0.3889173784725576,1.6696308876583388,2.0983786929441073,2.0983786929441073,-0.24816916752180396,0.06158793570846519,224.15064724728487,-3.8085298023132745,0.22484567907159758,ZS2-CTH
20,0.6791105415101093,1.6662174417844795,2.106066283356926,2.106066283356926,-0.5225634175553716,0.27307252536714965,375.0357785365459,-3.598703157773902,0.10544330378828592,Total
20,0.611606422017099,1.6703392321192887,1.9072525411103554,1.9072525411103554,-0.6844302424724279,0.46844475681086645,250.03135164137947,-2.7624979172536523,0.07346070232612556,ZS3-CHA
0,,,,,,,,,,ZS4-LAR
