Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
Suchy,25.01142596037716,17.285714285714285,625.5714285714286,-16.0,0.4203231542330815,0.6021194730059245,18.926954108802995,16.59434991132801
Allen,22.97713467664578,16.923076923076923,527.9487179487179,-12.051282051282051,0.2733054356983594,0.43280499025419095,11.695905879096149,19.200899880292532
