timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season,Total_Biomass_C,N_Bound_gm2,N_Free_gm2
1,0.004600191,0.0001800082,0.2799913,0.02999718,0.5996322,0.5199341,0.08990412,0.6391362,0.4989201,0.002999952,0.02998782,0.2599649,0.03903678,1.077945,0.8611764,0.428454,1.478885,1.07626,0.3001475,0.1769908,2.986301,2.960999,1978-01-02,Winter,2.8552925,8.488707432432433,20.511292567567565
2,0.004600051,0.0001799988,0.2799016,0.02998614,0.5985799,0.5195219,0.08966105,0.6370591,0.4957418,0.002998807,0.02991059,0.2597637,0.03730652,1.03522,0.8423708,0.40025,1.450038,0.9844304,0.2821568,0.179016,2.951812,2.894616,1978-01-05,Winter,2.7166252,8.076453297297297,20.9235467027027
3,0.004599632,0.0001799726,0.279714,0.02996674,0.597003,0.5187153,0.08932491,0.6343338,0.4909575,0.00299636,0.02975859,0.2593658,0.03565726,0.9925655,0.8216266,0.3792144,1.448997,0.9471086,0.2772875,0.1789109,2.906257,2.832407,1978-01-08,Winter,2.6733931,7.947925432432433,21.052074567567566
4,0.004598828,0.0001799243,0.2794294,0.02993953,0.5950573,0.5175641,0.08893355,0.6313079,0.4851633,0.00299257,0.02954368,0.2587917,0.03435396,0.9571044,0.8025917,0.3648984,1.459233,0.9355196,0.2775152,0.1780797,2.856987,2.782276,1978-01-11,Winter,2.6722677999999997,7.944579945945945,21.055420054054053
5,0.004597555,0.0001798499,0.2790567,0.02990535,0.5928721,0.5161409,0.08851244,0.6281921,0.4788705,0.002987505,0.02928357,0.2580758,0.03342138,0.9301031,0.7866055,0.3557648,1.472836,0.9353491,0.2794152,0.1770802,2.808793,2.744018,1978-01-14,Winter,2.6876002999999997,7.990163054054053,21.00983694594595
6,0.00459575,0.0001797468,0.2786067,0.02986507,0.5905454,0.5145128,0.08807824,0.6251095,0.4724587,0.002981271,0.02899505,0.2572522,0.03280095,0.9105828,0.7738575,0.3502634,1.486193,0.9395969,0.2815761,0.1760986,2.764395,2.715327,1978-01-17,Winter,2.707366,8.048925945945946,20.951074054054054
7,0.004593372,0.0001796137,0.2780902,0.02981954,0.5881478,0.5127353,0.08764158,0.6221282,0.4661846,0.002973986,0.0286918,0.2563502,0.03241657,0.896945,0.7640297,0.347143,1.497848,0.9449702,0.2834761,0.1751869,2.725055,2.693807,1978-01-20,Winter,2.7262943,8.10519927027027,20.89480072972973
8,0.004590398,0.00017945,0.2775164,0.02976951,0.5857281,0.5108515,0.08720908,0.6192824,0.4602077,0.002965767,0.02838409,0.2553928,0.03219944,0.8876387,0.7566323,0.3454939,1.507412,0.9500462,0.28498,0.1743574,2.691106,2.677514,1978-01-23,Winter,2.7424382,8.153194648648649,20.84680535135135
9,0.004586815,0.0001792557,0.2768937,0.02971566,0.5833197,0.5088947,0.08678475,0.6165869,0.4546174,0.002956724,0.02807922,0.254398,0.03209523,0.8813875,0.7511654,0.3446996,1.514988,0.9543219,0.2861089,0.1736129,2.66234,2.665005,1978-01-26,Winter,2.7554187999999997,8.191785621621621,20.80821437837838
10,0.004582621,0.0001790314,0.2762291,0.02965856,0.5809448,0.5068906,0.08637102,0.6140451,0.4494551,0.00294696,0.02778216,0.2533797,0.03206414,0.8772265,0.7471877,0.3443669,1.520868,0.9577209,0.2869342,0.1729537,2.638274,2.655256,1978-01-29,Winter,2.7655231000000002,8.221825432432432,20.778174567567568
11,0.004577819,0.0001787778,0.2755287,0.02959876,0.5786182,0.504859,0.08596928,0.6116551,0.4447314,0.002936566,0.02749616,0.2523484,0.03207847,0.8744648,0.7443371,0.3442603,1.525388,0.9603418,0.2875327,0.1723782,2.618317,2.647545,1978-02-01,Winter,2.7732625,8.244834459459458,20.755165540540542
12,0.004572419,0.0001784959,0.2747978,0.0295367,0.5763493,0.5028154,0.08558033,0.6094117,0.4404379,0.002925631,0.02722317,0.251312,0.03211972,0.8726269,0.7423291,0.3442476,1.528855,0.9623343,0.2879693,0.1718822,2.601866,2.641369,1978-02-04,Winter,2.7791586,8.262363405405406,20.737636594594594
13,0.004566432,0.0001781868,0.274041,0.02947281,0.5741444,0.5007722,0.08520457,0.6073088,0.4365556,0.002914233,0.02696432,0.250277,0.03217596,0.871395,0.7409465,0.3442613,1.531523,0.9638445,0.2882929,0.1714595,2.58836,2.636371,1978-02-07,Winter,2.7836604,8.275747135135134,20.724252864864866
14,0.004559876,0.0001778518,0.2732624,0.02940745,0.5720072,0.4987393,0.08484218,0.6053399,0.4330597,0.002902442,0.02672009,0.2492482,0.03223969,0.8705614,0.7400256,0.3442707,1.533593,0.9649947,0.2885387,0.1711026,2.5773,2.632295,1978-02-10,Winter,2.7871264,8.28605145945946,20.713948540540542
15,0.004552769,0.0001774922,0.2724658,0.02934095,0.5699402,0.4967247,0.0844932,0.6034986,0.429923,0.002890327,0.02649059,0.2482295,0.03230635,0.869992,0.7394449,0.3442658,1.535213,0.9658796,0.2887304,0.1708032,2.568258,2.628953,1978-02-13,Winter,2.7898229999999997,8.294068378378377,20.705931621621623
16,0.004545129,0.0001771093,0.2716544,0.02927359,0.5679444,0.4947349,0.08415755,0.6017784,0.4271178,0.002877945,0.02627563,0.247224,0.03237326,0.8696012,0.7391137,0.3442457,1.536497,0.9665692,0.2888838,0.1705535,2.560872,2.6262,1978-02-16,Winter,2.79195,8.300391891891891,20.69960810810811
17,0.004536979,0.0001767045,0.2708311,0.02920563,0.5660202,0.4927754,0.0838351,0.6001734,0.4246171,0.002865353,0.02607487,0.2462344,0.03243887,0.8693342,0.7389649,0.3442139,1.537524,0.9671143,0.2890095,0.1703457,2.554842,2.623929,1978-02-19,Winter,2.7936478,8.305439405405405,20.694560594594595
18,0.004528341,0.0001762792,0.2699987,0.02913732,0.5641673,0.4908505,0.08352565,0.5986776,0.422395,0.0028526,0.02588783,0.2452624,0.03250232,0.8691552,0.7389485,0.3441745,1.538355,0.9675511,0.2891144,0.1701732,2.54992,2.622051,1978-02-22,Winter,2.7950204999999997,8.309520405405404,20.690479594594596
19,0.004519238,0.0001758348,0.2691596,0.02906884,0.562385,0.4889636,0.08322898,0.5972854,0.4204274,0.002839732,0.02571395,0.2443099,0.03256318,0.8690402,0.739027,0.3441312,1.539034,0.9679052,0.2892034,0.17003,2.545904,2.620497,1978-02-25,Winter,2.7961426,8.312856378378378,20.687143621621622
20,0.004509693,0.0001753726,0.2683159,0.02900038,0.5606722,0.4871177,0.08294483,0.5959916,0.4186914,0.00282679,0.02555267,0.243378,0.03262123,0.868973,0.7391723,0.3440869,1.539593,0.9681955,0.2892796,0.1699112,2.542626,2.619211,1978-02-28,Winter,2.7970681,8.315607864864864,20.684392135135134
21,0.004499732,0.0001748941,0.2674697,0.02893211,0.5590278,0.4853149,0.08267292,0.5947909,0.4171662,0.002813811,0.02540336,0.2424678,0.03267641,0.8689416,0.7393631,0.3440436,1.540058,0.9684356,0.2893453,0.1698125,2.53995,2.618145,1978-03-03,Spring,2.7978389,8.317899432432432,20.682100567567566
22,0.004489376,0.0001744005,0.2666228,0.02886416,0.5574502,0.483557,0.08241294,0.5936782,0.4158323,0.002800829,0.0252654,0.24158,0.03272872,0.8689373,0.7395834,0.3440023,1.540447,0.9686359,0.2894025,0.1697304,2.537766,2.617262,1978-03-06,Spring,2.7984854,8.31982145945946,20.68017854054054
23,0.004478652,0.0001738932,0.2657766,0.02879666,0.5559377,0.4818453,0.08216458,0.5926489,0.4146717,0.002787875,0.0251382,0.2407151,0.03277822,0.8689535,0.7398211,0.3439638,1.540775,0.9688041,0.2894526,0.169662,2.535981,2.61653,1978-03-09,Spring,2.7990317,8.321445594594595,20.678554405405407
24,0.004467581,0.0001733735,0.2649328,0.02872972,0.5544887,0.4801807,0.08192752,0.5916981,0.4136682,0.002774975,0.02502112,0.2398736,0.03282499,0.8689847,0.7400669,0.3439282,1.541054,0.9689463,0.2894967,0.1696048,2.534522,2.615922,1978-03-12,Spring,2.7994969999999997,8.322828918918917,20.677171081081084
25,0.004456188,0.0001728425,0.2640925,0.02866342,0.5531012,0.4785636,0.08170141,0.5908216,0.4128064,0.002762154,0.0249136,0.2390555,0.03286913,0.8690267,0.7403142,0.3438956,1.541293,0.9690676,0.2895358,0.169557,2.533328,2.615417,1978-03-15,Spring,2.7998964,8.324016324324324,20.675983675675674
26,0.004444496,0.0001723015,0.263257,0.02859787,0.5517734,0.4769946,0.08148593,0.5900151,0.4120727,0.002749433,0.02481506,0.2382611,0.03291073,0.8690762,0.7405578,0.3438658,1.541499,0.9691716,0.2895707,0.169517,2.532349,2.614996,1978-03-18,Spring,2.8002413,8.325041702702702,20.674958297297298
27,0.004432528,0.0001717515,0.2624273,0.02853312,0.5505034,0.4754735,0.08128075,0.5892745,0.4114543,0.002736832,0.02472494,0.2374904,0.03294993,0.8691305,0.7407941,0.3438385,1.541679,0.9692617,0.2896019,0.1694833,2.531545,2.614646,1978-03-21,Spring,2.8005426,8.325937459459459,20.67406254054054
28,0.004420305,0.0001711938,0.2616043,0.02846923,0.5492893,0.4740004,0.0810855,0.5885959,0.4109396,0.002724367,0.02464273,0.2367431,0.03298682,0.8691874,0.7410204,0.3438136,1.541836,0.9693403,0.2896302,0.1694549,2.530883,2.614354,1978-03-24,Spring,2.8008064999999998,8.326722027027026,20.673277972972976
29,0.00440785,0.0001706293,0.2607888,0.02840627,0.548129,0.4725748,0.08089987,0.5879756,0.4105181,0.002712054,0.02456791,0.2360192,0.03302154,0.8692452,0.7412351,0.3437907,1.541975,0.9694096,0.2896559,0.1694309,2.530336,2.614109,1978-03-27,Spring,2.8010405,8.327417702702702,20.672582297297296
30,0.004395182,0.0001700591,0.2599816,0.02834426,0.5470207,0.4711964,0.08072352,0.5874102,0.41018,0.002699905,0.0245,0.2353183,0.03305419,0.8693027,0.7414369,0.3437696,1.5421,0.9694711,0.2896794,0.1694106,2.529881,2.613903,1978-03-30,Spring,2.8012505,8.328042027027028,20.671957972972972
31,0.004382323,0.0001694841,0.2591832,0.02828325,0.5459624,0.4698644,0.08055613,0.5868961,0.4099165,0.002687932,0.02443856,0.2346402,0.0330849,0.8693588,0.7416253,0.3437502,1.542212,0.9695263,0.289701,0.1693934,2.529502,2.61373,1978-04-02,Spring,2.8014392999999997,8.328603324324323,20.671396675675677
32,0.004369292,0.0001689053,0.2583944,0.02822327,0.5449523,0.4685784,0.08039737,0.5864303,0.4097198,0.002676144,0.02438314,0.2339845,0.03311377,0.8694129,0.7418,0.3437322,1.542314,0.9695764,0.2897211,0.1693787,2.529182,2.613584,1978-04-05,Spring,2.8016115,8.32911527027027,20.67088472972973
33,0.004356108,0.0001683234,0.2576154,0.02816434,0.5439885,0.4673374,0.08024692,0.5860097,0.4095823,0.00266455,0.02433334,0.2333507,0.03314091,0.8694643,0.7419611,0.3437155,1.542408,0.9696223,0.2897398,0.1693662,2.528911,2.613459,1978-04-08,Spring,2.8017701,8.329586783783784,20.670413216216218
34,0.00434279,0.0001677394,0.2568468,0.02810647,0.5430692,0.4661406,0.08010448,0.5856315,0.4094976,0.002653158,0.02428877,0.2327386,0.03316644,0.8695128,0.7421088,0.3436999,1.542494,0.9696646,0.2897574,0.1693554,2.528678,2.613353,1978-04-11,Spring,2.8019160000000003,8.330020540540541,20.66997945945946
35,0.004329354,0.000167154,0.2560889,0.02804969,0.5421928,0.4649872,0.07996974,0.5852928,0.4094596,0.002641971,0.02424907,0.2321475,0.03319045,0.869558,0.7422435,0.3436853,1.542575,0.969704,0.2897739,0.1693462,2.528476,2.613262,1978-04-14,Spring,2.8020529,8.33042754054054,20.66957245945946
36,0.004315818,0.000166568,0.2553421,0.027994,0.5413573,0.4638761,0.07984241,0.5849911,0.4094628,0.002630996,0.0242139,0.2315771,0.03321303,0.8695999,0.7423657,0.3436717,1.54265,0.969741,0.2897894,0.1693382,2.528298,2.613184,1978-04-17,Spring,2.8021804,8.330806594594595,20.669193405405405
37,0.004302198,0.0001659819,0.2546065,0.0279394,0.5405612,0.4628065,0.07972221,0.5847239,0.4095023,0.002620236,0.02418292,0.2310269,0.03323428,0.8696385,0.7424762,0.343659,1.542721,0.969776,0.2898042,0.1693313,2.52814,2.613116,1978-04-20,Spring,2.8023011999999996,8.331165729729728,20.668834270270274
38,0.004288509,0.0001653966,0.2538824,0.02788591,0.5398028,0.4617772,0.07960885,0.5844889,0.4095736,0.002609694,0.02415584,0.2304963,0.03325429,0.8696737,0.7425754,0.343647,1.542788,0.9698092,0.2898182,0.1693253,2.527997,2.613056,1978-04-23,Spring,2.8024154,8.331505243243242,20.668494756756758
39,0.004274766,0.0001648126,0.25317,0.02783351,0.5390807,0.4607872,0.07950206,0.5842839,0.4096726,0.002599372,0.02413237,0.2299848,0.03327313,0.8697057,0.7426641,0.3436357,1.542851,0.9698409,0.2898316,0.1693201,2.527866,2.613004,1978-04-26,Spring,2.8025235,8.331826621621621,20.668173378378377
40,0.004260983,0.0001642304,0.2524693,0.0277822,0.5383932,0.4598356,0.07940158,0.5841069,0.4097957,0.002589272,0.02411225,0.229492,0.03329089,0.8697345,0.742743,0.3436251,1.542912,0.9698713,0.2898444,0.1693155,2.527745,2.612957,1978-04-29,Spring,2.8026277000000004,8.332136405405405,20.667863594594593
41,0.004247173,0.0001636506,0.2517805,0.02773199,0.5377389,0.4589212,0.07930716,0.5839558,0.4099396,0.002579394,0.02409521,0.2290172,0.03330762,0.8697602,0.7428126,0.3436151,1.542969,0.9699007,0.2898566,0.1693115,2.52763,2.612916,1978-05-02,Spring,2.8027263,8.33242954054054,20.667570459459462
42,0.00423335,0.0001630738,0.2511036,0.02768285,0.5371163,0.4580429,0.07921855,0.5838289,0.4101013,0.002569737,0.02408103,0.2285601,0.03332341,0.8697829,0.7428737,0.3436056,1.543025,0.9699289,0.2898684,0.169308,2.527522,2.612879,1978-05-05,Spring,2.8028223000000003,8.332714945945947,20.667285054054055
43,0.004219524,0.0001625003,0.2504388,0.02763479,0.5365241,0.4571997,0.07913551,0.5837243,0.4102781,0.002560303,0.02406949,0.22812,0.03333831,0.869803,0.742927,0.3435967,1.543077,0.9699563,0.2898796,0.1693049,2.527418,2.612846,1978-05-08,Spring,2.8029129,8.332984297297296,20.667015702702706
44,0.004205708,0.0001619306,0.2497859,0.02758779,0.535961,0.4563906,0.07905781,0.5836404,0.4104676,0.00255109,0.02406037,0.2276965,0.03335238,0.8698205,0.7429729,0.3435883,1.543128,0.9699828,0.2898904,0.1693021,2.527317,2.612815,1978-05-11,Spring,2.8030012,8.333246810810811,20.666753189189187
45,0.004191913,0.0001613651,0.249145,0.02754183,0.5354257,0.4556145,0.07898523,0.5835757,0.4106676,0.002542096,0.02405349,0.2272891,0.03336567,0.8698355,0.7430121,0.3435803,1.543177,0.9700086,0.2899008,0.1692996,2.527219,2.612787,1978-05-14,Spring,2.8030863999999998,8.333500108108106,20.666499891891895
46,0.004178148,0.0001608042,0.2485161,0.02749691,0.534917,0.4548703,0.07891755,0.5835288,0.4108762,0.002533321,0.02404866,0.2268972,0.03337823,0.8698483,0.7430451,0.3435728,1.543224,0.9700336,0.2899108,0.1692974,2.527123,2.612761,1978-05-17,Spring,2.8031684,8.333743891891892,20.666256108108108
47,0.004164423,0.0001602482,0.2478991,0.02745301,0.5344336,0.4541571,0.07885455,0.5834981,0.4110917,0.002524761,0.02404572,0.2265204,0.03339012,0.869859,0.7430725,0.3435657,1.54327,0.9700579,0.2899204,0.1692955,2.527029,2.612737,1978-05-20,Spring,2.8032483000000004,8.333981432432433,20.66601856756757
48,0.004150747,0.0001596974,0.2472939,0.02741012,0.5339745,0.4534738,0.07879605,0.5834825,0.4113126,0.002516416,0.0240445,0.2261581,0.03340138,0.8698679,0.7430947,0.343559,1.543313,0.9700816,0.2899297,0.1692937,2.526935,2.612715,1978-05-23,Spring,2.8033243,8.334207378378377,20.665792621621623
49,0.004137129,0.0001591522,0.2467005,0.02736821,0.5335385,0.4528194,0.07874185,0.5834807,0.4115373,0.002508282,0.02404487,0.22581,0.03341204,0.8698748,0.7431123,0.3435526,1.543355,0.9701046,0.2899387,0.1692921,2.526843,2.612695,1978-05-26,Spring,2.8033983,8.334427378378377,20.66557262162162
50,0.004123577,0.0001586127,0.2461188,0.02732728,0.5331247,0.452193,0.07869175,0.5834916,0.4117648,0.002500356,0.02404667,0.2254754,0.03342214,0.8698802,0.7431255,0.3435466,1.543396,0.9701269,0.2899473,0.1692907,2.526752,2.612675,1978-05-29,Spring,2.8034702,8.334641135135135,20.665358864864864
51,0.004110098,0.0001580792,0.2455487,0.02728731,0.532732,0.4515935,0.07864559,0.5835142,0.4119939,0.002492637,0.0240498,0.2251541,0.03343173,0.8698841,0.7431349,0.3435409,1.543435,0.9701487,0.2899556,0.1692894,2.526662,2.612657,1978-06-01,Summer,2.8035392999999997,8.334846567567567,20.665153432432433
52,0.004096699,0.0001575519,0.24499,0.02724827,0.5323594,0.4510201,0.07860317,0.5835473,0.4122236,0.00248512,0.02405411,0.2248455,0.03344082,0.8698867,0.7431407,0.3435356,1.543472,0.9701698,0.2899636,0.1692882,2.526572,2.612639,1978-06-04,Summer,2.8036054,8.33504308108108,20.664956918918918
53,0.004083387,0.000157031,0.2444426,0.02721015,0.532006,0.4504718,0.07856435,0.5835901,0.4124532,0.002477802,0.02405951,0.2245492,0.03344946,0.8698879,0.7431433,0.3435305,1.543508,0.9701903,0.2899713,0.1692871,2.526483,2.612623,1978-06-07,Summer,2.8036696,8.335233945945946,20.664766054054056
54,0.004070167,0.0001565168,0.2439065,0.02717293,0.5316709,0.4499477,0.07852895,0.5836416,0.4126818,0.00247068,0.02406589,0.2242647,0.03345766,0.8698881,0.7431431,0.3435257,1.543543,0.9702104,0.2899787,0.1692862,2.526394,2.612607,1978-06-10,Summer,2.8037321,8.335419756756757,20.664580243243243
55,0.004057046,0.0001560092,0.2433814,0.0271366,0.5313534,0.4494471,0.07849681,0.5837012,0.4129087,0.002463751,0.02407316,0.2239917,0.03346546,0.8698872,0.7431404,0.3435211,1.543577,0.9702298,0.2899859,0.1692853,2.526306,2.612592,1978-06-13,Summer,2.8037927000000002,8.33559991891892,20.66440008108108
56,0.004044029,0.0001555086,0.2428672,0.02710114,0.5310524,0.4489689,0.0784678,0.5837679,0.4131335,0.002457011,0.02408121,0.2237297,0.03347288,0.8698854,0.7431353,0.3435169,1.543609,0.9702488,0.2899928,0.1692845,2.526219,2.612578,1978-06-16,Summer,2.8038506,8.335772054054054,20.664227945945946
57,0.004031121,0.000155015,0.2423639,0.02706652,0.5307674,0.4485124,0.07844176,0.5838411,0.4133557,0.002450456,0.02408998,0.2234784,0.03347995,0.8698829,0.7431282,0.3435128,1.54364,0.9702672,0.2899994,0.1692837,2.526133,2.612564,1978-06-19,Summer,2.8039066,8.335938540540539,20.66406145945946
58,0.004018325,0.0001545284,0.2418711,0.02703273,0.5304975,0.4480768,0.07841856,0.5839201,0.4135748,0.002444083,0.02409939,0.2232374,0.03348668,0.8698795,0.7431192,0.343509,1.54367,0.970285,0.2900058,0.169283,2.526047,2.612551,1978-06-22,Summer,2.8039608,8.336099675675674,20.663900324324324
59,0.004005647,0.0001540491,0.2413889,0.02699976,0.530242,0.4476612,0.07839806,0.5840042,0.4137904,0.002437889,0.02410935,0.2230062,0.03349309,0.8698754,0.7431086,0.3435054,1.543699,0.9703023,0.290012,0.1692824,2.525963,2.612539,1978-06-25,Summer,2.8040133,8.336255756756756,20.663744243243244
60,0.00399309,0.000153577,0.2409169,0.02696758,0.5300002,0.447265,0.07838014,0.5840929,0.4140022,0.002431868,0.02411981,0.2227847,0.0334992,0.8698708,0.7430966,0.343502,1.543727,0.9703191,0.2900179,0.1692819,2.525879,2.612527,1978-06-28,Summer,2.804064,8.336406486486485,20.663593513513515
61,0.003980658,0.0001531122,0.2404551,0.02693617,0.5297715,0.4468874,0.07836466,0.5841857,0.4142101,0.002426019,0.02413071,0.2225723,0.03350503,0.8698657,0.7430834,0.3434988,1.543753,0.9703354,0.2900236,0.1692813,2.525796,2.612515,1978-07-01,Summer,2.804112,8.336549189189189,20.66345081081081
62,0.003968352,0.0001526548,0.2400033,0.02690553,0.5295552,0.4465277,0.07835152,0.5842819,0.4144137,0.002420336,0.02414198,0.2223687,0.0335106,0.86986,0.7430689,0.3434958,1.543779,0.9703512,0.2900291,0.1692808,2.525714,2.612504,1978-07-04,Summer,2.8041593,8.33668981081081,20.66331018918919
63,0.003956178,0.0001522048,0.2395612,0.02687563,0.5293508,0.4461851,0.07834059,0.5843812,0.4146128,0.002414817,0.02415358,0.2221737,0.03351591,0.869854,0.7430536,0.343493,1.543803,0.9703665,0.2900344,0.1692804,2.525633,2.612493,1978-07-07,Summer,2.8042039,8.336822405405405,20.663177594594593
64,0.003944136,0.0001517622,0.2391289,0.02684645,0.5291576,0.445859,0.07833177,0.5844831,0.4148075,0.002409457,0.02416546,0.2219869,0.03352099,0.8698477,0.7430375,0.3434903,1.543827,0.9703814,0.2900395,0.16928,2.525553,2.612483,1978-07-10,Summer,2.8042479,8.336953216216216,20.663046783783784
65,0.00393223,0.0001513271,0.238706,0.02681797,0.5289751,0.4455488,0.07832495,0.5845872,0.4149975,0.002404252,0.02417757,0.2218079,0.03352584,0.8698409,0.7430206,0.3434878,1.543849,0.9703957,0.2900445,0.1692796,2.525475,2.612473,1978-07-13,Summer,2.8042892,8.337076,20.662924
66,0.003920461,0.0001508994,0.2382924,0.02679019,0.5288028,0.4452538,0.07832003,0.5846931,0.4151827,0.0023992,0.02418987,0.2216366,0.03353048,0.869834,0.7430031,0.3434855,1.543871,0.9704096,0.2900492,0.1692793,2.525397,2.612464,1978-07-16,Summer,2.8043298,8.337196702702702,20.662803297297298
67,0.003908831,0.0001504791,0.237888,0.02676308,0.5286402,0.4449734,0.07831692,0.5848005,0.4153632,0.002394296,0.02420232,0.2214726,0.03353492,0.8698268,0.7429852,0.3434833,1.543892,0.9704231,0.2900537,0.1692789,2.52532,2.612455,1978-07-19,Summer,2.8043688,8.337312648648648,20.66268735135135
68,0.003897341,0.0001500663,0.2374926,0.02673663,0.5284868,0.444707,0.07831551,0.5849091,0.4155389,0.002389538,0.02421489,0.2213156,0.03353916,0.8698195,0.7429668,0.3434812,1.543912,0.9704362,0.2900581,0.1692786,2.525245,2.612446,1978-07-22,Summer,2.8044062999999997,8.337424135135134,20.662575864864866
69,0.003885994,0.0001496609,0.237106,0.02671082,0.5283421,0.444454,0.07831573,0.5850185,0.4157097,0.002384921,0.02422755,0.2211654,0.03354323,0.869812,0.7429482,0.3434792,1.543931,0.9704487,0.2900623,0.1692784,2.525171,2.612437,1978-07-25,Summer,2.804442,8.33753027027027,20.66246972972973
70,0.00387479,0.0001492629,0.236728,0.02668564,0.5282058,0.444214,0.07831747,0.5851284,0.4158758,0.002380441,0.02424026,0.2210217,0.03354713,0.8698044,0.7429293,0.3434774,1.543949,0.970461,0.2900663,0.1692781,2.525098,2.612429,1978-07-28,Summer,2.8044762999999997,8.337632243243242,20.66236775675676
71,0.00386373,0.0001488721,0.2363585,0.02666106,0.5280774,0.4439863,0.07832067,0.5852387,0.416037,0.002376096,0.02425301,0.2208842,0.03355085,0.8697967,0.7429101,0.3434757,1.543967,0.9704728,0.2900702,0.1692779,2.525026,2.612421,1978-07-31,Summer,2.80451,8.337732432432432,20.662267567567568
72,0.003852815,0.0001484887,0.2359973,0.02663708,0.5279564,0.4437704,0.07832523,0.5853491,0.4161935,0.002371881,0.02426576,0.2207528,0.03355443,0.8697888,0.742891,0.3434741,1.543984,0.9704842,0.290074,0.1692776,2.524956,2.612413,1978-08-03,Summer,2.8045422,8.337828162162163,20.66217183783784
73,0.003842046,0.0001481126,0.2356442,0.02661369,0.5278426,0.4435659,0.0783311,0.5854594,0.4163453,0.002367795,0.02427849,0.2206271,0.03355785,0.869781,0.7428716,0.3434726,1.544,0.9704952,0.2900776,0.1692774,2.524886,2.612406,1978-08-06,Summer,2.8045728,8.337919135135134,20.662080864864866
74,0.003831422,0.0001477437,0.2352992,0.02659086,0.5277355,0.4433722,0.07833818,0.5855693,0.4164924,0.002363832,0.02429119,0.220507,0.03356114,0.8697731,0.7428524,0.3434712,1.544015,0.9705058,0.290081,0.1692772,2.524818,2.612399,1978-08-09,Summer,2.8046017999999995,8.338005351351349,20.66199464864865
75,0.003820945,0.0001473819,0.234962,0.02656858,0.5276348,0.443189,0.07834642,0.5856787,0.416635,0.002359991,0.02430382,0.2203922,0.03356429,0.8697653,0.7428331,0.3434699,1.54403,0.9705162,0.2900844,0.1692771,2.524751,2.612392,1978-08-12,Summer,2.8046306,8.338090972972973,20.66190902702703
76,0.003810613,0.0001470272,0.2346325,0.02654684,0.5275402,0.4430157,0.07835574,0.5857875,0.4167731,0.002356267,0.02431639,0.2202826,0.03356732,0.8697574,0.7428139,0.3434686,1.544044,0.9705262,0.2900876,0.1692769,2.524685,2.612385,1978-08-15,Summer,2.8046578,8.338171837837837,20.661828162162163
77,0.003800429,0.0001466795,0.2343105,0.02652562,0.5274513,0.442852,0.07836608,0.5858955,0.4169067,0.002352658,0.02432887,0.2201778,0.03357022,0.8697496,0.7427949,0.3434675,1.544058,0.9705358,0.2900906,0.1692767,2.524621,2.612379,1978-08-18,Summer,2.8046844,8.338250918918918,20.661749081081084
78,0.00379039,0.0001463387,0.2339958,0.02650492,0.5273679,0.4426973,0.07837738,0.5860025,0.417036,0.002349161,0.02434124,0.2200778,0.03357301,0.8697418,0.7427759,0.3434664,1.544071,0.9705451,0.2900936,0.1692766,2.524558,2.612373,1978-08-21,Summer,2.8047097,8.338326135135135,20.661673864864866
79,0.003780497,0.0001460049,0.2336884,0.02648471,0.5272897,0.4425514,0.07838958,0.5861085,0.4171611,0.002345772,0.02435351,0.2199823,0.03357568,0.8697341,0.7427571,0.3434654,1.544084,0.9705541,0.2900964,0.1692765,2.524496,2.612366,1978-08-24,Summer,2.8047345,8.338399864864865,20.661600135135135
80,0.00377075,0.0001456778,0.233388,0.02646499,0.5272164,0.4424139,0.07840262,0.5862134,0.417282,0.002342488,0.02436564,0.2198912,0.03357825,0.8697264,0.7427385,0.3434645,1.544096,0.9705628,0.2900991,0.1692763,2.524435,2.61236,1978-08-27,Summer,2.8047579,8.338469432432431,20.661530567567567
81,0.003761148,0.0001453574,0.2330946,0.02644574,0.5271478,0.4422843,0.07841644,0.5863169,0.4173988,0.002339308,0.02437765,0.2198043,0.03358073,0.8697188,0.7427202,0.3434636,1.544107,0.9705711,0.2901018,0.1692762,2.524376,2.612355,1978-08-30,Summer,2.8047798999999998,8.338534837837837,20.661465162162163
82,0.003751691,0.0001450437,0.2328079,0.02642696,0.5270835,0.4421623,0.07843101,0.5864191,0.4175117,0.002336227,0.02438951,0.2197213,0.0335831,0.8697113,0.7427021,0.3434628,1.544118,0.9705791,0.2901043,0.1692761,2.524318,2.61235,1978-09-02,Fall,2.8048014,8.338598756756756,20.661401243243244
83,0.003742377,0.0001447366,0.2325279,0.02640862,0.5270234,0.4420475,0.07844626,0.5865199,0.4176207,0.002333244,0.02440121,0.2196422,0.03358538,0.8697038,0.7426841,0.343462,1.544128,0.9705869,0.2901067,0.169276,2.524261,2.612344,1978-09-05,Fall,2.8048216,8.33865881081081,20.66134118918919
84,0.003733207,0.0001444359,0.2322543,0.02639073,0.5269672,0.4419397,0.07846215,0.5866192,0.417726,0.002330354,0.02441276,0.2195668,0.03358757,0.8696965,0.7426665,0.3434613,1.544138,0.9705943,0.290109,0.1692759,2.524204,2.612339,1978-09-08,Fall,2.8048413,8.338717378378378,20.661282621621623
