Label,RMSE,MAE,MSE,Bias,R,Willmott Skill,Obs StdDev,Model StdDev
sat,11.045361017187261,9.285714285714286,122.0,-4.857142857142857,0.8907724168340833,0.8728801845767812,18.926954108802995,11.917445624129426
C09,12.469449847013278,9.743589743589743,155.48717948717947,-2.8205128205128207,0.5021281755055244,0.6888763075275701,11.695905879096149,12.59801806521953
